"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"NYZIAH HUNTER","NEBRASKA",42,10.54,"F",1,"WR",2026,"Big Ten",49.4,2,19,0,2,1,4,4,0,0,0,0,0,2,0,0,0,0,0,0,0.21,14,0,0,0.5,0,"0.00%",56.3,0.053,0.105,0.5,0.5,"P4",0.5,2,0.105263157894737
"COLE WEAVER","SYRACUSE",36,9.77,"F",11,"WR",2026,"ACC",53,0,15,3,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,24,0,0,0,0,"100%",39.6,0,0.067,1,0,"P4",0,0,0.0666666666666667
"JACK FOLEY","WAKE",33,9.24,"F",10,"WR",2026,"ACC",53.8,0,12,3,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,21.5,0,0,0,0,"50.00%",39.6,0,0.167,0.5,0,"P4",0,0,0.166666666666667
"DONOVAN MURPH","S CAROLINA",13,9.09,"F",6,"WR",2026,"SEC",52.8,0,14,6,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,0,0,"50.00%",39.6,0,0.143,0.5,0,"P4",0,0,0.142857142857143
"JALEN MOSS","ARIZONA ST",28,8.7,"F",18,"WR",2026,"Big 12",54.3,1,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,0,0,0,0,"0.00%",39.6,0,0.091,1,0,"P4",0,0,0.0909090909090909
"MAZEO BENNETT JR.","S CAROLINA",29,8.33,"F",3,"WR",2026,"SEC",53.4,2,23,0,7,2,8,4,0,1,1,0,0,3,1,0,15,7.5,13,0,0.35,7.4,0,0,0.667,0.333,"14.30%",0,0.261,0.304,0.143,0.286,"P4",0.285714285714286,1.14285714285714,0.304347826086957
"CARTER PABST","IOWA STATE",13,7.29,"F",4,"WR",2026,"Big 12",53.2,0,13,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,"0.00%",39.6,0,0.077,0,0,"P4",0,0,0.0769230769230769
"CALEB GOODIE SR.","MISSOURI",34,6.34,"F",2,"WR",2026,"SEC",40.3,2,12,1,3,0,0,0,0,0,2,0,0,2,2,0,0,0,0,0,0,30,0,0,0,1,"66.70%",39.6,0.083,0.25,0.667,0,"P4",0,0,0.25
"TANOOK HINES","USC",25,5.21,"F",16,"WR",2026,"Big Ten",52.8,0,13,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,"0.00%",39.6,0,0.077,0,0,"P4",0,0,0.0769230769230769
"SHAMAR RIGBY","WISCONSIN",15,5.07,"F",7,"WR",2026,"Big Ten",53.7,0,11,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,"0.00%",39.6,0.091,0.091,0,0,"P4",0,0,0.0909090909090909
"ELIJAH THOMAS","OKLAHOMA",12,3.76,"F",14,"WR",2026,"SEC",52.3,2,24,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4",0,0,0
"BRYSON WILLIAMS","MICH STATE",15,2.19,"F",14,"WR",2026,"Big Ten",46.5,1,11,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,5,0,0,0,1,"0.00%",39.6,0,0.091,0,0,"P4",0,0,0.0909090909090909
"DEBRAUN HAMPTON","BAYLOR",15,2.12,"F",83,"WR",2026,"Big 12",52.6,0,17,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4",0,0,0
"ISAIAH FUHRMANN","GA TECH",29,1.64,"F",13,"WR",2026,"ACC",51.4,1,24,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4",0,0,0
"VERNON ALLEN III","RUTGERS",27,1.6,"F",5,"WR",2026,"Big Ten",53.1,0,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4",0,0,0
"MALIK ELZY","LSU",15,1.56,"F",88,"WR",2026,"SEC",53.7,2,11,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4",0,0,0
"JARED RICHARDSON","DUKE",57,0,"F",17,"WR",2026,"ACC",52.4,0,15,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4",0,0,0
