"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"JALEN HALE","SMU",34,52.97,"C",2,"WR",2026,"ACC",66.9,1,12,2,1,1,51,51,0,1,0,0,0,1,1,1,3,3,3,1,4.25,48,1,0,1,0,"100%",118.8,0,0.083,1,1,"P4",1,51,0.0833333333333333
"KYLER KASPER","BYU",33,52.74,"C",3,"WR",2026,"Big 12",66.7,5,22,7,9,4,51,12.8,2,3,1,0,0,5,4,1,10,2.5,7,0.25,2.32,11.6,1,1,0.8,0.2,"44.40%",102.3,0,0.409,0.111,0.444,"P4",0.444444444444444,5.66666666666667,0.409090909090909
"WADEN CHARLES","UCF",31,51.56,"C",9,"WR",2026,"Big 12",60.2,3,37,22,5,4,41,10.3,1,1,0,0,0,4,1,1,2,0.5,1,1,1.11,16.8,1,0,1,0,"20.00%",140.4,0.054,0.135,0.4,0.8,"P4",0.8,8.2,0.135135135135135
"TYRELL HENRY","WISCONSIN",43,51.24,"C",0,"WR",2026,"Big Ten",82.1,3,16,0,9,4,91,22.8,0,3,0,0,0,4,0,0,41,10.3,5,0,5.69,11.2,2,3,1,0,"0.00%",81.3,0.5,0.563,0.222,0.444,"P4",0.444444444444444,10.1111111111111,0.5625
"JUSTIN BOWICK","OKLA STATE",80,50.78,"C",0,"WR",2026,"Big 12",65.8,7,45,19,10,5,81,16.2,0,3,0,0,0,5,3,2,37,7.4,33,0.667,1.8,9.8,2,1,1,0,"30.00%",37.9,0.022,0.222,0,0.5,"P4",0.5,8.1,0.222222222222222
"GAVIN FREEMAN","BAYLOR",101,50.69,"C",6,"WR",2026,"Big 12",78.9,9,36,0,14,9,97,10.8,0,5,0,0,0,9,0,0,78,8.7,18,0,2.69,10.2,3,5,1,0,"0.00%",54.8,0.389,0.389,0.214,0.643,"P4",0.642857142857143,6.92857142857143,0.388888888888889
"NOAH JENNINGS","MINNESOTA",33,50.5,"C",13,"WR",2026,"Big Ten",65.8,7,46,11,11,7,88,12.6,0,3,0,0,0,7,3,2,21,3,4,0.667,1.91,14.3,2,0,1,0,"27.30%",88.4,0,0.239,0.273,0.636,"P4",0.636363636363636,8,0.239130434782609
"VANDREVIUS JACOBS","MIAMI FL",15,50.41,"C",8,"WR",2026,"ACC",74.5,2,11,7,2,2,38,19,1,2,0,0,0,2,1,1,1,0.5,0,1,3.45,18.5,1,0,1,0,"50.00%",158.3,0,0.182,0.5,1,"P4",1,19,0.181818181818182
"COY EAKIN","TEXAS TECH",36,50.27,"C",3,"WR",2026,"Big 12",70.7,4,33,3,6,6,79,13.2,1,4,0,0,0,6,0,0,4,0.7,3,0,2.39,12.8,2,0,1,0,"0.00%",158.3,0.182,0.182,0.167,1,"P4",1,13.1666666666667,0.181818181818182
"ISAIAH HORTON","TEXAS A&M",57,49.83,"C",7,"WR",2026,"SEC",66.2,6,33,14,8,3,33,11,2,3,0,0,0,3,2,1,0,0,0,0.5,1,16.4,1,0,1,0,"25.00%",90.1,0.03,0.242,0.25,0.375,"P4",0.375,4.125,0.242424242424242
"HORATIO FIELDS","OLE MISS",68,49.19,"C",11,"WR",2026,"SEC",72.4,4,20,1,4,4,66,16.5,1,4,0,0,0,4,0,0,24,6,5,0,3.3,10.5,1,0,1,0,"0.00%",158.3,0,0.2,0,1,"P4",1,16.5,0.2
"OMARI HAYES","IOWA STATE",15,48.84,"C",9,"WR",2026,"Big 12",71,3,16,1,5,4,63,15.8,0,2,0,0,0,4,2,2,15,3.8,3,1,3.94,12.2,2,2,1,0,"40.00%",118.8,0.125,0.313,0.4,0.8,"P4",0.8,12.6,0.3125
"CHRIS MARSHALL","ARKANSAS",73,48.2,"C",6,"WR",2026,"SEC",67.5,5,43,17,12,5,63,12.6,0,4,0,0,0,5,4,1,20,4,12,0.25,1.47,16.1,1,2,1,0,"33.30%",58.7,0.047,0.279,0.333,0.417,"P4",0.416666666666667,5.25,0.27906976744186
"KALEB WEBB","MARYLAND",53,47.57,"C",2,"WR",2026,"Big Ten",60.8,7,42,26,8,5,60,12,0,3,0,1,0,5,0,0,22,4.4,18,0,1.43,13.6,1,2,1,0,"0.00%",85.4,0,0.191,0.25,0.625,"P4",0.625,7.5,0.19047619047619
"KWAZI GILMER","NEBRASKA",64,47.35,"C",3,"WR",2026,"Big Ten",69.4,5,27,4,6,6,39,6.5,2,3,0,0,0,6,0,0,27,4.5,7,0,1.44,3.3,0,1,1,0,"0.00%",133.3,0.074,0.222,0,1,"P4",1,6.5,0.222222222222222
"SEMAJ MORGAN","UCLA",25,46.73,"C",4,"WR",2026,"Big Ten",72,4,27,4,7,6,73,12.2,0,3,0,0,0,6,2,2,25,4.2,16,1,2.7,10,2,0,1,0,"28.60%",110.1,0.185,0.259,0.429,0.857,"P4",0.857142857142857,10.4285714285714,0.259259259259259
"EUGENE WILSON III","LSU",65,46.36,"C",3,"WR",2026,"SEC",68.6,5,32,6,6,6,93,15.5,0,3,0,1,1,6,0,0,32,5.3,22,0,2.91,10.2,1,2,1,0,"0.00%",118.8,0.063,0.188,0.167,1,"P4",1,15.5,0.1875
"DEUCE ALEXANDER","OLE MISS",64,45.79,"C",1,"WR",2026,"SEC",77.3,6,19,0,9,8,76,9.5,0,4,0,0,0,8,0,0,29,3.6,21,0,4,6.2,2,3,1,0,"0.00%",101.9,0.053,0.474,0,0.889,"P4",0.888888888888889,8.44444444444444,0.473684210526316
"CAM COLEMAN","TEXAS",49,45.63,"C",8,"WR",2026,"SEC",61.6,6,45,21,6,4,49,12.3,0,3,0,0,0,5,2,2,4,1,5,1,1.09,18.3,1,1,0.8,0,"33.30%",52.1,0.022,0.133,0.333,0.667,"P4",0.666666666666667,8.16666666666667,0.133333333333333
"ZION RAGINS","MISS STATE",38,45.63,"C",7,"WR",2026,"SEC",64.1,4,30,4,5,3,53,17.7,1,2,0,0,0,3,0,0,16,5.3,14,0,1.77,17.2,2,1,1,0,"0.00%",135.8,0.033,0.167,0.4,0.6,"P4",0.6,10.6,0.166666666666667
"CARLOS HERNANDEZ","WAKE",28,45.51,"C",8,"WR",2026,"ACC",74.4,5,28,4,6,6,88,14.7,0,5,0,0,0,6,0,0,30,5,16,0,3.14,9.7,4,0,1,0,"0.00%",118.8,0.143,0.214,0.167,1,"P4",1,14.6666666666667,0.214285714285714
"GIOVANNI RICHARDSON","ARIZONA",35,45.22,"C",5,"WR",2026,"Big 12",79.6,7,13,3,6,5,53,10.6,0,3,0,0,0,5,1,1,20,4,11,1,4.08,12.7,1,2,1,0,"16.70%",103.5,0.308,0.462,0.167,0.833,"P4",0.833333333333333,8.83333333333333,0.461538461538462
"TERRY BUSSEY","TEXAS A&M",38,45.12,"C",6,"WR",2026,"SEC",71.1,5,23,10,6,4,58,14.5,0,3,0,0,0,4,1,1,18,4.5,9,1,2.52,14,3,1,1,0,"16.70%",97.9,0.043,0.261,0.333,0.667,"P4",0.666666666666667,9.66666666666667,0.260869565217391
"CHRIS BROOKS JR.","WISCONSIN",47,44.9,"C",2,"WR",2026,"Big Ten",64.4,1,16,2,2,2,39,19.5,1,1,0,0,0,2,0,0,34,17,31,0,2.44,2.5,1,1,1,0,"0.00%",158.3,0,0.125,0,1,"P4",1,19.5,0.125
"CHAUNCEY MAGWOOD","PURDUE",36,44.84,"C",5,"WR",2026,"Big Ten",70.6,5,46,6,7,5,77,15.4,0,4,0,0,0,5,1,1,8,1.6,7,1,1.67,11.1,2,1,1,0,"14.30%",107.4,0.065,0.152,0.143,0.714,"P4",0.714285714285714,11,0.152173913043478
"JACKSON HARRIS","LSU",40,44.81,"C",4,"WR",2026,"SEC",72,6,22,5,4,3,80,26.7,0,2,0,0,0,3,0,0,54,18,12,0,3.64,7.3,2,1,1,0,"0.00%",77.1,0,0.182,0.25,0.75,"P4",0.75,20,0.181818181818182
"SANFRISCO MAGEE","MISS STATE",29,44.76,"C",13,"WR",2026,"SEC",65.5,3,18,0,4,4,42,10.5,1,2,0,0,0,4,1,1,22,5.5,4,1,2.33,5,1,1,1,0,"25.00%",150,0.056,0.222,0,1,"P4",1,10.5,0.222222222222222
"KAYDEN DIXON-WYATT","USC",41,44.71,"C",17,"WR",2026,"Big Ten",74.4,5,17,3,4,3,43,14.3,1,3,0,0,0,3,1,0,11,3.7,7,0,2.53,10.5,1,1,1,0,"25.00%",149,0,0.235,0.25,0.75,"P4",0.75,10.75,0.235294117647059
"UMARI HATCHER","SYRACUSE",48,44.18,"C",2,"WR",2026,"ACC",66.5,7,55,20,11,6,77,12.8,0,4,1,0,0,7,1,0,30,5,7,0,1.4,12.6,3,0,0.857,0.143,"9.10%",76.7,0.036,0.2,0.182,0.545,"P4",0.545454545454545,7,0.2
"EMMETT MOSLEY V","TEXAS",37,43.46,"C",3,"WR",2026,"SEC",61.6,5,33,7,7,5,63,12.6,0,4,0,1,0,5,1,1,31,6.2,11,1,1.91,12.4,2,1,1,0,"14.30%",99.1,0.182,0.212,0.286,0.714,"P4",0.714285714285714,9,0.212121212121212
"LEGEND GLASKER","BYU",23,43.32,"C",1,"WR",2026,"Big 12",65.8,1,17,2,4,3,74,24.7,0,1,0,0,0,3,0,0,27,9,15,0,4.35,17.5,1,0,1,0,"0.00%",116.7,0.176,0.235,0.5,0.75,"P4",0.75,18.5,0.235294117647059
"DRE'LON MILLER","BAYLOR",16,42.3,"C",1,"WR",2026,"Big 12",62.6,1,19,6,2,1,22,22,1,1,0,0,0,1,2,1,12,12,4,0.5,1.16,12,1,0,1,0,"100%",129.2,0.053,0.105,0,0.5,"P4",0.5,11,0.105263157894737
"RADARIOUS JACKSON","TENNESSEE",25,42.18,"C",3,"WR",2026,"SEC",77,4,14,2,3,3,64,21.3,0,3,0,0,0,3,0,0,16,5.3,1,0,4.57,16,1,0,1,0,"0.00%",118.8,0,0.214,0.333,1,"P4",1,21.3333333333333,0.214285714285714
"CATAURUS HICKS","PITTSBURGH",52,41.52,"C",3,"WR",2026,"ACC",65,3,28,6,6,3,64,21.3,0,2,0,0,0,3,0,0,23,7.7,12,0,2.29,16.2,2,2,1,0,"0.00%",88.2,0.107,0.214,0.333,0.5,"P4",0.5,10.6666666666667,0.214285714285714
"CHRIS BARNES","OKLA STATE",78,41.47,"C",2,"WR",2026,"Big 12",65.7,3,23,8,3,2,51,25.5,0,2,0,0,0,2,0,0,29,14.5,2,0,2.22,19,1,0,1,0,"0.00%",109.7,0,0.13,0.333,0.667,"P4",0.666666666666667,17,0.130434782608696
"TRENT MOSLEY","USC",35,40.78,"C",4,"WR",2026,"Big Ten",66.2,2,22,3,3,2,33,16.5,1,2,0,0,0,2,1,1,0,0,0,1,1.5,10.3,1,0,1,0,"33.30%",143.1,0.136,0.136,0.333,0.667,"P4",0.666666666666667,11,0.136363636363636
"ASAAD WASEEM","PURDUE",27,40.59,"C",19,"WR",2026,"Big Ten",70,5,28,1,6,6,65,10.8,0,3,0,0,0,6,0,0,31,5.2,13,0,2.32,5.7,1,3,1,0,"0.00%",111.8,0.143,0.214,0,1,"P4",1,10.8333333333333,0.214285714285714
"AYDEN GREENE","VA TECH",29,40.57,"C",0,"WR",2026,"ACC",58.5,3,34,5,3,1,44,44,0,1,0,0,0,1,0,0,26,26,11,0,1.29,16.3,1,0,1,0,"0.00%",81.9,0,0.088,0,0.333,"P4",0.333333333333333,14.6666666666667,0.0882352941176471
"YAMIR KNIGHT","SMU",50,40.29,"C",8,"WR",2026,"ACC",57.6,3,14,0,3,3,62,20.7,0,2,0,0,0,3,0,0,36,12,14,0,4.43,8.7,2,0,1,0,"0.00%",118.8,0.143,0.214,0,1,"P4",1,20.6666666666667,0.214285714285714
"DAKORIEN MOORE","OREGON",54,40.03,"C",1,"WR",2026,"Big Ten",56.9,3,31,4,5,3,45,15,1,1,1,0,0,4,2,1,8,2.7,4,0.5,1.45,11.6,1,0,0.75,0.25,"40.00%",129.2,0.097,0.161,0.2,0.6,"P4",0.6,9,0.161290322580645
"ISMAEL CISSE","ARKANSAS",32,39.92,"D",4,"WR",2026,"SEC",57.6,4,26,9,5,2,35,17.5,1,2,1,0,0,3,2,1,0,0,0,0.5,1.35,15,1,0,0.667,0.333,"40.00%",104.2,0.192,0.192,0.4,0.4,"P4",0.4,7,0.192307692307692
"JUNIOR SHERRILL","VANDERBILT",55,39.43,"D",0,"WR",2026,"SEC",60.4,10,31,8,12,5,94,18.8,0,4,4,0,0,10,0,0,16,3.2,8,0,3.03,16.8,3,1,0.5,0.4,"0.00%",69.4,0.065,0.387,0.417,0.417,"P4",0.416666666666667,7.83333333333333,0.387096774193548
"RICO SCOTT","ALABAMA",60,39.41,"D",7,"WR",2026,"SEC",56.7,4,36,3,6,3,44,14.7,1,3,1,0,0,4,3,1,3,1,2,0.333,1.22,12.7,1,0,0.75,0.25,"50.00%",113.9,0.111,0.167,0.167,0.5,"P4",0.5,7.33333333333333,0.166666666666667
"DE'NYLON MORRISSETTE","PURDUE",27,38.97,"D",8,"WR",2026,"Big Ten",57.2,4,43,9,4,2,26,13,1,2,0,0,0,3,2,1,7,3.5,5,0.5,0.6,11.5,1,0,0.667,0,"50.00%",110.4,0.07,0.093,0,0.5,"P4",0.5,6.5,0.0930232558139535
"XAVIER TOWNSEND","PURDUE",29,38.7,"D",3,"WR",2026,"Big Ten",69.2,6,32,1,8,7,55,7.9,0,3,0,0,0,7,2,1,28,4,9,0.5,1.72,4.1,1,2,1,0,"25.00%",95.3,0.156,0.25,0,0.875,"P4",0.875,6.875,0.25
"BRAYLON STALEY","TENNESSEE",40,38.46,"D",14,"WR",2026,"SEC",61.4,1,24,1,2,1,20,20,1,1,0,0,0,1,1,1,0,0,0,1,0.83,30,1,0,1,0,"50.00%",125,0.083,0.083,1,0.5,"P4",0.5,10,0.0833333333333333
"JJ BUCHANAN","MICHIGAN",48,37.51,"D",6,"WR",2026,"Big Ten",69.3,5,21,3,6,2,48,24,0,2,0,0,0,3,2,0,27,13.5,24,0,2.29,14.8,1,2,0.667,0,"33.30%",63.2,0.191,0.286,0.167,0.333,"P4",0.333333333333333,8,0.285714285714286
"IAN STRONG","CAL",90,37.17,"D",9,"WR",2026,"ACC",58.6,4,35,5,8,3,64,21.3,0,2,1,0,0,4,2,1,9,3,7,0.5,1.83,24.4,2,0,0.75,0.25,"25.00%",66.7,0.029,0.229,0.625,0.375,"P4",0.375,8,0.228571428571429
"JEREMIAH KOGER","AUBURN",55,37.11,"D",4,"WR",2026,"SEC",64.8,3,26,3,4,2,57,28.5,0,2,0,0,0,2,2,0,6,3,2,0,2.19,24.3,1,0,1,0,"50.00%",95.8,0,0.154,0.5,0.5,"P4",0.5,14.25,0.153846153846154
"KOBY HOWARD","PENN STATE",28,37.09,"D",6,"WR",2026,"Big Ten",66.2,3,25,1,4,3,68,22.7,0,1,0,0,0,3,1,0,17,5.7,7,0,2.72,14,1,0,1,0,"25.00%",116.7,0.08,0.16,0.25,0.75,"P4",0.75,17,0.16
"BRIAN ROWE JR.","UCLA",44,37.04,"D",2,"WR",2026,"Big Ten",69.9,4,18,6,6,5,63,12.6,0,2,1,0,0,6,0,0,22,4.4,8,0,3.5,8.8,1,0,0.833,0.167,"0.00%",110.4,0.111,0.333,0.167,0.833,"P4",0.833333333333333,10.5,0.333333333333333
"REECE VANDER ZEE","IOWA",35,36.32,"D",2,"WR",2026,"Big Ten",59.6,3,32,15,4,3,32,10.7,0,2,0,0,0,3,0,0,15,5,9,0,1,10.8,0,2,1,0,"0.00%",97.9,0.031,0.125,0.25,0.75,"P4",0.75,8,0.125
"RYAN WINGO","TEXAS",43,36.24,"D",1,"WR",2026,"SEC",58.3,5,43,14,6,4,22,5.5,1,3,1,0,0,5,0,0,20,5,3,0,0.51,5.7,1,0,0.8,0.2,"0.00%",112.5,0.116,0.14,0.167,0.667,"P4",0.666666666666667,3.66666666666667,0.13953488372093
"AMARE THOMAS","HOUSTON",73,36.22,"D",0,"WR",2026,"Big 12",67.5,4,15,1,5,3,29,9.7,1,3,0,0,0,3,0,0,24,8,9,0,1.93,8.2,0,0,1,0,"0.00%",115.8,0.267,0.333,0.2,0.6,"P4",0.6,5.8,0.333333333333333
"TRELL HARRIS","OKLAHOMA",29,35.53,"D",11,"WR",2026,"SEC",64.5,4,33,14,7,4,43,10.8,0,3,0,0,0,4,0,0,33,8.3,13,0,1.3,10.4,1,2,1,0,"0.00%",35.7,0.061,0.212,0.286,0.571,"P4",0.571428571428571,6.14285714285714,0.212121212121212
