"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"ORION IRVING","VANDERBILT",59,56.43,"C"
"ROBERT WRIGHT JR.","MICH STATE",41,56.17,"C"
"CARSTEN CASADY","W VIRGINIA",32,55.81,"C"
"HALL SCHMIDT","UCLA",61,55.76,"C"
"PJ WILLIAMS","SMU",29,55.64,"C"
"JACOB PONTON","TEXAS TECH",79,55.34,"C"
"NETINHO OLIVIERI","PITTSBURGH",74,55.09,"C"
"JACQAWN MCROY","N CAROLINA",42,55.01,"C"
"DREW AZZOPARDI","WASHINGTON",75,54.81,"C"
"JESSE PERRY","TENNESSEE",63,54.77,"C"
"RAHTREL PERRY","MARYLAND",65,54.62,"C"
"PHILLIP DANIELS","OHIO STATE",58,54.55,"C"
"NICK MORROW","KANSAS",44,53.42,"C"
"MELVIN SIANI","TEXAS",80,52.63,"C"
"DAYNE ARNETT","S CAROLINA",43,51.8,"C"
"ANDREW SPRAGUE","MICHIGAN",63,51.61,"C"
"JOE COTTON","CINCINNATI",56,51.55,"C"
"JACK DOTZLER","IOWA",60,51.43,"C"
"ISAIAH WRIGHT","MARYLAND",50,51.29,"C"
"NATHAN ROY","MINNESOTA",69,51.13,"C"
"TEREZ DAVIS","OLE MISS",53,51.12,"C"
"ADEDAMOLA AJANI","INDIANA",48,50.96,"C"
"ALVIN EBOSELE","HOUSTON",29,50.11,"C"
"JUDE MCCOSKEY","PURDUE",86,49.57,"C"
"GUS HAWKINS","KANSAS ST",69,49.37,"C"
"DRAMODD ODOMS","SMU",27,49.33,"C"
"KADEN SIERACKI","BAYLOR",47,49.01,"C"
"IAN MOORE","OHIO STATE",65,48.74,"C"
"AIDAN LYNCH","VA TECH",76,48.69,"C"
"KAWIKA ROGERS","OREGON",49,48.6,"C"
"LOGAN MOORE","BAYLOR",61,48.35,"C"
"MICHAEL KLISIEWICZ","CAL",41,48.21,"C"
"SHED SARRATT JR.","S CAROLINA",25,47.91,"C"
"RYAN HOWARD","KANSAS ST",69,47.31,"C"
"VEGUER JEAN-JUMEAU","BOSTON COL",62,47.3,"C"
"RAKEEM JOHNSON","MICH STATE",50,47.15,"C"
"JOSH AISOSA","W VIRGINIA",25,47.11,"C"
"OLAUS ALINEN","KENTUCKY",65,46.96,"C"
"PJ WILKINS","WISCONSIN",47,46.74,"C"
"LEON BELL","COLORADO",63,46.65,"C"
"PAKI FINAU","BYU",60,46.5,"C"
"FREDERICK WILLIAMS III","CAL",64,46.45,"C"
"BRADEN MILLER","DUKE",49,46.43,"C"
"EVERETT SMALL","RUTGERS",31,45.51,"C"
"ANTHONY DONKOH","PENN STATE",59,45.37,"C"
"STANTON RAMIL","AUBURN",73,44.72,"C"
"DANIEL SHIPP","MINNESOTA",47,44,"C"
"BRAYDEN JACOBS","CLEMSON",79,43.87,"C"
"LUKE BAKLENKO","ARIZONA ST",42,43.68,"C"
"CHRISTIAN MARTIN","ILLINOIS",73,43.26,"C"
"LANCE HEARD","KENTUCKY",65,42.24,"C"
"BLAKE FRAZIER","MICHIGAN",63,41.82,"C"
"ANDREW CHAMBLEE","SMU",29,41.72,"C"
"JALEN KLEMM","ARIZONA ST",59,41.27,"C"
"TOLU OLAJIDE","WAKE",70,40.99,"C"
"COLE RHETT","BAYLOR",40,40.94,"C"
"CALVIN CLEMENTS","KANSAS",70,39.49,"D"
"JO SIMMONS","AUBURN",73,39.43,"D"
"KAVION BROUSSARD","ARKANSAS",81,39.3,"D"
"PRESTON CUSHMAN","UCF",57,39.13,"D"
"HENRY TABANSI","UCF",57,38.99,"D"
"TRISTAN BOUNDS","ARIZONA",67,38.45,"D"
"ANDREW GENTRY","BYU",60,37.76,"D"
"CLINTON AZUBUIKE","VANDERBILT",51,37.73,"D"
"DEANDRE HARPER","KANSAS",26,37.73,"D"
"TYREE ADAMS","TEXAS A&M",58,37.52,"D"
"JAYVIN JAMES","ALABAMA",68,37.36,"D"
"MALACHI CARNEY","GA TECH",60,36.77,"D"
"MATTHEW LADO","ARIZONA",67,35.95,"D"
"KODI GREENE","WASHINGTON",75,35.89,"D"
"JAKE TAYLOR","IOWA STATE",53,35.88,"D"
"TREVION MACK","SYRACUSE",79,34.65,"D"
"NUKU MAFI","PURDUE",86,33.81,"D"
"WESTON DAVIS","LSU",73,32.78,"D"
"BLAKE STEEN","MISS STATE",39,32.47,"D"
"ASHTON LEPO","OKLA STATE",87,30.19,"D"
"GUNNAR GOTTULA","NEBRASKA",56,29.52,"D"
"BRYANT WILLIAMS","ARKANSAS",71,27.78,"D"
"KAM PRINGLE","SYRACUSE",89,27.62,"D"
"JORDAN DAVIS","UCLA",39,26.66,"D"
"AIDAN MARTIN","WAKE",70,25.21,"D"
"DESMOND MAGIYA","OKLA STATE",56,23.18,"D"
"ZIYARE ADDISON","OREGON",61,18.13,"F"
"CHAMP WESTBROOKS","ARIZONA ST",29,17.82,"F"
"MARKELL SAMUEL","GA TECH",60,15.87,"F"
"JUSTIN TERRY","VA TECH",78,14.81,"F"
"RONNELL MCLAIN","HOUSTON",34,12.65,"F"
"E'MARION HARRIS","OKLAHOMA",65,11.76,"F"
"RICO JACKSON","NC STATE",57,10.53,"F"
"FOX CRADER","OREGON",61,7.4,"F"
"SHAUN TORGESON","OKLA STATE",87,3.7,"F"
"MALACHI WOOD","KENTUCKY",65,0,"F"
