"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level"
"TY LOCKWOOD","ARKANSAS",41,38.52,"D",85,"TE",2026,"SEC",58.1,2,45,3,6,4,41,10.3,0,2,0,0,0,4,1,0,19,4.8,7,0,0.91,6.5,0,0,1,0,"16.70%",86.1,0.022,0.133,0,0.667,"P4"
"MARSHALL PRITCHETT","ALABAMA",34,36.59,"D",9,"TE",2026,"SEC",87.2,3,9,0,2,2,45,22.5,0,1,0,0,0,2,1,1,1,0.5,1,1,5,22,2,0,1,0,"50.00%",118.8,0.111,0.222,0.5,1,"P4"
"MASON MINI","CAL",83,35.86,"D",85,"TE",2026,"ACC",58.8,1,31,5,3,2,38,19,0,1,0,0,0,2,1,0,23,11.5,9,0,1.23,11.3,1,0,1,0,"33.30%",109.7,0,0.097,0,0.667,"P4"
"CARSON BRUHN","KANSAS",37,35.16,"D",44,"TE",2026,"Big 12",75.4,2,21,1,4,2,34,17,0,2,0,0,0,2,1,1,3,1.5,3,1,1.62,16.8,2,0,1,0,"25.00%",39.6,0,0.191,0.25,0.5,"P4"
"MASON WILLIAMS","OHIO STATE",23,33.94,"D",86,"TE",2026,"Big Ten",62.6,3,11,0,2,2,29,14.5,0,1,0,0,0,2,0,0,26,13,16,0,2.64,1.5,1,1,1,0,"0.00%",118.8,0,0.182,0,1,"P4"
"LUKE HARPRING","FLORIDA",23,33.58,"D",15,"TE",2026,"SEC",73.2,2,12,1,3,3,33,11,0,1,0,0,0,3,0,0,21,7,9,0,2.75,4,1,1,1,0,"0.00%",112.5,0.083,0.25,0,1,"P4"
"PATRICK OVERMYER","HOUSTON",73,33.47,"D",9,"TE",2026,"Big 12",63,5,11,3,4,2,16,8,1,1,0,0,0,2,2,0,14,7,2,0,1.45,14,0,1,1,0,"50.00%",100,0.182,0.364,0.5,0.5,"P4"
"EMAREE WINSTON","TEXAS",28,31.48,"D",85,"TE",2026,"SEC",55.4,7,16,0,7,3,38,12.7,0,2,3,0,0,6,0,0,16,5.3,8,0,2.38,7.4,1,0,0.5,0.5,"0.00%",60.4,0.125,0.438,0,0.429,"P4"
"DYLAN WADE","UCF",32,29.54,"D",0,"TE",2026,"Big 12",58.1,1,29,3,3,2,20,10,0,1,0,0,0,2,1,1,4,2,2,1,0.69,9,0,0,1,0,"33.30%",85.4,0.069,0.103,0,0.667,"P4"
"WILL LOERZEL","WAKE",29,28.89,"D",85,"TE",2026,"ACC",66.6,1,12,0,3,2,16,8,0,2,0,0,0,2,1,1,6,3,4,1,1.33,5.3,0,0,1,0,"33.30%",79.9,0.083,0.25,0,0.667,"P4"
"COLE RUSK","ARIZONA",32,27.78,"D",14,"TE",2026,"Big 12",65.1,3,21,0,3,1,34,34,0,1,0,0,0,1,1,0,6,6,3,0,1.62,24.3,1,1,1,0,"33.30%",77.1,0.048,0.143,1,0.333,"P4"
"DJ VONNAHME","IOWA",35,27.33,"D",81,"TE",2026,"Big Ten",65.1,5,21,1,4,2,25,12.5,0,2,0,0,0,2,1,0,13,6.5,6,0,1.19,6.5,0,0,1,0,"25.00%",69.8,0.143,0.191,0,0.5,"P4"
"JA'RICOUS HAIRSTON","VA TECH",26,26.47,"D",13,"TE",2026,"ACC",62.7,3,15,0,2,2,35,17.5,0,1,0,0,0,2,0,0,24,12,5,0,2.33,5.5,1,0,1,0,"0.00%",118.8,0,0.133,0,1,"P4"
"ETHAN DAVIS","TENNESSEE",12,26.21,"D",0,"TE",2026,"SEC",47.4,4,15,0,4,2,26,13,1,1,1,0,0,3,1,0,13,6.5,0,0,1.73,5.3,1,0,0.667,0.333,"25.00%",110.4,0.067,0.267,0,0.5,"P4"
"SHANE KING","ARIZONA",28,25.88,"D",8,"TE",2026,"Big 12",54.7,3,15,1,3,2,21,10.5,1,1,1,0,0,3,0,0,2,1,1,0,1.4,5.3,1,0,0.667,0.333,"0.00%",126.4,0.133,0.2,0,0.667,"P4"
"VINCE BENETTI","IOWA STATE",35,25.77,"D",37,"TE",2026,"Big 12",64.2,4,10,0,3,2,10,5,1,2,1,0,0,3,0,0,5,2.5,4,0,1,5,0,0,0.667,0.333,"0.00%",111.1,0,0.3,0,0.667,"P4"
"HENRY BOYER","KENTUCKY",43,25.57,"D",87,"TE",2026,"SEC",62.1,1,13,0,2,1,20,20,1,1,0,0,0,1,0,0,2,2,0,0,1.54,21.5,1,0,1,0,"0.00%",125,0.077,0.154,0.5,0.5,"P4"
"LUKE LINDENMEYER","NEBRASKA",55,24.99,"D",8,"TE",2026,"Big Ten",58.5,2,21,0,2,2,16,8,0,1,0,0,0,2,1,1,2,1,2,1,0.76,7,0,0,1,0,"50.00%",100,0,0.095,0,1,"P4"
"KHAMARI ANDERSON","ARIZONA ST",19,24.24,"D",15,"TE",2026,"Big 12",56.2,4,26,3,1,1,21,21,0,1,0,0,0,1,0,0,11,11,5,0,0.81,10,1,0,1,0,"0.00%",118.8,0,0.039,0,1,"P4"
"CARSON KOLB","OKLA STATE",60,23.97,"D",44,"TE",2026,"Big 12",50.7,4,30,3,5,2,4,2,1,1,0,0,0,2,1,0,0,0,0,0,0.13,6.6,0,0,1,0,"20.00%",87.5,0.033,0.167,0,0.4,"P4"
"CHARLIE WILLIAMS","COLORADO",64,22.97,"D",87,"TE",2026,"Big 12",62.8,2,12,0,1,1,23,23,0,1,0,0,0,1,0,0,6,6,6,0,1.92,17,1,0,1,0,"0.00%",118.8,0,0.083,0,1,"P4"
"DORIAN FLEMING","MARYLAND",11,22.87,"D",9,"TE",2026,"Big Ten",62.7,6,14,0,3,3,23,7.7,0,1,0,0,0,3,0,0,9,3,3,0,1.64,4.7,0,0,1,0,"0.00%",98.6,0.143,0.214,0,1,"P4"
"CHRIS CORBO","GA TECH",29,22.44,"D",17,"TE",2026,"ACC",60.7,2,14,1,2,2,21,10.5,0,1,0,0,0,2,0,0,16,8,4,0,1.5,2.5,1,0,1,0,"0.00%",110.4,0.071,0.143,0,1,"P4"
"ELYISS WILLIAMS","GEORGIA",14,22.05,"D",10,"TE",2026,"SEC",70.6,1,5,1,1,1,14,14,0,1,0,0,0,1,0,0,12,12,5,0,2.8,2,0,1,1,0,"0.00%",118.8,0,0.2,0,1,"P4"
"DECKER DEGRAAF","WASHINGTON",42,21.27,"D",86,"TE",2026,"Big Ten",58.1,1,28,0,4,3,16,5.3,0,0,0,0,0,3,0,0,17,5.7,7,0,0.57,6,0,0,1,0,"0.00%",81.3,0.036,0.143,0.25,0.75,"P4"
"ETHAN BARBOUR","GEORGIA",14,20.59,"D",9,"TE",2026,"SEC",70.5,2,5,1,1,1,7,7,1,1,0,0,0,1,0,0,10,10,1,0,1.4,-3,0,0,1,0,"0.00%",135.4,0,0.2,0,1,"P4"
"LUCA PUCCINELLI","PURDUE",14,20.39,"D",85,"TE",2026,"Big Ten",81.5,1,3,0,1,1,18,18,0,1,0,0,0,1,0,0,3,3,2,0,6,15,1,0,1,0,"0.00%",118.8,0,0.333,0,1,"P4"
"PRESTON HOWARD","MARYLAND",41,20.25,"D",8,"TE",2026,"Big Ten",56.4,2,27,0,4,2,20,10,0,1,0,0,0,2,1,0,7,3.5,3,0,0.74,6.5,1,0,1,0,"25.00%",64.6,0.074,0.148,0,0.5,"P4"
"BRADY HUNT","S CAROLINA",22,20.15,"D",87,"TE",2026,"SEC",51.4,4,18,0,4,3,22,7.3,0,0,1,0,0,4,0,0,7,2.3,5,0,1.22,4.3,1,0,0.75,0.25,"0.00%",87.5,0,0.222,0,0.75,"P4"
"GEORGE BURHENN","PURDUE",37,20.03,"D",81,"TE",2026,"Big Ten",75.4,1,4,0,2,2,17,8.5,0,1,0,0,0,2,0,0,12,6,2,0,4.25,2.5,0,0,1,0,"0.00%",102.1,0.25,0.5,0,1,"P4"
"PIERCE WALSH","MINNESOTA",24,19.93,"F",19,"TE",2026,"Big Ten",53.7,2,33,2,2,2,18,9,0,1,0,0,0,2,0,0,0,0,0,0,0.55,9,1,0,1,0,"0.00%",104.2,0,0.061,0,1,"P4"
"HARRISON SAINT GERMAIN","VA TECH",18,19.76,"F",87,"TE",2026,"ACC",58.2,3,7,1,3,2,5,2.5,0,0,0,0,0,2,2,1,4,2,1,0.5,0.71,5.3,0,0,1,0,"66.70%",70.1,0.143,0.429,0,0.667,"P4"
"NATE ROBERTS","OHIO STATE",24,19.55,"F",83,"TE",2026,"Big Ten",58.7,4,24,1,2,1,24,24,0,1,0,0,0,1,0,0,0,0,0,0,1,16.5,1,0,1,0,"0.00%",93.8,0,0.083,0.5,0.5,"P4"
"BRADY CLOUGH","BOSTON COL",47,19.43,"F",84,"TE",2026,"ACC",58.6,2,21,1,2,2,19,9.5,0,1,0,0,0,2,0,0,0,0,0,0,0.9,9.5,1,0,1,0,"0.00%",106.3,0.095,0.095,0,1,"P4"
"ARLIS BOARDINGHAM","AUBURN",23,18.87,"F",82,"TE",2026,"SEC",63.5,2,13,1,2,1,18,18,0,1,0,0,0,1,0,0,5,5,2,0,1.38,14.5,1,0,1,0,"0.00%",81.3,0,0.154,0,0.5,"P4"
"JALEN HOFFMAN","MICHIGAN",38,18.75,"F",42,"TE",2026,"Big Ten",53.3,4,15,0,1,1,9,9,0,0,0,0,0,1,1,1,2,2,2,1,0.6,7,0,0,1,0,"100%",104.2,0.067,0.067,0,1,"P4"
"RANDY PITTMAN JR.","SMU",44,18.64,"F",5,"TE",2026,"ACC",48.7,3,13,0,2,1,2,2,1,1,0,0,0,2,0,0,3,3,1,0,0.15,10.5,0,0,0.5,0,"0.00%",95.8,0.077,0.154,0.5,0.5,"P4"
"GAVIN GROVER","CINCINNATI",41,17.88,"F",87,"TE",2026,"Big 12",56.3,2,19,1,1,1,12,12,0,1,0,0,0,1,0,0,5,5,4,0,0.63,7,0,0,1,0,"0.00%",116.7,0,0.053,0,1,"P4"
"TONY LIVINGSTON","BAYLOR",20,17.87,"F",10,"TE",2026,"Big 12",52.2,3,16,1,1,1,19,19,0,0,0,0,0,1,0,0,7,7,3,0,1.19,12,1,0,1,0,"0.00%",118.8,0.063,0.063,0,1,"P4"
"DAVIN STOFFEL","ILLINOIS",11,17.21,"F",88,"TE",2026,"Big Ten",60.9,1,13,0,1,1,14,14,0,1,0,0,0,1,0,0,3,3,3,0,1.08,11,0,0,1,0,"0.00%",118.8,0,0.077,0,1,"P4"
"TAIMANE PURCELL","CAL",32,17.06,"F",22,"TE",2026,"ACC",56.1,0,11,1,4,2,14,7,0,0,0,0,0,2,0,0,4,2,2,0,1.27,11,0,0,1,0,"0.00%",58.3,0.182,0.364,0.25,0.5,"P4"
"LYVIEL WATERS","CINCINNATI",33,16.63,"F",85,"TE",2026,"Big 12",60.4,5,16,0,1,1,2,2,1,1,0,0,0,1,0,0,1,1,0,0,0.13,1,0,0,1,0,"0.00%",118.8,0.063,0.063,0,1,"P4"
"ELIJAH LAGG","PITTSBURGH",36,16.38,"F",17,"TE",2026,"ACC",65.4,1,11,1,2,2,17,8.5,0,0,0,0,0,2,0,0,4,2,1,0,1.55,6.5,0,0,1,0,"0.00%",102.1,0,0.182,0,1,"P4"
"RICHIE ANDERSON III","TEXAS A&M",35,16.12,"F",84,"TE",2026,"SEC",68.9,1,7,0,1,1,13,13,0,1,0,0,0,1,0,0,3,3,1,0,1.86,10,0,0,1,0,"0.00%",118.8,0.143,0.143,0,1,"P4"
"KADEN HELMS","MINNESOTA",14,15.84,"F",87,"TE",2026,"Big Ten",53,0,15,1,2,2,13,6.5,0,0,0,0,0,2,0,0,9,4.5,3,0,0.87,2,0,0,1,0,"0.00%",93.8,0,0.133,0,1,"P4"
"AR'MARI TOWNS","PURDUE",18,15.73,"F",6,"TE",2026,"Big Ten",54,2,13,0,3,2,10,5,0,0,0,0,0,2,1,0,10,5,5,0,0.77,4.3,0,0,1,0,"33.30%",71.5,0,0.231,0,0.667,"P4"
"BRODY FOLEY","LOUISVILLE",15,15.5,"F",80,"TE",2026,"ACC",72.8,2,6,1,2,1,10,10,0,1,0,0,0,1,0,0,6,6,3,0,1.67,3,0,0,1,0,"0.00%",64.6,0,0.333,0,0.5,"P4"
"CHRISTIAN BENTANCUR","CLEMSON",25,15.08,"F",87,"TE",2026,"ACC",60.4,2,17,0,1,1,9,9,0,0,0,0,0,1,0,0,5,5,4,0,0.53,4,0,1,1,0,"0.00%",104.2,0.059,0.059,0,1,"P4"
"JACOB HARRIS","WISCONSIN",17,13.82,"F",89,"TE",2026,"Big Ten",54.5,1,13,1,4,2,6,3,0,0,0,0,0,2,0,0,5,2.5,2,0,0.46,5.8,0,0,1,0,"0.00%",56.3,0.154,0.308,0,0.5,"P4"
"OLSEN PATT-HENRY","CLEMSON",25,13.75,"F",11,"TE",2026,"ACC",51.5,0,30,2,2,2,6,3,0,0,0,0,0,2,0,0,6,3,2,0,0.2,0,0,0,1,0,"0.00%",79.2,0.033,0.067,0,1,"P4"
"JAKE TAYLOR","DUKE",28,13.53,"F",15,"TE",2026,"ACC",42.1,2,12,2,3,1,11,11,0,0,1,0,0,2,0,0,1,1,1,0,0.92,20,0,0,0.5,0.5,"0.00%",45.1,0.083,0.25,0.333,0.333,"P4"
"LUKE HASZ","OLE MISS",67,13.29,"F",9,"TE",2026,"SEC",61,1,19,0,2,2,6,3,0,0,0,0,0,2,0,0,11,5.5,5,0,0.32,-2.5,0,0,1,0,"0.00%",79.2,0,0.105,0,1,"P4"
"ROGER SALEAPAGA II","BYU",32,13.05,"F",2,"TE",2026,"Big 12",45.8,4,16,2,2,1,5,5,0,0,1,0,0,2,0,0,3,3,3,0,0.31,6.5,0,1,0.5,0.5,"0.00%",56.3,0,0.125,0,0.5,"P4"
"NATE KURISKY","DUKE",44,12.73,"F",44,"TE",2026,"ACC",56.4,0,6,1,1,1,3,3,0,0,0,0,0,1,0,0,5,5,3,0,0.5,-2,0,1,1,0,"0.00%",79.2,0.167,0.167,0,1,"P4"
"ELIJA LOFTON","MIAMI FL",41,12.18,"F",9,"TE",2026,"ACC",64.5,1,10,0,1,1,9,9,0,0,0,0,0,1,0,0,5,5,3,0,0.9,4,0,0,1,0,"0.00%",104.2,0,0.1,0,1,"P4"
"MATTHEW KLOPFENSTEIN","BAYLOR",67,10.66,"F",85,"TE",2026,"Big 12",53.9,0,11,0,1,1,9,9,0,0,0,0,0,1,0,0,0,0,0,0,0.82,9,0,0,1,0,"0.00%",104.2,0.091,0.091,0,1,"P4"
"HUNTER ANDREWS","UTAH",22,10.19,"F",10,"TE",2026,"Big 12",55.1,0,7,0,1,1,4,4,0,0,0,0,0,1,0,0,6,6,4,0,0.57,-2,0,0,1,0,"0.00%",83.3,0,0.143,0,1,"P4"
"GAVIN MUELLER","MIAMI FL",12,10.12,"F",87,"TE",2026,"ACC",59.8,0,3,0,1,1,6,6,0,0,0,0,0,1,0,0,2,2,1,0,2,4,0,0,1,0,"0.00%",91.7,0,0.333,0,1,"P4"
"CARSON KENT","PITTSBURGH",42,9.79,"F",86,"TE",2026,"ACC",51.7,0,21,2,2,1,5,5,0,0,0,0,0,1,0,0,1,1,0,0,0.24,4,0,0,1,0,"0.00%",56.3,0,0.095,0,0.5,"P4"
"LAWSON LUCKIE","GEORGIA",14,9.76,"F",7,"TE",2026,"SEC",55.8,2,7,1,1,1,4,4,0,0,0,0,0,1,0,0,3,3,1,0,0.57,1,0,0,1,0,"0.00%",83.3,0.143,0.143,0,1,"P4"
"HAWKINS POLLEY","BAYLOR",18,9.72,"F",86,"TE",2026,"Big 12",56.9,0,5,0,1,1,4,4,0,0,0,0,0,1,0,0,5,5,3,0,0.8,-1,0,0,1,0,"0.00%",83.3,0,0.2,0,1,"P4"
"LOGAN BLAKE","RUTGERS",43,9.44,"F",11,"TE",2026,"Big Ten",49.4,0,18,1,1,1,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0.28,5,0,0,1,0,"0.00%",87.5,0,0.056,0,1,"P4"
"WILL ANCIAUX","KANSAS ST",27,9.44,"F",80,"TE",2026,"Big 12",51.6,0,12,0,1,1,6,6,0,0,0,0,0,1,0,0,2,2,1,0,0.5,4,0,0,1,0,"0.00%",91.7,0,0.083,0,1,"P4"
"MATT ADCOCK","ARKANSAS",20,9.11,"F",32,"TE",2026,"SEC",52.9,0,9,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,"0.00%",39.6,0.111,0.111,1,0,"P4"
"ISRAEL BRIGGS","MIAMI FL",13,9.09,"F",14,"TE",2026,"ACC",54.7,0,6,1,1,1,3,3,0,0,0,0,0,1,0,0,1,1,1,0,0.5,2,0,0,1,0,"0.00%",79.2,0,0.167,0,1,"P4"
"AMIR JACKSON","FLORIDA",25,8.92,"F",7,"TE",2026,"SEC",51.6,2,13,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,"0.00%",39.6,0.154,0.308,0.5,0,"P4"
"THOMAS MEYER","IOWA",30,8.49,"F",85,"TE",2026,"Big Ten",53.1,1,7,0,1,1,5,5,0,0,0,0,0,1,0,0,0,0,0,0,0.71,5,0,0,1,0,"0.00%",87.5,0,0.143,0,1,"P4"
"ANDREW RAPPLEYEA","PENN STATE",29,8.41,"F",87,"TE",2026,"Big Ten",49,3,19,0,3,1,5,5,0,1,1,0,0,2,0,0,0,0,0,0,0.26,1.7,0,0,0.5,0.5,"0.00%",42.4,0,0.158,0,0.333,"P4"
"GARRETT OAKLEY","KANSAS ST",26,8.4,"F",86,"TE",2026,"Big 12",47.6,1,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,"0.00%",39.6,0.053,0.053,1,0,"P4"
"SPENCER SHANNON","TEXAS",25,7.9,"F",83,"TE",2026,"SEC",39.6,1,18,2,2,1,4,4,0,0,1,0,0,2,0,0,-1,-1,-1,0,0.22,8.5,0,0,0.5,0.5,"0.00%",56.3,0,0.111,0,0.5,"P4"
"BENJI GOSNELL","VA TECH",28,7.83,"F",82,"TE",2026,"ACC",41.1,4,17,2,3,1,2,2,0,0,1,0,0,3,0,0,0,0,0,0,0.12,4.3,0,0,0.333,0.333,"0.00%",42.4,0.059,0.176,0,0.333,"P4"
"JAILEN BUTLER","KANSAS",39,7.82,"F",9,"TE",2026,"Big 12",51.7,0,19,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,"0.00%",39.6,0.053,0.053,1,0,"P4"
"BRAYDEN LOFTIN","UCLA",32,7.26,"F",85,"TE",2026,"Big Ten",48.9,2,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,"0.00%",39.6,0,0.063,1,0,"P4"
"ZEKE MOORE","BOSTON COL",36,6.97,"F",48,"TE",2026,"ACC",48.9,1,16,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,"0.00%",39.6,0,0.063,1,0,"P4"
"JULIAN JOHNSON","MINNESOTA",12,6.59,"F",82,"TE",2026,"Big Ten",57.8,1,4,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0.25,0,0,0,1,0,"0.00%",79.2,0,0.25,0,1,"P4"
"LINKON CURE","KANSAS ST",32,6.59,"F",0,"TE",2026,"Big 12",52.3,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,"0.00%",39.6,0,0.143,1,0,"P4"
"CHRISTIAN ABNEY","ILLINOIS",36,6.52,"F",86,"TE",2026,"Big Ten",48.6,0,17,0,1,1,1,1,0,0,0,0,0,1,0,0,1,1,0,0,0.06,0,0,0,1,0,"0.00%",79.2,0,0.059,0,1,"P4"
"DOMINICK BARRY","WAKE",32,5.77,"F",84,"TE",2026,"ACC",49.4,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,"0.00%",39.6,0,0.059,1,0,"P4"
"KADEN FEAGIN","ILLINOIS",12,5.72,"F",83,"TE",2026,"Big Ten",48.1,0,18,0,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,13.7,0,0,0,0,"33.30%",39.6,0.056,0.167,0.333,0,"P4"
"MICAH RILEY","TEXAS A&M",32,5.64,"F",88,"TE",2026,"SEC",41.5,2,10,4,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,6,0,0,0,1,"100%",39.6,0,0.1,0,0,"P4"
"CADEN PIENING","UCF",28,3.64,"F",18,"TE",2026,"Big 12",51.9,2,16,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,"100%",39.6,0,0.063,0,0,"P4"
"HAYDEN HANSEN","OKLAHOMA",37,2.27,"F",89,"TE",2026,"SEC",50.8,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
"NICK TOWNSEND","TEXAS",29,2.27,"F",81,"TE",2026,"SEC",50.5,0,13,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"P4"
