"Name","Team","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"TJ THOMAS","MINNESOTA",18,18,1,45.75,"C-"
"CHRIS JOHNSON JR.","CLEMSON",10,10,1,45.7,"C-"
"LA'VELL WRIGHT","PITTSBURGH",14,14,1,45.36,"C-"
"XAI'SHAUN EDWARDS","MISSOURI",34,17,2,45.36,"C-"
"NICK PEAL","GEORGIA",8,8,1,45.18,"C-"
"DIERRE HILL JR.","OREGON",70,35,2,45.13,"C-"
"RUEBEN OWENS II","TEXAS A&M",98,49,2,44.94,"C-"
"DEUCE LAWRENCE","WAKE",56,28,2,44.91,"C-"
"KEYJUAN BROWN","LOUISVILLE",30,30,1,44.67,"C-"
"DAMON FERGUSON JR.","PITTSBURGH",34,17,2,44.46,"C-"
"EVAN DICKENS","BOSTON COL",70,35,2,44.45,"C-"
"CALEB KOMOLAFE","NWESTERN",28,28,1,44.1,"C-"
"GAVIN SAWCHUK","NWESTERN",18,18,1,44.03,"C-"
"JAYDEN LIMAR","WASHINGTON",41,41,1,44.03,"C-"
"CARSYN BAKER","TEXAS A&M",0,NA,1,43.95,"C-"
"SEDRICK ALEXANDER","VANDERBILT",72,36,2,43.77,"C-"
"CARSON HANSEN","PENN STATE",48,24,2,43.49,"C-"
"CJ BAXTER","KENTUCKY",36,18,2,43.46,"C-"
"JAIVIAN THOMAS","UCLA",13,13,1,43.05,"C-"
"DARIUS TAYLOR","MINNESOTA",63,21,2,42.87,"C-"
"ISAIAH MOZEE","NEBRASKA",14,14,2,42.75,"C-"
"JORDON DAVISON","OREGON",72,36,2,42.62,"C-"
"CAM WALLACE","PENN STATE",16,16,1,42.56,"C-"
"MICAH JOHNSON","KANSAS",22,22,1,42.5,"C-"
"YASIN WILLIS","KANSAS",52,26,2,41.62,"C-"
"JON DENMAN","TCU",0,NA,1,41.39,"C-"
"ISAIAH AUGUSTAVE","S CAROLINA",0,NA,1,40.74,"C-"
"MATTHEW OUTTEN","SYRACUSE",0,NA,1,40.73,"C-"
"JORDAN MARSHALL","MICHIGAN",72,36,2,40.52,"C-"
"GIDEON DAVIDSON","CLEMSON",56,28,2,40.39,"C-"
"CHARMAR BROWN","MIAMI FL",29,29,1,40.04,"C-"
