"Name","Team.Name","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"CARSON KENT","PITTSBURGH",84,42,2,43.09,"C-"
"ETHAN DAVIS","TENNESSEE",12,12,1,40.53,"C-"
"DAVID CLEMENT","SYRACUSE",114,57,2,40.35,"C-"
"PRESTON HOWARD","MARYLAND",82,41,2,40.24,"C-"
"ANDREW RAPPLEYEA","PENN STATE",58,29,2,40.19,"C-"
"CADEN PIENING","UCF",56,28,2,39.41,"D+"
"ROGER SALEAPAGA II","BYU",64,32,2,39.33,"D+"
"THEO MELIN OHRSTROM","SMU",86,43,2,38.79,"D+"
"DYLAN WADE","UCF",64,32,2,38.55,"D+"
"RYAN WARD","W VIRGINIA",60,30,2,38.4,"D+"
"HUNTER ANDREWS","UTAH",44,22,2,38.34,"D+"
"AJ IA","ARIZONA ST",38,19,2,37.94,"D+"
"DORIAN FLEMING","MARYLAND",11,11,1,36.84,"D+"
"MASON WILLIAMS","OHIO STATE",46,23,2,36.76,"D+"
"COLE RUSK","ARIZONA",64,32,2,36.67,"D+"
"ELYISS WILLIAMS","GEORGIA",14,14,1,35.91,"D+"
"HARRISON SAINT GERMAIN","VA TECH",36,18,2,35.49,"D+"
"WILL ANCIAUX","KANSAS ST",54,27,2,35.19,"D+"
"BRADY HUNT","S CAROLINA",44,22,2,34.83,"D+"
"JALEN HOFFMAN","MICHIGAN",76,38,2,34.8,"D+"
"ETHAN BARBOUR","GEORGIA",14,14,1,34.23,"D+"
"MARSHALL PRITCHETT","ALABAMA",68,34,2,34.11,"D+"
"ADDISON OSTRENGA","IOWA",58,29,2,34.04,"D+"
"LUCA PUCCINELLI","PURDUE",14,14,1,34,"D+"
"NATE ROBERTS","OHIO STATE",48,24,2,33.73,"D+"
"BROCK SCHOTT","INDIANA",58,29,2,33.06,"D"
"HAWKINS POLLEY","BAYLOR",36,18,2,32.96,"D"
"MATT LUDWIG","TEXAS TECH",30,15,2,32.78,"D"
"WILL LOERZEL","WAKE",58,29,2,32.76,"D"
"AMIR JACKSON","FLORIDA",50,25,2,31.53,"D"
"MATT ADCOCK","ARKANSAS",40,20,2,31.32,"D"
"LUKE HASZ","OLE MISS",134,67,2,30.9,"D"
"CHICO HOLT","STANFORD",24,24,1,30.61,"D"
"SPENCER SHANNON","TEXAS",50,25,2,30.5,"D"
"DAVIN STOFFEL","ILLINOIS",11,11,1,30.19,"D"
"GAVIN GROVER","CINCINNATI",82,41,2,28.68,"D"
"KADEN HELMS","MINNESOTA",14,14,1,28.49,"D"
"DESIRRIO RILES","FLORIDA ST",40,40,1,28.35,"D"
"JAKE TAYLOR","DUKE",56,28,2,28.15,"D"
"ELIJA LOFTON","MIAMI FL",82,41,2,28.12,"D"
"HAYDEN HANSEN","OKLAHOMA",74,37,2,27.75,"D"
"MAURICE VENEY","VANDERBILT",50,25,2,27.36,"D"
"JADEN PLATT","ARKANSAS",100,50,2,26.49,"D-"
"JAKE JOHNSON","AUBURN",109,54.5,2,26.29,"D-"
"MATTHEW KLOPFENSTEIN","BAYLOR",134,67,2,23.98,"D-"
"GEORGE ROHL","MINNESOTA",15,15,1,23.94,"D-"
"SHANE KING","ARIZONA",56,28,2,23.92,"D-"
"CARSON KOLB","OKLA STATE",120,60,2,23.74,"D-"
"AR'MARI TOWNS","PURDUE",36,18,2,23.48,"D-"
"MICAH RILEY","TEXAS A&M",64,32,2,23.36,"D-"
"KHAMARI ANDERSON","ARIZONA ST",38,19,2,23.09,"D-"
"BRODY FOLEY","LOUISVILLE",30,15,2,22.83,"D-"
"KALEB EDWARDS","ALABAMA",112,56,2,22.78,"D-"
"LOGAN BLAKE","RUTGERS",86,43,2,22.16,"D-"
"GRANT STEC","WISCONSIN",84,42,2,21.81,"D-"
"CHRIS CORBO","GA TECH",58,29,2,21.38,"D-"
"JACOB HARRIS","WISCONSIN",34,17,2,20.96,"D-"
"TAIMANE PURCELL","CAL",64,32,2,20.79,"D-"
"ZEKE MOORE","BOSTON COL",72,36,2,20.48,"D-"
"SAM WEST","MISS STATE",88,44,2,20.18,"D-"
"OLSEN PATT-HENRY","CLEMSON",50,25,2,19.92,"F"
"CHRISTIAN BENTANCUR","CLEMSON",50,25,2,19.88,"F"
"GAVIN MUELLER","MIAMI FL",12,12,1,19.84,"F"
"LAWSON LUCKIE","GEORGIA",14,14,1,19.34,"F"
"ARLIS BOARDINGHAM","AUBURN",46,23,2,18.96,"F"
"JETT CARPENTER","TEXAS TECH",56,28,2,18.58,"F"
"TONY LIVINGSTON","BAYLOR",40,20,2,18.54,"F"
"ISRAEL BRIGGS","MIAMI FL",13,13,1,18.4,"F"
"NICK TOWNSEND","TEXAS",58,29,2,18.17,"F"
"NOAH MEYERS","SYRACUSE",38,19,2,18.14,"F"
"LYVIEL WATERS","CINCINNATI",66,33,2,17.37,"F"
"AJ SZYMANSKI","MARYLAND",42,21,2,17.26,"F"
"RICHIE ANDERSON III","TEXAS A&M",70,35,2,17.03,"F"
"BRENNAN PARACHEK","MICH STATE",102,51,2,16.54,"F"
"KAMREAN JOHNSON","WAKE",44,22,2,16.19,"F"
"LINKON CURE","KANSAS ST",64,32,2,14.79,"F"
"JULIAN JOHNSON","MINNESOTA",12,12,1,14.69,"F"
"NATE KURISKY","DUKE",88,44,2,14.4,"F"
"RILEY WILLIAMS","MISS STATE",42,21,2,14.09,"F"
"JAILEN BUTLER","KANSAS",78,39,2,13.77,"F"
"DOMINICK BARRY","WAKE",64,32,2,13.68,"F"
"KADEN FEAGIN","ILLINOIS",12,12,1,13.31,"F"
"HOUSTON THOMAS","TEXAS A&M",44,22,2,13.04,"F"
"LANDEN THOMAS","FLORIDA ST",42,42,1,12.21,"F"
"THOMAS MEYER","IOWA",60,30,2,10.91,"F"
"BRAYDEN LOFTIN","UCLA",64,32,2,10.89,"F"
"BENJI GOSNELL","VA TECH",56,28,2,10.66,"F"
"JACOB SIMPSON","MINNESOTA",20,20,1,10.52,"F"
"KIOTTI ARMSTRONG","TEXAS A&M",19,19,1,9.38,"F"
"CHRISTIAN ABNEY","ILLINOIS",72,36,2,8.24,"F"
"JOSH PHIFER","UCLA",34,34,1,7.41,"F"
"JANIRAN BONNER","NEBRASKA",44,22,2,6.75,"F"
"EMMETT BORK","WISCONSIN",36,18,2,6.44,"F"
"TYLER FORTENBERRY","IOWA STATE",12,12,1,6.07,"F"
"ELIJAH WASHINGTON-BAKER","SYRACUSE",36,18,2,5.62,"F"
"BEN ROTHHAAR","RUTGERS",21,21,1,4.52,"F"
"MICHAEL SMITH","OLE MISS",12,12,1,4.04,"F"
"HARRY LODGE","UCLA",12,12,1,3.73,"F"
"BENNETT CHRISTIAN","OHIO STATE",32,16,2,3.65,"F"
"ZACH GRACE","LSU",44,22,2,3.61,"F"
"JACK VAN DORSELAER","OKLAHOMA",42,21,2,2.9,"F"
"MAURICE BROWN II","S CAROLINA",38,19,2,2.53,"F"
"ANDREW BARKER","INDIANA",44,22,2,2.48,"F"
"TYLER POWELL","ARIZONA",36,18,2,2.08,"F"
"JUDE JAMES","MISSOURI",46,23,2,2,"F"
"WILL MONNEY","UTAH",44,22,2,1.37,"F"
"MAX DRAG","S CAROLINA",52,26,2,1.25,"F"
"CAM BALL","W VIRGINIA",30,15,2,1.21,"F"
"JOSH SAPP","W VIRGINIA",54,27,2,1.21,"F"
"JACKSON BERRYMAN","PURDUE",15,15,1,0.66,"F"
"JADEN REDDELL","GEORGIA",13,13,1,0.66,"F"
"GABE FISHER","VANDERBILT",56,28,2,0.58,"F"
"AIDEN BLACK","STANFORD",16,16,1,0.44,"F"
"BRIAN KORTOVICH","PENN STATE",18,18,1,0.44,"F"
"FINN FURMANEK","PENN STATE",58,29,2,0.44,"F"
"GAVIN HOFFMAN","MISSOURI",15,15,1,0.44,"F"
"FISHER CLEMENTS","COLORADO",100,50,2,0.37,"F"
"MIKE TYLER","S CAROLINA",14,14,1,0.37,"F"
"ZACH ORTWERTH","IOWA",12,12,1,0.37,"F"
"KEAYEN NEAD","BYU",16,16,1,0.31,"F"
"LACOTA DIPPRE","FLORIDA",44,22,2,0.27,"F"
"TRAVILLE FREDERICK JR.","HOUSTON",42,21,2,0.27,"F"
"CARTER MOSES","KANSAS",56,28,2,0.23,"F"
"HEZE KENT","FLORIDA",36,18,2,0.23,"F"
"SEMI TAULANGA","UTAH",14,14,1,0.23,"F"
"JORDON HARRIS","MISSOURI",42,21,2,0.19,"F"
"COLTON HEINRICH","GEORGIA",11,11,1,0.14,"F"
"MICHAEL MASUNAS","TEXAS",14,14,1,0.14,"F"
"JOSH FORD","ALABAMA",38,19,2,0,"F"
"KALEB THOMAS","HOUSTON",42,21,2,0,"F"
"TRYNAE WASHINGTON","OKLAHOMA",23,23,1,0,"F"
"WALTER MATTHEWS","USC",14,14,1,0,"F"
