"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Interceptions","Average.Depth.of.Tackle","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Drops...Off.Targets.Receptions.Forced","Missed.Tackles.on.Run.Plays","Lined.up.in.Press.Coverage","Missed.Tackles.on.Pass.Plays","Pass.Break.Up","Plays.of.15..Yards.Allowed","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Touchdowns.Allowed","Hurries","Dropped.Int","Forced.Fumble","Beaten.Defender","Hits","Pursuit.Pressure","Fumble.Recovery","Sacks","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Unblocked.Pass.Rush","Batted.Passes.at.the.Line","Interception"
"Brayon Crawford","LNDNWD",50,31.25,"D",45.3,51.2,49.5,NA,4,0,1,87.5,0,1,5,2,0.24,0,0,1,NA,1,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,"33.30%",1,1,0,0,5,3,0,1,"100%",5,0,0,0,"0.00%","100%","0.00%","0.00%",5,"0.00%","33.30%","33.30%",0,NA,0
"Cohen Cook","NEW HAMP",82,30.34,"D",57.7,49.3,77.2,NA,7,2,1,156.3,0,7,25.3,15.8,1.36,0,1,0,NA,0,0,3,NA,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",1,0,0,2,3,3,0,3,"75.00%",76,3,0,0,"5.40%","0.00%","75.00%","0.00%",19,"0.00%","0.00%","0.00%",0,NA,0
"Frank Callum","FL A&M",51,30.1,"D",52.4,59.4,40.3,62.5,9,0,1,118.8,0,13.33,19.7,14.7,2.95,0,0,3,NA,0,0,1,10,0,2,0,0,0,0,0,1,1,1,0,0,"25.00%",0,0,1,0,6,3,1,3,"100%",59,1,0,0,"5.00%","66.70%","33.30%","0.00%",19.7,"0.00%","50.00%","0.00%",0,NA,0
"Kyran Moore","STF AUSTIN",42,30.03,"D",50.6,51.5,52.7,NA,3,2,0,91.7,0,0,6,1.5,0.4,1,0,1,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,2,4,3,0,2,"100%",12,1,0,0,"0.00%","0.00%","50.00%","0.00%",6,"0.00%","50.00%","50.00%",0,NA,0
"Caleb Blunt","STETSON",20,29.72,"D",55.9,51.7,63,NA,1,0,0,118.8,0,0,14,12,1.56,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"100%",14,1,0,0,"0.00%","0.00%","100%","0.00%",14,"0.00%","0.00%","0.00%",0,NA,0
"Kaleb Simpkins","CAMPBELL",44,29.58,"D",55,51.8,62.3,NA,7,0,0,118.8,0,5.4,24,24,1,0,0,0,NA,2,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"22.20%",0,0,0,0,4,3,0,1,"100%",24,1,0,0,"4.20%","0.00%","100%","0.00%",24,"0.00%","0.00%","50.00%",0,NA,0
"Abdoul Bah","NEWHVN",27,29,"D",54.1,57.3,52.8,56.6,4,0,2,111.5,0,-1,15,9,3.46,0,1,1,NA,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,"20.00%",1,1,0,0,3,2,1,3,"75.00%",45,2,0,0,"15.40%","0.00%","50.00%","0.00%",11.3,"0.00%","50.00%","0.00%",0,NA,0
"Jordan Saunders","NORFOLK",50,28.99,"D",57.5,56,60.3,58.5,5,1,0,156.3,0,10.25,12,3,0.57,0,0,1,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"16.70%",0,0,0,1,3,1,0,1,"100%",12,1,0,0,"0.00%","100%","100%","0.00%",12,"0.00%","16.70%","0.00%",0,NA,0
"Avian Rice","TARLETON",53,28.68,"D",54.3,57.9,48.6,60,7,0,1,118.8,0,7,13.7,4.7,1.37,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,5,2,0,3,"100%",41,1,0,0,"3.30%","0.00%","33.30%","0.00%",13.7,"0.00%","0.00%","0.00%",0,NA,0
"Dylan Rowsey","MURRAY ST",60,28.37,"D",57.8,60.7,46.4,66.3,2,0,0,118.8,0,5,22,22,0.56,0,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"33.30%",0,0,0,0,3,1,0,1,"100%",22,1,0,0,"2.60%","0.00%","100%","0.00%",22,"0.00%","50.00%","0.00%",0,NA,0
"Noah Luginbill","S DAK ST",19,28.35,"D",57.6,53.1,64.4,NA,1,0,1,118.8,0,5,22,10,2.75,0,0,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,1,0,1,"100%",22,1,0,0,"12.50%","0.00%","100%","0.00%",22,"0.00%","0.00%","0.00%",0,NA,0
"Breylon Wyatt","CHISTA",45,28.23,"D",45.2,43.9,69.4,46.1,0,0,0,118.8,0,0,21,6,0.88,0,0,0,NA,2,0,1,12.5,0,0,0,0,2,0,0,0,0,0,1,0,"100%",0,0,2,0,4,3,0,1,"100%",21,1,0,0,"4.20%","0.00%","100%","0.00%",21,"0.00%","0.00%","100%",2,NA,0
"Andre Powell Jr.","FL A&M",38,28.2,"D",53.6,61.7,43.7,60,4,1,1,116.7,0,19.5,12,-4,0.6,0,0,2,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"42.90%",1,0,0,1,4,1,0,1,"100%",12,1,0,0,"0.00%","100%","100%","0.00%",12,"0.00%","40.00%","50.00%",0,NA,0
"Michael Freeman","GRAMBLING",31,27.84,"D",48.5,35.8,72.7,NA,6,0,0,147.9,0,18,10,9,1.43,0,0,0,NA,0,0,1,NA,0,0,0,1,0,0,1,0,0,0,0,0,"0.00%",0,0,0,0,3,2,0,2,"100%",20,1,0,0,"7.10%","0.00%","50.00%","0.00%",10,"0.00%","0.00%","0.00%",0,NA,0
"Joel Castleberry","TENN MARTN",54,27.69,"D",53.4,44.8,63.8,59.4,5,2,1,112.5,0,3.33,11,0,0.92,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"28.60%",1,0,0,2,3,2,0,1,"100%",11,1,0,0,"0.00%","0.00%","100%","0.00%",11,"0.00%","16.70%","100%",0,NA,0
"Jaylon Jenkins","E WASHGTON",55,27.41,"D",59.9,56.8,64.2,59.7,5,0,2,156.3,0,5,32.3,17.3,3.88,0,0,1,NA,1,1,2,0,1,0,0,1,0,0,0,0,0,0,0,0,"28.60%",1,1,0,0,3,2,1,3,"75.00%",97,2,1,0,"8.00%","0.00%","50.00%","0.00%",24.3,"25.00%","25.00%","33.30%",0,NA,0
"Corey Thompson Jr.","PRVIEW A&M",27,27.22,"D",44.7,44.8,50.1,60,3,1,0,89.6,0,13,11.5,4.3,2.3,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,4,2,0,2,"66.70%",23,2,0,0,"0.00%","0.00%","66.70%","0.00%",7.7,"0.00%","33.30%","0.00%",0,NA,0
"Shaun Niu Jr.","UTAHTC",28,26.76,"D",53,51.5,61.7,58.6,2,1,0,136.5,0,0,10.3,4,1.29,1,0,0,NA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,3,3,0,3,"75.00%",31,1,0,0,"4.20%","0.00%","25.00%","0.00%",7.8,"0.00%","0.00%","33.30%",0,NA,0
"Javeon Wilcox","ABILENE CH",60,26.4,"D",47.1,46,52.1,NA,8,2,2,99,0,11,11,6,0.97,0,1,2,NA,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"27.30%",2,0,0,2,7,4,0,3,"75.00%",33,3,0,0,"2.90%","0.00%","75.00%","0.00%",8.3,"0.00%","25.00%","33.30%",0,NA,0
"Tyson Roberts","STNY BROOK",31,26.27,"D",53.4,54.3,55.4,NA,2,0,1,141.3,0,0,8.4,5.8,1.91,0,0,0,NA,1,0,1,NA,0,0,1,1,0,0,0,0,0,0,0,0,"33.30%",0,1,0,0,4,3,1,5,"100%",42,1,0,0,"4.50%","0.00%","20.00%","0.00%",8.4,"0.00%","0.00%","33.30%",0,NA,0
"Quentin McDowell","CENT ARK",20,25.98,"D",50.9,50.1,60.6,NA,2,1,1,118.8,0,0,22.3,13,4.47,1,0,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,3,3,1,3,"100%",67,2,0,0,"6.70%","0.00%","66.70%","0.00%",22.3,"0.00%","0.00%","0.00%",0,NA,0
"Jamie Tyson","VILLANOVA",43,25.85,"D",43.4,50.9,41.3,68.1,4,0,0,106.3,0,15.5,9.5,8,1,0,0,2,NA,2,0,0,16.7,0,2,0,0,0,0,0,1,1,0,0,0,"50.00%",0,0,1,0,8,3,0,2,"100%",19,1,0,0,"0.00%","100%","50.00%","0.00%",9.5,"0.00%","50.00%","50.00%",1,NA,0
"Brooks Esplin","MURRAY ST",18,25.57,"D",36.7,31.3,63.2,NA,1,0,0,70.1,1,7,36,26,6,0,1,0,NA,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,1,2,"66.70%",72,2,0,0,"16.70%","0.00%","66.70%","33.30%",24,"0.00%","0.00%","0.00%",0,NA,1
"Devin Geronomi","RICHMOND",57,25.34,"D",49,59.4,30.9,60,1,0,0,95.8,0,0,3,21,0.1,0,1,1,NA,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,4,1,0,1,"50.00%",3,1,0,0,"0.00%","50.00%","50.00%","0.00%",1.5,"0.00%","100%","0.00%",0,NA,0
"Dillon Kellner","SAN DIEGO",34,25.23,"D",46.9,44.5,49.8,72,4,1,2,135.4,0,4,31,15,4.89,1,2,0,NA,0,0,1,50,0,0,0,1,0,0,0,0,0,0,0,1,"0.00%",0,0,1,1,5,4,2,3,"50.00%",93,1,0,0,"5.30%","0.00%","16.70%","0.00%",15.5,"0.00%","0.00%","0.00%",1,NA,0
"Devin Hunter","E TENN ST",31,24.87,"D",53.2,56.4,50.6,NA,3,1,0,118.8,0,0,20,4,1.05,0,0,0,NA,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,3,1,0,1,"100%",20,1,0,0,"5.30%","100%","100%","0.00%",20,"0.00%","0.00%","0.00%",0,NA,0
"Shawn Smith","DRAKE",27,23.79,"D",51.2,48.8,58.6,59.3,1,0,0,158.3,0,8,17,22,1.7,0,0,0,NA,0,0,1,25,0,0,0,1,1,0,0,0,0,0,0,0,"0.00%",0,0,1,0,2,1,0,1,"100%",17,1,0,0,"10.00%","0.00%","100%","0.00%",17,"0.00%","0.00%","0.00%",1,NA,0
"Tremel States-Jones","RHODE ISLD",17,23.71,"D",46.1,39.8,61.1,NA,1,0,0,104.2,0,0,9,-6,1.5,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"100%",9,0,0,0,"0.00%","0.00%","0.00%","0.00%",9,"0.00%","0.00%","0.00%",0,NA,0
"Braden Haas","HOLY CROSS",38,23.61,"D",49.5,39.7,68.7,60,6,2,0,158.3,0,13.5,14.3,10.3,2.69,0,0,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,3,3,0,3,"100%",43,2,0,0,"6.30%","0.00%","66.70%","0.00%",14.3,"0.00%","0.00%","0.00%",0,NA,0
"Ravel Cato","CAMPBELL",26,23.45,"D",44.5,37.8,64.2,NA,2,0,0,112.5,0,15,11,2,1.47,0,0,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,0,2,"100%",22,2,0,0,"6.70%","0.00%","100%","0.00%",11,"0.00%","0.00%","0.00%",0,NA,0
"Sentario Willis","MCNEESE",27,22.93,"D",51.2,58.3,43.7,59.1,3,1,0,118.8,0,0,21,19,2,1,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,4,2,1,2,"100%",42,2,0,0,"4.80%","0.00%","100%","0.00%",21,"0.00%","100%","0.00%",0,NA,0
"Ross Smith","ELON",60,21.58,"D",45.5,43.8,51.7,65.8,5,1,1,109.7,0,0,23.3,12.8,3.21,1,1,0,NA,1,0,3,25,0,0,0,0,1,0,0,0,0,0,0,0,"16.70%",0,0,1,1,7,6,2,4,"66.70%",93,4,0,0,"10.30%","0.00%","66.70%","0.00%",15.5,"0.00%","0.00%","16.70%",1,NA,0
"Braswell Thomas","CENT CT ST",21,21.2,"D",51.2,61.5,36.1,58.8,3,0,0,83.3,0,0,19,3.5,3.45,0,1,1,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,3,1,0,2,"50.00%",38,2,0,0,"18.20%","0.00%","50.00%","0.00%",9.5,"0.00%","100%","0.00%",0,NA,0
"Wes Johnston","WAGNER",26,19.98,"F",30.2,31.5,43,59.1,4,3,0,60.4,0,4,22,11,1.83,1,2,2,NA,1,0,1,0,0,3,0,0,0,0,0,0,0,0,0,0,"42.90%",0,0,0,3,7,4,0,1,"33.30%",22,1,0,0,"8.30%","100%","33.30%","0.00%",7.3,"0.00%","40.00%","50.00%",0,NA,0
"Darien Harden","W GEORGIA",23,19.36,"F",44.6,50.9,43.8,NA,3,0,0,118.8,0,8.5,13,12,3.25,0,0,2,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,0,4,1,0,1,"100%",13,1,0,0,"0.00%","0.00%","100%","0.00%",13,"0.00%","50.00%","0.00%",0,NA,0
"Mason Taylor","NEWHVN",61,17.94,"F",49.2,46,56.3,57.9,4,2,1,158.3,0,6.5,29,23,1.21,0,0,1,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"20.00%",1,0,0,2,4,2,0,1,"100%",29,1,0,0,"4.20%","0.00%","100%","0.00%",29,"0.00%","20.00%","0.00%",0,NA,0
"Trevian Tribble","WEBER ST",37,17.81,"F",44,35.6,64.2,NA,3,0,1,118.8,0,1,23,17,1.44,0,0,1,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,0,3,2,0,1,"100%",23,1,0,0,"6.30%","0.00%","100%","0.00%",23,"0.00%","50.00%","0.00%",0,NA,0
"Ruben Lopez","SAN DIEGO",41,16.67,"F",45.8,47.3,60.1,59.4,6,1,0,149.3,0,10,54.5,20.7,4.54,0,1,0,NA,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,5,2,0,2,"66.70%",109,2,0,0,"8.30%","0.00%","66.70%","0.00%",36.3,"0.00%","0.00%","0.00%",0,NA,0
"Josh Oluremi","VILLANOVA",50,15.83,"F",52.2,59.3,40.3,NA,4,3,0,158.3,0,0,14,-4,1.56,2,0,2,NA,1,0,2,NA,0,3,0,1,0,0,0,0,0,0,0,0,"42.90%",0,0,0,3,5,2,0,3,"100%",42,3,0,0,"7.40%","100%","100%","0.00%",14,"0.00%","66.70%","25.00%",0,NA,0
"Brayden Rosa","UC DAVIS",47,15.79,"F",31.7,30.1,62.5,58.3,7,0,2,136.5,0,3.67,7.3,2.8,0.97,0,0,1,NA,1,0,0,0,1,0,0,3,0,0,0,0,0,0,0,0,"22.20%",1,1,0,0,6,5,1,4,"100%",29,3,0,0,"0.00%","0.00%","75.00%","0.00%",7.3,"0.00%","25.00%","20.00%",0,NA,0
"Sam Owens","LNDNWD",49,15.41,"F",37.3,30.7,58.4,NA,4,2,1,104.2,0,4,33.7,19.8,5.61,1,2,1,NA,1,0,2,NA,0,3,0,0,0,0,0,0,0,0,0,0,"33.30%",1,0,0,2,6,5,0,3,"60.00%",101,2,0,0,"11.10%","60.00%","40.00%","0.00%",20.2,"0.00%","33.30%","33.30%",0,NA,0
"Deryk Farmer","PORTLAND",65,14.98,"F",47.4,51.4,42.7,NA,9,0,2,158.3,0,14.83,14.5,18,0.81,0,0,3,NA,1,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"35.70%",1,0,0,0,7,3,0,2,"100%",29,2,0,0,"2.80%","0.00%","100%","0.00%",14.5,"0.00%","33.30%","33.30%",0,NA,0
"Justin Bostic","FL A&M",31,13.71,"F",44,49,42.5,NA,2,0,0,118.8,0,6,16,13,1.23,0,0,2,NA,1,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,"60.00%",0,0,0,0,4,2,0,1,"100%",16,1,0,0,"7.70%","100%","100%","0.00%",16,"0.00%","66.70%","50.00%",0,NA,0
"Lonell Cunningham","GRAMBLING",52,13.48,"F",43.9,42.1,52.5,NA,8,3,1,158.3,0,5.67,25.4,24.3,4.1,1,1,0,NA,1,0,3,NA,0,0,0,1,0,0,0,0,0,0,0,0,"11.10%",1,0,0,3,7,4,0,5,"83.30%",127,4,0,0,"9.70%","0.00%","66.70%","0.00%",21.2,"0.00%","0.00%","25.00%",0,NA,0
"Caleb Turner","NORFOLK",20,13.31,"F",40.9,40,51.9,NA,1,0,0,118.8,0,15,29,23,3.22,0,0,1,NA,1,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,3,2,0,1,"100%",29,1,0,0,"11.10%","100%","100%","0.00%",29,"0.00%","50.00%","100%",0,NA,0
"Brendan Laughlin","RICHMOND",37,12.88,"F",30,30.3,49.1,NA,4,3,0,104.2,0,0,35.3,19,4.82,1,2,0,NA,1,0,2,NA,0,5,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,3,7,5,0,3,"60.00%",106,2,0,0,"9.10%","100%","40.00%","0.00%",21.2,"0.00%","0.00%","33.30%",0,NA,0
"Drew Buckley","ALBANY",35,12.83,"F",28.5,28.4,56.6,NA,3,0,1,136.5,0,2,10.3,18,1.48,0,1,1,NA,0,0,1,NA,1,0,0,1,0,0,0,0,0,0,0,0,"25.00%",1,1,0,0,5,4,0,3,"75.00%",31,3,0,0,"4.80%","0.00%","75.00%","0.00%",7.8,"0.00%","33.30%","0.00%",0,NA,0
"Freddie Camp","WAGNER",39,12.24,"F",42.9,46.1,43.9,NA,2,0,1,158.3,0,15,20,20,1.05,0,0,1,NA,0,0,1,NA,0,1,0,1,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,4,2,0,1,"100%",20,1,0,0,"5.30%","100%","100%","0.00%",20,"0.00%","50.00%","0.00%",0,NA,0
"Dallas Harper","DUQUESNE",45,12,"F",45.9,44.2,55.3,NA,3,1,0,145.3,0,0,13.2,13.4,3.04,0,1,1,NA,1,1,2,NA,0,0,0,3,0,0,0,0,0,0,0,0,"40.00%",0,0,0,1,6,5,1,6,"75.00%",79,4,1,0,"7.70%","0.00%","50.00%","0.00%",9.9,"12.50%","50.00%","33.30%",0,NA,0
"Garrett Baldwin","HOLY CROSS",41,10.82,"F",40.3,41.4,44.3,NA,6,3,0,158.3,0,10.67,16,11.3,3,1,0,1,NA,1,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"25.00%",0,0,0,3,7,3,0,3,"100%",48,3,0,0,"6.30%","0.00%","100%","0.00%",16,"0.00%","16.70%","50.00%",0,NA,0
"Cam Smith","YNGTOWN ST",19,10.37,"F",29.8,34.2,43.1,NA,0,0,0,95.8,0,0,25,29,2.78,0,0,1,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,4,2,0,1,"50.00%",25,1,0,0,"11.10%","0.00%","50.00%","0.00%",12.5,"0.00%","100%","0.00%",0,NA,0
"McKel Broussard","E WASHGTON",55,9.9,"F",33.7,29.8,58.7,56,7,2,1,149.3,0,-3,25,18,4.76,0,2,1,NA,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,"12.50%",1,1,0,2,7,5,0,4,"66.70%",100,4,0,0,"9.50%","0.00%","66.70%","0.00%",16.7,"0.00%","25.00%","0.00%",0,NA,0
"Amarion York","SO UTAH",57,9.87,"F",38.2,33.4,59.6,59.4,6,0,1,158.3,0,31,15,6,2.81,0,0,1,NA,2,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,8,7,2,6,"85.70%",90,3,1,0,"9.40%","42.90%","42.90%","0.00%",12.9,"14.30%","25.00%","40.00%",0,NA,0
"Anthony Redfern","HOLY CROSS",17,9.75,"F",40.8,30.4,66.8,NA,3,0,0,118.8,0,9.5,20.5,14,10.25,0,0,0,NA,1,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,3,3,0,2,"100%",41,2,0,0,"50.00%","0.00%","100%","0.00%",20.5,"0.00%","0.00%","50.00%",0,NA,0
"Ant Fisher","TENN MARTN",22,9.51,"F",41.6,32.8,60,NA,2,0,0,118.8,0,9.5,16,4,4,0,0,1,NA,3,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,4,3,0,1,"100%",16,1,0,0,"25.00%","0.00%","100%","0.00%",16,"0.00%","33.30%","100%",0,NA,0
"Kareem Williams","CAMPBELL",34,9.48,"F",39.4,44.2,39.8,NA,3,2,0,158.3,0,0,20,13,1.82,1,0,0,NA,1,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"25.00%",0,0,0,2,4,2,1,2,"100%",40,1,0,0,"4.50%","0.00%","50.00%","0.00%",20,"0.00%","0.00%","33.30%",0,NA,0
"Isaiah Summerlin","DUQUESNE",21,2.79,"F",44.1,38.6,62.6,NA,0,0,0,158.3,0,0,23.7,4.3,8.88,0,0,0,NA,3,0,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"100%",0,0,0,0,3,3,0,3,"100%",71,2,0,0,"12.50%","0.00%","66.70%","0.00%",23.7,"0.00%","0.00%","100%",0,NA,0
"Jayvont Williams","VILLANOVA",54,2.26,"F",35.9,44.4,28.8,NA,3,1,0,135.4,0,26,61,17,2.1,1,1,3,NA,2,0,1,NA,0,2,0,1,0,0,0,0,0,0,0,0,"62.50%",0,0,0,1,8,3,0,1,"50.00%",61,1,0,0,"3.50%","100%","50.00%","0.00%",30.5,"0.00%","75.00%","50.00%",0,NA,0
"Carter Johnson","LNDNWD",17,2.18,"F",42.1,42.5,51.3,60,2,0,0,158.3,0,0,39.5,22,8.78,0,0,1,NA,0,0,1,0,0,2,0,1,0,0,0,1,0,0,0,0,"33.30%",0,0,0,0,3,2,0,2,"100%",79,2,0,0,"11.10%","100%","100%","0.00%",39.5,"0.00%","100%","0.00%",0,NA,0
"O'Marion Lewis","CAMPBELL",40,0.18,"F",27.3,30.6,25.8,NA,4,1,0,95.8,0,2,30,29.5,1.5,1,0,4,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,10,3,0,1,"50.00%",30,1,0,0,"5.00%","0.00%","50.00%","0.00%",15,"0.00%","80.00%","0.00%",0,NA,0
"Johnny Schmitt","FORDHAM",46,0,"F",35.9,32.1,49.7,NA,1,1,0,149.3,0,0,43,22.3,4.3,0,1,1,NA,0,0,2,NA,0,0,0,1,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,4,2,0,2,"66.70%",86,1,0,0,"10.00%","0.00%","33.30%","0.00%",28.7,"0.00%","50.00%","0.00%",0,NA,0
