"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"KESHAUN SINGLETON","AUBURN",69,63.57,"B",11,"WR",2026,"SEC",72.3,11,48,1,13,7,99,14.1,1,5,0,0,0,8,5,2,9,1.3,2,0.4,2.06,19,2,1,0.875,0,"38.50%",104.3,0.042,0.271,0.385,0.538,"P4",0.538461538461538,7.61538461538461,0.270833333333333
"JJ BUCHANAN","MICHIGAN",60,63.11,"B",6,"WR",2026,"Big Ten",75.6,7,29,9,10,7,92,13.1,1,6,0,0,0,7,0,0,15,2.1,4,0,3.17,13.3,3,1,1,0,"0.00%",132.1,0.241,0.345,0.2,0.7,"P4",0.7,9.2,0.344827586206897
"CAM COLEMAN","TEXAS",63,62.77,"B",8,"WR",2026,"SEC",67,6,34,14,8,4,59,14.8,2,4,0,0,0,4,3,1,17,4.3,6,0.333,1.74,16,2,0,1,0,"37.50%",114.1,0.059,0.235,0.25,0.5,"P4",0.5,7.375,0.235294117647059
"LOUIS BROWN IV","BAYLOR",50,61.41,"B",4,"WR",2026,"Big 12",70.2,2,24,7,3,2,79,39.5,1,2,0,0,0,2,0,0,16,8,3,0,3.29,26,2,0,1,0,"0.00%",149.3,0,0.125,0.667,0.667,"P4",0.666666666666667,26.3333333333333,0.125
"CARLOS HERNANDEZ","WAKE",61,61.08,"B",8,"WR",2026,"ACC",68.3,12,50,14,15,11,85,7.7,1,4,2,0,0,13,0,0,34,3.1,28,0,1.7,7.1,3,7,0.846,0.154,"0.00%",109,0.2,0.3,0.133,0.733,"P4",0.733333333333333,5.66666666666667,0.3
"REED HARRIS","ARIZONA ST",67,61.04,"B",3,"WR",2026,"Big 12",73.2,5,28,10,9,5,63,12.6,1,2,0,0,0,5,3,2,23,4.6,17,0.667,2.25,17.8,3,2,1,0,"33.30%",114.6,0.107,0.321,0.556,0.556,"P4",0.555555555555556,7,0.321428571428571
"KAYDEN DIXON-WYATT","USC",64,60.88,"B",17,"WR",2026,"Big Ten",71.2,5,34,19,10,7,102,14.6,0,3,0,0,0,7,1,1,23,3.3,12,1,3,18.3,3,0,1,0,"10.00%",102.9,0.059,0.294,0.4,0.7,"P4",0.7,10.2,0.294117647058824
"JARON TIBBS","KANSAS ST",62,60.81,"B",12,"WR",2026,"Big 12",76,10,31,6,12,9,114,12.7,0,7,1,0,0,10,3,1,35,3.9,17,0.333,3.68,11.7,2,2,0.9,0.1,"25.00%",104.2,0.032,0.387,0.167,0.75,"P4",0.75,9.5,0.387096774193548
"CHRIS MARSHALL","ARKANSAS",61,60.64,"B",6,"WR",2026,"SEC",71.1,7,46,30,10,7,104,14.9,0,4,0,0,0,7,2,0,46,6.6,5,0,2.26,12.2,2,0,1,0,"20.00%",103.8,0,0.217,0.2,0.7,"P4",0.7,10.4,0.217391304347826
"COREY SIMMS","USC",20,60.01,"B",10,"WR",2026,"Big Ten",79.1,5,12,3,5,4,72,18,1,2,0,0,0,4,1,0,29,7.3,29,0,6,16,1,0,1,0,"20.00%",158.3,0.083,0.417,0.4,0.8,"P4",0.8,14.4,0.416666666666667
"JOHNATHAN MONTAGUE JR.","BOSTON COL",54,59.87,"C",8,"WR",2026,"ACC",78,6,26,12,7,5,72,14.4,1,4,0,0,0,5,2,1,20,4,11,0.5,2.77,13.1,1,2,1,0,"28.60%",104.5,0.077,0.269,0.143,0.714,"P4",0.714285714285714,10.2857142857143,0.269230769230769
"SEMAJ MORGAN","UCLA",52,59.39,"C",4,"WR",2026,"Big Ten",74.9,4,25,3,5,4,72,18,2,3,0,0,0,4,0,0,27,6.8,3,0,2.88,9.6,2,0,1,0,"0.00%",158.3,0.2,0.2,0.2,0.8,"P4",0.8,14.4,0.2
"DALLAS WILSON","FLORIDA",63,59.23,"C",6,"WR",2026,"SEC",70.5,6,28,11,5,4,74,18.5,1,3,0,0,0,4,1,0,30,7.5,5,0,2.64,14.2,3,1,1,0,"20.00%",158.3,0,0.179,0.4,0.8,"P4",0.8,14.8,0.178571428571429
"CHASE HENDRICKS","CAL",51,59.1,"C",7,"WR",2026,"ACC",68.3,9,34,2,13,9,123,13.7,0,4,0,0,0,9,2,1,82,9.1,25,0.5,3.62,12.2,3,1,1,0,"15.40%",99.2,0.059,0.382,0.308,0.692,"P4",0.692307692307692,9.46153846153846,0.382352941176471
"BRANDON INNISS","OHIO STATE",18,58.42,"C",0,"WR",2026,"Big Ten",78.2,5,14,1,4,4,78,19.5,1,2,0,0,0,4,0,0,20,5,4,0,5.57,15.3,1,0,1,0,"0.00%",158.3,0.286,0.286,0.25,1,"P4",1,19.5,0.285714285714286
"ISAIAH SATEGNA III","OKLAHOMA",54,58.41,"C",1,"WR",2026,"SEC",78.9,5,26,3,8,6,101,16.8,1,5,0,0,0,6,0,0,22,3.7,4,0,3.88,12.5,1,0,1,0,"0.00%",116.7,0.192,0.308,0.125,0.75,"P4",0.75,12.625,0.307692307692308
"ASAAD WASEEM","PURDUE",34,58.09,"C",19,"WR",2026,"Big Ten",67.6,7,24,0,14,8,149,18.6,0,5,1,1,1,9,0,0,47,5.9,22,0,6.21,15.1,5,1,0.889,0.111,"0.00%",64.3,0.542,0.583,0.214,0.571,"P4",0.571428571428571,10.6428571428571,0.583333333333333
"KENNY DARBY","KENTUCKY",27,57.74,"C",19,"WR",2026,"SEC",79.5,3,14,0,3,2,64,32,1,2,1,0,0,3,0,0,37,18.5,25,0,4.57,17.7,2,3,0.667,0.333,"0.00%",149.3,0.214,0.214,0.667,0.667,"P4",0.666666666666667,21.3333333333333,0.214285714285714
"DEZMEN ROEBUCK","WASHINGTON",33,57.3,"C",2,"WR",2026,"Big Ten",83.7,6,23,1,9,9,121,13.4,0,5,0,0,0,9,0,0,106,11.8,19,0,5.26,1.7,2,1,1,0,"0.00%",118.8,0.304,0.391,0.111,1,"P4",1,13.4444444444444,0.391304347826087
"EVAN STEWART","OREGON",37,56.58,"C",7,"WR",2026,"Big Ten",70.7,4,22,2,4,3,72,24,1,3,0,0,0,3,0,0,35,11.7,10,0,3.27,15.5,2,1,1,0,"0.00%",156.3,0.091,0.182,0.5,0.75,"P4",0.75,18,0.181818181818182
"RYAN COLEMAN-WILLIAMS","ALABAMA",64,56.57,"C",1,"WR",2026,"SEC",66.9,4,33,19,4,3,62,20.7,1,3,0,0,0,3,1,0,63,21,0,0,1.88,0.8,1,1,1,0,"25.00%",156.3,0.03,0.121,0,0.75,"P4",0.75,15.5,0.121212121212121
"NICK MARSH","INDIANA",45,56.46,"C",11,"WR",2026,"Big Ten",76.3,7,21,11,9,7,81,11.6,0,5,0,1,0,7,2,1,39,5.6,18,0.5,3.86,10.2,2,2,1,0,"22.20%",104.2,0.048,0.429,0.222,0.778,"P4",0.777777777777778,9,0.428571428571429
"CHAS NIMROD","AUBURN",69,56.45,"C",5,"WR",2026,"SEC",64,6,48,0,12,6,95,15.8,1,5,1,0,0,8,3,2,35,5.8,11,0.667,1.98,11,3,0,0.75,0.125,"25.00%",104.5,0.104,0.25,0.333,0.5,"P4",0.5,7.91666666666667,0.25
"VERNELL BROWN III","FLORIDA",63,55.69,"C",1,"WR",2026,"SEC",78.8,8,25,3,8,6,99,16.5,0,2,0,0,0,6,2,1,45,7.5,22,0.5,3.96,13,2,2,1,0,"25.00%",116.1,0.16,0.32,0.375,0.75,"P4",0.75,12.375,0.32
"JORDAN SHIPP","N CAROLINA",62,55.46,"C",13,"WR",2026,"ACC",68.8,5,34,10,7,6,68,11.3,0,3,0,0,0,6,3,3,21,3.5,15,1,2,11,1,2,1,0,"42.90%",107.1,0.118,0.206,0.286,0.857,"P4",0.857142857142857,9.71428571428571,0.205882352941176
"JEREMIAH SMITH","OHIO STATE",31,55.19,"C",4,"WR",2026,"Big Ten",81.7,5,19,4,6,5,85,17,0,5,0,0,0,5,0,0,32,6.4,19,0,4.47,12.7,3,3,1,0,"0.00%",118.8,0.053,0.316,0.333,0.833,"P4",0.833333333333333,14.1666666666667,0.31578947368421
"JADEN BRAY","W VIRGINIA",54,55.18,"C",5,"WR",2026,"Big 12",84.3,3,24,3,3,3,104,34.7,0,2,0,0,0,3,0,0,33,11,11,0,4.33,23.7,3,0,1,0,"0.00%",118.8,0.042,0.125,0.667,1,"P4",1,34.6666666666667,0.125
"LOTZEIR BROOKS","ALABAMA",39,55.14,"C",3,"WR",2026,"SEC",79.1,7,25,3,10,8,101,12.6,0,4,0,0,0,8,2,1,24,3,12,0.5,4.04,12.2,3,0,1,0,"20.00%",108.8,0.36,0.4,0.2,0.8,"P4",0.8,10.1,0.4
"LAWAYNE MCCOY","LOUISVILLE",65,54.61,"C",7,"WR",2026,"ACC",64.9,3,29,8,6,4,62,15.5,1,2,0,0,0,4,1,1,25,6.3,3,1,2.14,15.3,2,0,1,0,"16.70%",140.3,0,0.207,0.333,0.667,"P4",0.666666666666667,10.3333333333333,0.206896551724138
"NAHZAE COX","KANSAS",40,54.61,"C",0,"WR",2026,"Big 12",71.5,3,14,2,2,2,68,34,0,2,0,0,0,2,1,1,9,4.5,3,1,4.86,29.5,2,0,1,0,"50.00%",118.8,0,0.143,0.5,1,"P4",1,34,0.142857142857143
"ZION RAGINS","MISS STATE",59,53.69,"C",7,"WR",2026,"SEC",62.6,4,33,10,4,2,61,30.5,1,2,0,0,0,2,1,0,17,8.5,5,0,1.85,21.8,2,0,1,0,"25.00%",135.4,0,0.121,0.5,0.5,"P4",0.5,15.25,0.121212121212121
"JV GIBSON","CINCINNATI",59,53.53,"C",11,"WR",2026,"Big 12",64.7,6,41,7,8,7,68,9.7,1,4,0,0,0,7,0,0,38,5.4,17,0,1.66,8.3,1,2,1,0,"0.00%",141.7,0,0.195,0.125,0.875,"P4",0.875,8.5,0.195121951219512
"KALEB WEBB","MARYLAND",58,53.46,"C",2,"WR",2026,"Big Ten",63.5,5,43,14,8,5,98,19.6,0,5,0,0,0,5,1,0,31,6.2,4,0,2.28,15.5,3,0,1,0,"12.50%",105.2,0.023,0.186,0.25,0.625,"P4",0.625,12.25,0.186046511627907
"ANTHONY EVANS III","MISS STATE",65,53.45,"C",3,"WR",2026,"SEC",81,6,35,4,8,7,73,10.4,1,4,0,0,0,7,0,0,69,9.9,42,0,2.09,1.5,3,5,1,0,"0.00%",104.7,0.171,0.229,0,0.875,"P4",0.875,9.125,0.228571428571429
"DAKORIEN MOORE","OREGON",32,53.23,"C",1,"WR",2026,"Big Ten",68.9,2,17,2,3,2,54,27,1,2,0,0,0,2,0,0,5,2.5,0,0,3.18,28.7,1,0,1,0,"0.00%",149.3,0,0.176,0.667,0.667,"P4",0.666666666666667,18,0.176470588235294
"DJ MILLER","KENTUCKY",54,52.76,"C",7,"WR",2026,"SEC",70.9,4,22,1,5,5,96,19.2,0,3,0,0,0,5,1,1,38,7.6,11,1,4.36,11.6,2,0,1,0,"20.00%",118.8,0,0.227,0.2,1,"P4",1,19.2,0.227272727272727
"CHRIS HUNTER III","ARIZONA",45,52.75,"C",11,"WR",2026,"Big 12",68,3,30,6,6,5,73,14.6,1,3,0,0,0,5,0,0,25,5,4,0,2.43,10.2,1,0,1,0,"0.00%",156.9,0.033,0.2,0,0.833,"P4",0.833333333333333,12.1666666666667,0.2
"JAIVON SOLOMON","DUKE",26,52,"C",4,"WR",2026,"ACC",75.7,2,11,9,2,2,51,25.5,0,2,0,0,0,2,1,1,2,1,2,1,4.64,24.5,2,0,1,0,"50.00%",118.8,0,0.182,0.5,1,"P4",1,25.5,0.181818181818182
"WINSTON WATKINS JR.","LSU",46,51.98,"C",6,"WR",2026,"SEC",71.8,3,25,1,3,3,54,18,1,3,0,0,0,3,1,1,14,4.7,9,1,2.16,15,2,0,1,0,"33.30%",158.3,0.12,0.12,0.333,1,"P4",1,18,0.12
"SANFRISCO MAGEE","MISS STATE",42,51.75,"C",13,"WR",2026,"SEC",67.8,2,20,11,5,2,55,27.5,1,2,0,0,0,2,2,0,6,3,4,0,2.75,17.2,2,0,1,0,"40.00%",120.8,0.05,0.25,0.4,0.4,"P4",0.4,11,0.25
"AMARE THOMAS","HOUSTON",71,51.71,"C",0,"WR",2026,"Big 12",73.3,8,45,5,10,7,75,10.7,1,6,0,0,0,7,0,0,35,5,16,0,1.67,7.9,1,0,1,0,"0.00%",125,0.156,0.222,0.1,0.7,"P4",0.7,7.5,0.222222222222222
"JOSEPH WILLIAMS","COLORADO",62,51.54,"C",8,"WR",2026,"Big 12",70.1,8,33,3,10,5,88,17.6,1,5,1,0,0,6,1,0,66,13.2,9,0,2.67,7.7,2,3,0.833,0.167,"10.00%",74.2,0.061,0.303,0,0.5,"P4",0.5,8.8,0.303030303030303
"UMARI HATCHER","SYRACUSE",71,51.26,"C",2,"WR",2026,"ACC",61.7,3,40,25,5,3,58,19.3,0,2,0,0,0,3,1,1,6,2,4,1,1.45,15.8,2,1,1,0,"20.00%",100.4,0.025,0.125,0.6,0.6,"P4",0.6,11.6,0.125
"TERRENCE LEWIS","OKLA STATE",43,51.25,"C",3,"WR",2026,"Big 12",68.5,3,24,6,3,3,58,19.3,1,2,0,0,0,3,0,0,5,1.7,3,0,2.42,18.3,2,0,1,0,"0.00%",158.3,0,0.125,0.333,1,"P4",1,19.3333333333333,0.125
"MICAHI DANZY","FLORIDA ST",66,51.23,"C",8,"WR",2026,"ACC",58.9,1,39,6,4,3,89,29.7,0,2,0,0,0,3,1,1,15,5,10,1,2.28,27.8,2,1,1,0,"25.00%",77.1,0.051,0.103,0.5,0.75,"P4",0.75,22.25,0.102564102564103
"HUDSON CLEMENT","ILLINOIS",47,51.14,"C",13,"WR",2026,"Big Ten",70.2,4,32,6,6,5,69,13.8,0,3,0,0,0,5,2,2,22,4.4,15,1,2.16,14.7,3,1,1,0,"33.30%",114.6,0.156,0.188,0.167,0.833,"P4",0.833333333333333,11.5,0.1875
"MILES COLEMAN","OKLA STATE",23,51.09,"C",1,"WR",2026,"Big 12",77.8,3,13,1,3,3,53,17.7,1,3,0,0,0,3,0,0,19,6.3,2,0,4.08,11.3,2,0,1,0,"0.00%",158.3,0.154,0.231,0.333,1,"P4",1,17.6666666666667,0.230769230769231
"JAVON TRACY","MINNESOTA",40,50.65,"C",11,"WR",2026,"Big Ten",80.5,4,22,3,5,5,91,18.2,0,3,0,0,0,5,0,0,48,9.6,20,0,4.14,8.6,3,2,1,0,"0.00%",118.8,0.136,0.227,0,1,"P4",1,18.2,0.227272727272727
"NIK MCMILLAN","KANSAS",55,50.29,"C",5,"WR",2026,"Big 12",72.7,8,29,3,10,5,78,15.6,0,3,0,0,0,5,6,3,15,3,11,0.5,2.69,18.8,2,1,1,0,"60.00%",36.7,0.172,0.345,0.3,0.5,"P4",0.5,7.8,0.344827586206897
"DALEN PENSON","GA TECH",26,50.24,"C",7,"WR",2026,"ACC",76.1,3,11,2,4,3,58,19.3,0,3,0,0,0,3,1,1,26,8.7,5,1,5.27,17,2,0,1,0,"25.00%",116.7,0,0.364,0.25,0.75,"P4",0.75,14.5,0.363636363636364
"GRIFFIN WILDE","NWESTERN",57,49.52,"C",17,"WR",2026,"Big Ten",75.2,5,25,9,5,5,85,17,0,3,0,0,0,5,0,0,44,8.8,6,0,3.4,8.2,3,1,1,0,"0.00%",118.8,0,0.2,0.2,1,"P4",1,17,0.2
"NOAH JENNINGS","MINNESOTA",54,48.9,"C",13,"WR",2026,"Big Ten",73.5,7,32,2,10,5,72,14.4,1,5,1,0,0,6,0,0,32,6.4,31,0,2.25,9.6,3,2,0.833,0.167,"0.00%",107.1,0.094,0.313,0,0.5,"P4",0.5,7.2,0.3125
"DEUCE ALEXANDER","OLE MISS",70,48.32,"C",1,"WR",2026,"SEC",61.1,6,52,13,10,7,60,8.6,1,3,0,0,0,8,1,0,20,2.9,6,0,1.15,7.6,1,0,0.875,0,"10.00%",118.8,0.058,0.192,0.1,0.7,"P4",0.7,6,0.192307692307692
"BRAYLON STALEY","TENNESSEE",59,48.02,"C",14,"WR",2026,"SEC",59.3,5,34,13,6,4,59,14.8,1,2,1,0,0,5,0,0,43,10.8,5,0,1.74,11,1,0,0.8,0.2,"0.00%",138.2,0.147,0.176,0.167,0.667,"P4",0.666666666666667,9.83333333333333,0.176470588235294
"TATE NAGY","KANSAS",34,47.93,"C",11,"WR",2026,"Big 12",71.2,3,24,2,5,3,61,20.3,1,2,0,0,0,3,0,0,26,8.7,1,0,2.54,12.8,1,0,1,0,"0.00%",142.5,0.125,0.208,0,0.6,"P4",0.6,12.2,0.208333333333333
"IAN STRONG","CAL",54,47.61,"C",9,"WR",2026,"ACC",68.6,9,37,2,9,7,90,12.9,0,2,0,0,0,7,1,0,56,8,35,0,2.43,7.1,3,4,1,0,"11.10%",108.3,0.054,0.243,0.111,0.778,"P4",0.777777777777778,10,0.243243243243243
"COOPER PERRY","CAL",24,46.87,"C",10,"WR",2026,"ACC",70.7,3,17,3,3,3,45,15,1,3,0,0,0,3,0,0,26,8.7,21,0,2.65,8,2,0,1,0,"0.00%",158.3,0.118,0.176,0.333,1,"P4",1,15,0.176470588235294
"ISAIAH MIZELL","ARIZONA",14,46.74,"C",17,"WR",2026,"Big 12",68.9,3,12,1,5,5,49,9.8,1,1,0,0,0,5,0,0,19,3.8,6,0,4.08,6,0,1,1,0,"0.00%",147.1,0,0.417,0,1,"P4",1,9.8,0.416666666666667
"TRISTEN BROWN","VANDERBILT",52,46.42,"C",5,"WR",2026,"SEC",63.2,4,38,7,5,4,81,20.3,0,3,0,0,0,4,0,0,22,5.5,10,0,2.13,18.2,2,0,1,0,"0.00%",118.8,0.105,0.132,0.6,0.8,"P4",0.8,16.2,0.131578947368421
