"Name","Team","Jersey.Number.x","Position","Season","Conference.x","Rush.Grade","Key.Plays.x","Attempts","Rush.Yards","Yards.per.Attempt","Rush.Touchdowns","First.Down.Runs","Fumbles.x","Fumbles.Lost.x","Missed.Tackles.on.Runs","Yards.before.Contact","Yards.before.Contact.per.Attempt","Yards.after.Contact","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Team.Name","Jersey.Number.y","Conference.y","Receiving.Grade","Key.Plays.y","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles.y","Fumbles.Lost.y","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference","Conference_Level","Offensive.Snaps","Composite_Score","Player_Grade"
"EVAN PRYOR","FLORIDA",21,"HB",2026,"SEC",54.6,2,7,20,2.9,0,0,0,0,1,5,0.7,15,2.1,0,0,0.14,1,0.429,"FLORIDA",21,"SEC",60.5,2,4,0,2,1,6,6,0,0,0,0,0,1,0,0,0,0,0,0,1.5,0.5,0,0,"100%","0.00%","0.00%",56.3,0,0.5,0,"50.00%","SEC","P4",11,21.24,"D"
"GI'BRAN PAYNE","CINCINNATI",6,"HB",2026,"Big 12",56.4,3,9,32,3.6,0,2,0,0,2,4,0.4,28,3.1,0,0.222,0.22,1,0,"CINCINNATI",6,"Big 12",42.6,3,30,0,5,2,7,3.5,0,0,1,0,0,3,0,0,8,4,2,0,0.23,5.6,0,0,"66.70%","33.30%","0.00%",47.9,0.033,0.167,0.2,"40.00%","Big 12","P4",52,21.09,"D"
"ANSU SANOE","WASHINGTON",30,"HB",2026,"Big Ten",61.8,1,2,3,1.5,1,1,0,0,0,1,0.5,2,1,0,0.5,0,0,0.5,"WASHINGTON",30,"Big Ten",58.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",6,20.7,"D"
"KOLIN WILSON","MISS STATE",6,"HB",2026,"SEC",55.6,0,2,2,1,0,0,0,0,1,-8,-4,10,5,0,0,0.5,0,0.5,"MISS STATE",6,"SEC",58.5,1,7,0,2,1,10,10,0,0,0,0,0,1,0,0,13,13,1,0,1.43,10,0,0,"100%","0.00%","0.00%",64.6,0,0.286,0.5,"50.00%","SEC","P4",12,20.63,"D"
"PRESTON REX","BYU",12,"HB",2026,"Big 12",65.9,3,4,24,6,1,2,0,0,0,8,2,16,4,0,0.5,0,0,0,"BYU",12,"Big 12",56.3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",14,20.43,"D"
"KEDRICK REESCANO","ARIZONA",3,"HB",2026,"Big 12",62.4,3,8,30,3.8,0,2,0,0,0,19,2.4,11,1.4,0,0.25,0,2,0,"ARIZONA",3,"Big 12",52.7,0,17,0,1,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0.18,3,0,0,"100%","0.00%","0.00%",79.2,0,0.059,0,"100%","Big 12","P4",31,20.33,"D"
"SUTTON SMITH","ARKANSAS",5,"HB",2026,"SEC",60.4,3,6,17,2.8,1,3,0,0,0,2,0.3,15,2.5,0,0.5,0,0,0.167,"ARKANSAS",5,"SEC",54.2,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",24,20.11,"D"
"TAEVION SWINT","UCF",4,"HB",2026,"Big 12",62.3,4,9,40,4.4,0,2,0,0,0,7,0.8,33,3.7,0,0.222,0,1,0.111,"UCF",4,"Big 12",57.9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",14,19.93,"F"
"JU'JUAN JOHNSON","SYRACUSE",4,"HB",2026,"ACC",59,3,6,5,0.8,0,1,0,0,1,-4,-0.7,9,1.5,0,0.167,0.17,0,0,"SYRACUSE",4,"ACC",76.9,2,9,0,4,4,27,6.8,0,2,0,0,0,4,0,0,32,8,20,0,3,-1.3,0,3,"100%","0.00%","0.00%",94.8,0.111,0.444,0,"100%","ACC","P4",28,19.45,"F"
"QUINTEN JOYNER","TEXAS TECH",0,"HB",2026,"Big 12",70.8,1,2,11,5.5,0,1,0,0,2,1,0.5,10,5,0,0.5,1,1,0,"TEXAS TECH",0,"Big 12",57,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",8,19.37,"F"
"JARVIS GREEN","CLEMSON",21,"HB",2026,"ACC",59.8,5,5,22,4.4,0,2,1,1,1,9,1.8,13,2.6,0,0.4,0.2,0,0.2,"CLEMSON",21,"ACC",58.8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","ACC","P4",7,18.44,"F"
"DWIGHT PHILLIPS JR.","GEORGIA",20,"HB",2026,"SEC",69.3,3,4,26,6.5,0,1,0,0,1,20,5,6,1.5,0,0.25,0.25,1,0,"GEORGIA",20,"SEC",58.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",7,18.4,"F"
"MICHAEL TURNER","BAYLOR",23,"HB",2026,"Big 12",62.6,6,9,18,2,0,1,0,0,3,1,0.1,17,1.9,0,0.111,0.33,1,0,"BAYLOR",23,"Big 12",63,0,4,0,1,1,0,0,0,0,0,0,0,1,0,0,7,7,1,0,0,-7,0,0,"100%","0.00%","0.00%",79.2,0,0.25,0,"100%","Big 12","P4",16,18.08,"F"
"CAM EDWARDS","MICH STATE",0,"HB",2026,"Big Ten",62.2,6,12,38,3.2,0,1,0,0,2,10,0.8,28,2.3,0,0.083,0.17,0,0,"MICH STATE",0,"Big Ten",55.2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",26,18.01,"F"
"IVERSON HOWARD","MARYLAND",24,"HB",2026,"Big Ten",54.2,2,11,17,1.6,1,2,0,0,0,-4,-0.4,21,1.9,0,0.182,0,0,0,"MARYLAND",24,"Big Ten",54.1,0,33,0,3,2,10,5,0,1,0,0,0,2,0,0,21,10.5,19,0,0.3,-2,0,0,"100%","0.00%","0.00%",71.5,0,0.091,0,"66.70%","Big Ten","P4",52,18.01,"F"
"CHAMP HAMPTON","STANFORD",34,"HB",2026,"ACC",62.9,1,1,7,7,0,1,0,0,0,6,6,1,1,0,1,0,0,0,"STANFORD",34,"ACC",62.7,0,4,0,2,1,5,5,0,0,0,0,0,1,0,0,2,2,1,0,1.25,1.5,0,0,"100%","0.00%","0.00%",56.3,0,0.5,0,"50.00%","ACC","P4",6,17.69,"F"
"GIRARD PRINGLE JR.","MIAMI FL",0,"HB",2026,"ACC",59.7,1,4,12,3,0,0,0,0,0,1,0.3,11,2.8,0,0,0,0,0,"MIAMI FL",0,"ACC",74.8,1,1,0,1,1,10,10,0,1,0,0,0,1,0,0,13,13,5,0,10,-3,0,1,"100%","0.00%","0.00%",108.3,1,1,0,"100%","ACC","P4",11,17.69,"F"
"SEAN CUONO","INDIANA",20,"HB",2026,"Big Ten",68.1,3,5,29,5.8,0,1,0,0,1,14,2.8,15,3,0,0.2,0.2,0,0,"INDIANA",20,"Big Ten",60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",6,17.19,"F"
"STEVE CHAVEZ-SOTO","UTAH",25,"HB",2026,"Big 12",60.5,1,3,10,3.3,0,0,0,0,0,1,0.3,9,3,0,0,0,0,0.333,"UTAH",25,"Big 12",56.6,1,3,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,12,0,0,"0.00%","0.00%","100%",39.6,0,0.333,0,"0.00%","Big 12","P4",6,16.71,"F"
"TRELAIN MADDOX","GA TECH",1,"HB",2026,"ACC",56.6,1,6,12,2,0,1,0,0,0,3,0.5,9,1.5,0,0.167,0,0,0,"GA TECH",1,"ACC",70.5,1,10,0,2,2,22,11,0,1,0,0,0,2,0,0,29,14.5,21,0,2.2,-3.5,0,2,"100%","0.00%","0.00%",112.5,0,0.2,0,"100%","ACC","P4",28,16.69,"F"
"CAM SETTLES","ARKANSAS",27,"HB",2026,"SEC",60.6,1,4,13,3.3,0,1,0,0,0,-1,-0.3,14,3.5,0,0.25,0,0,0,"ARKANSAS",27,"SEC",67.9,4,18,0,3,3,16,5.3,0,1,0,0,0,3,0,0,22,7.3,4,0,0.89,-2,1,1,"100%","0.00%","0.00%",88.9,0,0.167,0,"100%","SEC","P4",25,16.63,"F"
"CAMERON PETTAWAY","IOWA STATE",0,"HB",2026,"Big 12",55.6,0,4,12,3,0,0,0,0,0,5,1.3,7,1.8,0,0,0,0,0,"IOWA STATE",0,"Big 12",83.6,3,10,0,3,3,27,9,0,3,0,0,0,3,0,0,23,7.7,8,0,2.7,1.3,0,1,"100%","0.00%","0.00%",104.2,0,0.3,0,"100%","Big 12","P4",17,16.52,"F"
"CA'LIL VALENTINE","ILLINOIS",5,"HB",2026,"Big Ten",63.2,4,9,33,3.7,0,1,0,0,0,15,1.7,18,2,0,0.111,0,0,0,"ILLINOIS",5,"Big Ten",54.4,0,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,"0.00%","0.00%","0.00%",39.6,0,0.1,0,"0.00%","Big Ten","P4",21,16.37,"F"
"ANTHONY LEAGUE","CAL",25,"HB",2026,"ACC",65,2,5,14,2.8,0,1,0,0,1,0,0,14,2.8,0,0.2,0.2,0,0,"CAL",25,"ACC",36.7,2,13,0,3,3,13,4.3,0,0,0,1,1,3,0,0,2,0.7,0,0,1,3.7,0,0,"100%","0.00%","0.00%",84.7,0,0.231,0,"100%","ACC","P4",18,15.96,"F"
"CARSYN BAKER","TEXAS A&M",5,"HB",2026,"SEC",63,1,1,2,2,1,1,0,0,0,-1,-1,3,3,0,1,0,0,0,"TEXAS A&M",5,"SEC",56.6,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.00%","0.00%","0.00%",39.6,0,0.25,0,"0.00%","SEC","P4",7,15.84,"F"
"HARRY DALTON III","MARYLAND",25,"HB",2026,"Big Ten",65.7,3,6,26,4.3,0,2,0,0,0,4,0.7,22,3.7,0,0.333,0,1,0,"MARYLAND",25,"Big Ten",53.5,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",19,15.36,"F"
"JORDAN ANDERSON","ILLINOIS",23,"HB",2026,"Big Ten",68.7,2,3,11,3.7,1,1,0,0,0,2,0.7,9,3,0,0.333,0,0,0,"ILLINOIS",23,"Big Ten",58.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",8,15.19,"F"
"BRYAN JACKSON II","WISCONSIN",21,"HB",2026,"Big Ten",61.1,2,5,17,3.4,0,1,0,0,1,2,0.4,15,3,0,0.2,0.2,0,0.2,"WISCONSIN",21,"Big Ten",56.8,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",13,14.96,"F"
"TREY COOLEY","WASHINGTON",22,"HB",2026,"Big Ten",66,3,8,22,2.8,0,1,0,0,2,5,0.6,17,2.1,0,0.125,0.25,0,0,"WASHINGTON",22,"Big Ten",52.3,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",29,14.74,"F"
"TY CLARK III","WAKE",4,"HB",2026,"ACC",53.8,0,3,3,1,0,0,0,0,0,1,0.3,2,0.7,0,0,0,0,0.333,"WAKE",4,"ACC",49.3,2,13,0,2,2,23,11.5,0,1,0,1,1,2,0,0,19,9.5,3,0,1.77,2,0,0,"100%","0.00%","0.00%",114.6,0,0.154,0,"100%","ACC","P4",22,14.7,"F"
"JAYVIAN TANELUS","DUKE",22,"HB",2026,"ACC",56.6,1,6,20,3.3,1,1,0,0,1,8,1.3,12,2,0,0.167,0.17,0,0.167,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,"ACC","P4",9,14.01,"F"
"DAMIAN HENDERSON II","COLORADO",26,"HB",2026,"Big 12",60.1,5,8,21,2.6,0,1,1,1,1,1,0.1,20,2.5,0,0.125,0.13,0,0.125,"COLORADO",26,"Big 12",56.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",15,13.72,"F"
"XAVIER ROBINSON","OKLAHOMA",21,"HB",2026,"SEC",62.7,1,2,9,4.5,0,0,0,0,0,4,2,5,2.5,0,0,0,0,0,"OKLAHOMA",21,"SEC",65.4,2,7,0,4,3,18,6,0,0,0,0,0,3,0,0,31,10.3,2,0,2.57,-2.8,0,2,"100%","0.00%","0.00%",43.8,0,0.571,0,"75.00%","SEC","P4",9,13.72,"F"
"LLOYD AVANT","OKLAHOMA",9,"HB",2026,"SEC",68.7,4,8,27,3.4,0,1,0,0,0,4,0.5,23,2.9,0,0.125,0,0,0,"OKLAHOMA",9,"SEC",56.9,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",27,13.53,"F"
"CALEB FRANCOIS","IOWA STATE",20,"HB",2026,"Big 12",63.4,2,5,16,3.2,0,1,0,0,0,6,1.2,10,2,0,0.2,0,0,0.2,"IOWA STATE",20,"Big 12",60,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",6,13.53,"F"
"DRAMEKCO GREEN","SMU",4,"HB",2026,"ACC",51.3,4,10,23,2.3,0,2,1,0,0,7,0.7,16,1.6,0,0.2,0,0,0,"SMU",4,"ACC",56.2,0,14,0,2,1,4,4,0,0,0,0,0,1,0,0,9,9,0,0,0.29,-1.5,0,0,"100%","0.00%","0.00%",56.3,0.071,0.143,0,"50.00%","ACC","P4",30,12.79,"F"
"JOE JACKSON","KANSAS ST",4,"HB",2026,"Big 12",56,3,9,24,2.7,0,1,0,0,2,2,0.2,22,2.4,0,0.111,0.22,0,0,"KANSAS ST",4,"Big 12",55.1,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",28,12.74,"F"
"JAVIAN MALLORY","MIAMI FL",21,"HB",2026,"ACC",61.1,3,7,23,3.3,0,2,0,0,0,8,1.1,15,2.1,0,0.286,0,0,0,"MIAMI FL",21,"ACC",56.7,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","ACC","P4",21,12.28,"F"
"JONATHAN HATTON JR.","OKLAHOMA",20,"HB",2026,"SEC",56.4,1,6,8,1.3,0,0,0,0,0,-1,-0.2,9,1.5,0,0,0,0,0.167,"OKLAHOMA",20,"SEC",60.6,1,5,0,1,1,7,7,0,0,0,0,0,1,0,0,12,12,10,0,1.4,-5,0,1,"100%","0.00%","0.00%",95.8,0,0.2,0,"100%","SEC","P4",16,12.11,"F"
"ISAIAH WEST","OHIO STATE",32,"HB",2026,"Big Ten",62.9,2,6,10,1.7,1,1,0,0,0,2,0.3,8,1.3,0,0.167,0,0,0,"OHIO STATE",32,"Big Ten",54.7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",15,11.97,"F"
"BRYSON WASHINGTON","AUBURN",30,"HB",2026,"SEC",58,0,3,8,2.7,0,0,0,0,0,2,0.7,6,2,0,0,0,0,0,"AUBURN",30,"SEC",58.1,0,8,0,1,1,6,6,0,0,0,0,0,1,1,1,1,1,1,1,0.75,5,0,0,"100%","0.00%","100%",91.7,0,0.125,0,"100%","SEC","P4",18,11.78,"F"
"RODNEY FIELDS JR.","KANSAS ST",20,"HB",2026,"Big 12",53.9,2,10,18,1.8,0,1,0,0,1,2,0.2,16,1.6,0,0.1,0.1,0,0,"KANSAS ST",20,"Big 12",55.6,1,19,0,1,1,0,0,0,0,0,0,0,1,0,0,5,5,0,0,0,-5,0,0,"100%","0.00%","0.00%",79.2,0,0.053,0,"100%","Big 12","P4",39,11.43,"F"
"MICAH WELCH","COLORADO",29,"HB",2026,"Big 12",52,3,6,16,2.7,0,0,1,1,1,2,0.3,14,2.3,0,0,0.17,0,0,"COLORADO",29,"Big 12",63.3,0,4,0,1,1,3,3,0,0,0,0,0,1,0,0,0,0,0,0,0.75,3,0,0,"100%","0.00%","0.00%",79.2,0,0.25,0,"100%","Big 12","P4",11,11.41,"F"
"DEVAUGHN EKA","BYU",25,"HB",2026,"Big 12",64.7,2,4,28,7,0,1,0,0,0,4,1,24,6,0,0.25,0,1,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,"Big 12","P4",7,10.76,"F"
"CHRISTIAN CLARK","S CAROLINA",10,"HB",2026,"SEC",59.6,0,1,1,1,0,0,0,0,0,-1,-1,2,2,0,0,0,0,0,"S CAROLINA",10,"SEC",74.4,1,6,0,2,2,14,7,0,1,0,0,0,2,0,0,17,8.5,3,0,2.33,-1.5,0,0,"100%","0.00%","0.00%",95.8,0,0.333,0,"100%","SEC","P4",8,9.19,"F"
"BRYSON KUZDZAL","MICHIGAN",24,"HB",2026,"Big Ten",63,2,5,14,2.8,0,1,0,0,0,4,0.8,10,2,0,0.2,0,0,0,"MICHIGAN",24,"Big Ten",54.7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",19,8.68,"F"
"TRAVIS TERRELL JR.","PURDUE",20,"HB",2026,"Big Ten",45.4,2,3,9,3,0,0,1,1,0,3,1,6,2,0,0,0,0,0,"PURDUE",20,"Big Ten",73.3,2,5,0,1,1,6,6,0,0,0,0,0,1,0,0,6,6,6,0,1.2,0,0,1,"100%","0.00%","0.00%",91.7,0,0.2,0,"100%","Big Ten","P4",9,8.2,"F"
"NOLAN RAY","BOSTON COL",2,"HB",2026,"ACC",57.9,1,3,5,1.7,0,2,0,0,0,2,0.7,3,1,0,0.667,0,0,0,"BOSTON COL",2,"ACC",57.5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","ACC","P4",9,8.11,"F"
"JAYLEN MCGILL","N CAROLINA",27,"HB",2026,"ACC",62.2,1,3,13,4.3,0,0,0,0,0,7,2.3,6,2,0,0,0,0,0,"N CAROLINA",27,"ACC",33.1,1,9,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,7,0,0,"0.00%","100%","0.00%",39.6,0,0.111,0,"0.00%","ACC","P4",15,7.65,"F"
"BO WALKER","GEORGIA",24,"HB",2026,"SEC",58.5,0,1,3,3,0,0,0,0,0,1,1,2,2,0,0,0,0,0,"GEORGIA",24,"SEC",67.2,2,8,0,2,2,6,3,0,1,0,0,0,2,0,0,15,7.5,7,0,0.75,-4.5,0,0,"100%","0.00%","0.00%",79.2,0,0.25,0,"100%","SEC","P4",10,7.45,"F"
"CARSON PERRY-SMITH","CAL",21,"HB",2026,"ACC",66.7,2,4,12,3,0,0,0,0,0,-1,-0.3,13,3.3,0,0,0,0,0,"CAL",21,"ACC",54.8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","ACC","P4",10,6.99,"F"
"FAVOUR AKIH","OHIO STATE",29,"HB",2026,"Big Ten",57.7,2,8,13,1.6,0,1,0,0,0,-6,-0.8,19,2.4,0,0.125,0,0,0,"OHIO STATE",29,"Big Ten",57.8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",12,6.79,"F"
"DANIEL ANDERSON","NWESTERN",22,"HB",2026,"Big Ten",64,1,3,14,4.7,0,1,0,0,0,4,1.3,10,3.3,0,0.333,0,1,0,NA,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,NA,0,0,0,0,0,NA,NA,NA,0,0,0,0,NA,"Big Ten","P4",6,6.69,"F"
"MARVIS PARRISH","MICH STATE",21,"HB",2026,"Big Ten",59.7,1,5,8,1.6,0,1,0,0,0,2,0.4,6,1.2,0,0.2,0,0,0,"MICH STATE",21,"Big Ten",55.9,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",14,6.03,"F"
"JERRICK GIBSON","PURDUE",4,"HB",2026,"Big Ten",64.7,1,3,9,3,0,0,0,0,0,-2,-0.7,11,3.7,0,0,0,0,0,"PURDUE",4,"Big Ten",57.1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",10,5.79,"F"
"NOAH VAUGHN","VIRGINIA",3,"HB",2026,"ACC",61,1,4,12,3,0,0,0,0,0,4,1,8,2,0,0,0,0,0,"VIRGINIA",3,"ACC",44.8,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,-1,0,0,"0.00%","100%","0.00%",39.6,0,1,0,"0.00%","ACC","P4",6,5.76,"F"
"ANTWAN ROBERTS JR.","ARIZONA",44,"HB",2026,"Big 12",53.8,0,3,5,1.7,0,0,0,0,0,2,0.7,3,1,0,0,0,0,0,"ARIZONA",44,"Big 12",63.7,1,3,0,1,1,1,1,0,0,0,0,0,1,0,0,7,7,2,0,0.33,-6,0,1,"100%","0.00%","0.00%",79.2,0,0.333,0,"100%","Big 12","P4",7,5.61,"F"
"ISMAIL MAHDI","ARIZONA",21,"HB",2026,"Big 12",61,1,2,9,4.5,0,0,0,0,0,5,2.5,4,2,0,0,0,0,0,"ARIZONA",21,"Big 12",56.8,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",9,5.59,"F"
"BRAYLEN RUSSELL","ARKANSAS",0,"HB",2026,"SEC",58.5,0,2,4,2,0,0,0,0,0,-1,-0.5,5,2.5,0,0,0,0,0,"ARKANSAS",0,"SEC",64,0,3,0,1,1,-4,-4,0,0,0,0,0,1,0,0,2,2,1,0,-1.33,-6,0,0,"100%","0.00%","0.00%",79.2,0,0.333,0,"100%","SEC","P4",7,4.19,"F"
"AMARI LATIMER","W VIRGINIA",1,"HB",2026,"Big 12",55.1,0,2,1,0.5,0,0,0,0,0,-2,-1,3,1.5,0,0,0,0,0,"W VIRGINIA",1,"Big 12",60.9,0,5,0,1,1,5,5,0,0,0,0,0,1,0,0,12,12,4,0,1,-7,0,0,"100%","0.00%","0.00%",87.5,0,0.2,0,"100%","Big 12","P4",10,3.96,"F"
"WESLEY YARBROUGH","ARIZONA",0,"HB",2026,"Big 12",58.2,0,1,3,3,0,0,0,0,0,1,1,2,2,0,0,0,0,0,"ARIZONA",0,"Big 12",57.9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",7,2.6,"F"
"MICAH JOHNSON","KANSAS",28,"HB",2026,"Big 12",58.2,0,2,3,1.5,0,0,0,0,0,0,0,3,1.5,0,0,0,0,0,"KANSAS",28,"Big 12",59.3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",10,2.1,"F"
"TORY BLAYLOCK","OKLAHOMA",6,"HB",2026,"SEC",57.6,0,4,2,0.5,0,0,0,0,0,1,0.3,1,0.3,0,0,0,0,0,"OKLAHOMA",6,"SEC",58,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",9,1.61,"F"
"JASPER PARKER","ARKANSAS",21,"HB",2026,"SEC",59.6,0,1,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,"ARKANSAS",21,"SEC",56,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",8,1.31,"F"
"QUINTREVION WISNER","FLORIDA ST",5,"HB",2026,"ACC",59.6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"FLORIDA ST",5,"ACC",57.9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","ACC","P4",6,0.73,"F"
"XAI'SHAUN EDWARDS","MISSOURI",24,"HB",2026,"SEC",51,0,3,0,0,0,0,0,0,0,-4,-1.3,4,1.3,0,0,0,0,0,"MISSOURI",24,"SEC",71.5,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",6,0,"F"
