"Name","Team","Jersey.Number.x","Position","Season","Conference.x","Rush.Grade","Key.Plays.x","Attempts","Rush.Yards","Yards.per.Attempt","Rush.Touchdowns","First.Down.Runs","Fumbles.x","Fumbles.Lost.x","Missed.Tackles.on.Runs","Yards.before.Contact","Yards.before.Contact.per.Attempt","Yards.after.Contact","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Team.Name","Jersey.Number.y","Conference.y","Receiving.Grade","Key.Plays.y","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles.y","Fumbles.Lost.y","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference","Conference_Level","Offensive.Snaps","Composite_Score","Player_Grade"
"JAMAL RULE","NEBRASKA",25,"HB",2026,"Big Ten",75.1,10,15,119,7.9,2,6,0,0,2,30,2,89,5.9,0,0.4,0.13,3,0,"NEBRASKA",25,"Big Ten",70.7,2,16,0,2,2,35,17.5,0,1,0,0,0,2,0,0,37,18.5,27,0,2.19,-1,1,1,"100%","0.00%","0.00%",118.8,0,0.125,0,"100%","Big Ten","P4",32,71.88,"B"
"COLE TABB","CINCINNATI",3,"HB",2026,"Big 12",79.9,5,6,78,13,2,3,0,0,3,10,1.7,68,11.3,0,0.5,0.5,2,0,"CINCINNATI",3,"Big 12",86.3,3,12,0,4,4,43,10.8,1,3,0,0,0,4,0,0,35,8.8,20,0,3.58,2,1,2,"100%","0.00%","0.00%",151,0,0.333,0,"100%","Big 12","P4",22,70.56,"B"
"JAMAL ROBERTS","MISSOURI",20,"HB",2026,"SEC",59.7,9,22,140,6.4,1,7,0,0,2,58,2.6,82,3.7,0,0.318,0.09,6,0.091,"MISSOURI",20,"SEC",59.8,1,14,0,2,2,13,6.5,0,0,0,0,0,2,0,0,18,9,3,0,0.93,-2.5,0,0,"100%","0.00%","0.00%",93.8,0,0.143,0,"100%","SEC","P4",43,67.26,"B"
"DAUNE MORRIS","TENNESSEE",17,"HB",2026,"SEC",84.7,9,14,116,8.3,1,7,0,0,2,65,4.6,51,3.6,0,0.5,0.14,4,0.071,"TENNESSEE",17,"SEC",58.8,0,18,1,2,2,9,4.5,0,0,0,0,0,2,0,0,2,1,1,0,0.5,3.5,0,0,"100%","0.00%","0.00%",85.4,0,0.111,0,"100%","SEC","P4",36,66.98,"B"
"DANIEL BRAY","UTAH",5,"HB",2026,"Big 12",88.1,3,3,82,27.3,1,2,0,0,3,23,7.7,59,19.7,0,0.667,1,2,0,"UTAH",5,"Big 12",68.7,2,11,0,3,3,14,4.7,0,1,0,0,0,3,0,0,27,9,8,0,1.27,-4.3,0,1,"100%","0.00%","0.00%",86.1,0.273,0.273,0,"100%","Big 12","P4",17,66.87,"B"
"CJ BAXTER","KENTUCKY",1,"HB",2026,"SEC",70.5,10,19,87,4.6,2,6,0,0,4,35,1.8,52,2.7,0,0.316,0.21,3,0.053,"KENTUCKY",1,"SEC",63.3,2,11,1,1,1,28,28,0,1,0,0,0,1,0,0,27,27,6,0,2.55,1,1,1,"100%","0.00%","0.00%",118.8,0,0.091,0,"100%","SEC","P4",35,66.8,"B"
"CAM COOK","W VIRGINIA",4,"HB",2026,"Big 12",72.4,11,31,127,4.1,0,6,0,0,9,25,0.8,102,3.3,0,0.194,0.29,3,0,"W VIRGINIA",4,"Big 12",57.9,0,20,0,3,2,5,2.5,0,0,0,0,0,2,0,0,7,3.5,5,0,0.25,-2.7,0,1,"100%","0.00%","0.00%",70.1,0,0.15,0,"66.70%","Big 12","P4",62,66.2,"B"
"TURBO RICHARD","INDIANA",1,"HB",2026,"Big Ten",70.7,8,15,149,9.9,1,8,0,0,1,74,4.9,75,5,0,0.533,0.07,6,0,"INDIANA",1,"Big Ten",55.2,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",28,65.72,"B"
"FLUFF BOTHWELL","MISS STATE",24,"HB",2026,"SEC",73.8,13,22,119,5.4,0,5,0,0,7,50,2.3,69,3.1,0,0.227,0.32,1,0.045,"MISS STATE",24,"SEC",63.6,2,27,0,1,1,22,22,0,1,0,0,0,1,0,0,19,19,5,0,0.81,3,1,0,"100%","0.00%","0.00%",118.8,0,0.037,0,"100%","SEC","P4",57,65.04,"B"
"LA'VELL WRIGHT","PITTSBURGH",11,"HB",2026,"ACC",77.5,11,14,81,5.8,1,6,0,0,8,31,2.2,50,3.6,0,0.429,0.57,3,0.214,"PITTSBURGH",11,"ACC",59,0,9,0,2,1,5,5,0,0,0,0,0,2,0,0,6,6,4,0,0.56,-1,0,0,"50.00%","0.00%","0.00%",56.3,0,0.222,0,"50.00%","ACC","P4",33,63.66,"B"
"KING MILLER","USC",8,"HB",2026,"Big Ten",71.7,8,17,105,6.2,1,8,0,0,6,35,2.1,70,4.1,0,0.471,0.35,4,0.176,"USC",8,"Big Ten",51.5,0,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",44,63.46,"B"
"DAMON FERGUSON JR.","PITTSBURGH",26,"HB",2026,"ACC",83.5,6,11,104,9.4,1,3,0,0,5,2,0.2,102,9.3,0,0.273,0.45,3,0.091,"PITTSBURGH",26,"ACC",58.8,1,16,0,3,2,2,1,0,0,0,0,0,2,1,1,9,4.5,1,1,0.13,-0.7,0,1,"100%","0.00%","33.30%",30.6,0,0.188,0,"66.70%","ACC","P4",30,63.07,"B"
"JORDON DAVISON","OREGON",0,"HB",2026,"Big Ten",75.9,9,14,87,6.2,2,5,0,0,4,29,2.1,58,4.1,0,0.357,0.29,2,0.143,"OREGON",0,"Big Ten",68.2,1,6,0,1,1,9,9,0,0,0,0,0,1,0,0,15,15,14,0,1.5,-6,0,1,"100%","0.00%","0.00%",104.2,0,0.167,0,"100%","Big Ten","P4",29,62.88,"B"
"CAMERON DICKEY","TEXAS TECH",8,"HB",2026,"Big 12",75.8,9,17,97,5.7,1,5,0,0,3,45,2.6,52,3.1,0,0.294,0.18,4,0.176,"TEXAS TECH",8,"Big 12",63.2,1,8,0,1,1,13,13,0,1,0,0,0,1,0,0,9,9,0,0,1.63,4,0,0,"100%","0.00%","0.00%",118.8,0,0.125,0,"100%","Big 12","P4",39,62.81,"B"
"MATT FULLER","S CAROLINA",28,"HB",2026,"SEC",65.1,7,18,76,4.2,1,3,0,0,5,22,1.2,54,3,0,0.167,0.28,1,0,"S CAROLINA",28,"SEC",71.4,3,31,0,7,7,85,12.1,1,4,0,0,0,7,0,0,74,10.6,17,0,2.74,1.6,3,1,"100%","0.00%","0.00%",156.8,0.032,0.226,0,"100%","SEC","P4",62,61.95,"B"
"GIDEON DAVIDSON","CLEMSON",8,"HB",2026,"ACC",73.2,8,17,105,6.2,1,5,0,0,7,0,0,105,6.2,0,0.294,0.41,2,0.118,"CLEMSON",8,"ACC",52,1,33,1,2,1,3,3,0,0,0,0,0,2,1,0,3,3,1,0,0.09,-3,0,0,"50.00%","0.00%","50.00%",56.3,0,0.061,0,"50.00%","ACC","P4",62,61.81,"B"
"AHMAD MILLER","SYRACUSE",22,"HB",2026,"ACC",81.7,10,14,78,5.6,1,6,0,0,6,21,1.5,57,4.1,0,0.429,0.43,4,0.143,"SYRACUSE",22,"ACC",58.3,1,4,0,1,1,2,2,0,0,0,0,0,1,0,0,4,4,1,0,0.5,-2,0,0,"100%","0.00%","0.00%",79.2,0,0.25,0,"100%","ACC","P4",29,60.21,"B"
"TJ THOMAS","MINNESOTA",23,"HB",2026,"Big Ten",79.7,7,13,122,9.4,1,4,0,0,4,25,1.9,97,7.5,0,0.308,0.31,2,0,"MINNESOTA",23,"Big Ten",43.8,3,18,0,4,3,-8,-2.7,0,0,1,0,0,4,0,0,0,0,-1,0,-0.44,-3.8,0,2,"75.00%","25.00%","0.00%",77.1,0,0.222,0,"75.00%","Big Ten","P4",34,60.2,"B"
"WAYSHAWN PARKER","UTAH",1,"HB",2026,"Big 12",71,4,11,124,11.3,0,1,0,0,4,14,1.3,110,10,0,0.091,0.36,2,0.273,"UTAH",1,"Big 12",55.4,1,23,0,3,2,1,0.5,0,0,0,0,0,2,0,0,9,4.5,2,0,0.04,7,0,0,"100%","0.00%","0.00%",70.1,0.043,0.13,0.333,"66.70%","Big 12","P4",43,58.43,"C"
"BRANDON SMITH","OREGON",26,"HB",2026,"Big Ten",74.2,10,16,85,5.3,1,8,0,0,7,31,1.9,54,3.4,0,0.5,0.44,2,0.125,"OREGON",26,"Big Ten",56.2,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big Ten","P4",30,57.99,"C"
"DILIN JONES","LSU",13,"HB",2026,"SEC",71.9,11,23,106,4.6,1,6,0,0,3,49,2.1,57,2.5,0,0.261,0.13,2,0.174,"LSU",13,"SEC",46.7,3,26,0,3,2,6,3,0,1,1,0,0,3,0,0,9,4.5,3,0,0.23,-2.7,0,0,"66.70%","33.30%","0.00%",70.1,0,0.115,0,"66.70%","SEC","P4",66,57.28,"C"
"MARK FLETCHER JR.","MIAMI FL",4,"HB",2026,"ACC",70.2,8,16,85,5.3,1,6,0,0,6,10,0.6,75,4.7,0,0.375,0.38,3,0.188,"MIAMI FL",4,"ACC",53.3,1,14,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,"0.00%","0.00%","0.00%",39.6,0,0.071,0,"0.00%","ACC","P4",40,56.67,"C"
"DA'JAUN RIGGS","OREGON",21,"HB",2026,"Big Ten",73.5,7,11,71,6.5,0,4,0,0,2,37,3.4,34,3.1,0,0.364,0.18,4,0.273,"OREGON",21,"Big Ten",83.8,1,4,0,1,1,24,24,0,1,0,0,0,1,0,0,30,30,25,0,6,-6,1,1,"100%","0.00%","0.00%",118.8,0,0.25,0,"100%","Big Ten","P4",18,55.97,"C"
"OUSMANE KROMAH","FLORIDA ST",32,"HB",2026,"ACC",69,9,17,80,4.7,1,2,0,0,5,49,2.9,31,1.8,0,0.118,0.29,3,0.353,"FLORIDA ST",32,"ACC",54,0,16,0,1,1,6,6,0,0,0,0,0,1,0,0,2,2,1,0,0.38,4,0,0,"100%","0.00%","0.00%",91.7,0.063,0.063,0,"100%","ACC","P4",49,55.7,"C"
"AIDAN LAUGHERY","ILLINOIS",21,"HB",2026,"Big Ten",80.9,4,4,93,23.3,1,2,0,0,2,83,20.8,10,2.5,0,0.5,0.5,1,0,"ILLINOIS",21,"Big Ten",53.7,0,11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,"0.00%","0.00%","0.00%",39.6,0,0.091,0,"0.00%","Big Ten","P4",21,55.04,"C"
"EJ CROWELL","ALABAMA",13,"HB",2026,"SEC",75.4,4,7,51,7.3,1,3,0,0,5,-1,-0.1,52,7.4,0,0.429,0.71,2,0,"ALABAMA",13,"SEC",78.6,1,2,0,1,1,14,14,0,0,0,0,0,1,0,0,11,11,2,0,7,3,0,1,"100%","0.00%","0.00%",118.8,0,0.5,0,"100%","SEC","P4",11,53.45,"C"
"JEFFREY OVERTON JR.","VA TECH",16,"HB",2026,"ACC",62.5,6,13,49,3.8,1,2,0,0,5,13,1,36,2.8,0,0.154,0.38,1,0.077,"VA TECH",16,"ACC",67.5,1,26,1,5,3,63,21,1,1,0,0,0,3,0,0,62,20.7,52,0,2.42,3,1,3,"100%","0.00%","0.00%",143.8,0,0.192,0,"60.00%","ACC","P4",48,52.86,"C"
"JORDAN MARSHALL","MICHIGAN",23,"HB",2026,"Big Ten",84.8,10,12,70,5.8,1,3,0,0,2,33,2.8,37,3.1,0,0.25,0.17,2,0,"MICHIGAN",23,"Big Ten",66.7,1,17,0,1,1,16,16,0,1,0,0,0,1,0,0,2,2,0,0,0.94,14,1,0,"100%","0.00%","0.00%",118.8,0.059,0.059,0,"100%","Big Ten","P4",31,52.45,"C"
"MARCELLOUS HAWKINS JR.","VA TECH",27,"HB",2026,"ACC",65,8,17,76,4.5,0,6,0,0,7,20,1.2,56,3.3,0,0.353,0.41,3,0,"VA TECH",27,"ACC",63.7,1,18,0,3,3,19,6.3,0,1,0,0,0,3,0,0,15,5,4,0,1.06,1.3,0,0,"100%","0.00%","0.00%",93.1,0,0.167,0,"100%","ACC","P4",43,52.23,"C"
"TRADARIAN BALL","OREGON",4,"HB",2026,"Big Ten",76.3,6,7,47,6.7,1,3,0,0,2,20,2.9,27,3.9,0,0.429,0.29,1,0.143,"OREGON",4,"Big Ten",79.2,2,3,0,2,2,21,10.5,0,1,0,0,0,2,1,1,20,10,2,1,7,0.5,1,0,"100%","0.00%","50.00%",110.4,0,0.667,0,"100%","Big Ten","P4",12,51.41,"C"
"RILEY WORMLEY","USC",27,"HB",2026,"Big Ten",77.5,3,3,52,17.3,1,3,0,0,1,36,12,16,5.3,0,1,0.33,3,0,"USC",27,"Big Ten",70.2,1,7,0,1,1,2,2,1,1,0,0,0,1,0,0,2,2,0,0,0.29,0,0,0,"100%","0.00%","0.00%",118.8,0,0.143,0,"100%","Big Ten","P4",12,51.36,"C"
"DANIEL HILL","ALABAMA",4,"HB",2026,"SEC",73.2,7,11,59,5.4,0,4,0,0,4,15,1.4,44,4,0,0.364,0.36,1,0.091,"ALABAMA",4,"SEC",62.4,2,14,0,1,1,19,19,0,1,0,0,0,1,1,1,1,1,1,1,1.36,18,1,0,"100%","0.00%","100%",118.8,0,0.071,0,"100%","SEC","P4",31,50.48,"C"
"NATE FRAZIER","GEORGIA",3,"HB",2026,"SEC",73.2,9,14,75,5.4,1,5,0,0,5,34,2.4,41,2.9,0,0.357,0.36,3,0.143,"GEORGIA",3,"SEC",56.8,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",23,50.31,"C"
"CALEB HAWKINS","OKLA STATE",24,"HB",2026,"Big 12",67.8,4,11,72,6.5,0,2,0,0,4,45,4.1,27,2.5,0,0.182,0.36,2,0.364,"OKLA STATE",24,"Big 12",66,2,16,0,4,3,16,5.3,0,2,0,0,0,3,1,0,20,6.7,6,0,1,-0.5,0,0,"100%","0.00%","25.00%",81.3,0,0.25,0,"75.00%","Big 12","P4",29,50.22,"C"
"KYSON BROWN","ARIZONA ST",1,"HB",2026,"Big 12",72,10,25,88,3.5,0,2,0,0,7,11,0.4,77,3.1,0,0.08,0.28,2,0,"ARIZONA ST",1,"Big 12",60.9,1,18,0,1,1,7,7,0,1,0,0,0,1,0,0,7,7,6,0,0.39,0,0,1,"100%","0.00%","0.00%",95.8,0,0.056,0,"100%","Big 12","P4",53,50.21,"C"
"JEREMY PAYNE","TCU",26,"HB",2026,"Big 12",61.8,13,24,86,3.6,1,6,0,0,4,23,1,63,2.6,0,0.25,0.17,2,0,"TCU",26,"Big 12",55.9,0,26,0,3,2,9,4.5,0,0,0,0,0,3,0,0,9,4.5,5,0,0.35,-1.3,0,0,"66.70%","0.00%","0.00%",70.1,0,0.115,0,"66.70%","Big 12","P4",55,49.85,"C"
"EVAN DICKENS","BOSTON COL",23,"HB",2026,"ACC",67.3,8,15,102,6.8,1,5,0,0,1,39,2.6,63,4.2,0,0.333,0.07,3,0,"BOSTON COL",23,"ACC",47.9,3,22,0,2,1,8,8,0,0,1,0,0,2,0,0,12,12,4,0,0.36,-0.5,0,0,"50.00%","50.00%","0.00%",60.4,0.045,0.091,0,"50.00%","ACC","P4",50,49.37,"C"
"ANTHONY WOODS","UCLA",6,"HB",2026,"Big Ten",63.5,9,13,80,6.2,1,5,0,0,5,36,2.8,44,3.4,0,0.385,0.38,2,0,"UCLA",6,"Big Ten",62,0,6,0,1,1,-1,-1,0,0,0,0,0,1,0,0,0,0,0,0,-0.17,-1,0,0,"100%","0.00%","0.00%",79.2,0,0.167,0,"100%","Big Ten","P4",27,49.02,"C"
"MAKHI HUGHES","HOUSTON",21,"HB",2026,"Big 12",65,8,16,74,4.6,0,5,0,0,2,13,0.8,61,3.8,0,0.313,0.13,2,0.125,"HOUSTON",21,"Big 12",75,2,14,0,5,3,39,13,0,2,0,0,0,3,0,0,36,12,13,0,2.79,3.8,1,0,"100%","0.00%","0.00%",84.6,0,0.357,0,"60.00%","Big 12","P4",40,48.85,"C"
"CAM WALLACE","PENN STATE",26,"HB",2026,"Big Ten",75.7,3,8,77,9.6,1,1,0,0,3,50,6.3,27,3.4,0,0.125,0.38,1,0.125,"PENN STATE",26,"Big Ten",58.3,1,8,0,1,1,7,7,0,0,0,0,0,1,0,0,9,9,7,0,0.88,-2,0,1,"100%","0.00%","0.00%",95.8,0,0.125,0,"100%","Big Ten","P4",18,48.83,"C"
"MICAH FORD","STANFORD",20,"HB",2026,"ACC",68.7,5,11,76,6.9,0,3,0,0,5,14,1.3,62,5.6,0,0.273,0.45,2,0.091,"STANFORD",20,"ACC",44.5,7,30,0,6,4,34,8.5,0,2,2,0,0,6,0,0,39,9.8,24,0,1.13,-3,1,2,"66.70%","33.30%","0.00%",81.3,0.033,0.2,0,"66.70%","ACC","P4",42,48.63,"C"
"JAQUAIL SMITH","COLORADO",23,"HB",2026,"Big 12",77.7,4,9,91,10.1,0,4,0,0,2,17,1.9,74,8.2,0,0.444,0.22,3,0,"COLORADO",23,"Big 12",63.2,0,3,0,2,2,1,0.5,0,0,0,0,0,2,0,0,4,2,1,0,0.33,-1.5,0,0,"100%","0.00%","0.00%",79.2,0.333,0.667,0,"100%","Big 12","P4",13,48.05,"C"
"JASON PATTERSON","KENTUCKY",26,"HB",2026,"SEC",90.5,6,7,65,9.3,0,3,0,0,2,23,3.3,42,6,0,0.429,0.29,3,0.429,"KENTUCKY",26,"SEC",55.5,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","SEC","P4",17,47.86,"C"
"ARNOLD BARNES III","IOWA STATE",3,"HB",2026,"Big 12",71.7,8,13,63,4.8,2,6,0,0,3,30,2.3,33,2.5,0,0.462,0.23,2,0.077,"IOWA STATE",3,"Big 12",58.2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Big 12","P4",18,47.84,"C"
"CHAUNCEY BOWENS","GEORGIA",5,"HB",2026,"SEC",72.3,7,11,39,3.5,3,4,0,0,1,11,1,28,2.5,0,0.364,0.09,1,0.091,"GEORGIA",5,"SEC",71.2,2,9,0,2,2,13,6.5,0,0,0,0,0,2,0,0,9,4.5,2,0,1.44,2,0,0,"100%","0.00%","0.00%",93.8,0,0.222,0,"100%","SEC","P4",25,47.58,"C"
"DYLAN EDWARDS","KANSAS",1,"HB",2026,"Big 12",68.4,11,19,89,4.7,0,4,1,1,2,25,1.3,64,3.4,0,0.211,0.11,3,0,"KANSAS",1,"Big 12",62.3,3,26,0,4,4,16,4,0,1,0,0,0,4,0,0,19,4.8,5,0,0.62,-0.8,1,1,"100%","0.00%","0.00%",83.3,0.039,0.154,0,"100%","Big 12","P4",61,47.02,"C"
"BO JACKSON","OHIO STATE",25,"HB",2026,"Big Ten",70.8,9,11,73,6.6,1,5,0,0,3,11,1,62,5.6,0,0.455,0.27,2,0,"OHIO STATE",25,"Big Ten",61.7,0,6,0,1,1,0,0,0,0,0,0,0,1,0,0,4,4,2,0,0,-4,0,0,"100%","0.00%","0.00%",79.2,0,0.167,0,"100%","Big Ten","P4",18,45.85,"C"
