"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade"
"LANDON ELLIS","UCLA",61,40.38,"C"
"MARQUIS JOHNSON","MISS STATE",38,40.32,"C"
"BRAYDEN TRIMBLE","ILLINOIS",20,40.25,"C"
"DEANDRE MOORE JR.","COLORADO",59,39.76,"D"
"JAMAL POLITE JR.","IOWA STATE",19,39.52,"D"
"AYDEN GREENE","VA TECH",32,38.76,"D"
"SALESI MOA","MICHIGAN",28,38.54,"D"
"NA'EEM ABDUL-RAHIM GLADDING","MARYLAND",60,38.5,"D"
"RICO SCOTT","ALABAMA",62,38.27,"D"
"GAVIN FREEMAN","BAYLOR",50,38.25,"D"
"CHASE SOWELL","PENN STATE",39,37.64,"D"
"DONOVAN OLUGBODE","MISSOURI",48,37.56,"D"
"DONOVAN MURPH","S CAROLINA",32,37.41,"D"
"BRIAN ROWE JR.","UCLA",56,37.23,"D"
"JORDAN KING","CAL",17,36.51,"D"
"WYATT YOUNG","OKLA STATE",26,35.99,"D"
"RICKY AHUMARAEZE","NWESTERN",27,35.78,"D"
"CAYDEN LEE","MISSOURI",37,35.15,"D"
"JALEN SMITH","MINNESOTA",38,34.91,"D"
"BRANDON PHELPS","ARIZONA",23,34.65,"D"
"ISAIAH JOHNSON","CINCINNATI",46,34.58,"D"
"BRYCE YATES","PITTSBURGH",22,34.39,"D"
"BROCK BOYD","OHIO STATE",36,34.2,"D"
"RICO FLORES JR.","VIRGINIA",37,33.88,"D"
"MARK HAMPER","CAL",21,33.61,"D"
"CREED WHITTEMORE","UTAH",23,33.6,"D"
"EVAN JAMES","IOWA",21,33.57,"D"
"CADEN HIGH","STANFORD",36,33.56,"D"
"RICKY JOHNSON","UTAH",51,33.48,"D"
"DAVION BROWN","VA TECH",48,33.38,"D"
"TYLER BROWN","CLEMSON",44,33.35,"D"
"JACOBE HAYES","TCU",31,33.04,"D"
"YANNICK SMITH","SMU",73,32.99,"D"
"JORDAN CLAY","WASHINGTON",26,32.64,"D"
"SHAZZ PRESTON","INDIANA",37,32.59,"D"
"T.J. MOORE","CLEMSON",63,32.51,"D"
"MIKE MATTHEWS","TENNESSEE",52,32.33,"D"
"KWAZI GILMER","NEBRASKA",54,31.92,"D"
"BEN BLACK III","RUTGERS",41,31.91,"D"
"BRADY BIDWELL","OREGON",32,30.85,"D"
"JUSTUS ROSS-SIMMONS","SYRACUSE",20,30.57,"D"
"DONOVAN FAUPEL","ARKANSAS",25,30.57,"D"
"COLE ADAMS","VANDERBILT",16,30.5,"D"
"DARIUS JOHNSON","SYRACUSE",32,30.47,"D"
"QUE'SEAN BROWN","VA TECH",59,30.22,"D"
"JOSHUA MOORE","MIAMI FL",39,30.05,"D"
"COY EAKIN","TEXAS TECH",43,29.38,"D"
"JOURDIN HOUSTON","RUTGERS",44,29.16,"D"
"NYCK HARBOR","S CAROLINA",62,29.09,"D"
"JAMARI HAWKINS","ARKANSAS",23,29.05,"D"
"TONY DIAZ","IOWA",21,28.79,"D"
"RYAN WINGO","TEXAS",53,28.5,"D"
"BRETT ESKILDSEN","PENN STATE",28,28.38,"D"
"DRAYDEN DICKMANN","WAKE",29,28.25,"D"
"JALEN MOSS","ARIZONA ST",28,28.07,"D"
"TANOOK HINES","USC",44,27.89,"D"
"HUDSON LEWIS","OREGON",27,27.89,"D"
"TAZ WILLIAMS JR.","BAYLOR",41,27.78,"D"
"LONDON HUMPHREYS","GEORGIA",34,27.1,"D"
"KAMERON COURTNEY","VIRGINIA",42,26.78,"D"
"CHAUNCEY MAGWOOD","PURDUE",53,26.72,"D"
"JONANTHONY HALL","STANFORD",17,26.69,"D"
"CJ BROWN","ARKANSAS",31,26.09,"D"
"CHRIS LAWSON","WASHINGTON",38,25.96,"D"
"GATLIN BAIR","OREGON",48,25.96,"D"
"ELIAS COKE","RUTGERS",29,25.91,"D"
"JOSHISA TRADER","NC STATE",46,25.72,"D"
"ZACHARYUS WILLIAMS","USC",30,25.68,"D"
"ISAIAH FUHRMANN","GA TECH",42,25.65,"D"
"JERMAINE BISHOP JR.","TEXAS",25,25.26,"D"
"JAYDEN WARREN","TEXAS A&M",21,25.22,"D"
"JOSH DERRY","UCF",51,25.08,"D"
"JALEN HALE","SMU",41,24.91,"D"
"KAM SHANKS","WAKE",14,24.67,"D"
"JEREMIAH KOGER","AUBURN",32,24.62,"D"
"ANTONIO MEEKS","WAKE",40,23.89,"D"
"MAZEO BENNETT JR.","S CAROLINA",59,23.89,"D"
"JAYCE BROWN","LSU",23,23.68,"D"
"COOPER BARKATE","MIAMI FL",55,23.51,"D"
"JOHN NEIDER","W VIRGINIA",69,23.18,"D"
"DA'SHAWN MARTIN","VIRGINIA",30,23.08,"D"
"RODNEY GALLAGHER III","ARIZONA",26,22.49,"D"
"MASON HUMPHREY","N CAROLINA",64,22.33,"D"
"JACQUON GIBSON","VIRGINIA",25,22.29,"D"
"EMMETT MOSLEY V","TEXAS",47,22.25,"D"
"DAYLYN UPSHAW","MIAMI FL",34,22.17,"D"
"NITRO TUGGLE","S CAROLINA",44,22.14,"D"
"DREW WAGNER","NWESTERN",47,22.02,"D"
"TYLER MORRIS","INDIANA",30,21.75,"D"
"CENSERE LEE","PITTSBURGH",51,21.51,"D"
"KYLER KASPER","BYU",35,21.45,"D"
"KEATON KUBECKA","KANSAS",64,21.05,"D"
"JEREMY SCOTT","TCU",66,20.84,"D"
"TYSHAWN RUSSELL","SYRACUSE",26,20.43,"D"
"NYZIAH HUNTER","NEBRASKA",33,20.36,"D"
"FREDRICK MOORE","MICH STATE",37,20.24,"D"
"RIC'DARIOUS FARMER","UCF",25,20.21,"D"
"BRYCEN COLEMAN","VANDERBILT",26,20.19,"D"
"TRAVIS JOHNSON","MICHIGAN",23,19.96,"F"
"ELIJAH THOMAS","OKLAHOMA",43,19.72,"F"
"JORDAN ALLEN","GA TECH",34,19.58,"F"
"JALEN COOPER","SMU",53,19.04,"F"
"JOJO PHILLIPS","BYU",36,18.95,"F"
"EUGENE WILSON III","LSU",67,18.76,"F"
"TREYSHUN HURRY","LOUISVILLE",61,18.66,"F"
"RADARIOUS JACKSON","TENNESSEE",38,18.44,"F"
"OMARION MILLER","ARIZONA ST",67,17.88,"F"
"GIYAHNI KONTOSIS","CINCINNATI",14,17.87,"F"
"CHANCE ROBINSON","NC STATE",22,17.66,"F"
"DAYTON HOWARD","IOWA",25,17.58,"F"
"TRECH KEKAHUNA","N CAROLINA",39,17.29,"F"
"TRENT WALKER","HOUSTON",55,16.9,"F"
"ZION ROBINSON","STANFORD",36,16.66,"F"
"CATAURUS HICKS","PITTSBURGH",51,16.33,"F"
"DAWSON POUGH","BOSTON COL",39,16.21,"F"
"TYSEER DENMARK","VA TECH",21,15.55,"F"
"JOHNTAY COOK II","OLE MISS",24,15.46,"F"
"DE'NYLON MORRISSETTE","PURDUE",38,14.89,"F"
"BAILEY STOCKTON","FLORIDA",38,14.87,"F"
"COLE WEAVER","SYRACUSE",24,14.8,"F"
"JAVARIUS GREEN","BOSTON COL",28,13.55,"F"
"DEMETRICE MCCRAY","PITTSBURGH",19,13.12,"F"
"JACKSON HARRIS","LSU",63,12.95,"F"
"TONY KINSLER","PITTSBURGH",27,12.89,"F"
"JAEDN SKEETE","BOSTON COL",22,11.92,"F"
"TYRAN WARREN","NC STATE",14,11.8,"F"
"TY'LYRIC COLEMAN","VIRGINIA",36,11.56,"F"
"EUGENE HILTON JR.","WISCONSIN",43,11.52,"F"
"QUANELL FARRAKHAN JR.","COLORADO",27,10.92,"F"
"TALYN TAYLOR","GEORGIA",20,10.78,"F"
"CHRISHON MCCRAY","MICH STATE",27,10.58,"F"
"MALACHI HENRY","CINCINNATI",63,10.17,"F"
"BRANDON WHITE","KANSAS ST",24,10.15,"F"
"ATTICUS JOSEPH","STANFORD",23,10.01,"F"
"AARON GREGORY","TEXAS A&M",63,9.3,"F"
"VICTOR SNOW","NC STATE",24,8.88,"F"
"JAYLAN HORNSBY","PURDUE",22,8.87,"F"
"DJ BLACK","S CAROLINA",32,8.54,"F"
"SEQUEL PATTERSON","S CAROLINA",19,8.44,"F"
"JA'CORY THOMAS","VANDERBILT",19,8.34,"F"
"JOSIAH ABDULLAH","VIRGINIA",18,8.26,"F"
"NAESHAUN MONTGOMERY","MISSOURI",30,7.82,"F"
"JOSH MANNING","KANSAS ST",52,7.27,"F"
"MICAH HUDSON","TEXAS TECH",43,7.02,"F"
"THOMAS BLACKSHEAR","GEORGIA",37,7.01,"F"
"JAYDEN MOORE","DUKE",26,6.86,"F"
"TK NORMAN","TEXAS A&M",23,4.71,"F"
"JORDAN ONOVUGHE","STANFORD",25,4.34,"F"
"MARLION JACKSON","VA TECH",42,3.86,"F"
"ISMAEL CISSE","ARKANSAS",29,2.63,"F"
"JALEN SAINT PAUL","UCLA",19,2.41,"F"
"NIC ANDERSON","KENTUCKY",41,1.93,"F"
"QUARON ADAMS","CAL",18,1.45,"F"
"RAIDEN VINES-BRIGHT","ARIZONA ST",29,0.97,"F"
"DYZIER CARTER","RUTGERS",22,0.97,"F"
"DANNY EDGEHILLE","BOSTON COL",26,0.48,"F"
"SHAMAR RIGBY","WISCONSIN",27,0,"F"
"CHRISTIAN NEPTUNE","AUBURN",18,0,"F"
