"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"Thomas Von Grote","STETSON",63,37.7,"D"
"Chase Mason","S DAK ST",39,36.92,"D"
"Elijah Guttman","ELON",45,36.89,"D"
"Tate Surber","TENN MARTN",58,36.08,"D"
"Eddie Buehler","MAINE",69,35.38,"D"
"Armond Parker","FL A&M",NA,34.57,"D"
"Alex Gevaudan","MERCYHURST",55,33.28,"D"
"Nate Dahle","WEBER ST",NA,33.05,"D"
"Jordyn Potts","E KENTUCKY",NA,32.1,"D"
"Benjamin Newman","WAGNER",45,31.45,"D"
"Nelson Layne","NC CENT",47,31.29,"D"
"Kyle Lowe","SE LA",55,31.07,"D"
"TJ Crews IV","ELON",23,31.03,"D"
"Pat McQuaide","VILLANOVA",60,30.2,"D"
"David Lynch","HOLY CROSS",71,30.09,"D"
"Daniel Lipovski","LAFAYETTE",NA,28.91,"D"
"Nick Peipert","STTHOM",NA,28.81,"D"
"Daylin Lee","TENN STATE",NA,27.93,"D"
"Tyler Budge","RHODE ISLD",58,27.85,"D"
"Rowan Keefe","VALPO",49,27.75,"D"
"Tre'Von Taylor","HAMPTON",NA,27.59,"D"
"Ethan Greenwood","LIUSHAR",66,27.45,"D"
"Will Burns","SO UTAH",NA,27.35,"D"
"Garrison Davis","ARKAPB",NA,27.21,"D"
"Mason Mims","E TENN ST",35,27.1,"D"
"AJ Duffy","NEWHVN",77,26.75,"D"
"Derek Morgan","LEHIGH",62,26.61,"D"
"Tevin Carter","PRVIEW A&M",59,24.44,"D"
"Dustin Fletcher","FL A&M",NA,24.26,"D"
"Cole LaCrue","E ILLINOIS",55,23.89,"D"
"Bryce Schondelmyer","DAYTON",NA,23.82,"D"
"Carson Camp","DUQUESNE",48,23.58,"D"
"Deljay Bailey","NORFOLK",NA,23.55,"D"
"JP Pickles","MERCER",42,23.19,"D"
"Ty'ray Davis","Argonauts",50,23.08,"D"
"Ian Reynolds","VA MILT IN",NA,22.92,"D"
"Braylen Ragland","SE MO ST",65,22.69,"D"
"Nate Bell","E WASHGTON",75,22.57,"D"
"Brennan Myer","BRYANT",63,22.5,"D"
"Kenny Lueth","N COLORADO",NA,22.31,"D"
"Emmett Brown","INCAR WORD",95,21.62,"D"
"DJ Williams","S ILLINOIS",61,21.31,"D"
"Champ Long","NC A&T",27,20.91,"D"
"Jerry Kaminski","N DAKOTA",52,20.26,"D"
"Cutter Stewart","HOUCHR",54,19.8,"F"
"Kevin White","NC A&T",37,19.62,"F"
"Ethan Drumm","WOFFORD",41,19,"F"
"Jim Ogle","MURRAY ST",31,18.06,"F"
"Jaxon Dailey","N IOWA",49,16.89,"F"
"Charlie Smith","HARVARD",61,16.74,"F"
"Donovyn Omolo","CENT ARK",66,16.68,"F"
"Jack O'Connell","STHLSK",47,16.34,"F"
"Gabe Downing","PORTLAND",35,15.91,"F"
"James Murphy","BROWN",73,15.87,"F"
"Garrett Bass-Sulpizio","CORNELL",58,15.68,"F"
"Landon Sharpe","PRESBYTERN",60,15.14,"F"
"Joshua Brown","MS VLY ST",NA,12.7,"F"
"Bronson Barben","UTAHTC",65,12.2,"F"
"Emmett Dowling","BUCKNELL",30,10.94,"F"
"Jack Jacobs","TXAMEA",45,10.76,"F"
"Brooks Bentley","NEW HAMP",77,8.11,"F"
"Christopher Dietrich","BUCKNELL",22,6.35,"F"
"Donovan Leary","Argonauts",15,5.84,"F"
"Ean Rodrigue","NICHOLLS",47,0.73,"F"
"Reese Mooney","TXAMEA",27,0,"F"
