"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"Kenny Smith Jr.","MONMOUTH",27,45.16,"C"
"Matthias Latham","MERRIMACK",41,44.46,"C"
"Jordan Barnett","MORGAN ST",21,44.25,"C"
"Plez Lawrence","NC CENT",25,44,"C"
"Tamaj Hoffman","NICHOLLS",19,43.84,"C"
"Dazhaun Hopkins","DUQUESNE",9,43.38,"C"
"Davon Smith Jr.","CENT CT ST",53,43.37,"C"
"Anthony Hall","ILL STATE",20,43.31,"C"
"Ethan Clark","PRINCETON",31,42.53,"C"
"Xaviah Bascon","HARVARD",34,42.39,"C"
"Miequle Brock","TARLETON",26,42.13,"C"
"Jadarius Dobie","W CAROLINA",12,42.06,"C"
"Joey Koch","ALBANY",31,41.61,"C"
"Dylan Paine","MONTANA",17,41.28,"C"
"Charles Pierre Jr.","S DAKOTA",41,41.1,"C"
"Eli Jones","BROWN",17,40.91,"C"
"Omar Mbakwe","SAN DIEGO",15,40.81,"C"
"Keith Jenkins Jr.","MORGAN ST",29,40.64,"C"
"Hugo DjeumeniKemeni","YALE",47,40.08,"C"
"Chad Elzy Jr","SE LA",20,39.96,"D"
"Quay Middlebrooks","TXAMEA",21,39.89,"D"
"Deantre Jackson","SE LA",15,39.46,"D"
"Major McBride","TXAMEA",26,39.36,"D"
"Courtland Simmons","AUSTINPEAY",36,39,"D"
"Isaiah Ragland","VILLANOVA",26,38.86,"D"
"BJ Barrow","RHODE ISLD",28,37.52,"D"
"Griffin Johnson","COLUMBIA",NA,37.12,"D"
"Seth Rigtrup","WEBER ST",NA,36.8,"D"
"Gabriel Abel","STTHOM",NA,36.75,"D"
"Jaydon Peete","TENN MARTN",13,36.69,"D"
"Spencer Ferguson","WEBER ST",NA,36.48,"D"
"Khyair Spain","SE MO ST",27,36.23,"D"
"Ky'Yon Harris","PRVIEW A&M",50,36.16,"D"
"Josh Miller","WM & MARY",20,36.14,"D"
"TJ Peyton","E TENN ST",18,36.06,"D"
"Jordan Bennett","BRYANT",17,35.82,"D"
"Jakyre Henley","LAFAYETTE",NA,35.69,"D"
"Marlin Cochran","W CAROLINA",28,35.59,"D"
"Za'Marion Webber","ARKAPB",NA,35.58,"D"
"Tommy Ansley","TENN MARTN",23,35.48,"D"
"Trey Holly","SOUTHERN U",NA,34.01,"D"
"Mike Franklin","SOUTHERN U",NA,33.76,"D"
"Tyren Buggs","E ILLINOIS",26,33.67,"D"
"Luke Hansen","DAYTON",NA,33.46,"D"
"Rashawn Marshall","MAINE",31,33.2,"D"
"Joquez Smith","NEW HAMP",35,32.8,"D"
"Brady Hensley","E KENTUCKY",NA,32.56,"D"
"Adrian Cormier","GARD-WEBB",38,32.32,"D"
"Clay Ash","GEORGETOWN",29,32.27,"D"
"Chris McMillian","N ALABAMA",30,32.27,"D"
"Roderick Taylor Jr.","N ALABAMA",39,32.22,"D"
"Chuck Webb","SACR HEART",42,31.76,"D"
"Zahmari Palode-Gary","MERCER",34,31.61,"D"
"Jalen Washington","CENT ARK",25,31.25,"D"
"Rickey Stewart","STF AUSTIN",11,30.96,"D"
"Hayden Kincheloe","IDAHO",35,30.85,"D"
"Myles Craddock","DARTMOUTH",48,30.81,"D"
"Troy Timko","WOFFORD",7,30.33,"D"
"Jaiden Daniels","E TENN ST",11,30.08,"D"
"Galamama Mulbah","MERRIMACK",21,29.9,"D"
"Ness Davis","DUQUESNE",24,29.04,"D"
"Darius Chukwuemeka","SACR HEART",22,28.74,"D"
"Floyd Chalk","SO UTAH",NA,28.52,"D"
"Brenton Paul","TENN STATE",NA,28.34,"D"
"Elijah Jennings","MONMOUTH",20,28.33,"D"
"Cuttler Adams","YALE",27,28.28,"D"
"Devon Caldwell","MERCER",26,27.73,"D"
"Kendrick Agenor","BRYANT",23,27.72,"D"
"Shawn Solomon Jr.","DUQUESNE",16,27.64,"D"
"Jalyn Daniels","NORFOLK",NA,27.34,"D"
"Shane Lee","NICHOLLS",28,27.32,"D"
"Zaon Laney","NEWHVN",41,27.05,"D"
"Ernest Temple","ALCORN ST",22,26.68,"D"
"Gabe Winowich","RHODE ISLD",22,26.64,"D"
"Xavier Pugh","TOWSON",28,26.56,"D"
"Ravon Moore","NORFOLK",NA,26.46,"D"
"Byron Cardwell Jr.","MERCYHURST",16,26.28,"D"
"Sam Slade","LIUSHAR",41,26.21,"D"
"Gerald Modest Jr.","WOFFORD",36,26.08,"D"
"Leo Boehling","VA MILT IN",NA,25.93,"D"
"Jaylen Jenkins","STF AUSTIN",29,25.8,"D"
"Michael Dellumo","BUTLER",27,25.65,"D"
"Elijah Harris","HOUCHR",21,25.25,"D"
"Warrick Stephenson","RICHMOND",19,24.53,"D"
"Shane Eason","STHLSK",28,24.37,"D"
"Zion Dobson","NC CENT",23,24.17,"D"
"Jaden Gilbert","YNGTOWN ST",41,24.06,"D"
"Charles Langama","N DAKOTA",29,23.78,"D"
"Ferrari Miller","IDAHO",31,23.41,"D"
"Kevin Allen III","E WASHGTON",24,23.38,"D"
"Kai Honda","PRINCETON",30,22.79,"D"
"Jaylen Jennings","ARKAPB",NA,22.56,"D"
"Donte West","PENN",47,22.52,"D"
"Malik Dotson","E WASHGTON",32,22.14,"D"
"Preston Godfrey","Argonauts",23,22.12,"D"
"Matt Lawson","N DAKOTA",22,21.97,"D"
"Charles Kellom","E ILLINOIS",21,21.95,"D"
"Jackson Burleson","PRESBYTERN",22,21.71,"D"
"Amari Pryear","HAMPTON",NA,21.42,"D"
"Myles Thomason","NEW HAMP",42,21.38,"D"
"Matt Morad","WAGNER",26,21.32,"D"
"Troy Flowers","STETSON",48,21.06,"D"
"Cameron Young","CENT ARK",31,20.87,"D"
"Damashja Harris","INCAR WORD",14,20.43,"D"
"Tommy Lafayette","PENN",24,20.41,"D"
"Harrison Bey-Buie","CHATTNOOGA",14,20.37,"D"
"Jake Croce","HOLY CROSS",8,20.13,"D"
"Delon Thompson","PORTLAND",28,19.89,"F"
"Chris Franklin","TENN MARTN",22,19.7,"F"
"Shawn James","WAGNER",9,19.66,"F"
"Kaden Williams","AUSTINPEAY",14,19.51,"F"
"Quentin Skillings","ILL STATE",13,19.42,"F"
"TJ Worthy","CHATTNOOGA",8,19.28,"F"
"Sean Williams Jr.","PENN",15,18.85,"F"
"O'Shea Faison","COLGATE",23,18.28,"F"
"Tre' Hartwell","CHISTA",17,16.93,"F"
"Ty Stauffer","BUCKNELL",21,16.65,"F"
"Zay Davis","NWSTATE",NA,16.26,"F"
"Michael Cadden","BUCKNELL",19,16.03,"F"
"Chandler Chapman","S ILLINOIS",28,15.87,"F"
"Jimmyll Williams","ELON",21,15.25,"F"
"Caleb Kamara","N IOWA",10,15.15,"F"
"Deuce Young","GARD-WEBB",NA,14.93,"F"
"Justin Montgomery","W GEORGIA",NA,14.8,"F"
"Max McCool","INDIANA ST",18,14.33,"F"
"Teagan Hackett","BETH COOK",NA,12.43,"F"
"Brodey Berg","DAVIDSON",NA,11.8,"F"
"Michael Walters","COLUMBIA",NA,11.35,"F"
"Kolton Nero","ALAB A&M",NA,10.32,"F"
"Traveion Slaughter","VA MILT IN",NA,10.08,"F"
"Myion Hicks","NWSTATE",NA,9.45,"F"
"Brayden Latham","E KENTUCKY",NA,8.25,"F"
"Donovan Shepard","HAMPTON",NA,8.2,"F"
"Will Jones","DAVIDSON",NA,7.06,"F"
"Mason Hackett","DAYTON",NA,6.52,"F"
"Justin Guin","N COLORADO",NA,5.22,"F"
"Jamal Hailey","FL A&M",NA,1.7,"F"
"Trevor Pearson","TENN STATE",NA,0,"F"
