"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","Negative.Rush.Grade.Percentage","Positive.Rush.Grade.Percentage","row_id"
"Jalen Wright","CITADEL",71,43.28,"C","LB",2026,"Southern",65.1,63.6,65.5,61.9,1,1,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,4,10,"10.00%","0.00%",0,28,5,"10.70%","10.70%",3,33,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"33.30%",0,1,0,1,1,"0.00%","100%","0.00%","0.00%",0,1,"0.00%",34,5,"0.00%",1,2,0,"0.00%",3,1,0,1,0,"0.00%",5,5,0,1,0,"FCS",102,NA,NA,NA,102
"Jake Miller","MERCYHURST",43,43.03,"C","LB",2026,"Northeast",54.8,68.1,58.1,40.4,0,1,4,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,4,2,"0","0.00%",0,28,3.2,"7.10%","7.10%",2,13,2,"100%",34,17,1,2,0,0,158.3,2.62,1,"30.80%",0,2,0,2,0,"7.70%","100%","100%","0.00%",17,-1,"0.00%",4,6,"14.30%",1,4,2,"14.30%",5,1,1,0,0,"0.00%",7,7,0,0,0,"FCS",8,NA,NA,NA,8
"Will Claude","MERRIMACK",47,42.9,"C","LB",2026,"IND (FCS)",52.8,83.9,56,43.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,"0","0.00%",0,15,2,"0","20.00%",0,28,1,"100%",75,75,1,1,0,0,158.3,2.68,1,"14.30%",0,0,0,3,0,"3.60%","0.00%","100%","0.00%",75,17,"0.00%",15,2,"0.00%",1,1,0,"0.00%",1,0,0,0,0,"0.00%",2,2,1,0,0,"FCS",216,NA,NA,NA,216
"Ryan Russo","MONMOUTH",56,42.73,"C","LB",2026,"CAA",67.5,69.3,67.5,60.4,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,1,4,2,1,"0","0.00%",0,29,5.67,"3.50%","3.50%",1,26,2,"100%",22,11,0,1,0,0,112.5,0.85,1,"38.50%",0,0,0,1,2,"3.90%","0.00%","50.00%","0.00%",11,4,"0.00%",1,4,"0.00%",0,1,0,"0.00%",3,0,0,1,1,"0.00%",4,4,0,1,0,"FCS",47,NA,NA,NA,47
"Matthieu Longa","TOWSON",24,42.68,"C","LB",2026,"CAA",73.9,73.5,59.2,60,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,"0","0.00%",0,22,4.33,"4.50%","18.20%",1,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",18,6,"0.00%",3,2,0,"0.00%",3,3,0,0,0,"0.00%",6,6,0,0,0,"FCS",101,NA,NA,NA,101
"Ishaun Abdul-Ali","HOWARD",44,42.68,"C","LB",2026,"MEAC",77.7,69.1,74.6,NA,0,0,1,2,0,0,1,3,0,0,0,0,0,0,0,0,0,2,0,26,"11.50%","11.50%",9.6,18,0,"0","11.10%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,2,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",2,2,0,0,0,"FCS",127,NA,NA,NA,127
"Brendan Leal","WAGNER",42,42.62,"C","LB",2026,"Northeast",51.7,60.5,56.7,49.5,0,1,4,1,0,0,1,2,0,0,0,0,0,2,0,2,0,5,7,6,"0","16.70%",16.7,15,-0.33,"26.70%","20.00%",4,21,1,"100%",11,11,0,0,0,0,112.5,0.52,0,"57.10%",0,0,0,3,0,"0.00%","0.00%","0.00%","0.00%",11,4,"0.00%",4,5,"28.60%",1,3,2,"0.00%",3,1,0,1,0,"66.70%",7,7,0,0,2,"FCS",186,NA,NA,NA,186
"Christian Doyle","SOUTHERN U",46,42.55,"C","LB",2026,"SWAC",62.6,79.1,55.1,52.8,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,3,3,"0","0.00%",0,16,3.25,"0","12.50%",0,27,4,"66.70%",29,7.3,0,2,0,0,77.8,1.07,0,"37.00%",0,0,2,3,1,"0.00%","0.00%","33.30%","0.00%",4.8,5,"0.00%",9,6,"0.00%",0,3,0,"0.00%",4,0,0,1,0,"0.00%",6,6,0,2,0,"FCS",302,NA,NA,NA,302
"Sam Ofurie","RHODE ISLD",24,42.54,"C","LB",2026,"CAA",74.5,77.7,NA,62.2,0,1,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,2,NA,NA,NA,NA,15,2.33,"13.30%","26.70%",2,9,0,"0.00%",0,0,0,0,0,0,0,0,0,"55.60%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",33,4,"0.00%",1,2,0,"0.00%",3,1,0,0,0,"0.00%",4,4,0,0,0,"FCS",7,NA,NA,NA,7
"Jeb Koetting","COLGATE",18,42.51,"C","LB",2026,"Patriot",54.4,55.7,67.1,53,0,1,2,0,0,0,1,1,0,1,0,0,0,0,0,0,0,6,3,2,"50.00%","50.00%",25,10,4,"20.00%","20.00%",2,6,1,"100%",59,59,0,1,0,1,118.8,9.83,1,"16.70%",0,0,0,1,1,"16.70%","0.00%","100%","0.00%",59,20,"100%",43,5,"28.60%",2,2,0,"33.30%",3,1,2,0,0,"0.00%",7,7,0,0,0,"FCS",257,NA,NA,NA,257
"Tye Niekamp","ILL STATE",42,42.46,"C","LB",2026,"Missouri Valley",71,81.5,57.2,62.9,0,0,2,0,0,1,0,1,0,0,0,0,0,1,0,0,0,4,1,12,"8.30%","8.30%",4.2,14,3,"0","28.60%",0,16,2,"100%",4,2,0,1,0,0,79.2,0.25,0,"31.30%",0,0,0,1,1,"0.00%","0.00%","50.00%","0.00%",2,-0.5,"0.00%",46,3,"0.00%",0,1,0,"0.00%",1,0,0,1,1,"0.00%",3,3,0,2,0,"FCS",33,NA,NA,NA,33
"Andrew Ruffin","W GEORGIA",41,42.43,"C","LB",2026,"United Athletic",61.3,30.8,46.4,90.7,0,1,2,0,0,0,1,1,0,0,0,1,0,2,0,1,0,6,8,2,"0","0.00%",0,22,3,"31.80%","4.50%",7,17,1,"50.00%",-1,-1,0,0,0,0,56.3,-0.06,0,"23.50%",0,2,1,1,1,"0.00%","100%","0.00%","0.00%",-0.5,-1.5,"0.00%",14,5,"44.40%",1,1,1,"50.00%",3,0,3,1,1,"33.30%",9,9,1,1,1,"FCS",337,NA,NA,NA,337
"Tristan Lennon","CHARLES SO",38,42.25,"C","LB",2026,"Big South - OVC Football Association",69.5,62.5,59.6,71.2,0,1,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,6,4,3,"0","0.00%",0,16,3.67,"12.50%","12.50%",2,19,3,"60.00%",38,12.7,0,1,0,2,83.8,2,1,"26.30%",0,3,0,2,3,"5.30%","60.00%","20.00%","0.00%",7.6,7,"40.00%",25,6,"33.30%",1,2,0,"20.00%",3,1,1,1,0,"50.00%",9,9,0,2,2,"FCS",256,NA,NA,NA,256
"C.J. Miller","LAMAR",33,42,"C","LB",2026,"Southland",64.1,58.1,67.3,63.9,0,3,0,0,0,0,3,3,0,0,0,0,0,0,0,1,0,3,4,3,"33.30%","66.70%",33.3,19,11,"15.80%","5.30%",3,11,0,"0.00%",0,0,0,0,0,0,0,0,0,"45.50%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",35,4,"33.30%",3,0,0,"0.00%",1,3,0,0,0,"100%",6,6,0,0,2,"FCS",225,NA,NA,NA,225
"Trent Zappe","HOUCHR",72,41.95,"C","LB",2026,"Southland",59.2,54.9,NA,66.2,0,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,8,NA,NA,NA,NA,58,8.25,"13.80%","5.20%",8,14,1,"50.00%",6,6,0,0,0,0,56.3,0.43,0,"21.40%",0,1,1,0,0,"0.00%","50.00%","0.00%","0.00%",3,5.5,"0.00%",4,9,"18.20%",4,2,0,"20.00%",4,4,2,0,0,"0.00%",11,11,0,1,0,"FCS",50,NA,NA,NA,50
"DeShaun Malone","CHISTA",21,41.78,"C","LB",2026,"IND (FCS)",68.6,62.5,67.9,65.2,0,0,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,0,0,2,"50.00%","50.00%",25,10,0,"0","0",0,9,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"44.40%",0,0,1,0,1,"0.00%","0.00%","0.00%","0.00%",0,1,"0.00%",20,2,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",2,2,0,1,0,"FCS",381,NA,NA,NA,381
"Jeremiah Pruitt","ALBANY",78,41.64,"C","LB",2026,"CAA",61,57.7,61.5,61.6,0,1,3,0,0,1,0,1,1,0,0,0,0,0,0,0,1,4,6,16,"6.30%","6.30%",3.1,25,3.67,"16.00%","8.00%",4,37,3,"100%",56,18.7,0,2,0,0,118.8,1.51,2,"32.40%",0,3,0,2,1,"5.40%","100%","66.70%","0.00%",18.7,14.7,"0.00%",1,6,"25.00%",1,2,0,"33.30%",3,1,2,1,0,"0.00%",8,8,0,2,0,"FCS",251,NA,NA,NA,251
"Danarius Hilliard","ARKAPB",51,41.62,"C","LB",2026,"SWAC",38.2,46.1,65.6,36.6,0,2,2,1,0,1,0,2,0,0,0,0,0,1,0,1,0,4,10,4,"25.00%","25.00%",12.5,23,6,"26.10%","8.70%",6,24,4,"100%",67,16.8,1,2,0,0,158.3,2.79,2,"33.30%",1,3,0,4,0,"8.30%","75.00%","50.00%","0.00%",16.8,9.5,"0.00%",0,6,"14.30%",2,2,1,"0.00%",3,1,0,0,0,"33.30%",7,7,1,0,1,"FCS",316,NA,NA,NA,316
"RJ Jones II","UTAHTC",48,41.51,"C","LB",2026,"Big Sky",64.3,61.5,58.3,66,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,2,"0","0.00%",0,31,10,"12.90%","9.70%",4,15,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,4,"0.00%",8,8,"11.10%",2,3,0,"0.00%",5,2,0,0,0,"50.00%",9,9,0,1,1,"FCS",98,NA,NA,NA,98
"Tommy Diamond","BUTLER",57,41.37,"C","LB",2026,"Pioneer",47.2,59.7,56.7,41.5,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,2,"0","0.00%",0,30,3,"6.70%","3.30%",2,25,4,"100%",75,18.8,0,2,0,0,118.8,3,2,"16.00%",0,0,0,3,0,"8.00%","0.00%","50.00%","0.00%",18.8,9.3,"0.00%",41,10,"0.00%",5,1,0,"0.00%",2,3,0,0,0,"0.00%",10,10,2,3,0,"FCS",218,NA,NA,NA,218
"Logalima Lesa","SO UTAH",41,41.31,"C","LB",2026,"Big Sky",55.5,66.7,57,48.6,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,3,"0","0.00%",0,18,4.33,"5.60%","11.10%",1,20,1,"50.00%",35,35,0,1,0,0,95.8,1.75,1,"25.00%",0,0,1,2,0,"5.00%","0.00%","50.00%","0.00%",17.5,17,"0.00%",44,3,"0.00%",0,3,1,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",303,NA,NA,NA,303
"Greg Turner III","TENN TECH",39,41.18,"C","LB",2026,"Southern",67.5,69.2,54.5,63.7,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,5,"0","0.00%",0,21,6.33,"4.80%","0",1,13,0,"0.00%",0,0,0,0,0,0,0,0,0,"46.20%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",2,6,"0.00%",3,2,0,"0.00%",3,3,0,0,0,"0.00%",6,6,0,0,0,"FCS",110,NA,NA,NA,110
"Harold Lawson","NWSTATE",32,41.14,"C","LB",2026,"Southland",54.7,59.3,58.2,53,0,1,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,4,1,"100%","100%",50,21,2.67,"9.50%","4.80%",2,10,1,"100%",37,37,0,1,0,0,118.8,3.7,1,"20.00%",0,1,0,1,0,"10.00%","100%","100%","0.00%",37,16,"0.00%",35,4,"33.30%",1,2,1,"20.00%",3,1,1,0,0,"100%",6,6,0,0,1,"FCS",111,NA,NA,NA,111
"Lincoln Tuioti-Mariner","SO UTAH",46,40.86,"C","LB",2026,"Big Sky",68.1,71.3,58.3,63.8,0,0,1,0,0,0,0,0,0,2,0,0,0,1,0,0,0,3,3,2,"0","0.00%",0,15,2.5,"0","6.70%",0,29,4,"80.00%",38,9.5,0,3,0,2,98.3,1.31,1,"20.70%",0,0,0,3,3,"3.50%","0.00%","60.00%","0.00%",7.6,8.4,"40.00%",4,2,"33.30%",0,1,1,"0.00%",2,0,0,0,0,"100%",3,3,0,0,1,"FCS",1,NA,NA,NA,1
"LJ Minner Jr.","SE MO ST",37,40.86,"C","LB",2026,"Big South - OVC Football Association",61.7,57.9,57.5,65.2,0,1,4,1,0,0,1,2,0,0,0,0,0,0,0,1,1,5,5,2,"0","50.00%",25,19,2,"21.10%","21.10%",4,16,1,"100%",6,6,0,0,0,0,91.7,0.38,0,"37.50%",0.5,1,0,0,0,"0.00%","100%","0.00%","0.00%",6,0,"0.00%",9,6,"14.30%",1,3,0,"20.00%",3,1,1,1,0,"0.00%",7,7,0,1,0,"FCS",342,NA,NA,NA,342
"Dawson Washington","LAMAR",38,40.62,"C","LB",2026,"Southland",63.3,72,47.7,60.7,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,3,2,"0","50.00%",25,18,2,"5.60%","16.70%",1,18,2,"100%",25,12.5,0,1,0,0,118.8,1.39,1,"22.20%",0,2,0,1,0,"5.60%","100%","50.00%","0.00%",12.5,5.5,"0.00%",18,4,"33.30%",3,1,0,"25.00%",1,2,1,0,0,"50.00%",6,6,1,0,1,"FCS",351,NA,NA,NA,351
"Zach Chambers","DUQUESNE",60,40.42,"C","LB",2026,"Northeast",56.3,55.4,NA,60.5,0,3,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12,11,NA,NA,NA,NA,53,5.22,"20.80%","7.50%",11,7,1,"100%",0,0,0,0,0,0,79.2,0,0,"71.40%",0,0,0,1,1,"0.00%","0.00%","0.00%","0.00%",0,-5,"0.00%",11,13,"7.10%",3,4,0,"7.70%",9,3,1,1,1,"0.00%",14,14,0,1,0,"FCS",31,NA,NA,NA,31
"Jesse Garza","SO UTAH",15,40.42,"C","LB",2026,"Big Sky",75.2,75.4,60,61.5,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,"0","0.00%",0,10,0,"0","20.00%",0,4,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",45,2,"0.00%",1,1,1,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",135,NA,NA,NA,135
"Ron Burton","HOLY CROSS",24,40.38,"C","LB",2026,"Patriot",70.4,73.5,57.4,62.3,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,3,"0","0.00%",0,16,1,"6.30%","18.80%",1,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",22,3,"0.00%",1,1,1,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",220,NA,NA,NA,220
"Nick Hoying","BUCKNELL",48,40.29,"C","LB",2026,"Patriot",56.1,65.7,65.9,45.1,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,3,5,4,"0","25.00%",25,26,5.5,"7.70%","3.90%",2,18,3,"100%",38,12.7,0,2,0,0,118.8,2.11,1,"16.70%",0,0,0,3,0,"5.60%","0.00%","66.70%","0.00%",12.7,2.7,"0.00%",23,6,"0.00%",1,1,0,"0.00%",2,0,0,0,0,"0.00%",6,6,1,2,0,"FCS",80,NA,NA,NA,80
"Ryan McKinnis","W CAROLINA",44,40.06,"C","LB",2026,"Southern",65.1,65.9,53,65.6,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,7,"0","0.00%",0,19,5,"5.30%","0",1,18,1,"100%",25,25,0,0,0,0,118.8,1.39,1,"27.80%",0,0,0,0,0,"5.60%","0.00%","0.00%","0.00%",25,20,"0.00%",8,5,"0.00%",0,2,0,"0.00%",3,0,0,0,0,"0.00%",5,5,0,1,0,"FCS",108,NA,NA,NA,108
"Charles Chappelle","N ALABAMA",35,39.91,"D","LB",2026,"United Athletic",66.7,76.2,45.3,64.3,0,3,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,6,"0","16.70%",8.3,19,3,"0","5.30%",0,10,1,"100%",8,8,0,0,0,0,100,0.8,0,"10.00%",0,1,0,0,0,"0.00%","100%","0.00%","0.00%",8,9,"0.00%",35,5,"16.70%",3,1,0,"0.00%",1,3,0,0,0,"50.00%",6,6,0,1,1,"FCS",373,NA,NA,NA,373
"TJ Nelson","LAMAR",33,39.89,"D","LB",2026,"Southland",56.7,65.8,58.5,46.1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,1,3,3,"0","0.00%",0,21,5.5,"9.50%","9.50%",2,9,1,"50.00%",17,17,0,1,0,0,79.2,1.89,1,"33.30%",0,2,0,1,0,"11.10%","100%","50.00%","0.00%",8.5,11.5,"0.00%",20,3,"0.00%",1,1,1,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",165,NA,NA,NA,165
"Ryan Bassani","DAVIDSON",26,39.7,"D","LB",2026,"Pioneer",63.4,71.1,46,62,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,1,5,2,4,"0","25.00%",12.5,16,4.4,"6.30%","18.80%",1,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",32,5,"16.70%",0,2,1,"0.00%",5,0,0,0,0,"100%",6,6,0,0,1,"FCS",285,NA,NA,NA,285
"Caleb Nuhi-Yandall","TXAMEA",22,39.63,"D","LB",2026,"Southland",61.4,70.1,NA,54.5,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,2,NA,NA,NA,NA,8,3,"12.50%","12.50%",1,14,1,"100%",14,14,0,1,0,0,118.8,1,0,"14.30%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",14,4,"0.00%",17,7,"0.00%",1,2,0,"0.00%",4,0,0,1,0,"0.00%",7,7,1,2,0,"FCS",323,NA,NA,NA,323
"Landon Barrett","MCNEESE",32,39.34,"D","LB",2026,"Southland",67.2,72.6,53.2,64.3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,2,8,"0","0.00%",0,10,6,"10.00%","30.00%",1,14,2,"66.70%",2,1,0,0,0,0,70.1,0.14,0,"42.90%",0,0,1,1,1,"0.00%","0.00%","0.00%","0.00%",0.7,1.3,"0.00%",1,4,"33.30%",1,1,0,"33.30%",1,1,1,2,1,"33.30%",6,6,0,2,1,"FCS",191,NA,NA,NA,191
"Cahari Haynes","GARD-WEBB",46,39.31,"D","LB",2026,"Big South - OVC Football Association",56.7,68.9,59.5,47.9,0,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1,"0","0.00%",0,23,3.5,"4.30%","8.70%",1,22,3,"75.00%",52,17.3,0,1,0,0,116.7,2.36,1,"36.40%",0,0,1,3,0,"4.50%","0.00%","25.00%","0.00%",13,3.8,"0.00%",24,7,"22.20%",2,3,0,"16.70%",4,1,1,0,0,"33.30%",9,9,1,1,1,"FCS",107,NA,NA,NA,107
"Charles Battaglia","CAMPBELL",58,39.16,"D","LB",2026,"CAA",54.7,69.2,54.5,50.9,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,5,"0","0.00%",0,13,5,"0","0",0,40,5,"100%",52,10.4,0,3,0,0,110,1.3,1,"30.00%",0,0,0,4,1,"2.50%","0.00%","60.00%","0.00%",10.4,5.8,"0.00%",33,5,"16.70%",2,0,0,"0.00%",1,0,0,1,0,"20.00%",6,6,2,2,1,"FCS",368,NA,NA,NA,368
"Beckham Dee","LAFAYETTE",57,38.97,"D","LB",2026,"Patriot",46.9,49.5,73.6,42.9,0,3,4,0,0,0,3,3,1,0,1,0,0,0,0,1,0,5,10,6,"33.30%","16.70%",8.3,24,3.2,"25.00%","8.30%",6,27,2,"66.70%",29,14.5,0,1,1,0,58.3,1.07,1,"22.20%",0,2,0,4,2,"3.70%","66.70%","33.30%","33.30%",9.7,11.3,"0.00%",11,8,"20.00%",3,4,0,"11.10%",5,3,1,0,0,"100%",10,10,0,0,1,"FCS",163,NA,NA,NA,163
"Grady Catanzano","HOUCHR",22,38.87,"D","LB",2026,"Southland",64.9,69.7,NA,55.2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,15,12,"0","6.70%",0,7,1,"100%",11,11,0,1,0,0,112.5,1.57,0,"28.60%",0,1,0,1,0,"0.00%","100%","100%","0.00%",11,4,"0.00%",6,4,"0.00%",2,0,0,"0.00%",1,2,0,0,0,"0.00%",4,4,0,1,0,"FCS",214,NA,NA,NA,214
"Jaiden Haygood","TXRG",53,38.85,"D","LB",2026,"Southland",57.7,63.3,54.7,56.1,0,2,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1,7,5,5,"0","20.00%",10,20,2.5,"10.00%","10.00%",2,28,4,"80.00%",32,8,0,3,0,0,93.3,1.14,1,"35.70%",0,0,1,3,1,"3.60%","0.00%","60.00%","0.00%",6.4,4.4,"0.00%",23,8,"11.10%",2,2,0,"20.00%",2,2,1,1,1,"0.00%",9,9,0,4,0,"FCS",326,NA,NA,NA,326
"Ronan Poynton","DRAKE",26,38.83,"D","LB",2026,"Pioneer",70.1,68.9,60,65.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"0","0.00%",0,15,9,"0","0",0,9,0,"0.00%",0,0,0,0,0,0,0,0,0,"11.10%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",15,4,"0.00%",0,1,0,"0.00%",3,0,0,0,0,"0.00%",4,4,0,1,0,"FCS",117,NA,NA,NA,117
"BJ Blake","NORFOLK",20,38.79,"D","LB",2026,"MEAC",65.4,65.3,NA,61,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,NA,18,3,"5.60%","11.10%",1,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,4,"0.00%",1,1,1,"0.00%",3,1,0,0,0,"0.00%",4,4,0,0,0,"FCS",164,NA,NA,NA,164
"Cedric Thornton Jr.","PRVIEW A&M",27,38.68,"D","LB",2026,"SWAC",69.6,69.7,59.7,65.3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,1,"0","0.00%",0,17,2.5,"0","5.90%",0,9,1,"50.00%",6,6,0,0,0,0,56.3,0.67,0,"66.70%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",3,3.5,"0.00%",32,3,"0.00%",0,2,0,"0.00%",2,0,0,0,0,"0.00%",3,3,0,1,0,"FCS",385,NA,NA,NA,385
"Tymere Burton","SE MO ST",15,38.57,"D","LB",2026,"Big South - OVC Football Association",73.9,77.1,57.5,61.6,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,2,"0","0.00%",0,9,0,"0","22.20%",0,4,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,1,"0.00%",0,1,1,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",114,NA,NA,NA,114
"Cruz Hepburn","IDAHO",55,38.44,"D","LB",2026,"Big Sky",67.4,73.4,63.2,56.4,0,2,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,3,4,9,"11.10%","0.00%",0,32,1.5,"9.40%","15.60%",3,14,1,"100%",15,15,0,1,0,0,118.8,1.07,1,"7.10%",0,1,0,1,0,"7.10%","100%","100%","0.00%",15,13,"0.00%",44,4,"33.30%",2,2,0,"33.30%",2,2,2,0,0,"0.00%",6,6,0,0,0,"FCS",193,NA,NA,NA,193
"AJ Roberts","STNY BROOK",34,38.2,"D","LB",2026,"CAA",63.7,66.6,59.5,60,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,1,"0","0.00%",0,20,6.75,"5.00%","5.00%",1,13,1,"100%",-1,-1,0,0,0,0,79.2,-0.08,0,"23.10%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",-1,-6,"0.00%",2,5,"16.70%",1,3,1,"0.00%",4,1,0,0,0,"100%",6,6,0,0,1,"FCS",4,NA,NA,NA,4
"Xavier Ahrens","MONTANA ST",15,38.15,"D","LB",2026,"Big Sky",74,63.5,58.8,74.1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"0","0.00%",0,9,0,"0","0",0,5,1,"100%",2,2,0,0,0,0,79.2,0.4,0,"40.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",2,2,"0.00%",43,2,"0.00%",1,0,0,"0.00%",0,0,0,1,0,"0.00%",2,2,1,1,0,"FCS",272,NA,NA,NA,272
