"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Interceptions","Average.Depth.of.Tackle","Yards.per.Reception.Allowed","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Assist.on.Pass.Plays","Drops...Off.Targets.Receptions.Forced","Missed.Tackles.on.Run.Plays","Lined.up.in.Press.Coverage","Missed.Tackles.on.Pass.Plays","Pass.Break.Up","Plays.of.15..Yards.Allowed","Pass.Rush.Productivity","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Touchdowns.Allowed","Hurries","Dropped.Int","Forced.Fumble","Beaten.Defender","Hits","Pursuit.Pressure","Fumble.Recovery","Sacks","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","Unblocked.Pass.Rush","Batted.Passes.at.the.Line","Interception"
"Tay Cline","MURRAY ST",25,52.64,"C",72.5,72.4,64.8,NA,2,0,1,95.8,0,19,7,-5,0.47,0,0,0,NA,1,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,1,1,2,1,"100%",7,0,0,0,"0.00%","100%","0.00%","0.00%",7,"0.00%","0.00%","50.00%",0,NA,0
"Louis Foster","GRAMBLING",54,52.49,"C",62,65.1,53.2,NA,2,0,0,39.6,0,7,0,6,0,0,0,1,NA,1,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,2,1,1,0,"0.00%",0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,"100%","50.00%","50.00%",0,NA,0
"Devin Geronomi","RICHMOND",65,52.49,"C",59.1,61.1,63.6,NA,7,1,3,57.1,0,3.75,13,16.6,0.7,0,0,2,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"30.00%",3,0,0,1,6,3,1,2,"40.00%",26,2,1,0,"2.70%","0.00%","40.00%","0.00%",5.2,"20.00%","28.60%","0.00%",0,NA,0
"Carter Kermott","MERCER",21,52.45,"C",55.4,47.9,68.1,NA,1,1,0,39.6,0,0,0,32,0,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Leo Lane Jr.","PRVIEW A&M",17,52.36,"C",55.9,61.8,52.5,NA,1,1,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","0.00%",0,NA,0
"Ryan Largin","PRESBYTERN",22,52.31,"C",53.6,58,50.8,NA,2,1,1,0,0,2,0,0,0,1,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Jordan Ford","TXRG",47,52.25,"C",59.2,59.7,70.6,NA,3,0,1,56.3,0,3.5,4,14,0.13,0,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,0,3,2,1,1,"50.00%",4,0,0,0,"0.00%","0.00%","0.00%","0.00%",2,"0.00%","0.00%","50.00%",0,NA,0
"Jeffrey Kinley","E KENTUCKY",41,52.09,"C",53,60.9,43,59.9,5,1,1,0,0,7.5,0,0,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",1,0,0,1,4,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","20.00%","0.00%",0,NA,0
"Stephan French","W GEORGIA",50,51.79,"C",54.4,56,49,65.7,3,2,0,0,0,2,0,0,0,1,0,1,NA,1,0,0,16.7,0,0,0,0,1,0,0,0,0,0,0,0,"40.00%",0,0,1,2,5,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","50.00%",0,NA,0
"Tyson Grimm","RHODE ISLD",29,51.7,"C",66.8,64.7,62.6,64.5,1,0,1,87.5,0,0,5,2,0.71,0,0,0,NA,0,0,0,33.3,0,1,0,0,1,0,0,0,1,0,0,0,"0.00%",0,0,2,0,0,0,0,1,"100%",5,0,0,0,"0.00%","100%","0.00%","0.00%",5,"0.00%","0.00%","0.00%",2,NA,0
"Kaleb Lyons","E ILLINOIS",16,51.66,"C",54.7,57.4,54.3,NA,1,1,0,0,0,0,0,0,0,1,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","50.00%",0,NA,0
"Gavin Duplechin","NICHOLLS",62,51.66,"C",50.6,55.6,42.1,64.7,8,2,0,0,0,12,0,0,0,0,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,"20.00%",0,0,0,2,5,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","22.20%","0.00%",0,NA,0
"Josiah Blake","MORGAN ST",39,51.65,"C",73.5,59.6,74.3,90.6,10,2,3,149.3,0,6,38,6,4.47,2,0,0,NA,2,1,2,50,0,1,0,1,1,0,1,0,0,0,0,1,"16.70%",2,0,2,2,3,3,1,2,"66.70%",76,2,1,0,"11.80%","33.30%","66.70%","0.00%",25.3,"33.30%","0.00%","33.30%",2,NA,0
"Kael Kolarik","S DAKOTA",65,51.55,"C",65.9,64,68.6,NA,7,0,2,107.6,0,9,11.8,8.7,1.48,0,1,0,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,3,3,2,5,"83.30%",59,3,1,0,"2.50%","0.00%","50.00%","0.00%",9.8,"16.70%","0.00%","0.00%",0,NA,0
"Marcus Heard Jr.","TXRG",29,51.5,"C",56.1,54,62.2,60,0,0,0,39.6,0,0,0,-3,0,0,1,0,NA,1,0,0,50,0,0,0,0,1,0,0,0,0,0,0,0,"100%",0,0,1,0,2,2,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","100%",1,NA,0
"Josh Oluremi","VILLANOVA",33,51.34,"C",67,59.4,75.4,59.7,5,2,1,91.7,0,5,6,0,0.33,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",1,0,0,2,1,1,0,1,"100%",6,0,0,0,"0.00%","0.00%","0.00%","0.00%",6,"0.00%","0.00%","50.00%",0,NA,0
"Brandon Worsley","E ILLINOIS",28,51.32,"C",56.8,52.3,65.7,NA,2,0,0,39.6,0,12,0,16,0,0,1,0,NA,2,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,2,2,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","66.70%",0,NA,0
"DaMario Crawford","STNY BROOK",27,51.25,"C",53.7,64.9,39.7,NA,2,1,0,0,0,13,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,1,2,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","0.00%",0,NA,0
"Kedrick Green","HOWARD",50,51.19,"C",63.2,63.4,61.8,59.6,5,1,2,76,0,2.67,15.5,19,1.15,0,1,1,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"16.70%",2,0,0,1,4,2,1,2,"50.00%",31,2,1,0,"3.70%","0.00%","50.00%","0.00%",7.8,"25.00%","20.00%","0.00%",0,NA,0
"Alex Nash-Lally","MAINE",47,50.9,"C",59.9,63.2,53.9,NA,5,1,0,39.6,0,10.5,0,9,0,0,0,2,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"37.50%",0,0,0,1,3,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","40.00%","33.30%",0,NA,0
"Malek Jackson","MS VLY ST",39,50.6,"C",61.3,57.7,66,NA,7,3,0,95.8,0,9.5,5,10,0.33,0,1,1,NA,0,0,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,"12.50%",0,0,0,3,2,1,0,1,"50.00%",5,1,0,0,"0.00%","0.00%","50.00%","0.00%",2.5,"0.00%","16.70%","0.00%",0,NA,0
"Caleb Jones","DUQUESNE",64,50.53,"C",50.1,47.6,52,NA,8,6,0,39.6,0,10,0,18,0,0,0,2,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,6,9,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","20.00%","0.00%",0,NA,0
"Quincy Hamilton","TENN MARTN",45,50.46,"C",69.3,68.7,64.1,NA,5,1,2,110.4,0,0,10.5,7.5,0.78,1,0,0,NA,1,0,1,NA,0,0,1,0,0,0,0,0,0,0,0,0,"16.70%",0,1,0,1,2,2,3,2,"100%",21,1,0,0,"3.70%","0.00%","50.00%","0.00%",10.5,"0.00%","0.00%","16.70%",0,NA,0
"Franky Morales","N COLORADO",58,50.19,"C",58.3,65.5,51.4,NA,3,0,2,42.4,0,4,7,17.7,0.28,0,2,3,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",2,0,0,0,3,0,0,1,"33.30%",7,1,0,0,"0.00%","0.00%","33.30%","0.00%",2.3,"0.00%","60.00%","0.00%",0,NA,0
"Kareem Williams","CAMPBELL",61,50.18,"C",64.7,62.1,65.6,60,7,2,0,80.2,0,0,17.5,15.3,0.71,1,2,0,NA,2,0,2,NA,0,0,0,0,0,0,0,0,0,0,0,0,"22.20%",0,0,0,2,3,3,2,2,"50.00%",35,2,0,0,"4.10%","0.00%","50.00%","0.00%",8.8,"0.00%","0.00%","25.00%",0,NA,0
"Isaac Redford","PORTLAND",46,50.13,"C",51.6,71.6,29.6,NA,4,0,2,0,1,2.33,0,0,0,0,0,5,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"55.60%",2,0,0,0,5,0,1,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","62.50%","0.00%",0,NA,1
"Ryan Maxwell","LIUSHAR",57,50.13,"C",67.5,60.4,75.6,NA,8,1,1,95.8,0,10,46,26,2.09,0,0,0,NA,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,1,1,1,0,1,"50.00%",46,1,0,0,"4.50%","0.00%","50.00%","0.00%",23,"0.00%","0.00%","0.00%",0,NA,0
"Dylan Scott","TXAMEA",16,50.04,"C",62.1,60,63.4,NA,3,0,0,64.6,0,7,10,16.5,0.91,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,"0.00%",0,0,0,0,2,2,1,1,"50.00%",10,1,0,0,"0.00%","0.00%","50.00%","0.00%",5,"0.00%","0.00%","0.00%",0,NA,0
"Cohen Cook","NEW HAMP",71,49.95,"C",62.5,61.5,64.3,56.2,8,3,1,118.8,0,5.67,13,11,0.41,0,0,2,NA,0,0,0,10,1,1,0,0,1,0,0,0,0,0,0,0,"20.00%",1,1,1,3,3,1,0,1,"100%",13,1,0,0,"0.00%","100%","100%","0.00%",13,"0.00%","25.00%","0.00%",1,NA,0
"Chisom Onwuzurigbo","HOLY CROSS",34,49.94,"C",48.5,47.7,53.6,NA,5,0,2,0,0,9.67,0,0,0,0,0,1,NA,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"16.70%",2,1,0,0,4,2,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","25.00%","0.00%",0,NA,0
"Eric Miles","STHLSK",47,49.89,"C",62.2,62.9,58.9,NA,2,0,1,39.6,0,-1,0,-3,0,0,0,1,NA,1,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,"50.00%",1,1,0,0,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","50.00%","50.00%",0,NA,0
"Carter Johnson","LNDNWD",60,49.85,"C",55.3,53.4,61.4,NA,2,1,1,39.6,0,3,0,12,0,0,1,0,NA,1,0,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,"33.30%",1,0,0,1,3,2,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","100%",0,NA,0
"Tavian Edwards","SO UTAH",22,49.85,"C",60.6,66.6,50.7,NA,1,0,0,39.6,0,0,0,11,0,0,1,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","100%","0.00%",0,NA,0
"Brandon Gunn","MERCER",22,49.82,"C",51.6,55.4,50.3,NA,1,0,0,39.6,0,7,0,21,0,0,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,1,1,0,0,"0.00%",0,0,1,0,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Javonte Walker","MERCER",16,49.67,"C",54.8,52,61.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","100%",0,NA,0
"Colin Jefferson","MOREHEAD",28,49.56,"C",67.3,66.3,64.9,NA,1,0,0,95.8,0,14,7,7,0.5,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,1,"100%",7,0,0,0,"0.00%","0.00%","0.00%","0.00%",7,"0.00%","0.00%","0.00%",0,NA,0
"Jonathan Kimbrough-Campbell","NC A&T",53,49.42,"C",65.6,56.7,79.4,NA,9,1,4,118.8,0,7,18,15.5,1.33,0,0,0,NA,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",4,0,0,1,2,2,0,2,"100%",36,1,0,0,"3.70%","50.00%","50.00%","0.00%",18,"0.00%","0.00%","0.00%",0,NA,0
"La'Shavion Brown","ILL STATE",42,48.93,"C",60.8,67.2,46.2,59,2,2,0,56.3,0,0,6,11.5,0.22,1,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,2,2,0,0,1,"50.00%",6,0,0,0,"0.00%","0.00%","0.00%","0.00%",3,"0.00%","50.00%","0.00%",0,NA,0
"Daimon Jacobs","SACR HEART",48,48.85,"C",66.4,71.9,52.4,59.6,3,0,1,79.2,0,3,2.5,-3,0.19,0,0,1,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,"25.00%",0,1,0,0,2,0,1,2,"100%",5,0,0,0,"0.00%","0.00%","0.00%","0.00%",2.5,"0.00%","50.00%","0.00%",0,NA,0
"Danny Simms","MERRIMACK",48,48.84,"C",67.8,64.8,72.1,59.1,4,2,0,118.8,0,0,16,7.3,1.45,0,0,0,NA,1,0,1,50,0,3,0,0,1,0,0,0,0,0,0,0,"20.00%",0,0,1,2,1,1,0,3,"100%",48,2,0,0,"3.00%","100%","66.70%","0.00%",16,"0.00%","0.00%","33.30%",1,NA,0
"Jacobi Hatter","WOFFORD",73,48.84,"C",65.4,67.5,56.1,NA,3,0,0,70.8,0,3.5,13,9.8,0.54,0,1,1,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,3,2,1,2,"50.00%",26,2,1,0,"2.10%","0.00%","50.00%","0.00%",6.5,"25.00%","33.30%","0.00%",0,NA,0
"Dallas Harper","DUQUESNE",31,48.82,"C",61.9,71.8,52.8,NA,2,0,1,79.2,0,8,1,1,0.5,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,0,1,1,"100%",1,0,0,0,"0.00%","0.00%","0.00%","0.00%",1,"0.00%","0.00%","0.00%",0,NA,0
"Jordan Saunders","NORFOLK",49,48.76,"C",59.8,47.1,76.7,59.2,6,1,1,100,0,9,8,4,0.44,0,0,0,NA,1,0,0,50,0,1,0,0,0,0,1,0,1,0,1,0,"14.30%",1,0,1,1,4,3,0,1,"100%",8,1,0,0,"0.00%","100%","100%","0.00%",8,"0.00%","0.00%","33.30%",1,NA,0
"Qwae Willis","HAMPTON",64,48.18,"C",60.6,65.5,49.1,56.3,9,0,1,104.9,0,8,17,16,0.94,0,0,1,NA,0,1,2,50,0,0,0,0,2,0,0,0,0,0,0,0,"10.00%",1,0,2,0,5,3,1,2,"66.70%",34,1,1,0,"5.60%","0.00%","33.30%","0.00%",11.3,"33.30%","33.30%","0.00%",2,NA,0
"Terrell Poyser","W CAROLINA",21,48.08,"C",60.1,66,46.1,NA,1,0,0,39.6,0,0,0,17,0,0,1,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","100%","0.00%",0,NA,0
"Joshua Coleman","NC A&T",20,47.96,"C",67.4,66.1,63.9,NA,2,0,0,83.3,0,0,4,3,0.44,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,1,"100%",4,0,0,0,"0.00%","0.00%","0.00%","0.00%",4,"0.00%","0.00%","0.00%",0,NA,0
"Kiemond Emilien","CHARLES SO",31,47.86,"C",65.2,62,69.8,59.5,3,1,0,89.6,0,9.5,11.5,12.7,1.21,0,0,0,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,1,2,2,1,2,"66.70%",23,1,1,0,"5.30%","33.30%","33.30%","0.00%",7.7,"33.30%","0.00%","100%",0,NA,0
"Jeremy Richardson","MERCER",48,47.82,"C",60.9,59.1,65.1,59.7,3,0,1,89.6,0,8,15,14.4,1.61,0,1,0,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,2,3,"60.00%",45,2,1,0,"3.60%","0.00%","40.00%","0.00%",9,"20.00%","0.00%","0.00%",0,NA,0
"Lynard Harris","NICHOLLS",23,47.8,"C",53.1,51.1,58.7,NA,0,0,0,0,0,0,0,0,0,0,0,0,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,2,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","100%",0,NA,0
"Deryk Farmer","PORTLAND",34,47.64,"C",55,58.1,52.4,NA,3,0,2,39.6,0,3.5,0,4,0,0,1,1,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"25.00%",1,0,0,0,3,1,0,0,"0.00%",0,0,0,0,"0.00%","100%","0.00%","0.00%",0,"0.00%","33.30%","0.00%",0,NA,0
"Mahkeil Shuler","MS VLY ST",26,47.59,"C",67,65.2,66,NA,4,0,1,116.7,0,5.5,16,15.5,1.78,0,1,0,NA,0,1,1,NA,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,1,1,1,2,"50.00%",32,1,1,0,"5.60%","0.00%","25.00%","0.00%",8,"25.00%","0.00%","0.00%",0,NA,0
"Nick Vecchiarelli","E ILLINOIS",27,47.54,"C",68.5,63.3,71.4,NA,4,1,1,118.8,0,1.5,15,14,1.25,1,0,0,NA,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,1,0,"0.00%",1,0,0,1,1,1,1,1,"100%",15,1,0,0,"8.30%","100%","100%","0.00%",15,"0.00%","0.00%","0.00%",0,NA,0
"JJ Dolan","MONTANA ST",23,47.36,"C",69.7,59.1,79,60,6,0,3,118.8,0,1.75,14,9.5,2.8,0,0,0,NA,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",3,1,0,0,1,1,0,2,"100%",28,2,0,0,"10.00%","0.00%","100%","0.00%",14,"0.00%","0.00%","0.00%",0,NA,0
"Amarion York","SO UTAH",62,47.32,"C",54.5,47.9,74.3,NA,4,0,1,91.7,0,13,24,17,0.63,0,1,0,NA,0,1,1,NA,0,0,0,1,0,0,0,0,0,0,1,0,"0.00%",1,0,0,0,4,4,1,1,"25.00%",24,1,1,0,"2.60%","0.00%","25.00%","0.00%",6,"25.00%","0.00%","0.00%",0,NA,0
"Xavier McIntyre","INDIANA ST",18,47.01,"C",66.9,65.4,65.4,NA,2,1,0,95.8,0,0,7,6,1,0,0,0,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,0,0,0,1,"100%",7,0,0,0,"0.00%","100%","0.00%","0.00%",7,"0.00%","0.00%","0.00%",0,NA,0
"Sadonnie Gay","BETH COOK",34,46.85,"C",54.5,60.4,49.9,58.4,5,1,2,56.3,0,4.33,5,11,0.42,0,1,1,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"16.70%",2,0,0,1,5,1,1,1,"50.00%",5,0,0,0,"0.00%","50.00%","0.00%","0.00%",2.5,"0.00%","20.00%","0.00%",0,NA,0
"Ezra Carter","BRYANT",35,46.57,"C",46.1,57.8,38.3,NA,4,1,0,39.6,0,8,0,20,0,1,1,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,5,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","0.00%","0.00%",0,NA,0
"Elijah Ruffin","ALCORN ST",62,46.54,"C",54.2,59.4,56,60,7,4,0,81.9,1,8.5,38,1.7,1.65,0,2,2,NA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"30.00%",0,0,0,4,7,2,1,1,"33.30%",38,1,0,0,"4.30%","0.00%","33.30%","33.30%",12.7,"0.00%","25.00%","50.00%",0,NA,1
"Ben Chandler IV","HOWARD",33,46.49,"C",63.9,61.6,68.3,59,2,0,0,96.9,0,8,29,14.5,1.38,0,2,0,NA,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,1,"25.00%",29,1,1,0,"4.80%","0.00%","25.00%","0.00%",7.3,"25.00%","0.00%","0.00%",0,NA,0
"Wayne Favors III","DELWARE ST",54,46.25,"C",52.5,49,52,74.3,4,3,1,42.4,0,0,2,20.7,0.09,0,0,2,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,1,0,1,"42.90%",0,0,1,3,4,2,1,1,"33.30%",2,0,0,0,"0.00%","0.00%","0.00%","0.00%",0.7,"0.00%","40.00%","50.00%",0,NA,0
"Stephen Sparrow","BETH COOK",25,46.19,"C",49.2,58.5,47.1,57.3,2,1,1,0,0,4,0,0,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",1,0,0,1,3,1,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","33.30%","100%",0,NA,0
"Sian John","MS VLY ST",21,46.19,"C",49.3,62.2,41.5,NA,1,1,0,0,0,0,0,0,0,0,0,2,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,1,2,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","66.70%","0.00%",0,NA,0
"Jamie Tyson","VILLANOVA",62,46.06,"C",62.4,60.3,61.6,67.4,6,1,2,101.4,0,3.5,8.3,0.3,0.66,1,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,"25.00%",1,0,1,2,4,2,1,3,"100%",25,2,0,0,"0.00%","0.00%","66.70%","0.00%",8.3,"0.00%","33.30%","25.00%",0,NA,0
"Nelson Sparrow","BRYANT",32,45.72,"C",43.1,63.2,33.1,NA,3,0,0,0,0,13.33,0,0,0,0,0,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,5,0,0,0,"0.00%",0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,"0.00%","25.00%","0.00%",0,NA,0
"Te'Nerrean Jackson","S ILLINOIS",50,45.02,"C",62.3,61.6,62.4,NA,1,1,0,85.4,0,0,30,8,1.62,1,1,0,NA,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,1,2,"40.00%",60,2,1,0,"2.70%","0.00%","40.00%","0.00%",12,"20.00%","0.00%","0.00%",0,NA,0
"Caleb Williams","SCAR STATE",24,44.93,"C",58.3,64.4,50.9,NA,0,0,0,56.3,0,0,4,7,0.25,0,1,1,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,0,0,1,"50.00%",4,1,0,0,"0.00%","0.00%","50.00%","0.00%",2,"0.00%","100%","0.00%",0,NA,0
"Brenden Toppin","VILLANOVA",55,44.72,"C",57.9,54.8,66.4,NA,5,0,1,91.7,0,14,6,2.3,0.73,0,0,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,3,3,2,4,"100%",24,2,0,0,"0.00%","0.00%","50.00%","0.00%",6,"0.00%","0.00%","0.00%",0,NA,0
"Chance Sautter","STF AUSTIN",21,44.66,"C",62.3,56.9,59.8,73.5,2,1,1,118.8,0,0,14,5,1.4,1,0,0,NA,0,0,0,100,0,0,0,0,0,0,0,0,0,0,1,1,"0.00%",0,0,1,1,2,1,0,1,"100%",14,1,0,0,"0.00%","0.00%","100%","0.00%",14,"0.00%","0.00%","0.00%",0,NA,0
"Temarcus Elam","CITADEL",52,44.61,"C",62.7,63.3,60.7,58.9,4,1,0,87.5,0,4.5,5,-1,0.15,0,0,0,NA,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,1,2,1,0,1,"100%",5,0,0,0,"0.00%","100%","0.00%","0.00%",5,"0.00%","0.00%","50.00%",0,NA,0
"DJ Delmore","SE MO ST",45,44.27,"C",47.8,49.6,49.3,NA,3,2,0,45.1,0,0,11,17.3,0.55,1,0,3,NA,0,2,0,NA,0,2,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,2,6,3,1,1,"33.30%",11,0,2,0,"0.00%","66.70%","0.00%","0.00%",3.7,"66.70%","75.00%","0.00%",0,NA,0
"Du'Wayne Paulhill Jr.","ARKAPB",33,44.25,"C",64,67.2,54.9,NA,4,1,1,104.2,0,0,9,10,0.69,1,0,0,NA,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,1,1,1,"100%",9,1,0,0,"0.00%","100%","100%","0.00%",9,"0.00%","0.00%","0.00%",0,NA,0
