"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Lined.up.in.Press.Coverage","Passer.Rating.Allowed","Pass.Break.Up","Average.Depth.of.Target.per.Coverage","Receiving.Yards.Allowed.per.Snap","Yards.per.Reception.Allowed","Average.Depth.of.Tackle","Interceptions","Pass.Stop","Missed.Tackles.on.Pass.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Touchdowns.Allowed","Run.Tackle.for.Losss.or.No.Gain","Open.Targets","Pass.Tackle.for.Loss.or.No.Gain","Dropped.Int","Hurries","Hits","Fumble.Recovery","Forced.Fumble","Sacks","Pursuit.Pressure","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage","First.Contact","Batted.Passes","Interception","Drops...Off.Targets.Receptions.Forced","Pass.Rush.Productivity","Unblocked.Pass.Rush","Beaten.Defender","Plays.of.15..Yards.Allowed"
"Jakobe Freeman","TENN STATE",33,58.21,"C",58,56.1,65.4,NA,2,0,2,NA,0,0,0,0,0,5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",1,0,0,0,2,2,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","50.00%",2,0,0,0,NA,0,0,0
"Hasson Manning Jr.","MONMOUTH",35,58.09,"C",55.6,56.3,68.2,NA,2,0,1,NA,39.6,0,6,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,"33.30%",1,1,0,0,3,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","33.30%","0.00%",2,0,0,1,NA,0,0,0
"Zakaa Brown","TOWSON",65,57.96,"C",61.8,72.2,50.9,NA,7,1,2,NA,87.5,0,5,0.42,5,6.25,0,1,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,"22.20%",1,0,0,1,4,0,1,1,"100%",5,0,0,"0.00%","100%","0.00%","0.00%","0.00%","28.60%","0.00%",6,0,0,0,NA,0,0,0
"Jack Chappell","E KENTUCKY",18,57.93,"C",67.7,72,57.5,NA,1,0,1,NA,79.2,0,-1,0.5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,0,1,1,"100%",3,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"SJ Gentle","CAL POLY",30,57.88,"C",59,57,65.3,NA,5,2,1,NA,85.4,0,6,1.43,6.7,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,3,3,1,3,"75.00%",20,2,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",3,0,0,1,NA,0,0,0
"Jordan Holmes","DUQUESNE",22,57.65,"C",60.8,63.3,57,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Sebastian Vargas","S ILLINOIS",26,57.36,"C",60.8,59.9,62.1,NA,2,0,0,NA,39.6,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Marseille Taylor","W CAROLINA",18,57.31,"C",71.7,71.5,61.6,NA,1,0,1,NA,87.5,0,-1,1,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,0,1,2,"100%",10,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,0
"Quedrion Miles","ROB MORRIS",24,57.25,"C",64.2,62,67.2,NA,3,0,0,NA,91.7,0,25.5,1.44,23,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,1,"50.00%",23,1,0,"6.30%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,NA,0,0,1
"Sean Ferguson","W GEORGIA",31,57.15,"C",63.8,61.6,67.6,NA,2,0,0,NA,90.4,1,18,2.56,15.3,11,0,0,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,2,2,1,3,"60.00%",46,1,1,"5.60%","40.00%","20.00%","0.00%","20.00%","0.00%","100%",1,0,0,1,NA,0,0,1
"Jadyn Marshall","CAL POLY",79,57.08,"C",60.5,58.2,69.1,NA,8,0,1,NA,70.3,0,14,1.16,12.8,10.5,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.10%",0,0,0,0,5,5,2,4,"50.00%",51,2,0,"2.30%","0.00%","25.00%","0.00%","0.00%","0.00%","14.30%",7,0,0,2,NA,0,0,1
"DonPaul Keith","W ILLINOIS",32,56.99,"C",64,62.3,65.4,NA,3,2,0,NA,108.3,0,10,0.77,10,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,1,0,1,"100%",10,1,0,"0.00%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Brennen Bailey","LAMAR",39,56.82,"C",65.1,62.6,68.3,NA,4,1,0,NA,87.5,0,5,0.31,5,6,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"20.00%",0,0,0,1,1,1,0,1,"100%",5,0,0,"0.00%","100%","0.00%","0.00%","0.00%","0.00%","33.30%",3,0,0,0,NA,0,0,0
"Nijah Richards","NEW HAMP",16,56.49,"C",60.3,64.1,53.7,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%",NA,NA,0,0,0,0,NA,0,0,0
"Kenny Selby","SACR HEART",65,56.36,"C",68.5,70.1,50.1,62.3,1,0,0,NA,39.6,0,11,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","100%","0.00%",2,1,0,3,0,0,0,0
"Tamajh Mitchell","E TENN ST",26,56.31,"C",52.7,46.3,65,NA,1,1,0,NA,39.6,0,26,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,1,NA,0,0,0
"Nasir Bashir","NORFOLK",37,56.23,"C",65.4,63.9,65.8,NA,4,2,0,NA,118.8,0,23,2.75,44,18,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,1,1,1,1,"100%",44,1,0,"6.30%","100%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Tehron Spencer","CHISTA",60,55.97,"C",48.9,39.4,72.9,60,8,2,1,NA,58.9,1,11,1.16,7.3,9.33,0,0,3,1,1,1,0,1,0,0,0,0,0,0,1,0,0,"33.30%",1,1,0,2,10,8,1,4,"50.00%",29,1,1,"0.00%","0.00%","12.50%","0.00%","12.50%","20.00%","42.90%",10,0,0,2,0,0,0,0
"Ethan Haston","VA MILT IN",46,55.96,"C",62.6,60.4,68.4,59.7,4,1,0,NA,110.4,0,10.5,0.95,10.5,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,2,0,2,"100%",21,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,0,0,0,0
"J'hari Mosley","CITADEL",53,55.9,"C",60.6,58.8,72.7,47.6,7,1,3,NA,109,0,6,2.03,12.2,4.67,0,1,3,1,1,0,0,1,5,1,0,1,0,0,0,0,0,"36.40%",2,2,1,1,5,3,1,5,"83.30%",61,2,0,"6.70%","83.30%","33.30%","0.00%","0.00%","20.00%","50.00%",7,0,0,1,10,1,0,2
"Anthony Hightower III","HAMPTON",44,55.88,"C",59.8,59.1,62.7,NA,6,0,1,NA,73.8,0,11.4,0.93,8.7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,4,4,1,3,"60.00%",26,1,1,"0.00%","0.00%","20.00%","0.00%","20.00%","0.00%","0.00%",5,0,0,1,NA,0,0,0
"Drew Cofield","UC DAVIS",61,55.88,"C",68.2,67.8,63.9,NA,4,0,0,NA,81.9,0,2.2,1.06,8.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,"0.00%",0,0,0,0,3,3,1,4,"66.70%",35,2,0,"3.00%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",4,0,0,1,NA,0,0,1
"Lanar Kelley","LAMAR",36,55.64,"C",71.6,75.9,51,NA,2,0,0,NA,42.4,0,16.7,1.9,38,12,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,4,3,1,1,"33.30%",38,1,0,"5.00%","33.30%","33.30%","33.30%","0.00%","50.00%","50.00%",2,0,1,0,NA,0,0,1
"Jevean Brown","ELON",47,55.58,"C",62.2,59,70.5,55.9,3,1,0,NA,118.8,0,16,0.92,24,6,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,"0.00%",0,0,1,1,1,1,1,1,"100%",24,1,0,"3.90%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,8.3,1,0,1
"Kareem Hector","STNY BROOK",43,55.49,"C",58.6,54.9,70.6,NA,2,1,0,NA,47.9,0,22,0.54,13,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,2,2,2,0,1,"33.30%",13,1,0,"0.00%","0.00%","33.30%","0.00%","0.00%","0.00%","100%",0,0,0,0,NA,0,0,0
"Nehemiah Norwood","N ARIZONA",16,55.45,"C",61.2,58.2,66.7,NA,3,1,0,NA,79.2,0,15.5,1.89,17,7,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,1,"50.00%",17,1,0,"11.10%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,NA,0,0,1
"RJ Brunson","SCAR STATE",19,55.35,"C",55.3,54.7,60.6,60,1,0,1,NA,39.6,0,15.8,0.5,6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,1,"25.00%",6,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,2,0,0,0,0
"Ignatious Williams","LEHIGH",40,55,"C",59.9,58.1,65.6,NA,4,1,2,NA,105.2,0,10.8,1.86,13,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,3,3,1,3,"75.00%",39,2,0,"4.80%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,1,NA,0,0,1
"Nigel Gay","MERCER",27,54.91,"C",58.9,59.2,59,59.7,4,2,1,NA,118.8,0,15,1.47,25,12,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,2,1,0,1,"100%",25,0,0,"5.90%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,0,0,0,1
"Mo Seide","STHLSK",57,54.71,"C",50.8,51.5,53.7,60,8,0,1,NA,28.1,0,13.9,1.24,11.5,30.5,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"11.10%",0,0,0,0,9,8,3,4,"50.00%",46,2,1,"2.70%","0.00%","25.00%","12.50%","12.50%","0.00%","14.30%",5,0,1,1,0,0,0,1
"LeBron Morgan","W ILLINOIS",50,54.61,"C",63.9,58.4,70.5,56.9,8,0,1,NA,91.7,0,4,0.63,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,2,2,0,2,"100%",12,2,0,"0.00%","0.00%","100%","0.00%","0.00%","0.00%","0.00%",5,0,0,0,0,0,0,0
"Isaac Nyenabo","W GEORGIA",26,54.59,"C",64.4,60.4,68.8,60,4,0,1,NA,97.9,0,7.5,1.15,7.5,4.33,0,1,0,0,1,0,0,0,2,1,0,0,0,0,0,0,0,"20.00%",0,1,0,0,1,1,1,2,"100%",15,1,0,"7.70%","100%","50.00%","0.00%","0.00%","25.00%","0.00%",2,0,0,0,0,0,0,1
"Ayden Murray","BUCKNELL",38,54.57,"C",60.1,51.5,77.9,58.9,4,1,2,NA,135.4,0,19.5,1.63,26,7,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,"0.00%",2,1,0,1,2,2,0,1,"50.00%",26,1,0,"6.30%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,1,0,0,0,1
"Aaron Kinsey","IDAHO",58,54.35,"C",62.1,58,71.4,60,4,2,0,NA,118.8,0,28,1.15,31,6,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,2,3,2,0,1,"100%",31,1,0,"3.70%","0.00%","100%","0.00%","0.00%","0.00%","50.00%",3,0,0,0,0,0,0,1
"Andre Jackson Jr.","W CAROLINA",59,54.18,"C",60,60.1,58.7,NA,7,2,0,NA,143.3,1,14.4,1.88,20.7,22.5,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,"12.50%",0,0,0,2,4,3,1,3,"60.00%",62,3,1,"6.10%","0.00%","60.00%","0.00%","20.00%","25.00%","0.00%",4,0,0,1,NA,0,0,2
"Christian Watson","LAFAYETTE",31,54.15,"C",62,56.6,74.5,NA,5,0,1,NA,88.9,0,2.7,1.14,5.3,5.5,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",1,0,0,0,2,2,0,3,"100%",16,2,0,"0.00%","33.30%","66.70%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,NA,0,0,0
"Jack McGrath","E KENTUCKY",43,53.95,"C",55.9,46.3,74.3,57.7,5,2,1,NA,109.7,0,14,1.91,21,5.33,1,0,0,2,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",1,0,0,2,2,2,0,2,"66.70%",42,2,0,"9.10%","0.00%","66.70%","33.30%","0.00%","0.00%","0.00%",2,0,1,1,0,0,0,2
"Jahaad Fort","N ARIZONA",46,53.76,"C",67,68.1,62.8,54.3,5,0,1,NA,123.6,0,12,2.07,19.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,"0.00%",0,0,0,0,4,4,2,3,"50.00%",58,2,1,"7.10%","0.00%","33.30%","0.00%","16.70%","0.00%","0.00%",3,0,0,2,0,0,0,2
"Hayden Meese","DAVIDSON",44,53.46,"C",55.7,51.8,68.8,57.1,4,1,0,NA,58.6,1,11.6,1.75,11.7,7,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"42.90%",0,0,0,1,4,4,1,3,"42.90%",35,1,1,"5.00%","0.00%","14.30%","0.00%","14.30%","0.00%","60.00%",6,0,0,3,0,0,0,1
"Noah Taylor","PRESBYTERN",40,53.39,"C",59.8,56.3,70.3,59.2,5,2,0,NA,142.7,0,7.8,1.67,8.8,7,0,0,0,2,0,0,1,0,0,0,0,1,0,0,0,0,1,"0.00%",0,0,1,2,2,2,1,4,"100%",35,2,0,"4.80%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,0,50,0,0,1
"Ashton Dixon","VA MILT IN",34,53.39,"C",65.5,63.8,66.1,NA,4,0,0,NA,95.8,0,3,0.5,7,14,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,0,1,1,0,1,"100%",7,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","25.00%",2,0,0,0,NA,0,0,0
"Corey Williams","VA MILT IN",24,53.25,"C",59.7,56.8,65.8,NA,2,0,1,NA,56.3,0,4,0.5,4,11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,2,2,1,1,"50.00%",4,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","50.00%",2,0,0,1,NA,0,0,0
"Mekhi Kilburn","ROB MORRIS",43,53.19,"C",59.2,56.9,68.1,NA,3,1,0,NA,98.3,0,15.8,1,14,11,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,3,3,1,2,"40.00%",28,2,1,"3.60%","0.00%","40.00%","0.00%","20.00%","0.00%","0.00%",1,0,0,1,NA,0,0,1
"Jayshaun Johnson","GRAMBLING",15,53.04,"C",61.7,58.8,65.2,NA,3,2,0,NA,68.8,0,14,1.71,12,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,2,2,1,0,1,"50.00%",12,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","50.00%","33.30%",2,0,0,1,NA,0,0,0
"Jaden King","HOUCHR",55,53.02,"C",67.6,67.5,65.7,NA,6,2,0,NA,135.4,0,-3,0.54,7,9.67,0,0,0,2,2,0,1,0,1,0,0,0,0,0,1,0,0,"25.00%",0,0,0,2,3,0,0,1,"100%",7,1,0,"0.00%","100%","100%","0.00%","0.00%","28.60%","0.00%",3,0,0,0,NA,0,0,0
"Gavin Hagan","INDIANA ST",27,52.82,"C",67.2,65.5,67.8,59.3,3,1,2,NA,130.2,0,2.5,1.44,5.8,4,0,1,1,1,0,0,1,0,2,0,0,0,0,0,0,0,0,"25.00%",1,0,0,1,2,2,2,4,"100%",23,2,0,"0.00%","50.00%","50.00%","0.00%","0.00%","0.00%","50.00%",1,0,0,0,0,0,0,0
"Hysan Dalton","IDAHO",41,52.8,"C",60.2,63.8,51.9,NA,2,0,0,NA,92.5,1,18.6,1.62,10.5,15,0,0,1,0,0,0,1,0,3,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,3,2,2,2,"40.00%",21,2,1,"0.00%","60.00%","40.00%","0.00%","20.00%","0.00%","50.00%",2,0,0,2,NA,0,0,0
"Joseph Tabe","HOWARD",33,52.72,"C",62.5,67.2,46,NA,1,0,1,NA,39.6,0,12.7,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","100%","0.00%",1,0,0,3,NA,0,0,0
"Brent Barnes","ALCORN ST",37,52.72,"C",49.8,44.5,58.8,NA,4,1,1,NA,67.7,1,12.5,2.09,11.5,8.5,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,5,3,1,2,"50.00%",23,1,1,"9.10%","0.00%","25.00%","0.00%","25.00%","0.00%","0.00%",2,0,0,1,NA,0,0,1
"Aaron Evans","NORFOLK",16,52.41,"C",66.6,64.3,62.3,NA,1,0,0,NA,91.7,0,6,1.5,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,0,0,1,"100%",6,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Julio Tatis","WAGNER",46,52.19,"C",58.5,57.7,62.4,NA,1,1,0,NA,39.6,0,11.3,0.32,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,1,2,2,0,1,"25.00%",9,1,0,"0.00%","0.00%","25.00%","0.00%","0.00%","0.00%","50.00%",1,0,0,2,NA,0,0,0
"Roy Ma'afala Jr.","UTAHTC",48,52.17,"C",47,60,47.8,49.1,4,2,0,NA,0,0,0,0,0,8,0,0,1,2,1,0,0,0,0,0,0,1,0,0,0,0,1,"33.30%",0,0,1,2,4,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","20.00%","100%",1,0,0,0,3.3,0,0,0
"Safir Stills-Bey","MCNEESE",31,52.11,"C",62.8,62.3,61.6,NA,1,0,0,NA,39.6,0,8.4,0.5,10,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,1,1,0,1,"20.00%",10,1,0,"0.00%","0.00%","20.00%","0.00%","0.00%","0.00%","50.00%",2,0,0,3,NA,0,0,0
"Thio Georges","HOUCHR",33,51.99,"C",63.2,63.2,61.5,NA,2,0,0,NA,91.7,0,-4,1.2,6,7.5,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,"0.00%",0,0,1,0,1,0,0,1,"100%",6,0,0,"0.00%","100%","0.00%","0.00%","0.00%","0.00%","0.00%",0,0,0,0,NA,0,0,0
"Amare Garrett","TEXAS STHN",52,51.94,"C",59.3,65.5,50.9,NA,4,0,2,NA,110.8,0,13.2,1.83,13.3,4,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,"0.00%",1,1,0,0,3,2,2,4,"80.00%",53,2,1,"3.50%","0.00%","40.00%","0.00%","20.00%","0.00%","0.00%",4,0,0,0,NA,0,0,1
"Joshua Baskerville","LAMAR",16,51.91,"C",54.2,50.5,62.4,NA,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Gianni Edwards","MONTANA ST",19,51.87,"C",60.3,66.2,46.7,NA,1,0,1,NA,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,1,0,0,0,"0.00%",0,0,0,"0.00%","0.00%","0.00%","0.00%","0.00%","100%","0.00%",1,0,0,0,NA,0,0,0
"Ryan Strickland","NC A&T",45,51.81,"C",58.3,57.7,59.5,NA,4,0,0,NA,70.8,0,23,0.59,13,12.5,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,"20.00%",0,0,0,0,2,1,0,1,"50.00%",13,0,0,"0.00%","100%","0.00%","0.00%","0.00%","33.30%","0.00%",5,0,0,0,NA,0,0,0
"Ephraim Dotson","LAMAR",21,51.73,"C",62.7,58.4,69.8,NA,2,1,0,NA,108.3,0,9,1.11,10,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,1,"100%",10,1,0,"0.00%","100%","100%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,0
"Nicholas Williams","MERCYHURST",52,51.67,"C",58.7,56.8,64.9,NA,5,1,0,NA,88.9,0,25.5,3.42,21.7,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,0,"16.70%",0,0,0,1,3,3,1,3,"50.00%",65,2,1,"5.30%","33.30%","33.30%","0.00%","16.70%","0.00%","16.70%",5,0,0,3,NA,0,0,1
"Tristan Johnson","BUTLER",58,51.49,"C",52.4,52.7,68.6,NA,4,2,0,NA,116.7,0,19.8,2.47,24.7,9,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,5,4,1,3,"75.00%",74,3,0,"6.70%","0.00%","75.00%","25.00%","0.00%","0.00%","0.00%",2,0,1,1,NA,0,0,2
"Chase Fountain","HOLY CROSS",56,51.45,"C",68.6,68.4,65.3,59.5,3,0,1,NA,149.3,0,9.3,1.41,10.3,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,1,1,1,3,"100%",31,1,0,"4.50%","0.00%","33.30%","0.00%","0.00%","0.00%","0.00%",3,0,0,0,0,0,0,1
"Nio Espinoza","ILL STATE",31,51.42,"C",52.9,49.2,70.4,51.7,5,2,0,NA,65.6,0,4.5,3,10.5,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,2,2,2,0,2,"50.00%",21,2,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",2,0,0,2,0,0,0,0
"Jayden Jackson","MORGAN ST",47,51.39,"C",52.5,48.1,70.6,NA,3,1,0,NA,42.4,0,9.7,0.04,1,18.5,0,0,2,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"40.00%",0,0,0,1,4,4,0,1,"33.30%",1,0,0,"0.00%","33.30%","0.00%","0.00%","0.00%","0.00%","66.70%",1,0,0,1,NA,0,0,0
"Kasai Jones","NICHOLLS",38,51.39,"C",62.8,66.9,53.8,57.2,1,0,0,NA,91.7,0,6,0.67,6,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,"0.00%",0,0,1,0,2,0,0,2,"100%",12,0,0,"0.00%","50.00%","0.00%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,16.7,1,0,0
"Donny Jones","ALBANY",84,51.37,"C",57.3,57.5,56.5,NA,5,1,1,NA,77.1,0,12,0.29,3.2,3,0,1,0,1,1,0,1,0,3,0,0,0,0,0,0,0,0,"16.70%",0,0,0,1,8,7,3,5,"41.70%",16,2,0,"0.00%","25.00%","16.70%","0.00%","0.00%","33.30%","0.00%",5,0,0,6,NA,0,0,0
"D.J. Galva","E KENTUCKY",42,51.15,"C",62.9,60.8,67.8,NA,4,0,0,NA,112.5,0,9,0.88,11,3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,0,2,"100%",22,1,0,"0.00%","0.00%","50.00%","0.00%","0.00%","0.00%","0.00%",4,0,0,0,NA,0,0,0
"Caleb Easterling","FURMAN",28,51.13,"C",61,60.3,61.8,NA,2,0,1,NA,85.4,0,8.7,1.54,10,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,2,2,1,2,"66.70%",20,1,0,"7.70%","33.30%","33.30%","0.00%","0.00%","0.00%","0.00%",2,0,0,1,NA,0,0,1
"Ethan Washington","FURMAN",39,51.08,"C",62.9,62.1,62.8,NA,3,1,1,NA,134.7,0,14.3,1.42,13.5,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,1,1,0,2,"66.70%",27,1,0,"5.30%","33.30%","33.30%","0.00%","0.00%","0.00%","0.00%",1,0,0,0,NA,0,0,1
"Anthony Paulk","CHARLES SO",31,50.78,"C",62.8,66.8,44.9,NA,6,1,0,NA,85.4,0,5,1,10,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,"0.00%",0,0,0,1,2,1,0,2,"66.70%",20,0,0,"5.00%","33.30%","0.00%","0.00%","0.00%","0.00%","0.00%",5,0,0,1,NA,0,0,1
