"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","row_id"
"Jaylon Price","TENN STATE",15,11.59,"F","ED",2026,"Big South - OVC Football Association",56.7,58.2,56.7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,7,"0","0.00%",0,8,4,"12.50%","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,"0.00%",0,0,0,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",247,NA,247
"Cody Moss","W ILLINOIS",17,11.54,"F","ED",2026,"Big South - OVC Football Association",57.6,58.6,57.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,"0","0.00%",0,10,0,"10.00%","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",347,NA,347
"Jackson Bandy","LAMAR",16,11.24,"F","ED",2026,"Southland",53.5,51.8,59.7,61.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,2,"0","0.00%",0,12,5,"16.70%","8.30%",2,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",10,2,"33.30%",0,1,0,"33.30%",2,0,1,0,0,"0.00%",3,3,0,0,0,"FCS",184,NA,184
"Jayden Scott","GRAMBLING",22,11.2,"F","ED",2026,"SWAC",59.2,62.3,55.2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,10,"0","0.00%",0,12,0,"8.30%","8.30%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",160,NA,160
"Julius Laine","ABILENE CH",27,11.19,"F","ED",2026,"United Athletic",42.5,49.2,55.8,45.8,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,5,"0","0.00%",0,15,4.5,"20.00%","13.30%",3,7,1,"100%",11,11,0,1,0,0,112.5,1.57,0,"57.10%",0,1,0,1,0,"0.00%","100%","100%","0.00%",11,4,"0.00%",25,4,"20.00%",1,1,0,"25.00%",2,1,1,0,0,"0.00%",5,5,0,1,0,"FCS",337,NA,337
"Salehe Koonooka-Williams","TXAMEA",21,11.15,"F","ED",2026,"Southland",56.6,57.2,55.7,60.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,9,"0","0.00%",0,10,0,"10.00%","0",1,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",44,1,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",1,1,0,0,0,"FCS",98,NA,98
"Ruben Tshilombo","GARD-WEBB",22,11.06,"F","ED",2026,"Big South - OVC Football Association",58.7,63.3,53.3,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,10,"0","0.00%",0,12,3,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,"0.00%",0,1,0,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",310,NA,310
"Shawn Phillips","MORGAN ST",18,11.04,"F","ED",2026,"MEAC",57,59,56.3,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,"0","0.00%",0,7,0,"14.30%","14.30%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",22,NA,22
"Malachi Calhoun","HAMPTON",43,10.54,"F","ED",2026,"CAA",57.8,60.7,54.1,60,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,21,"0","0.00%",0,21,5.25,"9.50%","9.50%",2,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",31,4,"20.00%",0,1,0,"20.00%",4,0,1,0,0,"0.00%",5,5,0,0,0,"FCS",226,NA,226
"Martavius Durden Jr.","LIUSHAR",32,10.52,"F","ED",2026,"Northeast",55.4,39.5,55.5,76.9,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,4,"0","0.00%",0,20,5,"25.00%","10.00%",5,8,1,"100%",19,19,0,1,0,1,118.8,2.38,1,"12.50%",0,1,0,0,1,"12.50%","100%","100%","0.00%",19,-3,"100%",7,3,"25.00%",1,1,0,"33.30%",1,1,1,0,0,"0.00%",3,4,0,1,0,"FCS",185,NA,185
"Mason Love","HOWARD",36,10.06,"F","ED",2026,"MEAC",55.5,54.4,55.3,62.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,13,"0","0.00%",0,17,0,"5.90%","0",1,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",13,1,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",1,1,0,0,0,"FCS",333,NA,333
"Deshawn Carter","TENN STATE",25,10.05,"F","ED",2026,"Big South - OVC Football Association",53.9,55.5,55.3,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,13,"0","0.00%",0,12,0,"16.70%","8.30%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",1,1,0,0,0,"FCS",68,NA,68
"Antoine Okelo-Johnson","NICHOLLS",16,10,"F","ED",2026,"Southland",57.6,56.8,58.3,61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,4,"0","0.00%",0,9,5,"11.10%","11.10%",1,3,0,"0.00%",0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",11,1,"50.00%",0,0,0,"50.00%",1,0,1,0,0,"0.00%",2,2,0,0,0,"FCS",133,NA,133
"Jestin Gilmore","CHATTNOOGA",20,9.64,"F","ED",2026,"Southern",57.3,60.3,54.2,61.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,"0","0.00%",0,3,0,"0","0",0,3,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",23,NA,23
"Kavion Benton","N ALABAMA",34,9.64,"F","ED",2026,"United Athletic",51.9,55.7,52.4,NA,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,23,"0","4.30%",2.2,11,2,"9.10%","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,"33.30%",1,0,0,"33.30%",1,1,1,0,0,"0.00%",3,3,0,0,0,"FCS",193,NA,193
"Anthony Schettino","BRYANT",27,8.64,"F","ED",2026,"CAA",37.6,41.5,57.8,58.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,7,"0","0.00%",0,20,0,"20.00%","0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",2,2,0,1,0,"FCS",190,NA,190
"Maddox Valoaga","N ARIZONA",37,8.63,"F","ED",2026,"Big Sky",46,44.4,53.6,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,4,23,"0","4.30%",2.2,14,3,"28.60%","0",4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46,1,"0.00%",0,1,0,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",241,NA,241
"Jamaricus Thomas","ILL STATE",17,8.07,"F","ED",2026,"Missouri Valley",42.4,34,61.1,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,2,10,"10.00%","0.00%",0,6,0,"33.30%","0",2,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",26,0,"100%",0,0,0,"100%",0,0,1,0,0,"0.00%",1,1,0,0,0,"FCS",229,NA,229
"Ziggy Loa","N ARIZONA",37,8.01,"F","ED",2026,"Big Sky",52.4,47.2,57.9,62,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,4,21,"4.80%","4.80%",2.4,14,0,"28.60%","14.30%",4,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",11,1,"50.00%",1,0,0,"100%",0,0,1,0,0,"0.00%",2,2,1,0,0,"FCS",211,NA,211
"Cole Toddings","COLGATE",25,7.81,"F","ED",2026,"Patriot",55.8,55.8,54.4,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,"0","0.00%",0,11,0,"9.10%","0",1,7,0,"0.00%",0,0,0,0,0,0,0,0,0,"57.10%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",51,1,"0.00%",0,0,0,"0.00%",0,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",223,NA,223
"Owen Summers","MS VLY ST",28,7.11,"F","ED",2026,"SWAC",48.6,48.4,55.7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,"0","0.00%",0,21,0,"9.50%","0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",343,NA,343
"Dandrevius Dorsey","PRESBYTERN",24,6.77,"F","ED",2026,"Pioneer",49.8,50.7,55.3,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,11,"0","0.00%",0,13,6,"15.40%","15.40%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,1,"50.00%",0,1,0,"50.00%",1,0,1,0,0,"0.00%",2,2,0,0,0,"FCS",106,NA,106
"Zachary Weaver","TXAMEA",25,6.58,"F","ED",2026,"Southland",52.7,54,55.3,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,15,"0","0.00%",0,10,0,"20.00%","20.00%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,1,"50.00%",1,0,0,"50.00%",0,1,1,0,0,"0.00%",2,2,0,0,0,"FCS",201,NA,201
"Phillip Jackson","MS VLY ST",22,6.54,"F","ED",2026,"SWAC",56.2,58.7,54.7,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,11,"0","0.00%",0,10,2,"10.00%","20.00%",1,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",38,1,"50.00%",0,0,0,"50.00%",1,0,1,0,0,"0.00%",2,2,0,0,0,"FCS",287,NA,287
"Abdoul Idriss","WAGNER",22,6.45,"F","ED",2026,"Northeast",48.5,49.8,54.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,14,"0","0.00%",0,8,0,"25.00%","0",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",69,NA,69
"Jamari Buddin","DUQUESNE",20,6.38,"F","ED",2026,"Northeast",41.3,42,60,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,"0","0.00%",0,19,0,"26.30%","10.50%",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,"50.00%",1,0,0,"50.00%",0,1,1,0,0,"0.00%",2,2,0,0,0,"FCS",7,NA,7
"Ashden Oberg","WEBER ST",31,6.18,"F","ED",2026,"Big Sky",57.4,57.6,57.4,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,6,"0","0.00%",0,25,0,"8.00%","8.00%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,91,0,"100%",0,0,0,"100%",0,0,1,0,0,"0.00%",1,1,0,0,0,"FCS",19,NA,19
"Kyce Shamma","DAVIDSON",36,5.85,"F","ED",2026,"Pioneer",50.6,49.1,53.6,61.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,13,"0","0.00%",0,17,0,"17.60%","0",3,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",255,NA,255
"Gideon Bedada","BRYANT",32,5.79,"F","ED",2026,"CAA",30.2,33.6,57.4,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,5,"0","0.00%",0,27,6,"18.50%","0",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,2,"0.00%",0,0,0,"0.00%",1,0,0,0,0,"0.00%",2,2,0,1,0,"FCS",77,NA,77
"Lucas Manderbach","LEHIGH",26,5.43,"F","ED",2026,"Patriot",48.3,54.8,49.5,NA,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,1,2,2,17,"0","11.80%",5.9,9,0,"11.10%","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,0,"100%",0,0,0,"0.00%",0,0,0,0,0,"100%",1,1,0,0,1,"FCS",258,NA,258
"Ravon Johnson","DUQUESNE",26,5.39,"F","ED",2026,"Northeast",32.7,33.1,59,NA,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,2,"0","0.00%",0,24,4,"37.50%","8.30%",9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,4,"33.30%",1,1,0,"33.30%",3,1,2,0,0,"0.00%",6,6,0,0,0,"FCS",81,NA,81
"Dillon White","MAINE",33,4.84,"F","ED",2026,"CAA",56.7,57.4,56.7,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,"0","0.00%",0,17,0,"5.90%","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,0,"100%",0,0,0,"0.00%",0,0,0,0,0,"100%",1,1,0,0,1,"FCS",138,NA,138
"Chidu Bekee","W GEORGIA",34,4.15,"F","ED",2026,"United Athletic",47.5,42.6,53.7,59.1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,5,"0","0.00%",0,16,5,"25.00%","12.50%",4,13,0,"0.00%",0,0,0,0,0,0,0,0,0,"23.10%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",3,4,"42.90%",1,0,0,"66.70%",1,0,2,0,0,"25.00%",7,7,1,2,1,"FCS",153,NA,153
"Mike Sylvalie","HOUCHR",35,3.85,"F","ED",2026,"Southland",37.8,34.7,55.7,61.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,"0","0.00%",0,28,0,"21.40%","3.60%",6,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,1,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",1,1,0,0,0,"FCS",156,NA,156
"DeMarion McCoy","MORGAN ST",24,3.36,"F","ED",2026,"MEAC",50.7,62.8,53.7,51.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13,"0","0.00%",0,9,0,"0","0",0,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",5,0,"100%",0,0,0,"0.00%",0,0,0,0,0,"100%",1,1,0,0,1,"FCS",73,NA,73
"Christian Ose-Afiana","MORGAN ST",15,2.73,"F","ED",2026,"MEAC",43.9,44.3,57,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,7,"0","0.00%",0,8,1,"25.00%","12.50%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,1,"66.70%",0,1,0,"66.70%",1,0,2,0,0,"0.00%",3,3,0,0,0,"FCS",273,NA,273
"Kai Richardson","IDAHO",28,2.57,"F","ED",2026,"Big Sky",29.9,34.1,55.4,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,9,"0","0.00%",0,19,6,"31.60%","10.50%",6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,2,"33.30%",1,0,0,"33.30%",1,1,1,0,0,"0.00%",3,3,0,0,0,"FCS",173,NA,173
"Caleb Reid","W GEORGIA",30,1.73,"F","ED",2026,"United Athletic",44.4,43,55,NA,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,2,3,17,"0","5.90%",2.9,13,0,"23.10%","7.70%",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,1,"75.00%",1,0,0,"66.70%",0,1,2,0,0,"100%",4,4,0,0,1,"FCS",248,NA,248
"Jaqui Vaughan","HAMPTON",33,1.47,"F","ED",2026,"CAA",46.1,53.8,54.1,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,17,"0","0.00%",0,15,0,"6.70%","0",1,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",9,0,"100%",0,0,0,"100%",0,0,1,0,0,"0.00%",1,1,0,0,0,"FCS",296,NA,296
"Kevin Nizolek","FORDHAM",20,1.39,"F","ED",2026,"Patriot",48.2,47.6,57.3,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,6,"0","0.00%",0,13,0,"15.40%","7.70%",2,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",95,0,"100%",0,0,0,"100%",0,0,2,0,0,"0.00%",2,2,0,0,0,"FCS",70,NA,70
"Joey Shimko","LAFAYETTE",34,0.69,"F","ED",2026,"Patriot",45.9,42.1,57.5,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3,3,17,"5.90%","5.90%",2.9,17,0,"17.60%","11.80%",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52,0,"100%",0,0,0,"100%",0,0,3,0,0,"0.00%",3,3,0,0,0,"FCS",171,NA,171
"Jerald James","TOWSON",27,0.28,"F","ED",2026,"CAA",38.9,38.4,58.5,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,"0","0.00%",0,25,0,"12.00%","0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,0,"100%",0,0,0,"100%",0,0,1,0,0,"0.00%",1,1,0,0,0,"FCS",274,NA,274
"Cayden Gibson","SAN DIEGO",29,0,"F","ED",2026,"Pioneer",36.8,38.3,55,45.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,14,"0","0.00%",0,11,0,"27.30%","0",3,4,1,"100%",5,5,0,0,0,0,87.5,1.25,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",5,-3,"0.00%",49,1,"50.00%",0,0,0,"100%",0,0,1,0,0,"0.00%",2,2,0,1,0,"FCS",205,NA,205
