"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","row_id"
"Caden Brown","FL A&M",17,48.39,"C","ED",2026,"SWAC",72,50.6,85.7,NA,0,0,0,0,0,1,3,4,0,0,0,0,0,0,0,0,0,2,3,10,"40.00%","40.00%",20,7,11,"42.90%","14.30%",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,"0.00%",0,0,0,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",123,NA,123
"Trent Taylor","MERRIMACK",18,48.23,"C","ED",2026,"IND (FCS)",87.1,63.3,86.1,60,0,1,1,1,0,0,2,3,0,0,0,0,0,0,0,0,0,1,0,14,"21.40%","21.40%",14.3,3,0,"0","0",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",33,2,"0.00%",1,0,0,"0.00%",0,1,0,1,0,"0.00%",2,2,0,0,0,"FCS",235,NA,235
"Brandon McDonald","CHARLES SO",41,47.78,"C","ED",2026,"Big South - OVC Football Association",67,49.1,69.6,71.3,0,0,1,0,0,1,1,2,0,0,0,1,0,1,0,0,1,3,3,5,"20.00%","20.00%",10,17,4,"17.60%","5.90%",3,19,2,"100%",13,6.5,0,0,0,0,93.8,0.68,0,"31.60%",0,2,0,0,2,"0.00%","100%","0.00%","0.00%",6.5,1.5,"0.00%",33,4,"0.00%",0,1,1,"0.00%",2,0,0,0,0,"0.00%",4,4,0,2,0,"FCS",221,NA,221
"Aidan Williams","LEHIGH",28,47.63,"C","ED",2026,"Patriot",79.6,81.3,67,62.1,0,0,1,0,0,0,2,2,0,0,0,1,0,1,0,0,0,1,1,8,"25.00%","25.00%",12.5,14,4,"7.10%","21.40%",1,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",15,2,"0.00%",0,1,1,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",257,NA,257
"Dominic Butts","N COLORADO",31,47.35,"C","ED",2026,"Big Sky",70.2,69.8,62.9,NA,0,1,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,1,13,"15.40%","15.40%",7.7,18,-1,"5.60%","11.10%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,3,"0.00%",1,2,2,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",99,NA,99
"Janier Armstead","SACR HEART",54,47.2,"C","ED",2026,"CAA",80.6,76.7,69.2,71.9,0,1,4,1,0,1,3,5,0,0,0,0,0,0,0,1,0,3,0,30,"13.30%","16.70%",10,22,3,"0","13.60%",0,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",54,6,"0.00%",1,2,0,"0.00%",3,1,0,2,0,"0.00%",6,6,0,1,0,"FCS",102,NA,102
"Kobe McInnis","MERCER",35,47.15,"C","ED",2026,"Southern",71.2,62.6,73.5,NA,0,0,2,0,0,0,3,3,1,0,0,0,0,1,0,0,0,3,1,19,"21.10%","15.80%",7.9,16,0,"6.30%","12.50%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,"33.30%",0,2,1,"33.30%",2,0,1,0,0,"0.00%",3,3,0,0,0,"FCS",233,NA,233
"Jordyn Dickerson","SOUTHERN U",65,46.96,"C","ED",2026,"SWAC",72.6,75.6,64.5,63.3,0,1,3,1,0,1,1,3,0,0,0,0,0,1,0,1,0,5,1,34,"5.90%","8.80%",5.9,22,1.67,"4.50%","22.70%",1,9,1,"100%",10,10,0,1,0,0,108.3,1.11,0,"44.40%",0,0,0,0,0,"0.00%","0.00%","100%","0.00%",10,-1,"0.00%",5,6,"14.30%",1,2,1,"20.00%",3,1,1,1,0,"0.00%",7,7,0,1,0,"FCS",291,NA,291
"Khalil Hunter","ROB MORRIS",28,46.42,"C","ED",2026,"Northeast",75.1,62.5,78,61.3,0,1,0,1,0,1,0,2,1,0,0,0,0,0,0,0,0,0,1,14,"21.40%","14.30%",10.7,11,0,"9.10%","9.10%",1,3,0,"0.00%",0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",13,2,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",27,NA,27
"Ckelby Givens","SOUTHERN U",55,46.42,"C","ED",2026,"SWAC",62.7,70.1,56.3,NA,0,1,3,2,0,0,2,4,1,0,0,0,0,1,0,3,1,3,1,37,"2.70%","10.80%",8.1,18,-3,"0","11.10%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,"20.00%",1,1,1,"0.00%",1,1,0,2,0,"33.30%",5,5,0,0,1,"FCS",56,NA,56
"BreShun Hall","HAMPTON",30,46.34,"C","ED",2026,"CAA",67.1,73.4,52.9,60,0,1,2,0,0,1,2,3,0,0,0,0,0,2,0,1,2,2,1,14,"0","21.40%",10.7,15,0.33,"0","13.30%",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",14,4,"20.00%",1,2,2,"0.00%",3,1,0,0,0,"100%",5,5,0,0,1,"FCS",227,NA,227
"Clayton Dobler","WM & MARY",17,45.65,"C","ED",2026,"Patriot",56.6,50.7,65.7,NA,0,0,3,0,0,1,0,1,1,0,0,0,0,2,0,0,0,5,2,10,"20.00%","10.00%",5,7,-1.33,"28.60%","28.60%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,3,"40.00%",0,3,2,"40.00%",3,0,2,0,0,"0.00%",5,5,0,0,0,"FCS",66,NA,66
"Myles Richardson","ALABAMA ST",22,45.31,"C","ED",2026,"SWAC",74.2,69.3,69.7,NA,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,7,"28.60%","14.30%",7.1,15,0,"0","6.70%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,"0.00%",0,1,1,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",41,NA,41
"Boone Morris","ABILENE CH",17,45.19,"C","ED",2026,"United Athletic",78.3,81.4,NA,62.5,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,NA,NA,NA,NA,10,3.25,"0","30.00%",0,6,1,"100%",5,5,0,0,0,0,87.5,0.83,0,"33.30%",0,1,0,0,0,"0.00%","100%","0.00%","0.00%",5,5,"0.00%",23,4,"0.00%",0,3,2,"0.00%",4,0,0,0,0,"0.00%",4,4,0,0,0,"FCS",129,NA,129
"Emmanuel Harris","STF AUSTIN",25,44.71,"C","ED",2026,"Southland",74.9,56.4,70.4,77.4,0,2,0,0,0,0,1,1,2,1,0,0,0,0,0,0,0,0,1,13,"23.10%","7.70%",3.9,10,6,"10.00%","10.00%",1,2,0,"0.00%",0,0,0,0,0,1,0,0,0,"100%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",40,3,"0.00%",2,0,0,"0.00%",1,1,0,0,0,"0.00%",3,3,1,0,0,"FCS",335,NA,335
"Tyler Sapit","S DAKOTA",21,44.62,"C","ED",2026,"Missouri Valley",72.2,55,75.1,NA,0,0,1,2,0,0,4,6,0,0,0,0,0,0,0,1,1,1,1,18,"22.20%","33.30%",22.2,3,0,"33.30%","0",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",2,2,0,0,0,"FCS",315,NA,315
"Donte Hookfin","GRAMBLING",35,44.54,"C","ED",2026,"SWAC",71.9,76.1,60.9,NA,0,1,1,1,0,0,3,4,1,0,0,0,0,0,0,0,3,3,0,21,"4.80%","19.10%",11.9,14,6,"0","21.40%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,4,"0.00%",1,0,0,"0.00%",2,1,0,1,0,"0.00%",4,4,0,0,0,"FCS",61,NA,61
"Aidan Archibald","E ILLINOIS",55,44.46,"C","ED",2026,"Big South - OVC Football Association",60.3,51.2,68.8,NA,0,0,0,0,0,0,1,1,4,0,0,0,0,0,0,0,0,2,5,27,"18.50%","3.70%",1.9,28,6,"17.90%","7.10%",5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41,1,"50.00%",0,0,0,"50.00%",1,0,1,0,0,"0.00%",2,2,0,0,0,"FCS",175,NA,175
"Kamore Harris","N ALABAMA",30,44.06,"C","ED",2026,"United Athletic",76.4,86.1,56.6,63.2,0,1,2,0,0,1,0,1,0,0,0,1,0,1,0,1,0,5,0,14,"0","7.10%",3.6,12,1,"0","33.30%",0,4,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",7,4,"0.00%",1,2,1,"0.00%",2,1,0,0,0,"0.00%",4,4,0,1,0,"FCS",194,NA,194
"Eric Brantley Jr.","MERCER",40,44.05,"C","ED",2026,"Southern",72.8,67.9,70,60.9,0,0,2,0,0,3,0,3,1,0,0,0,0,0,0,0,0,1,0,24,"16.70%","12.50%",6.3,14,2.5,"0","7.10%",0,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",10,2,"0.00%",0,2,0,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",161,NA,161
"Gabe Stephens","HOWARD",38,44.02,"C","ED",2026,"MEAC",58.5,69.5,65.6,60,0,0,1,0,0,0,2,2,1,0,0,0,1,1,0,0,1,1,2,25,"8.00%","8.00%",4,12,-1,"0","16.70%",0,1,1,"100%",12,12,0,1,0,0,116.7,12,0,"0.00%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",12,12,"0.00%",7,1,"0.00%",0,1,1,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",5,NA,5
"Dillon Pardue","ELON",33,43.9,"C","ED",2026,"CAA",73.7,61.7,75.2,60,0,0,1,0,0,1,2,3,2,0,0,0,0,0,0,0,1,3,3,22,"18.20%","13.60%",6.8,10,3,"20.00%","30.00%",2,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",42,1,"66.70%",0,1,0,"50.00%",1,0,1,0,0,"100%",3,3,0,0,1,"FCS",20,NA,20
"Camden Byrd","RICHMOND",53,43.72,"C","ED",2026,"Patriot",66.6,61.8,65.6,60,1,0,2,1,0,1,2,4,1,0,0,0,0,0,0,0,3,2,1,31,"6.50%","12.90%",8.1,22,0,"4.50%","4.50%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,2,"0.00%",0,0,0,"0.00%",0,0,0,2,0,"0.00%",2,2,0,1,0,"FCS",21,NA,21
"John Gayer","ROB MORRIS",38,43.68,"C","ED",2026,"Northeast",69.5,58.3,73.3,NA,0,0,2,1,0,1,0,2,2,0,0,0,0,0,0,0,0,3,2,24,"16.70%","8.30%",6.3,14,1,"14.30%","14.30%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15,2,"33.30%",0,1,0,"50.00%",1,0,1,1,0,"0.00%",3,3,0,0,0,"FCS",213,NA,213
"Callahan Blair","LAFAYETTE",43,43.51,"C","ED",2026,"Patriot",64.5,63,62.8,60,0,3,1,0,0,1,4,5,0,0,0,0,0,1,0,0,2,2,5,22,"13.60%","22.70%",11.4,20,-1,"20.00%","20.00%",4,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",6,4,"20.00%",3,1,1,"0.00%",1,3,0,0,0,"100%",5,5,0,0,1,"FCS",132,NA,132
"Joe Edwards","W ILLINOIS",26,43.45,"C","ED",2026,"Big South - OVC Football Association",67.3,76.2,65,62,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,1,1,1,5,"20.00%","40.00%",20,13,-1,"0","23.10%",0,8,0,"0.00%",0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",40,1,"0.00%",0,1,1,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",283,NA,283
"Kaleb Brown","TARLETON",51,43.35,"C","ED",2026,"United Athletic",65.8,67.3,59,61.8,0,4,1,0,0,0,1,1,2,0,0,0,0,0,0,1,0,3,2,23,"8.70%","4.30%",2.2,25,3,"8.00%","12.00%",2,3,0,"0.00%",0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",17,7,"0.00%",4,1,0,"0.00%",2,4,0,0,0,"0.00%",7,7,0,1,0,"FCS",305,NA,305
"Hunter Watson","MONMOUTH",51,43.08,"C","ED",2026,"CAA",76.6,82.2,55.4,64.8,0,4,5,0,0,0,1,1,0,0,0,0,0,1,0,0,0,7,0,27,"3.70%","3.70%",1.9,23,0.8,"0","30.40%",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",4,9,"0.00%",4,5,1,"0.00%",5,3,0,0,0,"0.00%",9,9,1,0,0,"FCS",179,NA,179
"Myles Amey","SO UTAH",69,42.15,"C","ED",2026,"Big Sky",70.8,64.5,70,NA,0,1,2,1,0,0,1,2,0,0,0,1,0,1,0,0,0,4,1,43,"4.70%","4.70%",3.5,26,1,"3.90%","3.90%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,4,"20.00%",1,1,1,"0.00%",2,1,0,1,0,"50.00%",5,5,0,0,1,"FCS",42,NA,42
"Malcolm Jefferies","DELWARE ST",38,41.93,"C","ED",2026,"MEAC",60,60.7,69.6,60,0,1,1,0,0,0,1,1,2,0,0,0,0,1,0,0,0,2,3,13,"23.10%","7.70%",3.9,25,-5,"8.00%","8.00%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,"50.00%",1,1,1,"33.30%",1,1,1,0,0,"100%",4,4,0,0,1,"FCS",31,NA,31
"Donovan Moyer","MORGAN ST",40,41.91,"C","ED",2026,"MEAC",72.9,61.4,68.5,66.5,0,0,1,0,0,1,1,2,2,0,0,0,0,0,0,0,0,1,0,23,"17.40%","8.70%",4.3,16,0,"0","0",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",9,1,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",1,1,0,1,0,"FCS",300,NA,300
"Jamesly Jean Louis","W ILLINOIS",24,41.89,"C","ED",2026,"Big South - OVC Football Association",67.3,66.9,61.9,NA,0,0,2,1,0,1,0,2,0,0,0,0,0,1,0,2,0,1,1,12,"0","16.70%",12.5,12,0,"8.30%","16.70%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2,"0.00%",0,1,1,"0.00%",1,0,0,1,0,"0.00%",2,2,0,0,0,"FCS",284,NA,284
"Khalid Moore","SE LA",51,41.56,"C","ED",2026,"Southland",73.1,75.8,60.9,60.6,1,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,5,1,21,"4.80%","0.00%",0,28,2.2,"3.60%","28.60%",1,2,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",45,5,"16.70%",0,4,1,"16.70%",5,0,1,0,0,"0.00%",5,6,0,0,0,"FCS",40,NA,40
"Malaki Dobbins","FURMAN",21,40.88,"C","ED",2026,"Southern",68.1,65.7,64.7,60,0,0,3,1,0,0,0,1,0,0,0,0,0,2,0,1,0,4,1,8,"0","0.00%",0,12,1,"8.30%","16.70%",1,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",8,5,"0.00%",0,2,1,"0.00%",3,0,0,1,1,"0.00%",4,5,0,1,0,"FCS",147,NA,147
"Marquis Williams","MERCER",24,40.87,"C","ED",2026,"Southern",78.3,70.7,66.4,60,0,2,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,1,0,14,"14.30%","0.00%",0,10,0,"0","20.00%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16,2,"0.00%",2,0,0,"0.00%",0,2,0,0,0,"0.00%",2,2,0,0,0,"FCS",277,NA,277
"Nico Pate","DUQUESNE",35,40.6,"C","ED",2026,"Northeast",76.2,68.7,NA,75.1,0,4,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,5,4,NA,NA,NA,NA,32,3.83,"12.50%","9.40%",4,3,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"66.70%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,9,"100%",27,10,"9.10%",4,2,1,"9.10%",6,4,1,0,0,"0.00%",11,11,0,0,0,"FCS",15,NA,15
"Trehsyn Fesili","IDAHO ST",51,40.4,"C","ED",2026,"Big Sky",56.6,67.8,61.2,60.5,0,2,3,2,0,0,1,3,1,0,0,0,0,0,0,1,0,2,3,32,"9.40%","9.40%",7.8,17,3,"0","5.90%",0,2,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"0.00%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",0,18,"0.00%",14,5,"0.00%",2,1,0,"0.00%",1,2,0,2,0,"0.00%",5,5,0,0,0,"FCS",307,NA,307
"Derick Simon Jr.","ARKAPB",42,40.3,"C","ED",2026,"SWAC",68.1,62.9,60.9,70.1,0,1,1,1,0,0,1,2,1,0,0,0,0,0,0,2,0,7,2,19,"5.30%","10.50%",7.9,21,5.33,"9.50%","9.50%",2,2,1,"100%",9,9,0,0,0,0,104.2,4.5,0,"0.00%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",9,-1,"0.00%",90,8,"11.10%",1,0,0,"20.00%",3,1,1,1,0,"0.00%",9,9,0,3,0,"FCS",199,NA,199
"Dominic Solano","MONTANA ST",25,40.21,"C","ED",2026,"Big Sky",76.7,69.5,74.1,NA,1,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,9,"22.20%","22.20%",11.1,16,0,"0","12.50%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",60,NA,60
"Jayden Childers","INDIANA ST",40,40.17,"C","ED",2026,"Missouri Valley",62.2,54.7,65.3,62.3,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,1,0,1,1,19,"15.80%","5.30%",2.6,16,0,"6.30%","6.30%",1,5,0,"0.00%",0,0,0,0,0,0,0,0,0,"20.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",37,NA,37
"Malik Denkins","AUSTINPEAY",35,40.1,"C","ED",2026,"United Athletic",63.4,63.8,58.9,60,0,1,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,1,18,"5.60%","5.60%",2.8,17,1.67,"5.90%","5.90%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81,5,"16.70%",1,2,2,"20.00%",3,1,1,0,0,"0.00%",6,6,0,1,0,"FCS",1,NA,1
"Dorian Gates","PRVIEW A&M",21,39.63,"D","ED",2026,"SWAC",71.9,44.7,86.3,NA,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,2,3,13,"7.70%","7.70%",7.7,8,0,"37.50%","0",3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,1,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",1,1,0,0,0,"FCS",26,NA,26
"Okemdi Eze","BUTLER",37,39.36,"D","ED",2026,"Pioneer",62.6,63.1,57.8,61.1,0,0,2,0,0,0,1,1,0,0,0,0,0,2,0,0,0,2,2,17,"5.90%","5.90%",2.9,19,2.25,"10.50%","10.50%",2,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"0.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",11,5,"0.00%",0,2,2,"0.00%",4,0,0,0,0,"0.00%",5,5,0,1,0,"FCS",289,NA,289
"Macray Madruga","UC DAVIS",31,38.57,"D","ED",2026,"Big Sky",73.3,69.2,69.4,60,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,0,12,"8.30%","8.30%",4.2,18,3,"0","5.60%",0,1,0,"0.00%",0,0,0,0,0,0,0,0,0,"100%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",2,2,"0.00%",0,1,1,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",34,NA,34
"Peter Eyabi","INDIANA ST",32,38.36,"D","ED",2026,"Missouri Valley",67.8,66,64.2,NA,1,2,1,0,0,0,2,2,1,0,0,0,0,0,0,0,1,1,1,22,"9.10%","9.10%",4.5,10,4,"10.00%","20.00%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,3,"0.00%",2,1,0,"0.00%",1,2,0,0,0,"0.00%",3,3,0,0,0,"FCS",17,NA,17
"Jake Parrella","S ILLINOIS",41,38.06,"D","ED",2026,"Missouri Valley",70.1,68.8,59.2,61.3,0,1,1,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,1,26,"7.70%","3.90%",1.9,15,-1,"6.70%","13.30%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20,2,"0.00%",1,1,1,"0.00%",1,0,0,0,0,"0.00%",2,2,1,0,0,"FCS",9,NA,9
"Brandon Martin","ROB MORRIS",29,37.77,"D","ED",2026,"Northeast",68,66.1,64.3,NA,0,0,0,0,0,2,3,5,1,0,0,0,0,0,0,2,1,0,1,20,"15.00%","25.00%",12.5,9,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,0,"100%",0,0,0,"0.00%",0,0,0,0,0,"100%",1,1,0,0,1,"FCS",158,NA,158
"Junior Kaufusi","IDAHO ST",36,37.72,"D","ED",2026,"Big Sky",68.4,69.3,62.6,NA,0,0,1,0,0,1,2,3,0,0,0,0,0,1,0,0,0,3,0,26,"11.50%","11.50%",5.8,10,3.67,"0","10.00%",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38,3,"0.00%",0,1,1,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",348,NA,348
"Isaiah Wray","S DAKOTA",52,37.53,"D","ED",2026,"Missouri Valley",60.7,60.1,60.1,62.3,0,3,1,2,0,0,0,2,1,0,0,0,0,0,0,1,0,3,4,31,"6.50%","6.50%",6.5,21,4,"9.50%","9.50%",2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,7,"0.00%",3,1,0,"0.00%",2,2,0,0,0,"0.00%",7,7,1,0,0,"FCS",316,NA,316
"Nate Abbott","IDAHO ST",20,37.41,"D","ED",2026,"Big Sky",69.2,60.5,66.9,NA,0,0,1,1,0,0,0,1,2,0,0,0,0,0,0,0,0,1,0,17,"17.60%","5.90%",5.9,3,0,"0","0",0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,1,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",1,1,0,0,0,"FCS",308,NA,308
