"Name","Team.Name","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"JASON FOWLER","N ILLINOIS",69,23,3,26.38,"D-"
"DAWSON JOHNSON","TULANE",75,25,3,25.78,"D-"
"PRESTON KILGORE","SO MISS",95,31.6666666666667,3,25.56,"D-"
"AVION MCBRIDE","GA STATE",87,29,3,25.05,"D-"
"DILLON HIPP","MO STATE",67,22.3333333333333,3,24.95,"D-"
"DOMINIC TOY","COLO STATE",99,33,3,24.95,"D-"
"CONNER CRAVAACK","AKRON",82,27.3333333333333,3,24.66,"D-"
"TREVOR WILSON","BUFFALO",144,48,3,24.59,"D-"
"BRENDAN LOFTUS","MIAMI OH",32,16,2,24.06,"D-"
"BEN VERGES","COAST CAR",35,17.5,2,23.75,"D-"
"GLEN WEBER","N ILLINOIS",40,20,2,23.31,"D-"
"CALEB RYAN","LIBERTY",34,17,2,23.19,"D-"
"JAMESON SCISSUM","JVILLE ST",76,25.3333333333333,3,23.17,"D-"
"NATE LEVICKI","W MICHIGAN",88,29.3333333333333,3,22.08,"D-"
"BRAYDEN BOCKLER","LA TECH",36,18,2,22.02,"D-"
"EVAN DANGLER","USF",86,28.6666666666667,3,21.97,"D-"
"ISAAC SCHOENFELD","WYOMING",49,16.3333333333333,3,21.65,"D-"
"JERRY LYDIATT","NEW MEX ST",56,28,2,21.55,"D-"
"TY THOMPSON","TULANE",54,27,2,21.26,"D-"
"DEVON TAUAEFA","HAWAII",32,16,2,21.1,"D-"
"NADER CHIRCHI","COLO STATE",111,37,3,20.53,"D-"
"JACKSON FORD","S DIEGO ST",98,32.6666666666667,3,19.73,"F"
"CYRUS ELLISON","COAST CAR",102,34,3,19.62,"F"
"ANDREW METZGER","OHIO",59,19.6666666666667,3,19.47,"F"
"JACKSON WORLEY","TROY",119,59.5,2,19.47,"F"
"DAVIS LANE","RICE",98,49,2,19.36,"F"
"COLLIN REMENOWSKY","UTAH ST",58,19.3333333333333,3,19.01,"F"
"TAYVION GALLOWAY","MIDDLE TN",72,24,3,18.88,"F"
"LUKE CLYBURN","USF",88,29.3333333333333,3,18.61,"F"
"WESLEY CAMPBELL VI","GA STATE",76,25.3333333333333,3,18.44,"F"
"RYDER KUSCH","TEMPLE",78,26,3,17.33,"F"
"WILL SWARTZ","RICE",84,28,3,17.3,"F"
"BEN GRICE","RICE",124,41.3333333333333,3,15.59,"F"
"SCOTT MOORE","DELAWARE",57,19,3,15.09,"F"
"BLANE CLEAVER","BOWL GREEN",65,21.6666666666667,3,14.77,"F"
"GUS MCGEE","CHARLOTTE",76,38,2,14.73,"F"
"MAX MOSEY","RICE",52,17.3333333333333,3,13.56,"F"
"ISAIAH BUTLER-TANNER","UTSA",71,23.6666666666667,3,13.19,"F"
"TY STAMEY","TEXAS ST",94,31.3333333333333,3,12.85,"F"
"RUSTY VANWETZINGA IV","C MICHIGAN",42,21,2,12.48,"F"
"ALEX SCHERLE","BALL ST",91,30.3333333333333,3,12.46,"F"
"GABE MILBOURN","OREGON ST",58,19.3333333333333,3,12.29,"F"
"BRADY RHOADS","CHARLOTTE",30,15,2,12.01,"F"
"TYLER LITTLE","ARK STATE",88,29.3333333333333,3,12,"F"
"REED JESIOLOWSKI","KENNESAW",105,35,3,11.85,"F"
"JAKE FURTNEY","OHIO",73,24.3333333333333,3,11.84,"F"
"RYAN WOLFER","S DIEGO ST",67,22.3333333333333,3,11.84,"F"
"KACHE KAIO","UTAH ST",142,47.3333333333333,3,11.7,"F"
"ZY'AIRE FLETCHER","KENT STATE",38,19,2,11.28,"F"
"MATT BYRNES","UNLV",73,36.5,2,11.21,"F"
"CARTER ECK","NEVADA",45,15,3,10.49,"F"
"CHRIS GACAYAN II","TULSA",70,23.3333333333333,3,9.81,"F"
"JP MIKHAEL","GA SOUTHRN",69,23,3,9.79,"F"
"GRANT MCATEE","TULSA",32,16,2,9.29,"F"
"MATT SMITH","SM HOUSTON",56,18.6666666666667,3,8.93,"F"
"JEWLYEN ROBERTS","TULSA",65,21.6666666666667,3,7.45,"F"
"SIMON MAPA","NEW MEXICO",68,34,2,7.25,"F"
"EZRA BURGESS","ARK STATE",54,18,3,7.21,"F"
"EVAN POTICHER","MIDDLE TN",38,19,2,6.88,"F"
"EMILIANO SOLDEVILLA","LA LAFAYET",62,20.6666666666667,3,6.87,"F"
"JOE STEIN","N ILLINOIS",47,15.6666666666667,3,6.75,"F"
"CARSON SU'ESU'E","NEW MEX ST",46,23,2,6.43,"F"
"ANTONIO FERGUSON","UAB",118,39.3333333333333,3,6.21,"F"
"THATCHER MILLER","JAMES MAD",62,20.6666666666667,3,5.85,"F"
"LUKE TEVIS","TULSA",29,14.5,2,4.01,"F"
"EVERETT HUNTER","S ALABAMA",91,45.5,2,2.54,"F"
