"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","Negative.Rush.Grade.Percentage","Positive.Rush.Grade.Percentage","row_id"
"Jackson Barry","LIUSHAR",60,45.59,"C","LB",2026,"Northeast",54.8,69.3,54.1,46,0,2,2,0,0,0,2,2,0,0,0,0,0,1,0,0,1,4,6,4,"0","25.00%",12.5,31,6,"6.50%","3.20%",2,25,4,"66.70%",45,11.3,0,1,0,0,88.9,1.8,2,"48.00%",0,0,2,4,1,"8.00%","0.00%","16.70%","0.00%",7.5,6,"0.00%",33,5,"28.60%",2,2,1,"0.00%",3,0,0,0,0,"50.00%",7,7,2,0,2,"FCS",47,NA,NA,NA,47
"Kaleb Platz","MERCYHURST",39,45.58,"C","LB",2026,"Northeast",73.6,80.5,55,65.7,0,1,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1,3,0,6,"0","16.70%",8.3,15,1,"0","13.30%",0,18,0,"0.00%",0,0,0,0,0,0,0,0,0,"83.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",24,4,"0.00%",1,2,1,"0.00%",2,1,0,1,0,"0.00%",4,4,0,1,0,"FCS",233,NA,NA,NA,233
"Andrew Osmun","FORDHAM",59,45.56,"C","LB",2026,"Patriot",53.1,77.5,67.1,31.3,0,1,4,1,0,0,1,2,0,0,0,0,0,1,0,0,0,12,4,10,"20.00%","20.00%",15,26,3.2,"3.90%","15.40%",1,23,4,"100%",43,10.8,1,1,0,0,151,1.87,1,"43.50%",0,0,0,3,0,"4.30%","0.00%","25.00%","0.00%",10.8,11.3,"0.00%",12,8,"11.10%",1,3,1,"16.70%",5,0,1,1,0,"0.00%",9,9,1,1,0,"FCS",65,NA,NA,NA,65
"Stefano Montella","BROWN",73,45.3,"C","LB",2026,"Ivy",75.5,73.5,54.3,75.1,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,1,6,"0","0.00%",0,22,4,"0","4.50%",0,45,2,"28.60%",11,5.5,0,0,0,2,39.6,0.24,0,"57.80%",0,0,3,1,2,"0.00%","0.00%","0.00%","0.00%",1.6,6.4,"28.60%",32,7,"12.50%",0,1,0,"0.00%",4,0,0,0,0,"25.00%",8,8,0,3,1,"FCS",100,NA,NA,NA,100
"Elijah Binakonsky","MERCYHURST",32,45.24,"C","LB",2026,"Northeast",63.6,76.2,52.7,58.5,0,0,3,0,0,1,0,1,0,0,0,0,0,1,0,1,0,6,1,7,"0","0.00%",0,10,2.33,"0","10.00%",0,15,1,"100%",17,17,0,1,0,0,118.8,1.13,1,"60.00%",0,0,0,1,0,"6.70%","0.00%","100%","0.00%",17,15,"0.00%",30,5,"0.00%",0,2,1,"0.00%",3,0,0,1,0,"0.00%",5,5,0,2,0,"FCS",145,NA,NA,NA,145
"Boone Morris","ABILENE CH",26,45.02,"C","LB",2026,"United Athletic",75,72.7,57.1,72.6,0,1,2,0,0,0,0,0,0,0,0,0,1,1,0,0,0,2,0,7,"0","0.00%",0,10,0,"0","20.00%",0,9,1,"100%",8,8,0,0,0,0,100,0.89,0,"55.60%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",8,5,"0.00%",23,4,"0.00%",1,1,1,"0.00%",1,1,0,1,0,"0.00%",4,4,0,2,0,"FCS",122,NA,NA,NA,122
"Ian Wall","CORNELL",48,44.99,"C","LB",2026,"Ivy",70.1,74,54.7,62.9,0,5,2,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0,2,5,"0","20.00%",10,26,5,"3.90%","3.90%",1,17,1,"100%",8,8,0,1,0,0,100,0.47,0,"52.90%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",8,5,"0.00%",10,8,"0.00%",5,2,0,"0.00%",2,5,0,0,0,"0.00%",8,8,0,1,0,"FCS",54,NA,NA,NA,54
"Wyatt Ward","WOFFORD",49,44.96,"C","LB",2026,"Southern",70.6,68.6,60,63.9,1,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,3,NA,NA,NA,NA,35,5.57,"8.60%","14.30%",3,14,0,"0.00%",0,0,0,0,0,0,0,0,0,"64.30%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",44,9,"18.20%",2,5,1,"18.20%",7,2,2,0,0,"0.00%",11,11,0,0,0,"FCS",225,NA,NA,NA,225
"Cole Olsztyn","PENN",40,44.84,"C","LB",2026,"Ivy",82.7,72.6,60,81.2,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,5,0,1,"0","0.00%",0,17,4.33,"0","5.90%",0,22,0,"0.00%",0,0,0,0,0,2,39.6,0,0,"86.40%",0,0,0,0,2,"0.00%","0.00%","0.00%","0.00%",0,3,"200%",8,3,"0.00%",0,3,0,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",104,NA,NA,NA,104
"Chris Robinson","TARLETON",43,44.62,"C","LB",2026,"United Athletic",76.9,79,53.8,69.6,0,1,2,0,0,0,0,0,0,0,0,2,1,0,0,0,0,4,2,5,"0","0.00%",0,23,6.75,"4.30%","13.00%",1,15,3,"75.00%",18,6,0,1,0,0,83.3,1.2,0,"53.30%",0,0,0,1,2,"0.00%","0.00%","25.00%","0.00%",4.5,8,"0.00%",43,6,"0.00%",1,1,0,"0.00%",4,1,0,1,0,"0.00%",6,6,0,1,0,"FCS",157,NA,NA,NA,157
"Canaan Williams","AUSTINPEAY",40,44.58,"C","LB",2026,"United Athletic",66.6,68.1,59.1,63.2,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,3,1,"0","0.00%",0,22,2,"9.10%","18.20%",2,17,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"76.50%",0,0,2,0,1,"0.00%","0.00%","0.00%","0.00%",0,4,"50.00%",29,5,"0.00%",1,2,1,"0.00%",3,1,0,0,0,"0.00%",5,5,0,1,0,"FCS",16,NA,NA,NA,16
"Grant Edmond","WAGNER",29,44.5,"C","LB",2026,"Northeast",67,65,NA,66.1,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,NA,NA,NA,NA,10,-1,"10.00%","10.00%",1,19,2,"66.70%",11,5.5,0,1,0,1,72.9,0.58,0,"57.90%",0,2,0,1,1,"0.00%","66.70%","33.30%","0.00%",3.7,4.3,"33.30%",23,3,"0.00%",2,1,1,"0.00%",1,0,0,0,0,"0.00%",3,3,2,0,0,"FCS",283,NA,NA,NA,283
"Oscar Kirch","BUTLER",39,44.19,"C","LB",2026,"Pioneer",71.2,82.1,78.3,52.5,1,2,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,5,2,1,"0","0.00%",0,17,2,"0","23.50%",0,21,3,"100%",13,4.3,0,1,0,0,84.7,0.62,0,"57.10%",0,0,0,2,2,"0.00%","0.00%","33.30%","0.00%",4.3,0.3,"0.00%",10,6,"0.00%",2,1,0,"0.00%",2,2,0,0,0,"0.00%",6,6,0,2,0,"FCS",176,NA,NA,NA,176
"Steve Simpkins Jr.","DARTMOUTH",56,43.97,"C","LB",2026,"Ivy",65.2,63.1,60,65.4,0,3,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,7,5,1,"0","100%",50,43,4.71,"11.60%","2.30%",5,12,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,11,"0.00%",3,2,0,"0.00%",7,3,0,0,0,"0.00%",11,11,0,1,0,"FCS",55,NA,NA,NA,55
"Matthew Sopp","NEW HAMP",65,43.74,"C","LB",2026,"CAA",66.5,59.5,60.9,71.1,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,8,6,6,"16.70%","0.00%",0,39,3.6,"15.40%","10.30%",6,20,2,"66.70%",26,13,0,0,0,0,93.8,1.3,1,"70.00%",0,0,1,0,1,"5.00%","0.00%","0.00%","0.00%",8.7,6,"0.00%",50,9,"10.00%",3,3,0,"11.10%",5,3,1,1,0,"0.00%",10,10,0,1,0,"FCS",185,NA,NA,NA,185
"Jackson Stratton","BUTLER",59,43.32,"C","LB",2026,"Pioneer",70.4,65.5,NA,70.3,0,1,4,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,4,NA,NA,NA,NA,21,4,"0","0",0,38,4,"66.70%",7,1.8,1,1,0,1,109.7,0.18,0,"63.20%",0,0,1,4,5,"0.00%","0.00%","16.70%","0.00%",1.2,2.8,"16.70%",5,5,"28.60%",1,1,0,"0.00%",1,0,0,3,2,"33.30%",7,7,1,3,2,"FCS",67,NA,NA,NA,67
"Derek McCrum","PENN",40,43.28,"C","LB",2026,"Ivy",70.7,65,NA,70.7,0,1,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,2,NA,NA,NA,NA,17,0.5,"11.80%","11.80%",2,23,4,"66.70%",8,2,0,0,0,0,70.1,0.35,0,"87.00%",0,0,2,0,1,"0.00%","0.00%","0.00%","0.00%",1.3,-2.2,"0.00%",14,4,"20.00%",1,2,1,"0.00%",2,1,0,1,0,"0.00%",5,5,0,1,0,"FCS",130,NA,NA,NA,130
"Trace Carter","SE LA",59,42.91,"C","LB",2026,"Southland",55.3,68.8,71.1,47.5,0,2,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,3,5,NA,NA,NA,NA,20,7,"0","0",0,43,3,"75.00%",46,15.3,0,2,0,0,112.5,1.07,2,"48.80%",0.5,0,1,5,1,"4.70%","0.00%","50.00%","0.00%",11.5,13,"0.00%",34,7,"12.50%",2,0,0,"0.00%",1,1,0,1,0,"16.70%",8,8,1,3,1,"FCS",274,NA,NA,NA,274
"Jacob Penney","STF AUSTIN",17,42.89,"C","LB",2026,"Southland",78.6,65.2,NA,77.2,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,NA,NA,NA,NA,10,0,"10.00%","10.00%",1,7,1,"50.00%",6,6,0,0,0,1,56.3,0.86,0,"100%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",3,6,"50.00%",15,2,"0.00%",0,1,1,"0.00%",1,0,0,1,0,"0.00%",2,2,0,1,0,"FCS",272,NA,NA,NA,272
"AJ Benton","CAMPBELL",44,42.85,"C","LB",2026,"CAA",74.8,72.5,57.7,72.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"0","0.00%",0,10,10,"0","0",0,32,1,"100%",5,5,0,0,0,0,87.5,0.16,0,"56.30%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",5,2,"0.00%",7,5,"0.00%",2,0,0,"0.00%",1,1,0,1,0,"0.00%",5,5,1,2,0,"FCS",204,NA,NA,NA,204
"Michael Johnson","CHISTA",62,42.82,"C","LB",2026,"IND (FCS)",74.3,71.9,62.8,69.5,0,1,6,0,0,1,0,1,0,0,0,0,0,0,0,0,1,7,2,7,"0","14.30%",7.1,37,3.75,"2.70%","2.70%",1,18,3,"100%",14,4.7,0,0,0,0,86.1,0.78,0,"61.10%",0,0,0,1,1,"0.00%","0.00%","0.00%","0.00%",4.7,0.7,"0.00%",11,7,"12.50%",1,4,0,"16.70%",4,1,1,2,0,"0.00%",8,8,0,2,0,"FCS",297,NA,NA,NA,297
"Cole Taylor","MONTANA ST",67,42.53,"C","LB",2026,"Big Sky",61.4,61.4,68.2,58.7,1,5,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,8,7,3,"0","0.00%",0,28,7.25,"17.90%","10.70%",5,36,2,"40.00%",12,6,0,1,0,0,47.9,0.33,0,"52.80%",0,0,1,2,2,"0.00%","0.00%","20.00%","0.00%",2.4,3.8,"0.00%",34,11,"8.30%",5,1,0,"0.00%",4,5,0,0,0,"33.30%",12,12,0,2,1,"FCS",86,NA,NA,NA,86
"Jordan Daniel","ALCORN ST",58,42.52,"C","LB",2026,"SWAC",70.3,70.6,62.5,63.7,0,1,2,0,0,0,3,3,2,0,0,0,0,1,0,0,2,6,2,22,"13.60%","13.60%",6.8,30,-0.5,"6.70%","23.30%",2,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",13,4,"20.00%",1,2,1,"25.00%",2,1,1,0,0,"0.00%",5,5,0,1,0,"FCS",293,NA,NA,NA,293
"Dillon Dunathan","ALBANY",41,42.06,"C","LB",2026,"CAA",68.2,68.6,56,64.4,0,2,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,6,5,3,"0","0.00%",0,29,2,"17.20%","17.20%",5,9,2,"100%",5,2.5,0,0,0,0,79.2,0.56,0,"77.80%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",2.5,-4.5,"0.00%",41,8,"0.00%",2,4,1,"0.00%",5,2,0,0,0,"0.00%",8,8,0,1,0,"FCS",88,NA,NA,NA,88
"Ryan McCall","MURRAY ST",48,42.05,"C","LB",2026,"Missouri Valley",58.9,56.4,56.5,62.6,0,1,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,3,6,6,"0","0.00%",0,24,4,"16.70%","4.20%",4,18,2,"66.70%",46,23,0,2,0,1,109.7,2.56,2,"27.80%",0,2,0,2,1,"11.10%","66.70%","66.70%","0.00%",15.3,8.3,"33.30%",7,7,"0.00%",1,2,1,"0.00%",4,1,0,0,0,"0.00%",7,7,0,2,0,"FCS",275,NA,NA,NA,275
"Darius Moore","ABILENE CH",60,42.04,"C","LB",2026,"United Athletic",74.7,65.9,54.9,77.6,0,3,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,4,5,5,"0","0.00%",0,26,4,"11.50%","11.50%",3,29,2,"66.70%",17,8.5,0,1,0,0,81.3,0.59,0,"55.20%",0,0,0,2,1,"0.00%","0.00%","33.30%","0.00%",5.7,-0.7,"0.00%",0,9,"0.00%",3,1,0,"0.00%",2,3,0,1,0,"0.00%",9,9,0,4,0,"FCS",46,NA,NA,NA,46
"Zach Chambers","DUQUESNE",63,42.02,"C","LB",2026,"Northeast",65.5,63.4,55.4,72.3,0,3,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,5,6,"0","0.00%",0,30,5,"10.00%","3.30%",3,26,4,"100%",22,5.5,0,1,0,1,89.6,0.85,0,"53.80%",0,4,0,2,3,"0.00%","100%","25.00%","0.00%",5.5,-5,"25.00%",11,5,"16.70%",3,1,0,"0.00%",1,1,0,1,0,"25.00%",6,6,2,1,1,"FCS",23,NA,NA,NA,23
"Joshua Maxwell","NC CENT",75,42.01,"C","LB",2026,"MEAC",66.2,76.2,67,53.7,0,3,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,6,4,3,"33.30%","0.00%",0,34,2.33,"5.90%","11.80%",2,38,2,"66.70%",9,4.5,1,2,0,0,109.7,0.24,0,"55.30%",0,0,1,2,0,"0.00%","0.00%","66.70%","0.00%",3,0.7,"0.00%",46,9,"10.00%",3,4,0,"10.00%",6,3,1,0,0,"0.00%",10,10,0,0,0,"FCS",302,NA,NA,NA,302
"Tyler Georgs","HOLY CROSS",28,42,"C","LB",2026,"Patriot",68.2,64.2,63.8,64.7,0,1,3,1,0,0,1,2,0,0,0,0,0,1,0,1,1,4,1,6,"0","16.70%",16.7,8,0,"12.50%","25.00%",1,14,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",5,4,"20.00%",1,1,1,"33.30%",1,1,1,2,0,"0.00%",5,5,0,1,0,"FCS",211,NA,NA,NA,211
"Eli Jones","AUSTINPEAY",45,41.99,"C","LB",2026,"United Athletic",59.6,67.4,69.4,50,0,2,3,1,0,0,0,1,0,0,0,0,0,1,0,0,1,4,3,1,"0","0.00%",0,22,2.5,"4.50%","9.10%",1,22,2,"100%",14,7,1,2,0,0,135.4,0.64,0,"63.60%",0,0,0,2,1,"0.00%","0.00%","100%","0.00%",7,6,"0.00%",34,5,"16.70%",2,2,1,"25.00%",2,1,1,1,0,"0.00%",6,6,1,0,0,"FCS",37,NA,NA,NA,37
"Sam Oppenheimer","MAINE",57,41.65,"C","LB",2026,"CAA",59.9,66.2,55,55.6,0,0,5,0,0,0,0,0,0,0,1,0,0,2,0,0,0,9,7,3,"0","0.00%",0,29,3.14,"10.30%","10.30%",3,25,1,"100%",11,11,0,0,1,0,72.9,0.44,0,"48.00%",0,1,0,4,2,"0.00%","100%","0.00%","100%",11,-3,"0.00%",10,9,"10.00%",0,4,1,"0.00%",7,0,0,1,1,"33.30%",10,10,0,2,1,"FCS",167,NA,NA,NA,167
"Shug Bentley","STETSON",54,41.2,"C","LB",2026,"Pioneer",52.3,77.9,55.7,42.3,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,3,"0","0.00%",0,17,4.67,"0","5.90%",0,34,5,"100%",80,16,0,4,0,0,118.8,2.35,3,"41.20%",0,0,0,5,0,"8.80%","0.00%","80.00%","0.00%",16,9.2,"0.00%",41,7,"12.50%",3,1,0,"0.00%",3,0,0,0,0,"20.00%",8,8,3,1,1,"FCS",1,NA,NA,NA,1
"Trooper Price","COLGATE",59,40.64,"C","LB",2026,"Patriot",68.8,61.2,55.6,71.1,0,0,3,0,0,0,1,1,0,0,0,0,0,1,0,0,1,4,2,3,"0","33.30%",16.7,17,6.5,"5.90%","5.90%",1,39,4,"80.00%",36,9,0,1,0,0,96.7,0.92,1,"66.70%",0,0,1,1,2,"2.60%","0.00%","20.00%","0.00%",7.2,7.2,"0.00%",18,5,"0.00%",0,0,0,"0.00%",2,0,0,3,1,"0.00%",5,5,0,3,0,"FCS",64,NA,NA,NA,64
"Markeith Hogan","MERRIMACK",17,40.09,"C","LB",2026,"IND (FCS)",70.2,84.8,57.9,51.4,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,2,"0","0.00%",0,7,1.33,"0","57.10%",0,8,1,"100%",15,15,0,1,0,0,118.8,1.88,1,"50.00%",0,0,0,1,0,"12.50%","0.00%","100%","0.00%",15,6,"0.00%",11,3,"0.00%",0,3,1,"0.00%",3,0,0,0,0,"0.00%",3,3,0,0,0,"FCS",60,NA,NA,NA,60
"AJ Revella","FORDHAM",29,39.76,"D","LB",2026,"Patriot",64.5,81.9,68.2,42.4,0,1,1,0,0,0,1,1,0,0,0,0,1,1,0,0,0,6,3,2,"50.00%","50.00%",25,17,2.67,"5.90%","23.50%",1,10,2,"100%",20,10,0,2,0,0,108.3,2,0,"30.00%",0,0,0,2,0,"0.00%","0.00%","100%","0.00%",10,4.5,"0.00%",27,5,"16.70%",1,1,1,"20.00%",3,1,1,0,0,"0.00%",6,6,0,1,0,"FCS",299,NA,NA,NA,299
"Jes Krcil","S DAK ST",53,39.6,"D","LB",2026,"Missouri Valley",56,77.1,67.6,44.5,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,6,4,3,"33.30%","0.00%",0,17,3.5,"0","11.80%",0,33,7,"100%",70,10,1,5,0,0,147.9,2.12,2,"48.50%",0,0,0,4,0,"6.10%","0.00%","71.40%","0.00%",10,4.1,"0.00%",18,7,"12.50%",0,1,1,"0.00%",2,0,0,0,0,"16.70%",8,8,0,5,1,"FCS",267,NA,NA,NA,267
"Dylan Davis","MORGAN ST",56,39.3,"D","LB",2026,"MEAC",59.2,80.6,59.2,52.6,0,1,2,0,0,0,2,2,0,0,0,0,0,0,0,1,1,6,4,1,"0","0.00%",0,20,2,"5.00%","20.00%",1,35,3,"100%",39,13,0,2,0,0,118.8,1.11,1,"31.40%",0,0,0,3,0,"2.90%","0.00%","66.70%","0.00%",13,4.7,"0.00%",33,10,"0.00%",1,1,0,"0.00%",3,1,0,1,0,"0.00%",10,10,0,6,0,"FCS",254,NA,NA,NA,254
"Mikey D'Amato","CAL POLY",78,39.17,"D","LB",2026,"Big Sky",63,69.3,62.7,54,0,5,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,7,6,6,"16.70%","16.70%",8.3,43,8.67,"7.00%","4.70%",3,29,2,"100%",17,8.5,0,1,0,0,102.1,0.59,0,"24.10%",0,0,0,3,0,"0.00%","0.00%","50.00%","0.00%",8.5,2.5,"0.00%",44,11,"15.40%",5,0,0,"12.50%",3,4,1,0,0,"20.00%",13,13,1,3,1,"FCS",125,NA,NA,NA,125
"Cahari Haynes","GARD-WEBB",37,39.15,"D","LB",2026,"Big South - OVC Football Association",71.3,63,55.3,73.6,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,3,"0","0.00%",0,17,1,"11.80%","5.90%",2,17,2,"100%",8,4,0,0,0,0,83.3,0.47,0,"70.60%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",4,1,"0.00%",24,7,"0.00%",2,1,0,"0.00%",1,1,0,3,0,"0.00%",7,7,1,4,0,"FCS",81,NA,NA,NA,81
"Nai Mose","MONTANA",53,38.95,"D","LB",2026,"Big Sky",48.3,75.3,56.2,31.2,0,3,5,0,0,0,1,1,0,0,0,0,0,1,0,0,1,6,7,3,"0","33.30%",16.7,22,2.83,"9.10%","13.60%",2,28,3,"75.00%",27,9,1,2,0,0,132.3,0.96,0,"39.30%",0,0,0,5,0,"0.00%","0.00%","50.00%","0.00%",6.8,4.8,"0.00%",38,10,"0.00%",3,5,1,"0.00%",6,3,0,0,0,"0.00%",10,10,0,1,0,"FCS",32,NA,NA,NA,32
"Lovell Vereen II","INDIANA ST",30,38.95,"D","LB",2026,"Missouri Valley",62.6,69.3,55.7,59.6,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,1,3,"0","33.30%",16.7,8,6,"0","12.50%",0,19,1,"100%",11,11,0,0,0,0,112.5,0.58,0,"68.40%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",11,9,"0.00%",0,4,"0.00%",2,0,0,"0.00%",1,0,0,0,0,"0.00%",4,4,2,1,0,"FCS",268,NA,NA,NA,268
"Christopher Higgins","WM & MARY",65,38.91,"D","LB",2026,"Patriot",60,57,63.5,61.1,0,1,1,1,0,0,1,2,0,0,0,0,0,1,0,1,1,9,5,6,"0","16.70%",8.3,42,1.67,"9.50%","11.90%",4,17,3,"100%",31,10.3,0,2,0,0,109.7,1.82,1,"52.90%",0,0,0,1,1,"5.90%","0.00%","66.70%","0.00%",10.3,7.3,"0.00%",34,8,"20.00%",1,1,1,"33.30%",3,1,2,0,0,"0.00%",10,10,0,3,0,"FCS",223,NA,NA,NA,223
"Kristian Ozane","CHATTNOOGA",34,38.87,"D","LB",2026,"Southern",71.5,74.1,NA,65.5,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,1,NA,NA,NA,NA,13,4.33,"0","7.70%",0,21,1,"100%",7,7,0,0,0,0,95.8,0.33,0,"71.40%",0,0,0,1,1,"0.00%","0.00%","0.00%","0.00%",7,6,"0.00%",2,6,"14.30%",2,1,0,"0.00%",3,1,0,1,0,"33.30%",7,7,1,1,1,"FCS",74,NA,NA,NA,74
"Demontrae Gaston","Argonauts",53,38.85,"D","LB",2026,"United Athletic",68.5,79.4,51.4,58.7,0,0,3,0,0,1,1,2,0,0,0,0,0,1,0,0,1,5,2,11,"9.10%","18.20%",9.1,29,3.6,"0","13.80%",0,13,0,"0.00%",0,0,0,0,0,0,0,0,0,"84.60%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",17,5,"28.60%",0,3,1,"0.00%",5,0,0,0,0,"100%",7,7,0,0,2,"FCS",166,NA,NA,NA,166
"Roddrick Roberts","TARLETON",27,38.74,"D","LB",2026,"United Athletic",75.7,71.8,57.5,71.7,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,"0","0.00%",0,9,8,"0","0",0,16,2,"100%",16,8,0,0,0,0,100,1,0,"68.80%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",8,0,"0.00%",32,5,"0.00%",2,0,0,"0.00%",1,2,0,1,0,"0.00%",5,5,0,2,0,"FCS",241,NA,NA,NA,241
"Micah Markley","VALPO",29,38.7,"D","LB",2026,"Pioneer",66.8,76.3,64.9,50.5,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,1,1,"100%","0.00%",0,17,-2.5,"0","5.90%",0,11,0,"0.00%",0,0,0,0,0,0,0,0,0,"45.50%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",41,4,"0.00%",2,2,1,"0.00%",2,2,0,0,0,"0.00%",4,4,0,0,0,"FCS",238,NA,NA,NA,238
"Jaydyn Johnson","TOWSON",37,38.64,"D","LB",2026,"CAA",65.5,65.1,56.7,63.6,0,0,3,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,2,2,"0","0.00%",0,22,2.25,"9.10%","18.20%",2,13,0,"0.00%",0,0,0,0,0,0,0,0,0,"61.50%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",8,4,"33.30%",0,3,2,"33.30%",4,0,2,0,0,"0.00%",6,6,0,0,0,"FCS",10,NA,NA,NA,10
"Arturo Mattocks","MORGAN ST",46,38.64,"D","LB",2026,"MEAC",53.9,69.3,56.7,49.6,0,2,1,0,0,1,1,2,0,0,0,0,0,1,0,0,2,1,4,3,"0","33.30%",16.7,8,0,"25.00%","37.50%",2,35,4,"80.00%",59,14.8,0,1,0,0,115.8,1.69,1,"42.90%",0,0,1,2,0,"2.90%","0.00%","20.00%","0.00%",11.8,6.6,"0.00%",0,5,"16.70%",2,1,1,"25.00%",1,2,1,0,0,"0.00%",6,6,0,2,0,"FCS",48,NA,NA,NA,48
