"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","Negative.Rush.Grade.Percentage","Positive.Rush.Grade.Percentage","row_id"
"Joey Holliday","PENN",28,25.32,"D","LB",2026,"Ivy",60.4,62.5,57.2,NA,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,16,"6.30%","6.30%",3.1,12,4,"8.30%","8.30%",1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,"0.00%",0,2,0,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",103,NA,NA,NA,103
"Daimon Jacobs","SACR HEART",42,25.3,"D","LB",2026,"CAA",63.2,56.3,54.8,67.7,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,2,1,4,"0","25.00%",12.5,20,0,"5.00%","5.00%",1,18,2,"66.70%",14,7,0,0,0,0,77.1,0.78,0,"66.70%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",4.7,1.3,"0.00%",4,3,"25.00%",1,0,0,"50.00%",0,1,1,0,0,"0.00%",4,4,0,2,0,"FCS",96,NA,NA,NA,96
"Luke Hansen","UTAHTC",24,25.14,"D","LB",2026,"Big Sky",65.3,52,NA,73,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,3,NA,NA,NA,NA,12,3.33,"25.00%","25.00%",3,12,1,"100%",9,9,0,0,0,0,104.2,0.75,0,"33.30%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",9,-4,"0.00%",18,5,"28.60%",1,0,0,"40.00%",3,0,2,1,0,"0.00%",7,7,1,1,0,"FCS",271,NA,NA,NA,271
"Makai Young","MERRIMACK",21,25.04,"D","LB",2026,"IND (FCS)",66.1,66.7,57.6,63.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,"0","0.00%",0,11,8,"0","0",0,7,0,"0.00%",0,0,0,0,0,0,0,0,0,"28.60%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",43,1,"0.00%",0,0,0,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",151,NA,NA,NA,151
"Jack Butler","CAMPBELL",20,24.93,"D","LB",2026,"CAA",48.5,60,58,48.5,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,2,"0","0.00%",0,1,0,"0","0",0,17,2,"50.00%",26,13,0,1,0,0,70.8,1.53,0,"58.80%",0,0,2,3,1,"0.00%","0.00%","25.00%","0.00%",6.5,7.8,"0.00%",24,4,"0.00%",0,0,0,"0.00%",0,0,0,2,1,"0.00%",4,4,0,4,0,"FCS",287,NA,NA,NA,287
"LJ Roberts","E WASHGTON",38,24.87,"D","LB",2026,"Big Sky",60.4,63.7,53.3,61,0,0,1,0,0,0,2,2,0,0,0,0,0,0,0,1,0,2,2,5,"20.00%","20.00%",10,11,0,"0","0",0,22,1,"100%",28,28,0,1,0,0,118.8,1.27,1,"36.40%",0,0,0,2,1,"4.50%","0.00%","100%","0.00%",28,11,"0.00%",10,1,"50.00%",0,0,0,"0.00%",0,0,0,1,0,"50.00%",2,2,0,1,1,"FCS",126,NA,NA,NA,126
"Jordan Johnson","GEORGETOWN",22,24.84,"D","LB",2026,"Patriot",58.5,53.1,56.7,64.2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,"0","0.00%",0,7,4,"28.60%","0",2,12,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"33.30%",0,0,2,0,0,"0.00%","0.00%","0.00%","0.00%",0,1,"0.00%",54,2,"0.00%",1,1,0,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",230,NA,NA,NA,230
"Santana Miller","ABILENE CH",32,24.61,"D","LB",2026,"United Athletic",56.2,54.8,57,59,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,2,3,3,"0","0.00%",0,13,0,"15.40%","0",2,16,1,"100%",2,2,0,0,0,0,79.2,0.13,0,"62.50%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",2,1,"0.00%",32,2,"0.00%",2,0,0,"0.00%",0,1,0,0,0,"0.00%",2,2,1,0,0,"FCS",292,NA,NA,NA,292
"Stephen Henderson","YNGTOWN ST",18,24.58,"D","LB",2026,"Missouri Valley",62.8,62.1,59.3,62.2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,"0","0.00%",0,11,7,"9.10%","0",1,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"66.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",23,2,"0.00%",0,1,0,"0.00%",2,0,0,0,0,"0.00%",2,2,0,0,0,"FCS",131,NA,NA,NA,131
"Logan McCloud","WOFFORD",45,24.44,"D","LB",2026,"Southern",56.7,58.7,59.6,56,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,1,"0","0.00%",0,31,5,"9.70%","0",3,13,1,"100%",24,24,0,1,0,0,118.8,1.85,1,"69.20%",0,0,0,1,0,"7.70%","0.00%","100%","0.00%",24,12,"0.00%",41,2,"0.00%",0,1,0,"0.00%",1,0,0,1,0,"0.00%",2,2,0,1,0,"FCS",224,NA,NA,NA,224
"Chase Martin","CAL POLY",36,24.38,"D","LB",2026,"Big Sky",58.5,60.8,72.6,51,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,4,"25.00%","0.00%",0,21,3.5,"4.80%","4.80%",1,11,1,"100%",11,11,0,1,0,0,112.5,1,0,"27.30%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",11,6,"0.00%",22,3,"0.00%",1,1,0,"0.00%",2,1,0,0,0,"0.00%",3,3,0,0,0,"FCS",85,NA,NA,NA,85
"Terien George","NC A&T",15,24.27,"D","LB",2026,"CAA",69.2,70.6,57.8,63.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,"0","0.00%",0,5,0,"0","20.00%",0,8,1,"100%",0,0,0,0,0,0,79.2,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,1,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",1,1,0,0,0,"FCS",115,NA,NA,NA,115
"Joel Mireles","GEORGETOWN",17,24.21,"D","LB",2026,"Patriot",71.5,62.6,55.6,72,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,"0","0.00%",0,5,0,"0","0",0,9,1,"100%",3,3,0,0,0,0,79.2,0.33,0,"66.70%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",3,-2,"0.00%",21,1,"0.00%",0,0,0,"0.00%",0,0,0,1,0,"0.00%",1,1,0,1,0,"FCS",180,NA,NA,NA,180
"Blue Monroe","W CAROLINA",27,24.03,"D","LB",2026,"Southern",60.5,52.9,60,65.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,1,"0","0.00%",0,11,2.5,"27.30%","9.10%",3,15,0,"0.00%",0,0,0,0,0,0,0,0,0,"40.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",0,3,"40.00%",0,1,1,"50.00%",2,0,2,0,0,"0.00%",5,5,0,1,0,"FCS",27,NA,NA,NA,27
"Jacorey Jones","CENT ARK",19,23.72,"D","LB",2026,"United Athletic",64,68.5,60,54.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,1,"0","0.00%",0,15,23,"6.70%","20.00%",1,3,1,"100%",3,3,0,0,0,0,79.2,1,0,"66.70%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",3,-6,"0.00%",17,1,"50.00%",0,0,0,"0.00%",1,0,0,0,0,"100%",2,2,0,0,1,"FCS",206,NA,NA,NA,206
"Anthony Ottinot","BRYANT",55,23.49,"D","LB",2026,"CAA",56,48.4,53.9,65.8,0,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,5,7,"0","0.00%",0,24,4.5,"16.70%","4.20%",4,24,2,"66.70%",17,8.5,0,1,0,1,81.3,0.71,0,"58.30%",0,0,0,1,1,"0.00%","0.00%","33.30%","0.00%",5.7,5,"33.30%",53,4,"0.00%",2,1,0,"0.00%",2,2,0,0,0,"0.00%",4,4,0,0,0,"FCS",203,NA,NA,NA,203
"Jack Leuthe","SACR HEART",43,23.33,"D","LB",2026,"CAA",54.2,63.6,55.4,48.2,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,6,4,6,"0","0.00%",0,21,5.5,"9.50%","4.80%",2,16,2,"100%",35,17.5,0,1,0,0,118.8,2.19,1,"62.50%",0,0,0,2,0,"6.30%","0.00%","50.00%","0.00%",17.5,12.5,"0.00%",32,5,"16.70%",0,2,0,"20.00%",4,0,1,0,0,"0.00%",6,6,0,1,0,"FCS",219,NA,NA,NA,219
"Gage Hinkley","RHODE ISLD",19,23.15,"D","LB",2026,"CAA",64.2,60.5,NA,60,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,18,0,"11.10%","0",2,1,0,"0.00%",0,0,0,0,0,1,39.6,0,0,"100%",0,0,0,0,1,"0.00%","0.00%","0.00%","0.00%",0,6,"100%",55,1,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",1,1,0,0,0,"FCS",191,NA,NA,NA,191
"Chris Glover","PRESBYTERN",31,23.14,"D","LB",2026,"Pioneer",62.7,61.7,57.2,63.4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,4,"0","0.00%",0,17,1,"17.60%","11.80%",3,10,0,"0.00%",0,0,0,0,0,0,0,0,0,"50.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",36,2,"0.00%",1,1,0,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",300,NA,NA,NA,300
"Moses Meus","RHODE ISLD",59,22.77,"D","LB",2026,"CAA",57.5,51.9,55.4,67.1,0,0,3,0,0,0,1,1,0,0,0,0,0,0,0,0,1,8,5,5,"0","20.00%",10,39,5,"12.80%","2.60%",5,15,1,"100%",7,7,0,0,0,0,95.8,0.47,0,"46.70%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",7,5,"0.00%",7,8,"27.30%",0,3,0,"33.30%",6,0,3,0,0,"0.00%",10,11,0,2,0,"FCS",79,NA,NA,NA,79
"Sam Jackson","CENT ARK",16,22.76,"D","LB",2026,"United Athletic",53.1,59.4,NA,51.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,13,6,"7.70%","7.70%",1,3,1,"100%",15,15,0,1,0,0,118.8,5,1,"66.70%",0,0,0,1,1,"33.30%","0.00%","100%","0.00%",15,0,"0.00%",28,3,"0.00%",1,0,0,"0.00%",1,1,0,1,0,"0.00%",3,3,0,1,0,"FCS",270,NA,NA,NA,270
"Carston Marshall","YNGTOWN ST",20,22.7,"D","LB",2026,"Missouri Valley",67.1,66.3,59.4,63.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,"0","0.00%",0,11,0,"0","0",0,8,0,"0.00%",0,0,0,0,0,0,0,0,0,"37.50%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",5,1,"0.00%",0,0,0,"0.00%",0,0,0,0,0,"0.00%",1,1,0,1,0,"FCS",8,NA,NA,NA,8
"Damon Narcisse","GEORGETOWN",23,22.58,"D","LB",2026,"Patriot",52.3,63.2,57.9,48.6,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,3,"0","0.00%",0,8,0,"0","0",0,12,2,"100%",23,11.5,1,2,0,0,154.2,1.92,0,"58.30%",0,0,0,2,0,"0.00%","0.00%","100%","0.00%",11.5,3.5,"0.00%",6,2,"0.00%",2,0,0,"0.00%",0,1,0,0,0,"0.00%",2,2,1,0,0,"FCS",134,NA,NA,NA,134
"DJ Griffith","INDIANA ST",22,22.57,"D","LB",2026,"Missouri Valley",60.9,67.6,60,57,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,"0","0.00%",0,8,0,"0","0",0,13,1,"100%",13,13,0,1,0,0,118.8,1,0,"53.80%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",13,5,"0.00%",15,2,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",2,2,0,1,0,"FCS",26,NA,NA,NA,26
"Danny Inglis","YNGTOWN ST",33,22.24,"D","LB",2026,"Missouri Valley",54.7,52.1,56.5,62.2,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,3,4,"0","0.00%",0,21,1.5,"14.30%","9.50%",3,8,0,"0.00%",0,0,0,0,0,0,0,0,0,"25.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",13,2,"33.30%",0,2,1,"33.30%",2,0,1,0,0,"0.00%",3,3,0,0,0,"FCS",124,NA,NA,NA,124
"Tanner Williams","MONTANA",61,22.15,"D","LB",2026,"Big Sky",44.4,56.3,55.2,42.7,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,10,4,"0","0.00%",0,23,3,"21.70%","13.00%",5,34,5,"83.30%",74,14.8,0,3,0,0,118.1,2.18,2,"41.20%",0,0,0,5,0,"5.90%","0.00%","50.00%","0.00%",12.3,4.3,"0.00%",31,7,"22.20%",3,1,0,"25.00%",1,2,1,2,0,"20.00%",9,9,1,3,1,"FCS",169,NA,NA,NA,169
"Chris Williams","SACR HEART",23,22.06,"D","LB",2026,"CAA",62.9,72.8,58,50.6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,3,"0","0.00%",0,13,7.25,"0","0",0,7,1,"100%",-2,-2,0,0,0,0,79.2,-0.29,0,"57.10%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",-2,-2,"0.00%",7,5,"16.70%",1,1,0,"0.00%",4,1,0,0,0,"100%",6,6,0,0,1,"FCS",196,NA,NA,NA,196
"Broderick Washington","MERCYHURST",25,21.94,"D","LB",2026,"Northeast",64.9,62,NA,64.7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,NA,NA,NA,NA,16,1,"6.30%","0",1,9,1,"100%",0,0,0,0,0,0,79.2,0,0,"77.80%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,-4,"0.00%",28,2,"0.00%",1,0,0,"0.00%",1,1,0,0,0,"0.00%",2,2,0,0,0,"FCS",147,NA,NA,NA,147
"Jadon Ducos","HOUCHR",16,21.77,"D","LB",2026,"Southland",58.7,54.4,NA,63.8,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,8,3.5,"25.00%","12.50%",2,8,0,"0.00%",0,0,0,0,0,0,0,0,0,"75.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",23,4,"20.00%",1,1,0,"25.00%",2,1,1,1,0,"0.00%",5,5,0,1,0,"FCS",212,NA,NA,NA,212
"Will Claude","MERRIMACK",41,21.54,"D","LB",2026,"IND (FCS)",51.6,40.6,67.1,56.9,0,1,1,1,0,1,0,2,0,0,0,0,0,0,0,2,0,5,5,10,"0","10.00%",10,14,8,"28.60%","0",4,17,2,"100%",11,5.5,0,1,0,0,89.6,0.65,0,"47.10%",0,0,0,1,1,"0.00%","0.00%","50.00%","0.00%",5.5,1.5,"0.00%",15,4,"33.30%",1,0,0,"33.30%",1,1,1,1,0,"33.30%",6,6,0,1,1,"FCS",172,NA,NA,NA,172
"Keith Charney","AUSTINPEAY",26,21.52,"D","LB",2026,"United Athletic",56.6,67.1,58.2,52.2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,2,"0","0.00%",0,10,0,"0","0",0,14,1,"100%",25,25,0,0,0,0,118.8,1.79,1,"71.40%",0,0,0,1,0,"7.10%","0.00%","0.00%","0.00%",25,-6,"0.00%",23,2,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",2,2,0,1,0,"FCS",148,NA,NA,NA,148
"Tim Hays","SAN DIEGO",49,21.48,"D","LB",2026,"Pioneer",56,56.3,51.8,61.7,0,3,1,0,0,0,1,1,1,0,0,0,0,0,0,0,1,4,8,7,"14.30%","14.30%",7.1,26,3,"19.20%","23.10%",5,16,1,"100%",6,6,0,0,0,0,91.7,0.38,0,"56.30%",0,0,0,2,1,"0.00%","0.00%","0.00%","0.00%",6,1,"0.00%",42,5,"44.40%",3,1,0,"20.00%",2,2,1,0,0,"75.00%",9,9,1,0,3,"FCS",35,NA,NA,NA,35
"Luke Williams","TXAMEA",23,21.42,"D","LB",2026,"Southland",60.9,57.4,59.5,63.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,"0","0.00%",0,11,0,"9.10%","0",1,10,0,"0.00%",0,0,0,0,0,0,0,0,0,"70.00%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"FCS",45,NA,NA,NA,45
"Stefan Ponder","TENN MARTN",23,21.16,"D","LB",2026,"Big South - OVC Football Association",64.6,62.5,60,64,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,1,"0","0.00%",0,15,3,"6.70%","6.70%",1,7,0,"0.00%",0,0,0,0,0,0,0,0,0,"42.90%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",32,2,"33.30%",0,1,0,"50.00%",1,0,1,0,0,"0.00%",3,3,0,1,0,"FCS",107,NA,NA,NA,107
"Jaheim Lowe","TXAMEA",19,21.14,"D","LB",2026,"Southland",58.5,69.5,55.7,51.8,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,2,1,5,"0","20.00%",10,9,2,"0","11.10%",0,5,1,"100%",6,6,0,0,0,0,91.7,1.2,0,"20.00%",0,0,0,1,0,"0.00%","0.00%","0.00%","0.00%",6,-1,"0.00%",10,2,"0.00%",0,1,0,"0.00%",1,0,0,0,0,"0.00%",2,2,0,1,0,"FCS",5,NA,NA,NA,5
"John Powers","N IOWA",35,20.97,"D","LB",2026,"Missouri Valley",42.2,43.9,56.9,50.1,0,1,2,0,0,1,0,1,0,0,0,0,0,0,0,0,1,3,6,2,"0","50.00%",25,18,13.5,"22.20%","5.60%",4,15,2,"100%",29,14.5,0,1,0,0,118.8,1.93,1,"26.70%",0,0,0,2,0,"6.70%","0.00%","50.00%","0.00%",14.5,5.5,"0.00%",33,6,"33.30%",1,2,0,"33.30%",4,0,2,0,0,"33.30%",9,9,1,1,1,"FCS",59,NA,NA,NA,59
"Ryan Geary","BRYANT",29,20.97,"D","LB",2026,"CAA",55.8,50.8,NA,63.5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,NA,NA,NA,NA,18,0,"16.70%","0",3,11,1,"50.00%",5,5,0,0,0,0,56.3,0.45,0,"63.60%",0,0,1,0,0,"0.00%","0.00%","0.00%","0.00%",2.5,0.5,"0.00%",59,2,"0.00%",2,0,0,"0.00%",0,2,0,0,0,"0.00%",2,2,0,0,0,"FCS",188,NA,NA,NA,188
"Brock Feinberg","PRESBYTERN",18,20.59,"D","LB",2026,"Pioneer",61.4,49.8,66.8,65.3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,3,"33.30%","0.00%",0,8,0,"25.00%","0",2,7,0,"0.00%",0,0,0,0,0,0,39.6,0,0,"71.40%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,4,"0.00%",31,1,"0.00%",0,0,0,"0.00%",0,0,0,0,0,"0.00%",1,1,0,1,0,"FCS",301,NA,NA,NA,301
"Caden Henritzy","STHLSK",45,20.55,"D","LB",2026,"Northeast",46.1,39.7,56.6,56.4,0,0,2,0,0,0,2,2,0,0,0,0,0,1,0,1,0,4,8,4,"25.00%","25.00%",12.5,20,1.5,"25.00%","5.00%",5,21,2,"100%",15,7.5,0,0,0,0,97.9,0.71,0,"66.70%",0,0,0,3,0,"0.00%","0.00%","0.00%","0.00%",7.5,4.5,"0.00%",11,5,"28.60%",0,1,1,"0.00%",2,0,0,1,0,"40.00%",6,7,0,3,2,"FCS",195,NA,NA,NA,195
"Bo Draheim","CORNELL",23,20.53,"D","LB",2026,"Ivy",53.5,59.2,57.8,52.1,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,2,"0","0.00%",0,14,4,"21.40%","14.30%",3,7,1,"100%",11,11,0,1,0,0,112.5,1.57,0,"71.40%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",11,11,"0.00%",37,3,"40.00%",2,1,0,"50.00%",1,1,2,0,0,"0.00%",5,5,1,0,0,"FCS",207,NA,NA,NA,207
"Vincent Bertone","WAGNER",20,20.07,"D","LB",2026,"Northeast",45.3,63.8,NA,41.8,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,NA,NA,NA,NA,7,0,"0","0",0,13,2,"100%",85,42.5,1,1,0,0,158.3,6.54,1,"15.40%",0,2,0,3,0,"7.70%","100%","50.00%","0.00%",42.5,-3,"0.00%",40,2,"33.30%",1,0,0,"0.00%",0,1,0,0,0,"50.00%",3,3,0,1,1,"FCS",137,NA,NA,NA,137
"Jerrium Berry Jr.","MERRIMACK",32,20.05,"D","LB",2026,"IND (FCS)",50.9,54.2,55.5,63.6,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,4,5,"0","0.00%",0,15,2,"20.00%","6.70%",3,12,1,"100%",13,13,0,1,0,0,118.8,1.08,0,"41.70%",0,0,0,1,0,"0.00%","0.00%","100%","0.00%",13,-4,"0.00%",13,1,"0.00%",0,1,0,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",253,NA,NA,NA,253
"Noah Carpenter","MAINE",38,19.95,"F","LB",2026,"CAA",47.4,57.9,53.7,46.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,4,6,"0","0.00%",0,15,6.5,"13.30%","0",2,17,2,"100%",45,22.5,0,1,0,0,118.8,2.65,1,"52.90%",0,2,0,2,0,"5.90%","100%","50.00%","0.00%",22.5,6.5,"0.00%",7,4,"0.00%",0,0,0,"0.00%",2,0,0,0,0,"0.00%",4,4,0,2,0,"FCS",127,NA,NA,NA,127
"Luke Miller","DUQUESNE",66,19.83,"F","LB",2026,"Northeast",51.7,28.7,62.4,72.7,0,0,4,0,0,0,1,1,0,0,0,0,0,0,0,0,0,5,10,4,"0","0.00%",0,33,4.75,"30.30%","9.10%",10,28,2,"100%",8,4,0,0,0,0,83.3,0.29,0,"42.90%",0,2,0,0,2,"0.00%","100%","0.00%","0.00%",4,-1,"0.00%",55,7,"12.50%",0,3,0,"20.00%",4,0,1,1,0,"0.00%",8,8,0,3,0,"FCS",114,NA,NA,NA,114
"Josiah Stuard","HOUCHR",17,19.68,"F","LB",2026,"Southland",60.5,55.3,NA,64.1,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,1,0,3,2,NA,NA,NA,NA,10,2,"20.00%","20.00%",2,7,1,"100%",4,4,0,0,0,0,83.3,0.57,0,"42.90%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",4,-5,"0.00%",31,2,"33.30%",0,2,0,"33.30%",2,0,1,0,0,"0.00%",3,3,0,0,0,"FCS",156,NA,NA,NA,156
"Jalyn Turner","PRESBYTERN",54,19.59,"F","LB",2026,"Pioneer",52.5,38.2,53.3,67.1,0,1,1,0,0,0,1,1,0,1,0,0,0,1,0,1,0,1,6,8,"0","0.00%",0,23,0,"17.40%","4.30%",4,23,3,"100%",28,9.3,0,2,0,1,105.6,1.22,0,"43.50%",0,0,0,2,2,"0.00%","0.00%","66.70%","0.00%",9.3,4,"33.30%",3,3,"0.00%",1,0,0,"0.00%",0,1,0,1,1,"0.00%",3,3,0,2,0,"FCS",108,NA,NA,NA,108
"Noble Young-Blackgoat","N ARIZONA",29,19.38,"F","LB",2026,"Big Sky",49.6,54.4,56.9,51.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,"0","0.00%",0,11,7,"9.10%","0",1,15,3,"75.00%",29,9.7,1,1,0,0,134.4,1.93,1,"66.70%",0,0,1,1,0,"6.70%","0.00%","25.00%","0.00%",7.3,-0.3,"0.00%",16,1,"0.00%",0,0,0,"0.00%",1,0,0,0,0,"0.00%",1,1,0,0,0,"FCS",255,NA,NA,NA,255
"Eli Durden","STETSON",19,19.14,"F","LB",2026,"Pioneer",56,55.1,54.7,64.1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,1,1,9,"0","11.10%",5.6,4,0,"25.00%","0",1,6,0,"0.00%",0,0,0,0,0,0,0,0,0,"33.30%",0,0,0,0,0,"0.00%","0.00%","0.00%","0.00%",0,0,"0.00%",14,1,"0.00%",0,0,0,"0.00%",0,0,0,0,0,"0.00%",1,1,0,1,0,"FCS",116,NA,NA,NA,116
"Cole Hughes","LEHIGH",51,18.56,"F","LB",2026,"Patriot",54.2,62.1,55.1,52.4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,3,"0","0.00%",0,22,0,"9.10%","9.10%",2,26,2,"66.70%",13,6.5,0,0,0,0,75.7,0.5,0,"46.20%",0,0,1,2,0,"0.00%","0.00%","0.00%","0.00%",4.3,6,"0.00%",6,1,"0.00%",1,0,0,"0.00%",0,1,0,0,0,"0.00%",1,1,0,0,0,"FCS",135,NA,NA,NA,135
