"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Interception","Assist.Tackles.on.Run.Plays","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Average.Depth.of.Target.per.Coverage","Average.Depth.of.Tackle","Yards.per.Reception.Allowed","Pass.Stop","Lined.up.in.Press.Coverage","Drops...Off.Targets.Receptions.Forced","Missed.Tackles.on.Run.Plays","Assist.on.Pass.Plays","Pass.Break.Up","Run.Tackle.for.Losss.or.No.Gain","Plays.of.15..Yards.Allowed","Unblocked.Pass.Rush","Pass.Rush.Productivity","Missed.Tackles.on.Pass.Plays","Forced.Fumble","Touchdowns.Allowed","Pass.Tackle.for.Loss.or.No.Gain","Pursuit.Pressure","Hits","Dropped.Int","Sacks","Beaten.Defender","Fumble.Recovery","Batted.Passes","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Hurries","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage"
"CAM DOOLEY","FLORIDA",21,35.57,"D",64.8,64.4,61.8,NA,NA,0,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"ANQUON FEGANS","AUBURN",24,35.56,"D",56.2,55.1,60.3,NA,NA,0,0,0,NA,39.6,0,22,0,0,NA,NA,0,NA,NA,1,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA
"BRAYLON JOHNSON","WAKE",66,35.47,"D",58.9,61.5,50.3,58.2,7,1,2,0,0,91.7,1.29,3.1,0,7.7,2,NA,1,0,1,1,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,1,5,4,1,7,0.778,54,2,1,0,0,0.024,0,0.222,0,6,0.111,0,0.222
"RONNIE ROYAL III","NC STATE",18,35.43,"D",64.7,64.9,60,NA,NA,0,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"ELIJAH DOTSON","MISSOURI",35,34.81,"D",63.1,58.4,70.4,59.2,4,2,2,0,2,112.5,0.48,7,3.5,11,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,2,0,0,0,2,1,1,0,1,1,11,0,0,0,1,0,1,0,0,11,0,0,1
"KAMARI WILSON","W VIRGINIA",37,34.72,"D",64.6,61.9,69.1,57.3,3,0,1,0,0,89.6,0.61,5,-1,5.5,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,1,0,2,1,11,1,0,0,0,0,0,0.5,0,5.5,0,0,0
"KOBE BLACK","TEXAS",40,34.72,"D",59,60.3,56.5,NA,4,0,0,0,0,0,0,0,7,0,0,NA,0,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0
"JOHNSLEY BARBAS","HOUSTON",15,34.54,"D",63.4,63.1,60.9,NA,NA,0,0,0,NA,0,0,0,0,0,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"DJ COLEMAN","FLORIDA",34,34.53,"D",61.1,60.4,60.5,NA,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"JAVION BUTTS","N CAROLINA",18,34.35,"D",64.1,63,62.3,NA,1,0,1,0,0,56.3,0.2,-0.5,0,2,1,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,2,0,0,0,1,0,0.5,0,0,1,0,0,0
"QUENTIN REDDISH","VA TECH",42,34.07,"D",63.7,67.9,51.2,NA,3,0,1,0,0,108.3,0.4,5,11,10,1,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,10,0,0,0,0,0,0,0,0,10,0,0,0
"JALEN GILBERT","VANDERBILT",24,34.04,"D",64.3,65.1,60,57.5,NA,0,0,0,NA,39.6,0,4,0,0,NA,NA,0,NA,NA,0,NA,0,0,0,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"TYREN POLLEY JR.","SMU",29,33.56,"D",51.4,45.7,67.9,58,1,1,0,0,1,42.4,0.47,9.3,0,8,0,NA,2,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,3,2,0,1,0.333,8,0,0,0,0,0,0,0,0,2.7,0,0,0
"LEWIS CARTER","UCF",65,33,"D",59.2,32.3,89.9,56.7,11,2,5,0,2,101,1.35,6.8,3,11.7,0,NA,1,0,0,0,0,1,1,25,4,0,0,0,0,0,0,0,0,0,0,0.267,5,0,1,1,2,7,5,0,3,0.75,35,1,0,0,0,0.039,0,0.25,0,8.8,0,0,0.667
"ANDREW POWDRELL","W VIRGINIA",30,32.84,"D",61.3,62.1,65,54.3,3,0,2,0,0,108.3,0.53,10,10,10,1,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,2,0,1,1,10,0,0,0,0,0,0,0,0,10,0,0,0
"ETHAN MINTER","VIRGINIA",29,32.79,"D",61.3,66.7,49.6,NA,1,0,0,0,0,39.6,0,5,0,0,0,NA,1,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"LAVAIN SCRUGGS","MARYLAND",25,32.65,"D",57.2,64.1,49.3,58.9,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"MALCOLM HARTZOG JR.","ARIZONA",60,32.64,"D",63,60.5,66.4,60,5,2,1,0,1,158.3,1.15,2,8.33,15.5,0,NA,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,1,0,2,1,31,1,0,0,0,0.037,0,0.5,0,15.5,0,0,0
"XAVIER SCOTT","ILLINOIS",59,32.43,"D",58.5,56.6,61.7,NA,5,3,0,0,2,156.3,2.54,17,12,20.3,0,NA,0,1,1,1,0,1,0,NA,1,0,1,0,0,0,0,0,0,0,0,0.286,0,0,0,0,3,4,3,1,3,0.75,61,2,1,0,0,0.042,0,0.5,0,15.3,0.25,0.25,0.333
"ISAIAH TAYLOR","MIAMI FL",24,32.39,"D",60.1,58.2,62,60,1,0,1,0,0,0,0,0,7,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"MICHAEL BOGANOWSKI","OKLAHOMA",29,31.29,"D",47.8,47.5,52.5,NA,4,1,2,0,1,0,0,0,2.5,0,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRISTAN TEASDELL","NC STATE",18,31.24,"D",61.8,64.9,58.2,58.8,3,1,1,0,1,95.8,1,1,0,7,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,1,2,1,14,1,0,0,2,0,1,0.5,0,7,0,0,0
"JADEN MILLINER-JONES","SMU",32,30.94,"D",48.6,53.7,55.6,NA,4,0,0,0,0,39.6,0,5.3,10.5,0,0,NA,3,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,5,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0
"COREY GORDON","KANSAS",67,30.84,"D",66.6,61.5,71.9,NA,8,1,2,0,0,143.8,2.41,17.8,5.17,23.3,0,NA,1,1,1,1,0,3,0,NA,0,0,1,0,0,0,1,0,0,0,0,0.111,2,0,0,0,1,4,3,2,3,0.6,70,3,1,0,3,0.103,0.6,0.6,0,14,0.2,0.143,0
"CHRIS BRACY","MICHIGAN",61,30.5,"D",71.9,75.3,58.5,60,7,0,0,0,0,118.8,1.1,9,9.33,43,0,NA,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,3,2,1,1,1,43,1,0,0,0,0.026,0,1,0,43,0,0.333,0.167
"NATE TILMON","UTAH",21,30.46,"D",60,54.7,60.5,74.9,3,0,1,0,0,118.8,0.76,7,0,13,1,NA,0,0,0,0,0,0,1,100,2,0,0,0,0,0,0,1,0,0,0,0.4,0,0,0,1,0,2,2,0,1,1,13,1,0,0,0,0,0,1,0,13,0,0,0.4
"JADEN MANGHAM","PURDUE",22,30,"D",52.8,51.1,58.9,60,3,0,0,0,0,39.6,0,20,5,0,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"QUINN OLSON","ARIZONA",48,29.56,"D",45.1,51.1,37,59.5,8,2,1,0,1,118.8,1.12,10.5,9,14.5,1,NA,0,0,0,0,0,1,1,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,6,3,0,2,1,29,1,0,0,0,0.039,0,0.5,0,14.5,0,0,0
"ANTHONY HAWKINS","IOWA",53,28.76,"D",57,45.2,74,NA,5,1,1,0,1,95.8,1.4,33,6,28,0,NA,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,2,2,0,1,0.5,28,1,0,0,0,0.05,0,0.5,0,14,0,0,0
"MJ PRESTON","OLE MISS",17,28.7,"D",65.9,64.3,62.4,NA,1,0,1,0,0,79.2,0.33,-3,4,3,0,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,1,0,0,3,0,0,0
"KOEN ENTRINGER","LOUISVILLE",44,28.59,"D",58.1,51.6,83.4,NA,6,0,6,0,0,150.6,2.96,7.7,5.2,16.6,1,NA,1,0,0,1,0,1,0,NA,1,0,1,1,0,0,0,0,0,0,0,0.143,5,1,0,0,0,5,5,4,5,0.714,83,3,2,0,4,0.036,0.571,0.429,0,11.9,0.286,0,0.5
"CALEB FLAGG","UCF",17,28.01,"D",60.5,59.6,61,NA,3,1,0,0,0,116.7,1.33,12,0,12,0,NA,0,0,1,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,1,1,12,1,0,0,0,0,0,1,0,12,0,0,0
"PRESTON ZACHMAN","INDIANA",27,27.48,"D",55.2,53.5,61.2,60,NA,0,0,0,NA,72.9,0.93,7,0,14,NA,NA,0,NA,NA,0,NA,0,1,50,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,1,1,NA,1,1,0,1,0.5,14,0,0,0,0,0,0,0,0,7,0,NA,NA
"KERRY BROWN","MINNESOTA",58,27.43,"D",50.3,44.3,65.5,60,9,3,2,0,2,158.3,3.43,7.2,30,19.2,2,NA,0,0,1,0,0,3,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,3,5,4,2,5,1,96,3,0,0,0,0.107,0,0.6,0,19.2,0,0,0
"GARRISON MONROE","MINNESOTA",21,27.23,"D",61.6,54.9,69.1,60,2,1,0,0,1,100,2.67,2.5,0,8,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,2,1,16,0,0,0,0,0,0,0,0,8,0,0,0
"CHAMP ANTHONY","AUBURN",31,26.81,"D",65.4,65.5,62.7,58.6,4,0,0,0,0,104.2,1.35,3.7,0,9,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,3,1,27,2,0,0,0,0,0,0.667,0,9,0,0,0
"ROD MOORE JR.","MICHIGAN",57,25.79,"D",58.8,54,71.6,NA,3,0,1,0,0,79.2,0.08,2,7,3,0,NA,0,0,0,0,0,0,0,NA,3,0,0,0,0,0,0,0,0,0,0,0.5,1,0,0,0,0,3,3,0,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0.75
"ZECHARIAH POYSER","MIAMI FL",23,24.54,"D",60.8,58.4,64.1,NA,2,0,1,0,0,95.8,0.54,5,8,7,0,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.333,1,0,0,0,0,1,1,0,1,1,7,1,0,0,0,0,0,1,0,7,0,0,0.5
"CHRISTIAN ELLIS","VIRGINIA",20,24.41,"D",58.1,56.7,61,NA,2,0,0,0,0,77.1,1.27,2.3,0,7,0,NA,1,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,1,1,0,2,0.667,14,0,0,0,2,0,0.667,0,0,4.7,0,0,0.333
"DRE RILEY","MISS STATE",25,24.3,"D",53.9,58.1,47,NA,4,1,1,0,0,82.9,1.85,10,0,12.3,1,NA,2,1,1,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,4,2,0,3,0.6,37,1,0,0,0,0.05,0,0.2,0,7.4,0,1,0
"DAYLEN AUSTIN","ARIZONA",17,23.81,"D",58.5,55.9,62.7,NA,1,0,0,0,0,87.5,0.45,2,6,5,0,NA,0,0,0,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,1,1,0,1,1,5,0,0,0,0,0,0,0,0,5,0,0,1
"DASHAWN STONE","DUKE",45,23.62,"D",57.3,58.4,55.9,NA,5,1,2,0,0,106.3,0.7,2.5,3.67,9.5,0,NA,0,1,1,0,0,0,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.286,2,0,0,0,1,4,2,0,2,1,19,2,0,0,0,0,0,1,0,9.5,0,0.25,0.333
"GERALD KILGORE","S CAROLINA",25,23.54,"D",57.4,55.5,62.3,NA,1,0,0,0,0,82.6,1.64,9.7,0,9,0,NA,1,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,2,1,2,0.667,18,1,0,0,0,0,0,0.333,0,6,0,0,0
"ERIC WINTERS","AUBURN",43,23.42,"D",57.8,54.2,68.1,59.3,2,0,1,0,0,95.8,0.7,7.7,1,7,1,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,4,4,1,3,1,21,0,0,0,0,0,0,0,0,7,0,0,0.75
"TOMMY PRASSAS","BYU",67,23.23,"D",50.4,54.7,41.8,57.2,3,1,0,0,0,42.4,0.1,23,0,4,0,NA,1,2,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0.571,0,0,0,0,1,6,4,2,1,0.333,4,0,0,0,0,0,0,0,0,1.3,0,1,0.4
"MAC RESETICH","ILLINOIS",56,22.6,"D",51.6,58.8,39.8,60,4,0,1,0,0,79.9,0.7,11.7,8.5,8,0,NA,1,3,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,1,0.429,1,0,0,0,0,5,1,1,2,0.667,16,0,0,0,0,0,0,0,0,5.3,0,0.6,0
"SAVION RILEY","GA TECH",68,22.57,"D",59.9,48.4,75.8,57.2,6,1,1,0,1,158.3,1.92,11.7,11,15.3,1,NA,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,3,1,46,2,0,0,0,0.083,0,0.667,0,15.3,0,0,0
"KAMERON REDDIC","W VIRGINIA",24,21.57,"D",52.2,52.8,55.3,59.9,3,0,0,0,0,98.6,1.92,4.3,4,7.7,0,NA,0,0,0,0,0,0,1,50,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,2,1,0,3,1,23,2,0,0,0,0,0,0.667,0,7.7,0,0,0
"KENDALL DANIELS JR.","S CAROLINA",18,20.95,"D",54.8,52.3,60.9,NA,NA,0,0,0,NA,79.2,0.11,1,0,1,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,1,0,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA
"TRAE STEVENSON JR.","GA TECH",28,20.89,"D",52.3,53.9,52.9,NA,2,0,0,0,0,46.5,1,16,0,12,0,NA,2,1,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,3,2,0,1,0.333,12,1,0,0,0,0,0,0.333,0,4,0,1,0
"LATRELL NOEL","RUTGERS",62,20.68,"D",62.7,66,51.7,NA,4,0,0,0,0,118.8,0.49,3,0,19,0,NA,0,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,1,1,19,1,0,0,1,0.026,1,1,0,19,0,0,0
"TYRIQ GREEN","GEORGIA",42,19.75,"F",48.9,48.9,53.7,NA,4,1,1,0,1,113.3,0.93,3.8,4,8.7,0,NA,2,0,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,5,4,1,3,0.6,26,3,0,0,0,0,0,0.6,0,5.2,0,0,0
"ANTHONY ROBINSON III","OLE MISS",25,19.11,"F",52.6,58.2,46.4,59.7,0,0,0,0,0,79.2,0.25,-4,0,3,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,2,1,1,1,3,0,0,0,1,0,1,0,0,3,0,0,1
"COLEMAN BRYSON","N CAROLINA",17,18.5,"F",55.5,53.3,60.8,NA,NA,0,0,0,NA,79.2,0.25,-3,0,2,NA,NA,0,NA,NA,0,NA,0,0,NA,NA,0,0,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,1,1,0,1,1,2,0,0,0,1,0,1,0,0,2,0,NA,NA
"ZACK HARDEN","MINNESOTA",68,17.97,"F",47.6,41.8,63.6,58.5,4,1,1,0,0,70.8,1.34,11.7,4.5,13,0,NA,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,5,4,0,3,0.5,39,2,0,0,0,0.035,0,0.333,0,6.5,0,0,0
"DEREK WILLIAMS JR.","TEXAS",25,17.96,"F",54.8,46,70.7,58.8,3,1,1,0,1,118.8,3.31,42,4,43,0,NA,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1,43,1,0,0,0,0.077,0,1,0,43,0,0,0
"PEYTON MORGAN","TEXAS TECH",71,16.49,"F",49.1,45.7,66.1,60,7,0,1,0,0,135.4,1.87,32.8,5,48.5,1,NA,1,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,2,0.5,97,2,0,0,1,0.039,0.25,0.5,0,24.3,0,0,0
"PROPHET BROWN","USC",47,16.28,"F",58.6,54.6,66.8,NA,2,0,0,0,0,118.8,1.79,13.5,18,21.5,0,NA,0,0,0,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,2,2,0,2,1,43,2,0,0,0,0.042,0,1,0,21.5,0,0,0.5
"JAMISON PATTON","PENN STATE",35,16.17,"F",54.6,54.4,56.8,NA,3,1,2,0,1,118.8,3.63,10.7,5,19.3,1,NA,0,0,0,0,0,2,0,NA,1,0,0,0,0,0,0,0,0,0,0,0.25,1,0,0,0,1,3,2,1,3,1,58,2,0,0,0,0.125,0,0.667,0,19.3,0,0,0.5
"EDWIN JOSEPH","OLE MISS",31,14.74,"F",43.9,35.1,71.5,59.8,4,1,1,0,1,81.3,2.06,5.8,0,11.7,0,NA,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.2,1,1,0,0,1,4,4,0,3,0.6,35,2,0,0,3,0.059,0.6,0.4,0,7,0,0,0.333
"QUAN SANKS","INDIANA",20,14.58,"F",46.9,42.1,62.5,NA,2,0,0,0,0,75,1.07,15.5,2,15,0,NA,1,0,0,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,0.5,15,1,0,0,0,0.071,0,0.5,0,7.5,0,0,0
"TAYLOR DAVIS","KANSAS",35,13.87,"F",57.9,49.6,76.4,53,3,0,1,0,0,118.8,3.82,8,2.5,65,0,NA,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,2,1,0,1,1,65,1,0,0,0,0.059,0,1,0,65,0,0,0
"JHASE THOMAS","LSU",22,11.89,"F",64.8,64.5,61.8,NA,0,0,0,0,0,158.3,5.15,21,0,67,0,NA,0,0,0,0,0,1,0,NA,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,1,1,1,1,67,1,0,0,0,0.077,0,1,0,67,0,0,1
"MICHAEL HURST JR.","CAL",31,10.6,"F",47.6,48.6,54,59.1,3,1,1,0,1,158.3,2.44,29.5,0,30.5,1,NA,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,2,0,2,1,61,2,0,0,0,0.08,0,1,0,30.5,0,0,0
"JAI EUGENE JR.","SYRACUSE",30,10.49,"F",56.1,54.8,62.2,NA,NA,0,0,0,NA,132.6,1.12,3.7,0,6.3,NA,NA,0,NA,NA,0,NA,1,0,NA,NA,0,1,NA,0,0,0,0,0,0,0,NA,NA,0,0,0,NA,2,2,0,3,1,19,2,0,0,0,0.059,0,0.667,0,6.3,0,NA,NA
"CARL WILLIAMS IV","OREGON",30,10.29,"F",47.2,43.1,65.5,NA,5,1,0,0,0,104.2,3.94,13.2,8,22.3,0,NA,0,0,1,0,0,3,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,4,4,1,3,0.6,67,3,1,0,1,0.176,0.2,0.6,0,13.4,0.2,0,0
"TRAJEN GRECO","MISSOURI",70,9.04,"F",52.6,47.1,69.7,58.9,2,0,0,0,0,158.3,1.37,30.5,17,28,0,NA,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,56,1,0,0,2,0.049,1,0.5,0,28,0,0,0
"T.J. BANKS","LOUISVILLE",21,8.09,"F",50.5,46.4,60,NA,0,0,0,0,0,118.8,1.47,21,0,22,0,NA,0,0,0,0,0,1,0,NA,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,1,1,22,1,0,0,1,0.067,1,1,0,22,0,0,1
"AIDAN GOUSBY","MINNESOTA",35,4.84,"F",49.8,52.9,50,56.6,2,0,1,0,0,109.7,2.56,8.3,5,20.5,0,NA,1,2,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6,1,0,0,0,0,4,2,0,2,0.667,41,2,0,0,0,0.063,0,0.667,0,13.7,0,0.5,1
"MARCUS NEAL JR.","PENN STATE",34,1.51,"F",37.4,44.7,35.4,59.2,3,0,0,0,0,105.2,1.85,2.8,0,9.3,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,5,3,0,4,1,37,2,0,0,0,0,0,0.5,0,9.3,0,0,0.25
"JULIUS SIMMS","TCU",35,0,"F",51.5,49.6,62.5,57.5,1,0,0,0,0,118.8,4.65,7,0,19.8,0,NA,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,1,4,1,79,3,0,0,0,0.118,0,0.75,0,19.8,0,0,0
