"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","row_id"
"MARCO JONES","TEXAS A&M",39,66.65,"B","ED",2026,"SEC",69.7,59.3,69.6,77.7,0,1,1,1,0,3,1,5,0,0,1,0,0,0,0,2,0,2,2,23,0.13,0.217,13,12,0,0.083,0.083,1,4,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0,0,0,10,3,0,1,0,0,0,0,1,0,1,0,0,3,3,0,1,0,"P4",224,NA,224
"BENJAMIN PERRY","LOUISVILLE",21,63.79,"B","ED",2026,"ACC",91.5,87.6,71,73,0,1,3,0,0,1,0,1,0,0,0,0,0,0,0,0,0,3,0,1,1,1,50,8,2.5,0,0.375,0,12,2,0.667,11,5.5,0,0,0,0,72.9,0.92,0,0.417,0,2,0,0,1,0,0.667,0,0,3.7,9,0,23,4,0,1,2,0,0,2,0,0,1,0,0,4,4,1,1,0,"P4",7,NA,7
"TOBY ANENE","COLORADO",45,63.28,"B","ED",2026,"Big 12",92,73.1,91.2,NA,1,1,2,1,0,1,1,3,0,0,0,1,0,1,0,1,0,2,0,31,0.065,0.097,6.5,14,0,0,0.214,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53,3,0,1,1,1,0,1,1,0,1,0,0,3,3,0,0,0,"P4",46,NA,46
"KAMAR MOTHUDI","CAL",67,63.13,"B","ED",2026,"ACC",78.5,74.9,70,71.9,0,3,1,0,0,1,2,3,1,0,0,0,0,0,0,0,1,5,0,9,0.222,0.222,11.1,28,3,0,0.036,0,30,2,1,6,3,0,0,0,0,79.2,0.2,0,0.267,0,0,0,0,2,0,0,0,0,3,2,0,3,6,0,3,0,0,0,1,3,0,1,0,0,6,6,0,2,0,"P4",173,NA,173
"SAM GREENE","KENTUCKY",39,63.1,"B","ED",2026,"SEC",56.6,54.6,69.3,60,1,1,1,1,0,1,2,4,0,0,0,0,0,0,0,1,2,4,3,18,0.056,0.167,8.3,20,4,0.1,0.05,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,3,0.4,1,1,0,0.5,1,1,2,0,0,0,5,5,0,0,0,"P4",112,NA,112
"KENNY SOARES JR.","MICH STATE",34,62.65,"B","ED",2026,"Big Ten",77.8,68.1,71.1,71.6,0,1,3,2,0,0,0,2,0,0,0,0,0,1,0,1,0,4,0,16,0.063,0.125,12.5,15,5.5,0,0.067,0,3,1,1,-5,-5,0,0,0,0,79.2,-1.67,0,0.667,0,0,0,0,1,0,0,0,0,-5,-5,0,1,6,0,1,1,0,0,2,1,0,2,1,0,6,6,0,1,0,"P4",51,NA,51
"JORDAN ROSS","LSU",33,61.26,"B","ED",2026,"SEC",73,71.5,68,60.8,0,0,3,1,0,0,3,4,1,0,0,0,0,2,0,2,0,2,3,16,0.188,0.25,15.6,12,-3.5,0.25,0.25,3,5,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,29,3,0.25,0,2,2,0.333,2,0,1,1,0,0,3,4,0,0,0,"P4",182,NA,182
"SOLOMON WILLIAMS","CAL",67,60.8,"B","ED",2026,"ACC",60.1,66.7,63.5,61.7,0,1,3,1,0,2,1,4,1,0,0,0,0,2,0,0,1,4,3,44,0.091,0.091,5.7,21,-2,0.048,0.095,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0.2,1,2,2,0.25,2,1,1,1,0,0,5,5,0,0,0,"P4",172,NA,172
"JAYLEN HARVEY","N CAROLINA",36,60.35,"B","ED",2026,"ACC",89.6,70,89.2,70.8,0,0,3,2,0,0,2,4,0,0,0,0,0,1,0,0,0,2,0,14,0.286,0.286,21.4,18,0,0,0.111,0,4,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,1,0,0,0,0,0,0,0,11,3,0,0,1,1,0,1,0,0,2,0,0,3,3,0,0,0,"P4",146,NA,146
"JOHN HENRY DALEY","MICHIGAN",52,60.08,"B","ED",2026,"Big Ten",71.6,67.3,69.1,62,1,2,5,1,0,0,2,3,1,0,0,0,0,3,0,0,0,4,3,28,0.143,0.107,7.1,21,0,0.143,0.238,3,3,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,90,7,0.125,2,4,3,0.143,4,2,1,1,0,0,8,8,0,0,0,"P4",125,NA,125
"DEVAN THOMPKINS","ALABAMA",56,58.35,"C","ED",2026,"SEC",78.3,67.3,85.5,50.8,0,0,4,2,0,0,2,4,0,0,0,1,0,0,0,0,0,5,2,31,0.129,0.129,9.7,23,4,0.043,0.087,1,2,1,1,9,9,0,0,0,0,104.2,4.5,0,0,0,1,0,1,0,0,1,0,0,9,2,0,1,6,0,0,2,0,0,3,0,0,2,0,0,6,6,0,1,0,"P4",40,NA,40
"JALEN WOODS","UCLA",43,58.09,"C","ED",2026,"Big Ten",89,68.7,65.1,91.2,0,2,2,1,0,0,0,1,0,0,1,0,0,1,0,0,1,4,3,4,0,0.25,25,25,4.67,0.12,0.12,3,14,0,0,0,0,0,0,1,0,0,0,0,0.5,0,0,0,0,1,0,0,0,1,0,-1,0,9,6,0,2,1,1,0,3,2,0,1,0,0,6,6,0,0,0,"P4",47,NA,47
"TAYLOR WEIN","OKLAHOMA",52,58.03,"C","ED",2026,"SEC",84.9,86.4,66.8,61.4,0,0,7,1,0,0,0,1,1,0,0,1,0,3,0,1,0,3,2,14,0.071,0,0,35,0.14,0.057,0.171,2,3,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,1,0,0,0,0,0,0,0,44,9,0,0,6,3,0,7,0,0,1,0,0,9,9,0,1,0,"P4",104,NA,104
"ZION ELEE","MARYLAND",22,57.18,"C","ED",2026,"Big Ten",91.2,70.1,90.4,60,0,0,3,1,0,0,2,3,0,0,0,1,0,1,0,1,0,1,0,14,0.143,0.214,14.3,8,1,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,1,0,0,1,0,0,2,1,0,3,3,0,1,0,"P4",240,NA,240
"HUDSON HOOPER","TCU",30,56.86,"C","ED",2026,"Big 12",90.1,85.5,66.9,76.3,0,2,4,0,0,1,0,1,0,1,0,0,0,1,0,0,0,5,0,3,0.333,0.333,16.7,14,0.75,0,0.286,0,13,1,0.5,8,8,0,0,0,1,60.4,0.62,0,0.077,0,0,0,0,1,0,0,0,0,4,7,0.5,37,7,0,2,4,1,0,4,2,0,0,0,0,7,7,0,1,0,"P4",94,NA,94
"WILL HELDT","CLEMSON",32,56.07,"C","ED",2026,"ACC",74.4,69.4,69.5,60,0,0,3,2,0,1,0,3,0,0,0,0,0,1,0,1,0,2,0,25,0.08,0.12,10,6,-2,0,0.167,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13,3,0,0,1,1,0,1,0,0,2,0,0,3,3,0,0,0,"P4",123,NA,123
"TEITUM TUIOTI","OREGON",61,55.95,"C","ED",2026,"Big Ten",80.6,87.6,64.1,60.3,0,3,1,0,0,0,1,1,3,0,0,1,0,1,0,0,0,1,2,32,0.125,0.031,1.6,27,-1.5,0.074,0.185,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,5,0,3,1,1,0,2,3,0,0,0,0,5,5,0,0,0,"P4",110,NA,110
"JOHN SCHOBEL","TCU",30,55.24,"C","ED",2026,"Big 12",85.4,73.3,90.9,51.1,0,1,3,0,0,0,5,5,2,0,0,0,0,1,0,0,1,3,1,18,0.333,0.278,13.9,11,1,0,0.182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,5,0,2,3,1,0,3,1,0,0,0,0,5,5,1,0,0,"P4",215,NA,215
"NNANNA ANYANWU","VIRGINIA",22,54.62,"C","ED",2026,"ACC",78.4,69.7,73.8,60,0,0,2,1,0,2,1,4,0,0,0,0,0,1,0,0,0,1,0,12,0.333,0.333,20.8,10,-2,0,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,33,2,0,0,1,1,0,1,0,0,1,0,0,2,2,0,0,0,"P4",108,NA,108
"AAKIL WASHINGTON","SMU",19,54.55,"C","ED",2026,"ACC",95.5,84.9,92.1,NA,0,0,1,0,0,0,2,2,4,0,0,0,0,0,0,0,0,1,0,12,0.5,0.167,8.3,7,1,0,0.143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",4,NA,4
"GABE KIRSCHKE","WAKE",64,54.1,"C","ED",2026,"ACC",68.6,72.5,59.5,60,0,1,3,1,0,1,1,3,0,0,0,0,0,1,0,0,2,4,1,36,0.028,0.083,5.6,28,3.5,0.036,0.143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,5,0,1,2,1,0,2,1,0,1,0,0,5,5,0,1,0,"P4",43,NA,43
"JULIAN WALKER","S CAROLINA",26,53.03,"C","ED",2026,"SEC",72.8,70,66.9,60,0,1,1,1,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,16,0,0.188,12.5,9,0,0,0.111,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,55,2,0,1,0,0,0,0,1,0,1,0,0,2,2,0,0,0,"P4",246,NA,246
"ANTO SAKA","TEXAS A&M",30,52.71,"C","ED",2026,"SEC",78.4,66.8,72.6,65.7,0,1,3,0,0,2,0,2,2,0,0,0,0,1,0,0,0,2,1,16,0.25,0.125,6.3,14,1,0.071,0.143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,4,0,1,2,1,0,2,1,0,1,0,0,4,4,0,1,0,"P4",50,NA,50
"JAYDEN WOODS","FLORIDA",26,52.63,"C","ED",2026,"SEC",74.1,79.3,70.4,52.2,0,2,1,1,0,0,1,2,1,0,0,0,0,0,0,0,0,2,1,14,0.214,0.143,10.7,10,4,0,0.4,0,2,1,1,4,4,0,1,0,0,83.3,2,0,0,0,0,0,1,0,0,0,1,0,4,4,0,0,4,0,2,1,0,0,1,2,0,0,0,0,4,4,0,0,0,"P4",226,NA,226
"ARMONDO BLOUNT","MIAMI FL",26,52.46,"C","ED",2026,"ACC",82.1,69.6,78.9,60.8,0,2,1,0,0,0,1,1,3,0,0,0,0,0,0,0,0,3,1,17,0.235,0.059,2.9,9,0,0.111,0.333,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,4,0.2,2,0,0,0.5,0,1,1,1,0,0,5,5,1,2,0,"P4",187,NA,187
"IKENNA EZEOGU","PENN STATE",35,51.54,"C","ED",2026,"Big Ten",73,75.1,61.8,61,0,2,2,0,0,1,3,4,0,0,0,0,0,0,0,2,0,2,2,14,0.143,0.214,10.7,17,4.25,0.118,0.294,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,0,2,2,0,0,4,2,0,0,0,0,6,6,0,0,0,"P4",29,NA,29
"WENDELL GREGORY","KANSAS ST",32,51.28,"C","ED",2026,"Big 12",70.9,48,81,NA,0,0,3,2,0,0,3,5,1,0,0,0,0,0,0,1,0,5,5,19,0.263,0.263,18.4,13,4,0.231,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,4,0.333,0,1,0,0,2,0,0,2,0,0.5,6,6,0,0,2,"P4",162,NA,162
"LJ MCCRAY","FLORIDA",22,51.15,"C","ED",2026,"SEC",75.1,73.3,66.4,NA,0,0,2,1,0,0,2,3,1,0,0,0,0,1,0,1,1,1,0,17,0.118,0.176,11.8,5,-1,0,0.4,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,2,0,0,1,1,0,1,0,0,1,0,0,2,2,0,0,0,"P4",160,NA,160
"LUKE WAFLE","USC",30,51.01,"C","ED",2026,"Big Ten",85.1,83.6,68.9,60,0,1,4,0,0,0,3,3,0,0,0,0,0,1,0,1,1,6,1,13,0.077,0.231,11.5,17,1,0.059,0.412,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,7,0,1,4,1,0,5,1,0,0,0,0,7,7,0,1,0,"P4",241,NA,241
"TOBI OSUNSANMI","INDIANA",25,50.59,"C","ED",2026,"Big Ten",71.1,69.8,65.3,60,0,1,1,1,0,0,1,2,1,0,0,0,0,0,0,0,2,2,0,12,0.083,0.167,12.5,12,0,0,0.167,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,2,0,1,0,0,0,0,1,0,1,0,0,2,2,0,0,0,"P4",32,NA,32
"DEMETRIUS BALLARD","BOSTON COL",48,50.27,"C","ED",2026,"ACC",70.5,64.5,72.9,60.5,1,1,2,0,0,1,2,3,1,0,0,0,0,0,0,1,0,4,2,19,0.158,0.158,7.9,27,6.33,0.074,0.148,2,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,13,4,0.2,1,2,0,0.2,3,1,1,0,0,0,5,5,0,0,0,"P4",177,NA,177
"MATTHEW FOBBS-WHITE","VIRGINIA",29,50.25,"C","ED",2026,"ACC",79.2,66.1,77.8,60,0,0,1,1,0,0,3,4,2,0,0,0,0,0,0,1,0,2,1,18,0.278,0.222,13.9,10,0,0,0.1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16,1,0.5,0,0,0,0,0,0,0,1,0,0.5,2,2,0,0,1,"P4",65,NA,65
"JORDAN NORMAN","TENNESSEE",34,49.98,"C","ED",2026,"SEC",85.1,70,84.3,60,0,0,2,1,0,1,1,3,1,0,0,0,0,0,0,0,0,2,0,19,0.211,0.158,10.5,14,1,0,0.143,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,0,1,0,0,1,0,0,1,0,0,2,2,0,0,0,"P4",82,NA,82
"FISHER CAMAC","VIRGINIA",33,49.6,"C","ED",2026,"ACC",72.1,69.7,66.7,NA,0,0,0,0,0,1,4,5,1,0,0,0,0,0,0,1,3,3,1,26,0.077,0.192,9.6,7,0,0,0.286,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,"P4",36,NA,36
"MI'QUISE HUMPHREY-GRACE","KENTUCKY",51,49.13,"C","ED",2026,"SEC",82.2,65.2,90,61,0,0,4,1,0,0,2,3,0,0,1,1,0,1,0,1,0,3,3,24,0.083,0.125,8.3,24,0,0.083,0.083,2,3,1,1,3,3,0,0,0,0,79.2,1,0,0.333,0,1,0,0,0,0,1,0,0,3,2,0,90,4,0.2,0,2,1,0,2,0,0,2,0,0.333,5,5,0,1,1,"P4",61,NA,61
"KAMERYN CRAWFORD","USC",29,47.99,"C","ED",2026,"Big Ten",78,70.1,76.9,60,1,1,1,0,0,1,1,2,1,0,0,0,0,1,0,1,0,1,0,12,0.167,0.167,8.3,15,0,0,0.133,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,1,0,1,1,0,0,0,0,2,2,0,0,0,"P4",148,NA,148
"MALIK CHARLES","OKLA STATE",16,47.61,"C","ED",2026,"Big 12",78.7,65.7,76.7,NA,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,0,0,1,0,9,0.444,0.111,11.1,7,0,0,0.143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"P4",62,NA,62
"MARIYON DYE","TENNESSEE",27,47.07,"C","ED",2026,"SEC",72.8,69.8,67.1,NA,0,0,3,2,0,0,1,3,0,0,0,0,0,1,0,0,0,2,0,19,0.158,0.158,13.2,8,0,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,3,0,0,1,1,0,1,0,0,2,0,0,3,3,0,0,0,"P4",223,NA,223
"SEBASTIAN CHEEKS","WISCONSIN",49,46.8,"C","ED",2026,"Big Ten",78,69.4,80.6,61.7,0,1,4,0,0,0,6,6,1,0,0,0,0,1,0,0,0,8,1,20,0.35,0.3,15,26,1.33,0,0.077,0,3,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,15,6,0.143,1,2,1,0,3,1,0,2,0,0.333,7,7,0,2,1,"P4",17,NA,17
"TUNMISE ADELEYE","SYRACUSE",47,45.88,"C","ED",2026,"ACC",60.8,51.2,67.6,60.5,1,0,1,0,0,0,2,2,3,0,0,0,0,0,0,0,1,3,3,24,0.167,0.083,4.2,20,4,0.15,0.05,3,3,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,30,1,0.667,0,1,0,0.667,1,0,2,0,0,0,3,3,0,0,0,"P4",11,NA,11
"SCOTT TAYLOR","UCLA",43,45.74,"C","ED",2026,"Big Ten",66.3,62.8,75.2,60.7,0,0,1,1,0,1,0,2,1,0,0,0,0,0,0,1,0,1,3,15,0.133,0.133,10,25,9,0.08,0.08,2,3,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,20,2,0,0,1,0,0,1,0,0,0,0,0,2,2,0,0,0,"P4",228,NA,228
"LAMAR BROWN","LSU",15,45.54,"C","ED",2026,"SEC",69.9,75.7,68,NA,0,0,3,1,0,0,2,3,0,0,0,0,0,0,0,1,0,3,1,10,0.2,0.3,20,5,2.5,0,0.6,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,55,3,0,0,2,0,0,2,0,0,1,0,0,3,3,0,0,0,"P4",245,NA,245
