"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"BRYSON GRAVES","DELAWARE",23,58.56,"C",0,"WR",2026,"C-USA",80.6,3,17,7,4,3,59,19.7,0,3,0,0,0,3,0,0,36,12,24,0,3.47,13,1,4,1,0,"0.00%",116.7,0.235,0.235,0.5,0.75,"G5",0.75,14.75,0.235294117647059
"HAROLD MACK","E MICHIGAN",58,58.09,"C",5,"WR",2026,"MAC",68.7,6,38,4,9,7,72,10.3,1,4,0,0,0,7,0,0,23,3.3,14,0,1.89,8.8,1,1,1,0,"0.00%",137,0.026,0.237,0.111,0.778,"G5",0.777777777777778,8,0.236842105263158
"COLTON HINTON","COAST CAR",16,57.41,"C",14,"WR",2026,"Sun Belt",81.6,3,13,1,3,3,53,17.7,1,2,0,0,0,3,0,0,14,4.7,5,0,4.08,15.7,1,1,1,0,"0.00%",158.3,0.154,0.231,0.333,1,"G5",1,17.6666666666667,0.230769230769231
"JEREMIAH MELVIN","E CAROLINA",37,56.45,"C",11,"WR",2026,"The American",72.9,5,21,6,4,4,60,15,1,3,0,0,0,4,0,0,5,1.3,2,0,2.86,15.3,2,0,1,0,"0.00%",158.3,0,0.191,0.25,1,"G5",1,15,0.19047619047619
"NATE BRANCH","APP STATE",29,56.02,"C",1,"WR",2026,"Sun Belt",83.9,5,17,3,5,5,55,11,0,4,0,0,0,5,0,0,35,7,24,0,3.24,4,1,3,1,0,"0.00%",112.5,0.176,0.294,0,1,"G5",1,11,0.294117647058824
"EASTON MESSER","FAU",90,55.17,"C",8,"WR",2026,"The American",65.4,8,58,9,11,7,73,10.4,0,5,0,0,0,7,4,1,25,3.6,7,0.25,1.26,8.6,2,2,1,0,"36.40%",82.8,0.138,0.19,0.273,0.636,"G5",0.636363636363636,6.63636363636364,0.189655172413793
"MAGUIRE ANDERSON","FIU",49,54.93,"C",2,"WR",2026,"C-USA",75.4,6,37,2,12,8,87,10.9,0,4,0,0,0,9,3,2,43,5.4,23,0.667,2.35,8.1,2,0,0.889,0,"25.00%",53.1,0.108,0.324,0,0.667,"G5",0.666666666666667,7.25,0.324324324324324
"GARY GIVENS III","NEVADA",51,54.19,"C",7,"WR",2026,"MWC",69.1,2,17,13,3,2,83,41.5,0,2,0,0,0,2,1,1,57,28.5,51,1,4.88,13.7,1,0,1,0,"33.30%",109.7,0,0.176,0.333,0.667,"G5",0.666666666666667,27.6666666666667,0.176470588235294
"DYLAN GARY","KENNESAW",30,52.13,"C",13,"WR",2026,"C-USA",69.8,6,21,7,8,7,52,7.4,1,2,1,0,0,8,0,0,35,5,14,0,2.48,3.5,1,2,0.875,0.125,"0.00%",133.3,0,0.381,0,0.875,"G5",0.875,6.5,0.380952380952381
"AJ WILLIAMS III","NEW MEX ST",45,51.35,"C",11,"WR",2026,"C-USA",64,2,18,9,3,2,52,26,1,2,0,0,0,2,0,0,11,5.5,1,0,2.89,26.3,2,0,1,0,"0.00%",149.3,0.056,0.167,0.667,0.667,"G5",0.666666666666667,17.3333333333333,0.166666666666667
"JADEN BARNES","CHARLOTTE",55,51.01,"C",1,"WR",2026,"The American",72.3,8,39,0,11,7,93,13.3,0,3,0,0,0,7,0,0,36,5.1,14,0,2.38,8.4,3,2,1,0,"0.00%",52.5,0.231,0.282,0.091,0.636,"G5",0.636363636363636,8.45454545454546,0.282051282051282
"NATHAN ACEVEDO","S DIEGO ST",24,50.75,"C",3,"WR",2026,"Pac-12",74.5,3,12,0,5,4,47,11.8,1,2,0,0,0,4,0,0,28,7,9,0,3.92,7.6,1,1,1,0,"0.00%",145.4,0.333,0.417,0.2,0.8,"G5",0.8,9.4,0.416666666666667
"RASEAN JONES","BOISE ST",66,50.64,"C",19,"WR",2026,"Pac-12",68.8,7,34,9,10,4,76,19,0,4,0,0,0,6,3,1,9,2.3,3,0.333,2.24,15.8,3,0,0.667,0,"30.00%",67.1,0.118,0.294,0.1,0.4,"G5",0.4,7.6,0.294117647058824
"ARHMAD BRANCH","USF",51,47.18,"C",4,"WR",2026,"The American",73.5,7,21,7,7,5,47,9.4,0,4,0,0,0,5,2,0,11,2.2,0,0,2.24,11.7,0,1,1,0,"28.60%",89.6,0.048,0.333,0.143,0.714,"G5",0.714285714285714,6.71428571428571,0.333333333333333
"JAVON ROGERS","KENNESAW",22,47.12,"C",15,"WR",2026,"C-USA",72.9,2,15,6,3,2,55,27.5,0,2,0,0,0,2,1,0,1,0.5,0,0,3.67,29.7,2,0,1,0,"33.30%",109.7,0,0.2,0.667,0.667,"G5",0.666666666666667,18.3333333333333,0.2
"DA'WAIN LOFTON","DELAWARE",38,46.96,"C",5,"WR",2026,"C-USA",67.3,5,26,15,6,3,64,21.3,0,2,0,0,0,3,1,0,19,6.3,9,0,2.46,17.3,1,0,1,0,"16.70%",88.2,0,0.231,0.333,0.5,"G5",0.5,10.6666666666667,0.230769230769231
"CORRI MILLINER","N TEXAS",36,46.67,"C",0,"WR",2026,"The American",73.6,6,20,2,5,4,66,16.5,0,3,0,0,0,4,0,0,8,2,4,0,3.3,12,1,0,1,0,"0.00%",118.8,0.05,0.25,0.2,0.8,"G5",0.8,13.2,0.25
"NEO CLIFTON","MIDDLE TN",37,46.58,"C",85,"WR",2026,"C-USA",61.6,3,23,5,3,2,37,18.5,1,2,0,0,0,2,2,1,7,3.5,3,0.5,1.61,14.7,1,1,1,0,"66.70%",148.6,0,0.13,0.333,0.667,"G5",0.666666666666667,12.3333333333333,0.130434782608696
"JASE NIX","S JOSE ST",46,46.14,"C",9,"WR",2026,"MWC",64.4,3,27,5,2,2,39,19.5,1,2,0,0,0,2,0,0,1,0.5,0,0,1.44,20.5,1,0,1,0,"0.00%",158.3,0,0.074,0.5,1,"G5",1,19.5,0.0740740740740741
"BAILEN GEORGE","NEW MEXICO",37,46.13,"C",81,"WR",2026,"MWC",65.7,3,26,10,8,4,36,9,1,3,0,0,0,4,0,0,14,3.5,2,0,1.38,14.6,0,0,1,0,"0.00%",102.1,0.115,0.308,0.25,0.5,"G5",0.5,4.5,0.307692307692308
"CJ SMITH","UAB",54,46.06,"C",1,"WR",2026,"The American",65.8,3,31,7,5,2,57,28.5,0,2,0,0,0,2,3,2,1,0.5,1,0.667,1.84,26.4,2,0,1,0,"60.00%",82.9,0,0.161,0.6,0.4,"G5",0.4,11.4,0.161290322580645
"LUKE WATKINS","LA TECH",32,45.99,"C",15,"WR",2026,"Sun Belt",65.1,1,13,3,1,1,35,35,1,1,0,0,0,1,0,0,7,7,0,0,2.69,28,1,0,1,0,"0.00%",158.3,0,0.077,1,1,"G5",1,35,0.0769230769230769
"CAMERON FLOWERS","W KENTUCKY",64,45.84,"C",4,"WR",2026,"C-USA",72.4,7,38,1,11,7,60,8.6,0,3,0,0,0,7,0,0,14,2,7,0,1.58,9.3,1,1,1,0,"0.00%",77.8,0.079,0.289,0.091,0.636,"G5",0.636363636363636,5.45454545454545,0.289473684210526
"AVEION CHENAULT","W MICHIGAN",62,44.72,"C",2,"WR",2026,"MAC",68.4,6,26,13,8,6,53,8.8,0,2,0,0,0,6,1,1,23,3.8,7,1,2.04,7.4,1,0,1,0,"12.50%",52.6,0.039,0.308,0.125,0.75,"G5",0.75,6.625,0.307692307692308
"TYLER JOHNSON","E CAROLINA",30,44.7,"C",2,"WR",2026,"The American",64.7,2,16,7,2,1,68,68,0,1,0,0,0,1,0,0,43,43,6,0,4.25,18,1,0,1,0,"0.00%",95.8,0.063,0.125,0.5,0.5,"G5",0.5,34,0.125
"CHRIS DAWN JR.","TEXAS ST",41,44.22,"C",1,"WR",2026,"Pac-12",66.5,7,22,8,7,4,40,10,0,3,0,0,0,6,4,1,27,6.8,6,0.25,1.82,13.9,1,2,0.667,0,"57.10%",73.5,0.091,0.318,0.286,0.571,"G5",0.571428571428571,5.71428571428571,0.318181818181818
"DONOVAN LEWIS","DELAWARE",24,44.02,"C",14,"WR",2026,"C-USA",69.4,3,19,9,4,3,46,15.3,0,2,0,0,0,3,2,1,18,6,6,0.5,2.42,8.3,1,0,1,0,"50.00%",112.5,0.158,0.211,0.25,0.75,"G5",0.75,11.5,0.210526315789474
"DERRICK ELEY","CHARLOTTE",73,44,"C",89,"WR",2026,"The American",62.6,6,43,3,6,4,62,15.5,1,2,1,0,0,5,0,0,13,3.3,3,0,1.44,13.7,1,0,0.8,0.2,"0.00%",140.3,0.023,0.14,0.333,0.667,"G5",0.666666666666667,10.3333333333333,0.13953488372093
"AJ WILSON","UTSA",31,43.99,"C",84,"WR",2026,"The American",64,1,18,3,2,2,42,21,1,1,0,0,0,2,0,0,8,4,3,0,2.33,17,1,0,1,0,"0.00%",158.3,0,0.111,0.5,1,"G5",1,21,0.111111111111111
"JOSH DALLAS","GA SOUTHRN",48,43.78,"C",19,"WR",2026,"Sun Belt",64.9,7,33,2,7,5,46,9.2,0,1,0,0,0,5,2,1,45,9,33,0.5,1.39,6.1,1,4,1,0,"28.60%",89,0.212,0.212,0.286,0.714,"G5",0.714285714285714,6.57142857142857,0.212121212121212
"TRISTIAN GARDNER","COAST CAR",53,43.64,"C",3,"WR",2026,"Sun Belt",66.7,5,40,10,7,4,57,14.3,0,3,0,0,0,4,1,0,19,4.8,7,0,1.43,14.1,2,0,1,0,"14.30%",83.6,0,0.175,0.143,0.571,"G5",0.571428571428571,8.14285714285714,0.175
"CHRIS REED","SM HOUSTON",64,42.88,"C",2,"WR",2026,"C-USA",57.5,5,47,9,8,3,52,17.3,1,2,1,0,0,5,0,0,8,2.7,8,0,1.11,14.6,1,2,0.6,0.2,"0.00%",100,0,0.17,0.25,0.375,"G5",0.375,6.5,0.170212765957447
"JOJO STONE","FIU",34,42.79,"C",0,"WR",2026,"C-USA",71.2,5,26,0,6,6,62,10.3,0,2,0,0,0,6,0,0,28,4.7,9,0,2.38,5.7,2,0,1,0,"0.00%",109.7,0.231,0.231,0,1,"G5",1,10.3333333333333,0.230769230769231
"JOJO BERMUDEZ","TEMPLE",31,42.75,"C",17,"WR",2026,"The American",74.8,2,13,0,3,3,45,15,0,2,0,0,0,3,1,1,21,7,5,1,3.46,8,1,0,1,0,"33.30%",118.8,0.231,0.231,0.333,1,"G5",1,15,0.230769230769231
"JACKSON HARPER","COLO STATE",27,42.66,"C",6,"WR",2026,"Pac-12",64.1,3,19,3,4,3,38,12.7,1,3,0,0,0,4,1,0,31,10.3,2,0,2,4.5,1,0,0.75,0,"25.00%",143.8,0.211,0.211,0,0.75,"G5",0.75,9.5,0.210526315789474
"JUSTIN STEVENSON","N TEXAS",33,42.22,"C",13,"WR",2026,"The American",70.1,2,16,0,2,2,47,23.5,0,2,0,0,0,2,1,1,8,4,4,1,2.94,19.5,2,0,1,0,"50.00%",118.8,0,0.125,0.5,1,"G5",1,23.5,0.125
"COREY SCOTT","JAMES MAD",39,42.1,"C",3,"WR",2026,"Sun Belt",60.7,4,20,2,4,4,21,5.3,1,1,0,0,0,4,2,2,2,0.5,2,1,1.05,4.8,0,2,1,0,"50.00%",128.1,0,0.2,0,1,"G5",1,5.25,0.2
"TUCKER CUSANO","TEXAS ST",47,42.08,"C",13,"WR",2026,"Pac-12",64.7,3,27,5,4,3,58,19.3,0,2,0,0,0,3,0,0,23,7.7,6,0,2.15,13,1,1,1,0,"0.00%",116.7,0.111,0.148,0,0.75,"G5",0.75,14.5,0.148148148148148
"JONATHAN STAFFORD JR.","W KENTUCKY",53,41.93,"C",80,"WR",2026,"C-USA",69.5,5,38,3,7,5,48,9.6,0,2,0,0,0,5,0,0,31,6.2,17,0,1.26,6.1,0,2,1,0,"0.00%",90.2,0.132,0.184,0,0.714,"G5",0.714285714285714,6.85714285714286,0.184210526315789
"TK KEYES","TROY",49,41.86,"C",8,"WR",2026,"Sun Belt",62.8,4,20,8,5,2,48,24,1,2,2,0,0,4,3,0,10,5,10,0,2.4,22.6,2,1,0.5,0.5,"60.00%",115,0,0.25,0.8,0.4,"G5",0.4,9.6,0.25
"TY MIMS","UAB",54,41.24,"C",0,"WR",2026,"The American",67.6,5,29,2,6,4,52,13,0,3,0,0,0,4,2,1,15,3.8,5,0.5,1.79,11.2,1,0,1,0,"33.30%",93.8,0.069,0.207,0.167,0.667,"G5",0.666666666666667,8.66666666666667,0.206896551724138
"KEDARIUS WADE","LA LAFAYET",40,40.97,"C",9,"WR",2026,"Sun Belt",65.6,4,19,0,4,3,64,21.3,0,2,0,0,0,4,0,0,16,5.3,5,0,3.37,20.8,2,0,0.75,0,"0.00%",116.7,0.053,0.211,0.5,0.75,"G5",0.75,16,0.210526315789474
"BRANDEN HOCH","FAU",19,40.97,"C",0,"WR",2026,"The American",73.4,3,13,2,5,5,44,8.8,0,3,0,0,0,5,0,0,12,2.4,6,0,3.38,6.4,0,0,1,0,"0.00%",103.3,0,0.385,0,1,"G5",1,8.8,0.384615384615385
"T.J. JOHNSON","DOMINION",43,40.06,"C",11,"WR",2026,"Sun Belt",60.4,3,16,0,3,2,25,12.5,2,2,1,0,0,3,0,0,8,4,9,0,1.56,19,0,1,0.667,0.333,"0.00%",131.9,0.188,0.188,0.667,0.667,"G5",0.666666666666667,8.33333333333333,0.1875
"DESTYN HILL","TULANE",40,39.62,"D",2,"WR",2026,"The American",59.7,3,23,4,6,5,67,13.4,0,1,0,1,1,5,0,0,29,5.8,24,0,2.91,8.8,2,2,1,0,"0.00%",113.2,0,0.261,0,0.833,"G5",0.833333333333333,11.1666666666667,0.260869565217391
"BRYSON HAMMER","TOLEDO",24,39.44,"D",12,"WR",2026,"MAC",73.1,3,16,1,4,3,49,16.3,0,1,0,0,0,4,0,0,23,7.7,4,0,3.06,9,1,0,0.75,0,"0.00%",115.6,0.25,0.25,0,0.75,"G5",0.75,12.25,0.25
"JEREMIAH JONES-THOMAS","S ALABAMA",41,39.43,"D",2,"WR",2026,"Sun Belt",67.4,3,24,5,6,6,46,7.7,0,1,0,0,0,6,0,0,35,5.8,7,0,1.92,1.8,0,1,1,0,"0.00%",98.6,0.167,0.25,0,1,"G5",1,7.66666666666667,0.25
"BRYCE RANDOLPH","LIBERTY",25,38.78,"D",9,"WR",2026,"C-USA",71.9,3,16,0,3,2,32,16,0,2,0,0,0,2,1,1,2,1,2,1,2,20.7,1,0,1,0,"33.30%",102.1,0.188,0.188,0.333,0.667,"G5",0.666666666666667,10.6666666666667,0.1875
"ERIC NELSON JR.","FIU",35,38.77,"D",6,"WR",2026,"C-USA",68.4,3,22,1,5,4,43,10.8,0,2,0,0,0,4,1,1,9,2.3,10,1,1.95,6,1,2,1,0,"20.00%",62.9,0.045,0.227,0,0.8,"G5",0.8,8.6,0.227272727272727
"JIMMY CALLOWAY","TULSA",35,38.28,"D",7,"WR",2026,"The American",61.6,4,20,4,8,5,71,14.2,0,1,1,0,0,7,1,1,7,1.4,6,1,3.55,11.4,1,0,0.714,0.143,"12.50%",91.1,0.05,0.4,0.125,0.625,"G5",0.625,8.875,0.4
"TJ LOTT","TROY",44,38.06,"D",15,"WR",2026,"Sun Belt",62.6,3,22,3,4,2,29,14.5,1,2,1,0,0,3,2,1,3,1.5,2,0.5,1.32,23,1,0,0.667,0.333,"50.00%",113.5,0,0.182,0.75,0.5,"G5",0.5,7.25,0.181818181818182
"JAYCE FREEMAN","TEMPLE",54,38,"D",10,"WR",2026,"The American",62.3,2,23,7,3,1,18,18,1,1,0,0,0,1,2,1,0,0,0,0.5,0.78,20.7,1,0,1,0,"66.70%",94.4,0,0.13,0.667,0.333,"G5",0.333333333333333,6,0.130434782608696
"ROBBY WASHINGTON","COAST CAR",43,37.99,"D",1,"WR",2026,"Sun Belt",54.4,6,37,5,8,3,80,26.7,0,2,0,0,0,3,2,0,72,24,11,0,2.16,7.8,2,1,1,0,"25.00%",75,0.216,0.216,0,0.375,"G5",0.375,10,0.216216216216216
"CYNAI THOMAS","OREGON ST",26,37.83,"D",16,"WR",2026,"Pac-12",63.9,3,21,4,2,2,36,18,0,2,0,0,0,2,1,1,5,2.5,1,1,1.71,15.5,1,0,1,0,"50.00%",118.8,0,0.095,0.5,1,"G5",1,18,0.0952380952380952
"BREDELL RICHARDSON","TULANE",20,37.54,"D",8,"WR",2026,"The American",69.6,2,15,3,3,3,37,12.3,0,2,0,0,0,3,0,0,3,1,2,0,2.47,11.3,1,0,1,0,"0.00%",118.1,0,0.2,0,1,"G5",1,12.3333333333333,0.2
"TALYN SHETTRON","LA TECH",24,37.44,"D",86,"WR",2026,"Sun Belt",61.5,1,13,3,2,2,23,11.5,1,1,0,0,0,2,0,0,9,4.5,3,0,1.77,11,1,0,1,0,"0.00%",154.2,0,0.154,0.5,1,"G5",1,11.5,0.153846153846154
"ZION BOOKER","KENNESAW",42,37.34,"D",4,"WR",2026,"C-USA",68.6,4,23,1,5,5,31,6.2,0,1,0,0,0,5,0,0,34,6.8,22,0,1.35,-0.6,1,3,1,0,"0.00%",92.5,0.174,0.217,0,1,"G5",1,6.2,0.217391304347826
"CARSON CLARK","S JOSE ST",53,37.28,"D",1,"WR",2026,"MWC",61.7,7,30,0,9,5,58,11.6,0,2,1,0,0,6,3,0,15,3,11,0,1.93,12.7,1,3,0.833,0.167,"33.30%",75.2,0.2,0.3,0.111,0.556,"G5",0.555555555555556,6.44444444444444,0.3
"MATTHEW MCKINLEY-DANIELS","DELAWARE",23,37.14,"D",80,"WR",2026,"C-USA",67.3,2,11,9,3,1,34,34,0,1,0,0,0,1,0,0,4,4,0,0,3.09,21.3,1,0,1,0,"0.00%",77.1,0,0.273,0.667,0.333,"G5",0.333333333333333,11.3333333333333,0.272727272727273
"DERRICK AVERY JR.","GA STATE",32,36.9,"D",13,"WR",2026,"Sun Belt",69.2,2,18,0,7,5,47,9.4,0,2,0,0,0,5,0,0,16,3.2,11,0,2.61,6.9,1,0,1,0,"0.00%",89.6,0.056,0.389,0.143,0.714,"G5",0.714285714285714,6.71428571428571,0.388888888888889
"WINN SHARP","BOWL GREEN",44,36.88,"D",18,"WR",2026,"MAC",67.4,4,23,2,5,4,39,9.8,0,3,0,0,0,4,1,0,10,2.5,5,0,1.7,11.4,1,0,1,0,"20.00%",99.2,0,0.217,0.2,0.8,"G5",0.8,7.8,0.217391304347826
