"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"MONTERRIO ELSTON JR.","KANSAS ST",15,44.33,"C"
"JOE JACKSON","KANSAS ST",19,44.01,"C"
"DUKE CLARK","FLORIDA",20,43.13,"C"
"WAYMOND JORDAN","USC",25,42.98,"C"
"HOLLYWOOD SMOTHERS","TEXAS",20,42.85,"C"
"CALEB HAWKINS","OKLA STATE",52,42.76,"C"
"DAWSON PENDERGRASS","BAYLOR",61,42.28,"C"
"DANIEL HILL","ALABAMA",30,41.66,"C"
"JORDON DAVISON","OREGON",36,41.5,"C"
"KENDRICK RAPHAEL","SMU",34,41.22,"C"
"RUEBEN OWENS II","TEXAS A&M",49,40.62,"C"
"MATT FULLER","S CAROLINA",24,39.42,"D"
"MICAH WELCH","COLORADO",24,38.94,"D"
"CA'LIL VALENTINE","ILLINOIS",23,38.73,"D"
"KEWAN LACY","OLE MISS",37,38.47,"D"
"LEGEND BEY","OHIO STATE",NA,37.89,"D"
"RE'SHAUN SANFORD II","HOUSTON",32,37.88,"D"
"JAY HARRIS","KANSAS ST",NA,37.78,"D"
"DEVAUGHN EKA","BYU",NA,37.55,"D"
"EJ CROWELL","ALABAMA",NA,37.44,"D"
"XAI'SHAUN EDWARDS","MISSOURI",17,37.37,"D"
"EVAN DICKENS","BOSTON COL",35,36.22,"D"
"JA'KYRIAN TURNER","PITTSBURGH",34,35.75,"D"
"GI'BRAN PAYNE","CINCINNATI",26,35.46,"D"
"JUSTICE HAYNES","GA TECH",40,35.06,"D"
"BRAYLEN RUSSELL","ARKANSAS",27,34.92,"D"
"ISAAC BROWN","LOUISVILLE",39,34.74,"D"
"JAWARN HOWELL","S CAROLINA",NA,34.64,"D"
"DRAMEKCO GREEN","SMU",31,34.46,"D"
"DAMIAN HENDERSON II","COLORADO",17,34.37,"D"
"DYLAN EDWARDS","KANSAS",22,34.28,"D"
"ISAIAH WEST","OHIO STATE",19,33.89,"D"
"SEDRICK ALEXANDER","VANDERBILT",36,33.69,"D"
"TJ THOMAS","MINNESOTA",18,33.39,"D"
"ANTWAN RAYMOND","RUTGERS",41,33.24,"D"
"KEYJUAN BROWN","LOUISVILLE",30,32.27,"D"
"LJ MARTIN","BYU",25,31.77,"D"
"CALEB KOMOLAFE","NWESTERN",28,31.68,"D"
"GAVIN SAWCHUK","NWESTERN",18,31.61,"D"
"JAYDEN LIMAR","WASHINGTON",41,31.61,"D"
"DEUCE LAWRENCE","WAKE",28,31.61,"D"
"CARSYN BAKER","TEXAS A&M",NA,31.53,"D"
"CJ BAXTER","KENTUCKY",18,31.43,"D"
"JAVIN GORDON","TENNESSEE",22,31.36,"D"
"FLUFF BOTHWELL","MISS STATE",37,31.22,"D"
"HARRY DALTON III","MARYLAND",33,31.03,"D"
"CAM WALLACE","PENN STATE",16,30.11,"D"
"MICAH JOHNSON","KANSAS",22,30.05,"D"
"RALEEK BROWN","TEXAS",32,29.32,"D"
"AIDEN FLORA","IOWA STATE",NA,29.27,"D"
"ISAIAH AUGUSTAVE","S CAROLINA",NA,28.29,"D"
"MATTHEW OUTTEN","SYRACUSE",NA,28.28,"D"
"JEREMIAH COBB","AUBURN",44,28.14,"D"
"JORDAN MARSHALL","MICHIGAN",36,27.75,"D"
"CHARMAR BROWN","MIAMI FL",29,27.6,"D"
"SAMUEL SINGLETON JR.","FLORIDA ST",21,27.33,"D"
"BO MACCORMACK III","BOSTON COL",43,26.95,"D"
"QUINTON MARTIN JR.","PENN STATE",19,26.7,"D"
"STEVE CHAVEZ-SOTO","UTAH",17,26.56,"D"
"KING MILLER","USC",34,25.57,"D"
"MARK FLETCHER JR.","MIAMI FL",32,25.46,"D"
"ABU SAMA III","WISCONSIN",31,25.3,"D"
"CAMERON DICKEY","TEXAS TECH",41,25.13,"D"
"CADEN KNIGHTEN","BAYLOR",28,25.03,"D"
"QUINTEN JOYNER","TEXAS TECH",15,24.63,"D"
"AMARI LATIMER","W VIRGINIA",22,24.36,"D"
"JAMARION MORROW","TEXAS A&M",19,23.83,"D"
"JAMAL ROBERTS","MISSOURI",31,23.61,"D"
"CARSON HANSEN","PENN STATE",24,22.66,"D"
"JAQUAIL SMITH","COLORADO",NA,21.46,"D"
"MAKHILYN YOUNG","VANDERBILT",31,20.92,"D"
"DIERRE HILL JR.","OREGON",35,20.79,"D"
"OMAR MABSON II","AUBURN",22,20.58,"D"
"SUTTON SMITH","ARKANSAS",49,20.3,"D"
"DAMON FERGUSON JR.","PITTSBURGH",17,19.29,"F"
"AIDAN LAUGHERY","ILLINOIS",21,18.91,"F"
"MARTELS CARTER JR.","KENTUCKY",21,18.85,"F"
"JERRICK GIBSON","PURDUE",17,18.54,"F"
"COLE TABB","CINCINNATI",NA,18.25,"F"
"ANTHONY FAVROW","MISSOURI",18,18.22,"F"
"SEDRICK IRVIN","STANFORD",25,18.16,"F"
"JAMES PEOPLES","PENN STATE",NA,16.66,"F"
"ANTONIO HARRIS","PURDUE",NA,16.44,"F"
"AYO ADEYI","OKLA STATE",22,16.39,"F"
"WESLEY YARBROUGH","ARIZONA",15,16.33,"F"
"JALEN DUPREE","KANSAS",NA,16.3,"F"
"MICAH FORD","STANFORD",41,15.98,"F"
"BEN MCCREARY","OKLAHOMA",NA,15.71,"F"
"SIONE MOA","BYU",NA,15.54,"F"
"CJ CAMPBELL","DUKE",28,15.41,"F"
"MARVIS PARRISH","MICH STATE",16,14.3,"F"
"LEE BEEBE JR.","INDIANA",25,14.27,"F"
"JT LINDSEY","OLE MISS",21,14.12,"F"
"MAKHI FRAZIER","OLE MISS",23,13.38,"F"
"ISAIAH MOZEE","NEBRASKA",NA,13.29,"F"
"XAVIER ROBINSON","OKLAHOMA",20,13.28,"F"
"TRAE'SHAWN BROWN","ALABAMA",26,12.71,"F"
"STACY GAGE","LSU",22,10.67,"F"
"XAVIER WILLIAMS","IOWA",NA,10.65,"F"
"GIDEON DAVIDSON","CLEMSON",28,10.63,"F"
"ZION JOHNSON","CINCINNATI",NA,10.53,"F"
"KEVIN RILEY","ALABAMA",NA,9.41,"F"
"GIRARD PRINGLE JR.","MIAMI FL",NA,9.41,"F"
"JAZIUN PATTERSON","MICH STATE",25,8.68,"F"
"ZYLAN PERRY","CINCINNATI",16,8.26,"F"
"MALACHI HOSLEY","GA TECH",15,8.05,"F"
"CAMERON PETTAWAY","IOWA STATE",20,7.8,"F"
"TRE PAGE III","OKLA STATE",NA,7.18,"F"
"TRAVIS TERRELL JR.","PURDUE",26,7.06,"F"
"KAJ BAKER","UCF",NA,4.72,"F"
"NATHAN MCNEIL","IOWA",24,0,"F"
