"Name","Team.Name","Total_Snaps","Avg_Snaps_Per_Game","Games_Played","Adjusted_Score","Display_Grade"
"Makhia Sherrard","TENN MARTN",128,42.6666666666667,3,62.5,"B-"
"Jaden Robinson","AUSTINPEAY",101,50.5,2,62.29,"B-"
"Cole Monach","SAN DIEGO",193,64.3333333333333,3,62.05,"B-"
"Ray Hall","CAL POLY",112,37.3333333333333,3,61.54,"B-"
"Dean Hangey","SACR HEART",124,62,2,60.65,"B-"
"Luke Vanantwerp","WM & MARY",82,41,2,60.63,"B-"
"Korey Tai","N DAKOTA",75,37.5,2,60.29,"B-"
"Drew Krobath","LNDNWD",128,64,2,59.99,"C+"
"Dane Steel","MONTANA ST",130,43.3333333333333,3,59.86,"C+"
"Brandon Binkowski","VILLANOVA",159,53,3,59.65,"C+"
"Jacob Kania","W ILLINOIS",65,32.5,2,59.25,"C+"
"Kyran Lee","TXRG",124,62,2,59.2,"C+"
"Wesley Garrett","E WASHGTON",158,52.6666666666667,3,58.43,"C+"
"Tyson George","GRAMBLING",69,34.5,2,58.27,"C+"
"Brice Johnson","PRESBYTERN",68,34,2,57.98,"C+"
"Hassan Mahasin","GEORGETOWN",81,40.5,2,57.83,"C+"
"Tysen Boze","S DAKOTA",144,48,3,57.61,"C+"
"Tony Harste","IDAHO",146,48.6666666666667,3,57.26,"C+"
"BJ Norman","ALBANY",144,48,3,57.02,"C+"
"Nick Palumbo","LEHIGH",93,46.5,2,56.92,"C+"
"Jason Palmieri","SACR HEART",163,54.3333333333333,3,56.61,"C+"
"AJ Colombo","W CAROLINA",166,55.3333333333333,3,56.56,"C+"
"Ty Durham","CENT ARK",114,57,2,55.95,"C+"
"SirCharles Gordon","HOLY CROSS",69,34.5,2,55.49,"C+"
"Julian Mason","IDAHO ST",107,53.5,2,55.47,"C+"
"Jyron Waiters","CAMPBELL",112,37.3333333333333,3,55.44,"C+"
"Winston Moore","COLGATE",192,64,3,55.36,"C+"
"B.J. Fleming","TARLETON",144,48,3,55.24,"C+"
"Kai Austin","WM & MARY",169,56.3333333333333,3,55.2,"C+"
"Lofton O'Groske","S DAK ST",127,63.5,2,55.18,"C+"
"Jaylin Baker","STHLSK",152,50.6666666666667,3,52.62,"C"
"Terrence Honeywood","WOFFORD",133,44.3333333333333,3,52.62,"C"
"Braden Reed","VILLANOVA",142,47.3333333333333,3,52.61,"C"
"Paul Billups II","NORFOLK",106,53,2,52.59,"C"
"Bryan Hunt","YNGTOWN ST",111,37,3,52.39,"C"
"Nathan Stewart","DELWARE ST",104,52,2,52.38,"C"
"Raydrian Baltrip","ABILENE CH",73,36.5,2,52.34,"C"
"Rylin Lang","E WASHGTON",103,51.5,2,52.24,"C"
"Jamaal Hall II","HOUCHR",95,47.5,2,52.13,"C"
"John Anthony Jr.","SE MO ST",156,52,3,52.1,"C"
"Myseth Currie","N ARIZONA",93,46.5,2,52.1,"C"
"Nae'Saan Dickerson","GRAMBLING",65,32.5,2,51.99,"C"
"Develle Barksdale","CHISTA",153,51,3,51.92,"C"
"Shamar Fowles","BRYANT",120,40,3,51.88,"C"
"Justin Perry","MORGAN ST",81,40.5,2,51.6,"C"
"Austin Palmer","MERRIMACK",106,53,2,51.39,"C"
"Joey Stout","N ARIZONA",89,44.5,2,51.05,"C"
"Daejawn Smith","SOUTHERN U",53,26.5,2,51,"C"
"Quanye Veney","RICHMOND",103,34.3333333333333,3,50.89,"C"
"Daniel Haughton","FURMAN",94,47,2,50.78,"C"
"Jayden Reed","INDIANA ST",83,41.5,2,50.41,"C"
"Ashton Schumann","CHATTNOOGA",157,52.3333333333333,3,50.25,"C"
"Jimmy Trilla","IDAHO ST",85,42.5,2,50.23,"C"
"Christopher Hall","SAN DIEGO",64,32,2,50.06,"C"
"Lincoln Fisher","HOLY CROSS",150,50,3,49.82,"C"
"Stevan Gavric","ILL STATE",50,25,2,49.76,"C"
"Malik Redd","WAGNER",42,21,2,49.37,"C"
"Khylen Harris-Norman","SE MO ST",96,32,3,49.32,"C"
"Jalen Smith","LNDNWD",127,63.5,2,49.27,"C"
"Dylan Evans","MERCYHURST",137,45.6666666666667,3,49.23,"C"
"Brayden White","S DAKOTA",132,44,3,49.21,"C"
"Bryce Allen","RICHMOND",146,48.6666666666667,3,49.21,"C"
"Deuce Oliver","TENN MARTN",107,35.6666666666667,3,49.06,"C"
"Dakarai Anderson","CENT ARK",89,44.5,2,49.05,"C"
"Nodin Tracy","FORDHAM",136,45.3333333333333,3,48.84,"C"
"Ty Curran","HOLY CROSS",159,53,3,48.78,"C"
"Eric Rasheed","MERCER",111,55.5,2,48.47,"C"
"Ryan Ricketti","NEW HAMP",72,36,2,48.24,"C"
"Elijah Daniels","CENT CT ST",62,31,2,48.1,"C"
"Travion Solomon","MERCER",104,52,2,47.98,"C"
"Matt Chandler","NEWHVN",62,31,2,47.76,"C"
"Romelo Boykin","ABILENE CH",76,38,2,47.67,"C"
"Ryan Petras","DUQUESNE",114,38,3,47.61,"C"
"Tyree Kelly","ALCORN ST",96,48,2,47.46,"C"
"Nick Munson","BUTLER",84,42,2,47.44,"C"
"DK Daniel","W GEORGIA",52,26,2,47.16,"C"
"Jeremiah Sanders","YNGTOWN ST",96,32,3,46.99,"C"
"Marvin Sims","AUSTINPEAY",91,45.5,2,46.99,"C"
"Aboraa Kwarteng","RHODE ISLD",130,43.3333333333333,3,46.85,"C"
"Terrence Rone","DELWARE ST",165,55,3,46.66,"C-"
"Jack Smith","S DAK ST",134,44.6666666666667,3,46.65,"C-"
"Jaqai Carter","ROB MORRIS",102,51,2,46.39,"C-"
"Deng Deng","N DAKOTA",104,52,2,46.37,"C-"
"Tyrell Pollard","CENT ARK",120,60,2,46.37,"C-"
"Jordan Rae","ALBANY",128,42.6666666666667,3,45.86,"C-"
"Corey Holmes","TXRG",94,47,2,45.74,"C-"
"Elijah Roy","LNDNWD",98,49,2,45.74,"C-"
"Blake Thomas","LAMAR",63,31.5,2,45.24,"C-"
"Luke Mailander","ILL STATE",153,51,3,44.97,"C-"
"Arshawn Powell","CHISTA",93,46.5,2,44.95,"C-"
"Jaylin Terzado","DELWARE ST",113,56.5,2,44.93,"C-"
"Alijah Turner","STHLSK",65,32.5,2,44.72,"C-"
"Devin Yeats","VALPO",79,39.5,2,44.45,"C-"
"Marcus Mozer","N COLORADO",109,54.5,2,44.32,"C-"
"Wyatt Rogers","STETSON",119,59.5,2,44.18,"C-"
"Rodny Ojo","PRVIEW A&M",144,48,3,44.11,"C-"
"Snap Reed","N ALABAMA",152,50.6666666666667,3,44.09,"C-"
"Malaqhi Jones","SCAR STATE",63,31.5,2,44.01,"C-"
"Damien McDaniel","PRVIEW A&M",107,35.6666666666667,3,43.95,"C-"
"Anthony Westervelt","SE MO ST",61,30.5,2,43.82,"C-"
"Jalile Bost","GARD-WEBB",120,40,3,43.81,"C-"
"Ja'Carree Kelly","NEW HAMP",148,49.3333333333333,3,43.71,"C-"
"Damani Williams","CENT CT ST",84,42,2,43.67,"C-"
"Roriyon Richardson","TEXAS STHN",100,50,2,41.49,"C-"
"Chinua Ezeigbo","CAMPBELL",111,37,3,41.39,"C-"
"Caleb Johnson","PRESBYTERN",92,46,2,41.35,"C-"
"Dominic Grguric","NEWHVN",73,36.5,2,41,"C-"
"Jaiden Ellis-Lahey","N IOWA",68,34,2,40.94,"C-"
"Jordan Smith","NICHOLLS",120,40,3,40.93,"C-"
"Jayden Simpson","LIUSHAR",57,28.5,2,40.92,"C-"
"Allen Middleton","S ILLINOIS",119,39.6666666666667,3,40.87,"C-"
"Giovanni Adopte","GARD-WEBB",197,65.6666666666667,3,40.68,"C-"
"Joseph Towler","MORGAN ST",55,27.5,2,40.66,"C-"
"Teree McDonald","WAGNER",107,35.6666666666667,3,40.48,"C-"
"BJ Wuest","INDIANA ST",70,35,2,40.38,"C-"
"James Dely","STNY BROOK",135,45,3,40.12,"C-"
"Lekeldrick Bridges","MONTANA",102,34,3,40.09,"C-"
"Zion Fowler-El","WAGNER",134,44.6666666666667,3,40.09,"C-"
"Clayton Wayland","STF AUSTIN",138,46,3,39.8,"D+"
"Derek Burrell","WAGNER",47,23.5,2,39.57,"D+"
"Willie Anderson","BETH COOK",103,51.5,2,39.17,"D+"
"Keshon Singleton","INDIANA ST",75,37.5,2,39,"D+"
"Cru Newman","PORTLAND",132,44,3,38.86,"D+"
"Stephon Patrick","MERRIMACK",144,48,3,38.82,"D+"
"Evan Wallace","MAINE",110,36.6666666666667,3,38.51,"D+"
"Evan Van Dyke","MERCYHURST",125,41.6666666666667,3,38.34,"D+"
"Jobe Bryant","SE MO ST",81,27,3,38.27,"D+"
"Mike Williams","UTAHTC",138,46,3,38.19,"D+"
"Josh Evans","BETH COOK",110,55,2,38.12,"D+"
"Ty Carlson","NEW HAMP",126,42,3,38.03,"D+"
"Daniel White","VALPO",58,29,2,38,"D+"
"Trey Firestone","MURRAY ST",134,44.6666666666667,3,37.92,"D+"
"Montez Green","GARD-WEBB",80,40,2,37.88,"D+"
"Malik McNeely","MAINE",103,51.5,2,37.75,"D+"
"Elyjah Mitchell","NORFOLK",106,53,2,37.65,"D+"
"Demetrius Pearce","SE MO ST",110,36.6666666666667,3,37.33,"D+"
"Kameran Senegal","MCNEESE",63,31.5,2,36.97,"D+"
"Ja'Kheo Mitchell","UTAHTC",50,25,2,36.88,"D+"
"Stetson Sarratt","STF AUSTIN",90,45,2,36.85,"D+"
"Kaleb Washington","TENN MARTN",139,46.3333333333333,3,36.65,"D+"
"Laviel Pickett","UC DAVIS",130,43.3333333333333,3,36.61,"D+"
"Michael Carlock-Williams","NC A&T",77,38.5,2,36.37,"D+"
"Jamarien Dalton","ELON",139,46.3333333333333,3,36.36,"D+"
"Ryan Jezioro","IDAHO",161,53.6666666666667,3,36.31,"D+"
"Elijah Kennedy","NC A&T",81,40.5,2,36.28,"D+"
"Semaj Pierre","HOWARD",66,33,2,36.27,"D+"
"Landon Ransom-Goelz","MONTANA",123,41,3,36.22,"D+"
"Elijah Taylor","SAN DIEGO",181,60.3333333333333,3,36.21,"D+"
"D.J. Linkins","STNY BROOK",166,55.3333333333333,3,36.1,"D+"
"Tyler Hennessy","UC DAVIS",62,31,2,36.1,"D+"
"Jashaun Amin","TOWSON",66,33,2,36.03,"D+"
"Ricky Gonzalez II","FORDHAM",140,46.6666666666667,3,35.98,"D+"
"Tristin Purnell","SE MO ST",58,29,2,35.55,"D+"
"Denver Harper","AUSTINPEAY",69,34.5,2,35.5,"D+"
"Brayden Smith","MERCER",91,45.5,2,35.33,"D+"
"Zack Card","IDAHO",52,26,2,35.21,"D+"
"Jamall Mensah","RHODE ISLD",129,43,3,35.03,"D+"
"Nick Gentilella","SACR HEART",106,35.3333333333333,3,34.91,"D+"
"Jarvis Jones","TOWSON",77,38.5,2,34.81,"D+"
"Lonyatta Alexander Jr.","IDAHO",82,41,2,34.72,"D+"
"Tristan Goodly","SE LA",137,45.6666666666667,3,34.53,"D+"
"Jalen Patrick","PRESBYTERN",83,41.5,2,34.5,"D+"
"Marvin Session","WEBER ST",146,73,2,34.47,"D+"
"Elijah Griffin","ALCORN ST",88,44,2,34.33,"D+"
"Malik Leverett","W GEORGIA",77,38.5,2,34.04,"D+"
"Anthony Carter","TENN MARTN",109,36.3333333333333,3,33.89,"D+"
"Jabez Woods","MONTANA ST",43,21.5,2,33.69,"D+"
"Evan Austin","CAMPBELL",66,33,2,33.61,"D+"
"Se'Quan Osborne","HOWARD",87,43.5,2,33.61,"D+"
"Evan Brooks","LIUSHAR",161,53.6666666666667,3,33.54,"D+"
"Ryan Pellum Taylor","DELWARE ST",97,48.5,2,33.52,"D+"
"Keylijah Williams","BRYANT",118,39.3333333333333,3,33.43,"D+"
"Tommy Troy","NEWHVN",80,40,2,33.42,"D+"
"Kenaz McMillian","ELON",138,46,3,32.98,"D"
"Dylan Rhodes","NWSTATE",98,49,2,32.84,"D"
"Nolan Chambers","ALCORN ST",69,34.5,2,32.47,"D"
"Josiah Brown","LIUSHAR",72,36,2,28.88,"D"
"Tanner Harrison","TXAMEA",136,45.3333333333333,3,28.87,"D"
"Matt D'Avino","LEHIGH",95,47.5,2,28.6,"D"
"Joseph Young","LIUSHAR",110,55,2,28.57,"D"
"Kaymen Coleman","CHISTA",53,26.5,2,28.49,"D"
"Santana Carlos","W CAROLINA",99,33,3,28.14,"D"
"Oliver Luebkert","E WASHGTON",75,37.5,2,28.03,"D"
"Andrew Rockford","ILL STATE",59,29.5,2,27.9,"D"
"Dorian Williams","YNGTOWN ST",54,27,2,27.9,"D"
"Owen Garwood","BUCKNELL",50,25,2,27.9,"D"
"Lorenzo Jenkins","YNGTOWN ST",60,30,2,27.87,"D"
"Corey Petty","FL A&M",71,35.5,2,27.61,"D"
"Chaz Portis","HAMPTON",75,37.5,2,27.55,"D"
"Ty'ee Stephens","MAINE",119,39.6666666666667,3,27.55,"D"
"Ellis Stewart","NICHOLLS",129,43,3,27.52,"D"
"Torance Washington Jr.","STHLSK",74,37,2,27.51,"D"
"Isaiah Scott","WOFFORD",129,43,3,27.36,"D"
"Toric Goins Jr.","PRVIEW A&M",123,41,3,27.32,"D"
"Jamai East","E WASHGTON",133,44.3333333333333,3,27.28,"D"
"Auystn Howe","CENT CT ST",59,29.5,2,27.15,"D"
"Weston Adams","MONTANA",52,26,2,27.15,"D"
"Jackson House","E KENTUCKY",74,37,2,26.96,"D"
"Zae-Mear Correll","DUQUESNE",74,37,2,26.88,"D"
"Andrez Lewis","TXAMEA",69,34.5,2,26.49,"D-"
"Andreas Hill","RICHMOND",126,63,2,26.45,"D-"
"Taj Hughes","N IOWA",49,24.5,2,26.41,"D-"
"Kenyon Massey","MERRIMACK",123,41,3,26.39,"D-"
"Zach Jones","UC DAVIS",39,19.5,2,26.35,"D-"
"Kam Phillips","COLGATE",120,60,2,26.09,"D-"
"Markell Quick","S ILLINOIS",150,50,3,25.94,"D-"
"Brandon Winton","E TENN ST",77,38.5,2,25.62,"D-"
"Jayvonne Dillard","NC A&T",90,45,2,25.44,"D-"
"Amare Lattimore","MERCYHURST",81,27,3,25.32,"D-"
"Marty O'Keeffe","VALPO",74,37,2,25.19,"D-"
"Christian Harrison","MONMOUTH",56,28,2,24.99,"D-"
"Elijah Caldwell","E KENTUCKY",99,49.5,2,24.93,"D-"
"KJ Reed","FORDHAM",91,30.3333333333333,3,24.62,"D-"
"Chris Colby","VILLANOVA",69,34.5,2,24.42,"D-"
"Jason Robinson Jr.","PORTLAND",93,31,3,24.26,"D-"
"Prince Zombo Jr.","UTAHTC",73,36.5,2,24.2,"D-"
"Yosei Takahashi","SAN DIEGO",144,48,3,23.91,"D-"
"Jake Hilton","VILLANOVA",118,39.3333333333333,3,23.72,"D-"
"Keith Wheeler","HOUCHR",77,38.5,2,23.64,"D-"
"Brevin Caldwell","NORFOLK",89,44.5,2,23.11,"D-"
"Jaiden Fair","RICHMOND",37,18.5,2,23.04,"D-"
"Jaquan McGee","TEXAS STHN",99,49.5,2,21.7,"D-"
"Ethan Harris","FURMAN",81,40.5,2,21.55,"D-"
"Lawson Dixon","SE LA",127,42.3333333333333,3,21.19,"D-"
"Ben Evee","SACR HEART",160,53.3333333333333,3,20.94,"D-"
"An'Tiyan Neal","STHLSK",56,28,2,20.64,"D-"
"Rory Jones-Amen-Hetep","NC A&T",44,22,2,19.33,"F"
"Deverious Abercrombie","PRESBYTERN",87,43.5,2,19.22,"F"
"Ivory Aikens","WOFFORD",59,29.5,2,18.87,"F"
"Landers Green","E ILLINOIS",68,34,2,18.82,"F"
"Kyle Vaka","MURRAY ST",101,33.6666666666667,3,18.69,"F"
"Noah Gregg","N ALABAMA",80,40,2,18.46,"F"
"Erik Bussmann","CHATTNOOGA",160,53.3333333333333,3,18.43,"F"
"Greg Donaldson","NICHOLLS",118,39.3333333333333,3,18.15,"F"
"Justin Rice","RICHMOND",41,20.5,2,17.93,"F"
"Tay Norman","N IOWA",66,33,2,17.42,"F"
"Brendan Webb","NWSTATE",96,48,2,17.38,"F"
"Jordan Reed","MONTANA ST",146,48.6666666666667,3,17.33,"F"
"Aaryn Tate","CAMPBELL",57,28.5,2,17.14,"F"
"Samuel Gonzalez","E ILLINOIS",54,27,2,17.07,"F"
"Zay Morris","UTAHTC",66,22,3,16.57,"F"
"Logan Perez","NEW HAMP",160,53.3333333333333,3,16.5,"F"
"Ace Cobb","FL A&M",57,28.5,2,15.17,"F"
"Issac Glaudin","NEWHVN",42,21,2,15.11,"F"
"Jimmie Duncan","NWSTATE",75,37.5,2,14.84,"F"
"Riley Anderson","GEORGETOWN",57,28.5,2,14.64,"F"
"Dave Pardo","CENT CT ST",63,31.5,2,12.74,"F"
"Myles Walker","DUQUESNE",94,31.3333333333333,3,10.44,"F"
"Malachi Townsend","STETSON",51,25.5,2,9.71,"F"
"Conor Lawlor","WAGNER",62,31,2,3.29,"F"
