"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade"
"Zahmari Palode-Gary","MERCER",25,40.73,"C"
"Adrian Cormier","GARD-WEBB",31,40.61,"C"
"Chris Franklin","TENN MARTN",33,39.85,"D"
"Speedy Jones","STF AUSTIN",23,39.72,"D"
"Khyair Spain","SE MO ST",42,39.58,"D"
"Sage Ingram","NWSTATE",20,38.96,"D"
"Joseph Williams","HOLY CROSS",53,38.89,"D"
"Craig Cunningham","MOREHEAD",22,38.79,"D"
"Domonique Thomas","SAMFORD",39,38.56,"D"
"Justin Guin","N COLORADO",32,38.29,"D"
"Ethan Lawrence","CAMPBELL",32,37.97,"D"
"Dylan Paine","MONTANA",32,37.95,"D"
"Ace Chatman","UTAHTC",42,37.62,"D"
"JT Smith","NC A&T",35,37.49,"D"
"Hayden Kincheloe","IDAHO",13,36.3,"D"
"Tamaj Hoffman","NICHOLLS",20,35.59,"D"
"Quran Gossett","N ARIZONA",45,35.39,"D"
"Rahshan La Mons","ALBANY",55,35.04,"D"
"Jalyn Daniels","NORFOLK",35,34.99,"D"
"Mykel Allen","MURRAY ST",26,34.08,"D"
"Kolton Nero","ALAB A&M",NA,34.05,"D"
"Jaiden Daniels","E TENN ST",12,33.66,"D"
"Keino Fitzpatrick II","ROB MORRIS",27,33.49,"D"
"Jamaal Brown","RICHMOND",39,32.98,"D"
"Tyler Lofton","ILL STATE",12,32.92,"D"
"Seth Glatz","ILL STATE",22,32.39,"D"
"Jamarie Hostzclaw","ALABAMA ST",18,32.3,"D"
"BJ Barrow","RHODE ISLD",34,31.97,"D"
"Corey Blair Jr.","S DAK ST",45,31.47,"D"
"Jimmyll Williams","ELON",25,31.2,"D"
"MJ Flowers","TENN TECH",32,31.08,"D"
"Ken Cherry","SAMFORD",10,31,"D"
"Gracen Goldsmith","HAMPTON",22,30.95,"D"
"Byron Cardwell Jr.","MERCYHURST",26,30.93,"D"
"Ja'briel Mace","VILLANOVA",27,30.91,"D"
"Carson Fletcher","S DAKOTA",21,30.91,"D"
"Tyler Smith","SCAR STATE",26,30.1,"D"
"Rashawn Marshall","MAINE",27,30.01,"D"
"Nate Blount IV","JACKSON ST",NA,30,"D"
"Jameir Gamble","MERCYHURST",30,29.73,"D"
"Mike Franklin","SOUTHERN U",7,29.63,"D"
"Omar Mbakwe","SAN DIEGO",29,29.46,"D"
"Aaron Crossley","LEHIGH",14,29.4,"D"
"Kevin Lalin","CHATTNOOGA",32,29.3,"D"
"D'Marius Rucker","E TENN ST",10,28.95,"D"
"Aziz Foster-Powell","RICHMOND",26,28.72,"D"
"Keith Jenkins Jr.","MORGAN ST",15,28.53,"D"
"Clyde McClendon Jr.","GRAMBLING",12,28.52,"D"
"Calvin Smith Jr.","SE LA",12,28.4,"D"
"Ezekiel Pour","MOREHEAD",9,27.9,"D"
"Ness Davis","DUQUESNE",21,27.59,"D"
"Joquez Smith","NEW HAMP",13,27.43,"D"
"Galamama Mulbah","MERRIMACK",18,27.27,"D"
"D'Shaun Ford","GRAMBLING",15,27.23,"D"
"Mathias Price","N COLORADO",32,27.2,"D"
"Josh Shaw","SCAR STATE",14,27.02,"D"
"Joey Koch","ALBANY",19,26.82,"D"
"Tyrell Reed Jr.","SE MO ST",16,26.57,"D"
"Breyon Williams","ROB MORRIS",15,26.32,"D"
"Gino Addison","NC CENT",NA,25.96,"D"
"Chase Gillespie","FL A&M",37,25.1,"D"
"Malachi Gamble","LAFAYETTE",14,25.05,"D"
"Robert Giaimo","LNDNWD",15,24.97,"D"
"Matthias Latham","MERRIMACK",29,24.39,"D"
"Andre Crews","GRAMBLING",12,24.38,"D"
"Adam Criter","SAN DIEGO",30,24.14,"D"
"Jaylen Jennings","ARKAPB",25,24.05,"D"
"Griffin Broderick","N DAKOTA",NA,22.91,"D"
"Lincoln Cardillo","MARIST",NA,22.69,"D"
"Clay Ash","GEORGETOWN",33,22.55,"D"
"Brayden Latham","E KENTUCKY",18,22.54,"D"
"Christian Vann","GARD-WEBB",36,22.39,"D"
"Kemarrion Battles","TOWSON",21,22.25,"D"
"Jojo Uga","LAMAR",22,22.01,"D"
"Zion Dobson","NC CENT",1,21.93,"D"
"Colson Coon","MONTANA ST",20,21.83,"D"
"Camury Reid","SO UTAH",33,21.7,"D"
"Colton Brunell","N DAKOTA",NA,21.66,"D"
"Jakyre Henley","LAFAYETTE",31,21.63,"D"
"Robert Freeman IV","IDAHO ST",35,21.49,"D"
"Jaylen Middleton","HOUCHR",17,21.08,"D"
"Ashton Ashford","ALABAMA ST",9,21.02,"D"
"Isaiah Ragland","VILLANOVA",26,20.64,"D"
"TJ Dement","TXRG",29,20.49,"D"
"Deuce Young","GARD-WEBB",17,20.33,"D"
"Jareese Howard","ALABAMA ST",14,20.05,"D"
"Zuberi Mobley","BETH COOK",20,19.91,"F"
"Dan Frederick","ELON",15,19.84,"F"
"Parker Jenkins","LAMAR",21,19.6,"F"
"Champ Davis","SOUTHERN U",14,19.45,"F"
"Ernest Temple","ALCORN ST",17,19.07,"F"
"Michael Dempsey","STETSON",2,18.64,"F"
"Dorian Harris","MORGAN ST",14,18.54,"F"
"Joshua Tate","ALCORN ST",12,18.39,"F"
"Jeremiah Coney","STNY BROOK",17,17.99,"F"
"Xavier Goulbourne","ROB MORRIS",16,17.57,"F"
"Jordan Bennett","BRYANT",13,17.18,"F"
"Carter James","MS VLY ST",21,16.89,"F"
"Jake Croce","HOLY CROSS",14,16.82,"F"
"Yohan-Li Louis","FORDHAM",16,16.48,"F"
"Tyler Arrington","JACKSON ST",NA,16.4,"F"
"Zalan Bennett","JACKSON ST",NA,16.4,"F"
"Michael Dellumo","BUTLER",22,16.12,"F"
"Tyren Buggs","E ILLINOIS",14,16.12,"F"
"Charles Kellom","E ILLINOIS",21,16.05,"F"
"Desmin Jackson","BUTLER",29,16.05,"F"
"Will Jones","DAVIDSON",34,16.05,"F"
"Jamal Hailey","FL A&M",26,15.99,"F"
"Koven Smith","LAFAYETTE",17,15.98,"F"
"Justin Montgomery","W GEORGIA",18,15.88,"F"
"Jayden Sumpter","GEORGETOWN",16,15.77,"F"
"Isaiah Simmons","MARIST",NA,15.73,"F"
"Rovaughn Banks Jr.","ABILENE CH",29,15.61,"F"
"OJ Ross","BRYANT",26,15.56,"F"
"Terrence Campbell","RHODE ISLD",25,15.56,"F"
"Emari Matthews","JACKSON ST",NA,15.26,"F"
"Caleb Naumann","COLGATE",8,15.07,"F"
"Troy Flowers","STETSON",9,14.2,"F"
"Tre' Hartwell","CHISTA",13,14.17,"F"
"Marcus Harris II","TENN TECH",12,13.69,"F"
"Ty Stauffer","BUCKNELL",37,13.59,"F"
"Elijah Harris","HOUCHR",14,13.53,"F"
"Shane Lee","NICHOLLS",23,12.79,"F"
"Zack Simmons-Brown","TENN STATE",20,12.76,"F"
"Ryder Hooks","E KENTUCKY",14,12.5,"F"
"Noah Long","STTHOM",NA,12.28,"F"
"Hakeem Watters","CHARLES SO",11,12.2,"F"
"Michael Dabney Jr.","CHISTA",24,11.88,"F"
"Matt Lawson","N DAKOTA",NA,11.28,"F"
"Leo Boehling","VA MILT IN",39,11.25,"F"
"Fredrick Robertson","ALCORN ST",14,10.94,"F"
"TJ Lane","Argonauts",NA,10.88,"F"
"Dwayne Wright","CHARLES SO",10,10.53,"F"
"Rickey Stewart","STF AUSTIN",12,10.33,"F"
"Malik Dotson","E WASHGTON",33,9.66,"F"
"Nathan Gray","LIUSHAR",28,9.59,"F"
"Kameron Thomas","NWSTATE",16,9.53,"F"
"Brenton Paul","TENN STATE",14,9.38,"F"
"Mordecai Ford","STTHOM",NA,9.36,"F"
"Denzell Gibson","NEW HAMP",10,8.82,"F"
"Markel Townsend","Argonauts",NA,7.8,"F"
"Harry Smalls","CHARLES SO",12,7.19,"F"
"Jah'Kei Chavis","WM & MARY",19,6,"F"
"Rashon Brown","BETH COOK",17,5.31,"F"
"Zay Davis","NWSTATE",30,4.4,"F"
"Xavier Terrell","N IOWA",NA,1.93,"F"
"Christian Collins","N IOWA",NA,1.76,"F"
"Gabriel Abel","STTHOM",NA,0,"F"
