"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade"
"Tra Neal","MONMOUTH",62,36.03,"D"
"Jaylin Baker","STHLSK",39,35.8,"D"
"Nick Munson","BUTLER",42,35.79,"D"
"Owen Garwood","BUCKNELL",33,35.32,"D"
"Wesley Garrett","E WASHGTON",64,35.28,"D"
"Jamarien Dalton","ELON",46,35.16,"D"
"Tyree Kelly","ALCORN ST",38,34.74,"D"
"Jacob Kania","W ILLINOIS",30,34.7,"D"
"Kyree Benton","DELWARE ST",35,34.63,"D"
"Matt Chandler","NEWHVN",32,34.55,"D"
"Roriyon Richardson","TEXAS STHN",53,33.91,"D"
"Zion Fowler-El","WAGNER",64,33.83,"D"
"Andrez Lewis","TXAMEA",35,33.79,"D"
"Nick Palumbo","LEHIGH",47,33.66,"D"
"Khylen Harris-Norman","SE MO ST",36,33.63,"D"
"Marvin Sims","AUSTINPEAY",37,33.57,"D"
"Jordan Herron","N COLORADO",23,33.57,"D"
"AJ Adams","DAVIDSON",33,33.21,"D"
"Jordan Rae","ALBANY",54,32.88,"D"
"Joey Stout","N ARIZONA",40,32.65,"D"
"Montez Green","GARD-WEBB",44,32.23,"D"
"Justus Murray Jr.","ALBANY",33,31.96,"D"
"Derek Burrell","WAGNER",27,31.82,"D"
"BJ Norman","ALBANY",61,31.82,"D"
"Trey Firestone","MURRAY ST",50,31.81,"D"
"D.J. Linkins","STNY BROOK",52,31.51,"D"
"Jaquan Lee","FL A&M",24,31.47,"D"
"Terrence Honeywood","WOFFORD",45,30.87,"D"
"Keylijah Williams","BRYANT",30,30.86,"D"
"Tysen Boze","S DAKOTA",51,30.8,"D"
"Clayton Wayland","STF AUSTIN",39,30.79,"D"
"Damir Abdullah","CITADEL",63,30.4,"D"
"Matthew Scerbo","LAFAYETTE",37,30.31,"D"
"Jamai East","E WASHGTON",38,30.09,"D"
"Toric Goins Jr.","PRVIEW A&M",29,30,"D"
"Matt D'Avino","LEHIGH",45,29.97,"D"
"Jobe Bryant","SE MO ST",25,29.78,"D"
"Tommy Troy","NEWHVN",38,29.64,"D"
"Nick Bierman","LAFAYETTE",20,28.73,"D"
"Markell Quick","S ILLINOIS",53,28.71,"D"
"Chaz Portis","HAMPTON",37,28.63,"D"
"Allen Middleton","S ILLINOIS",35,28.55,"D"
"Mark Harris","CHISTA",30,28.53,"D"
"Chinua Ezeigbo","CAMPBELL",28,28.29,"D"
"Drew Carlson","E WASHGTON",28,28.02,"D"
"KD Dorsey","CHARLES SO",34,27.74,"D"
"DK Daniel","W GEORGIA",23,27.66,"D"
"Tayvion McCoy","CAL POLY",57,27.62,"D"
"Semaj Pierre","HOWARD",43,27.3,"D"
"Jamaal Hall II","HOUCHR",42,27.28,"D"
"Sean Carter","STF AUSTIN",25,27.11,"D"
"TJ Smith","CHARLES SO",27,27,"D"
"Tennel Bryant","S DAKOTA",24,26.88,"D"
"Cru Newman","PORTLAND",53,26.84,"D"
"Dylan Rhodes","NWSTATE",40,26.7,"D"
"Keenan Campbell","N COLORADO",25,26.38,"D"
"Tony Harste","IDAHO",41,26.36,"D"
"Dylan Evans","MERCYHURST",50,26.2,"D"
"Jason Palmieri","SACR HEART",65,26.14,"D"
"Myseth Currie","N ARIZONA",43,26.07,"D"
"Carson Persing","LAFAYETTE",37,25.89,"D"
"Amare Lattimore","MERCYHURST",28,25.82,"D"
"Kaleb Washington","TENN MARTN",45,25.78,"D"
"Cam Edwards","W ILLINOIS",32,25.58,"D"
"Malachi Casey","LAMAR",26,25.48,"D"
"Antwon Thomas","DUQUESNE",21,25.44,"D"
"Malik Leverett","W GEORGIA",35,25.29,"D"
"Michael Rossin","W CAROLINA",47,25.26,"D"
"Jayvonne Dillard","NC A&T",40,25.1,"D"
"Evan Austin","CAMPBELL",39,25.03,"D"
"Jayden Simpson","LIUSHAR",28,24.9,"D"
"DeArmond Mathews","CHISTA",22,24.89,"D"
"Andrew Frazier","DAVIDSON",31,24.81,"D"
"Jalen Patrick","PRESBYTERN",45,24.81,"D"
"Ryan Pellum Taylor","DELWARE ST",36,24.8,"D"
"Cam Bulluck","TENN STATE",31,24.79,"D"
"Ryan Petras","DUQUESNE",31,24.6,"D"
"Lofton O'Groske","S DAK ST",73,24.59,"D"
"Jimmy Trilla","IDAHO ST",56,24.32,"D"
"Develle Barksdale","CHISTA",50,24.29,"D"
"Kyran Lee","TXRG",57,24.19,"D"
"Jeremiah Sanders","YNGTOWN ST",29,24.17,"D"
"Justin Perry","MORGAN ST",29,23.84,"D"
"Jarvis Hayes","E KENTUCKY",47,23.8,"D"
"Daveon Walker","TEXAS STHN",37,23.72,"D"
"Luke McAuliffe","ALBANY",28,23.72,"D"
"Jordan Smith","NICHOLLS",34,23.65,"D"
"Marvin Session","WEBER ST",74,23.35,"D"
"Jyron Waiters","CAMPBELL",52,23.24,"D"
"Se'Quan Osborne","HOWARD",59,23.02,"D"
"Caleb Johnson","PRESBYTERN",42,22.71,"D"
"Ja'Carree Kelly","NEW HAMP",48,22.7,"D"
"BJ Wuest","INDIANA ST",28,22.6,"D"
"Terrence Rone","DELWARE ST",68,21.89,"D"
"Gabe Nunez","TENN TECH",30,21.79,"D"
"Rickie Shaw II","BETH COOK",31,21.68,"D"
"James Dely","STNY BROOK",48,21.66,"D"
"Will Greene","UTAHTC",38,21.36,"D"
"Dorian Williams","YNGTOWN ST",29,21.19,"D"
"Blake Thomas","LAMAR",31,21.09,"D"
"Deverious Abercrombie","PRESBYTERN",40,20.83,"D"
"Willie Anderson","BETH COOK",46,20.83,"D"
"Evan Wallace","MAINE",35,20.81,"D"
"Ty'ee Stephens","MAINE",31,20.77,"D"
"Jaylin Terzado","DELWARE ST",72,20.45,"D"
"Jake Hilton","VILLANOVA",43,20.44,"D"
"Aboraa Kwarteng","RHODE ISLD",51,20.29,"D"
"Kameran Senegal","MCNEESE",24,19.91,"F"
"Snap Reed","N ALABAMA",32,19.8,"F"
"Alani Ajigbotosho","DAVIDSON",53,19.54,"F"
"Tre' Holloway","TENN TECH",51,19.4,"F"
"Ellis Stewart","NICHOLLS",33,19.31,"F"
"Lekeldrick Bridges","MONTANA",27,19.3,"F"
"KJ Reed","FORDHAM",26,19.22,"F"
"Nolan Chambers","ALCORN ST",24,19.19,"F"
"Eric Weatherly","TENN TECH",29,18.98,"F"
"Elijah Taylor","SAN DIEGO",53,18.89,"F"
"Kenyon Massey","MERRIMACK",56,18.61,"F"
"Andrew Rockford","ILL STATE",29,18.57,"F"
"Ryan Jezioro","IDAHO",32,18.45,"F"
"Eli Aragon-Cruz","IDAHO ST",59,18.34,"F"
"Corey Petty","FL A&M",45,18.31,"F"
"Keshon Singleton","INDIANA ST",34,18.25,"F"
"Jamall Mensah","RHODE ISLD",40,18.11,"F"
"Evan Brooks","LIUSHAR",41,17.99,"F"
"Zay Morris","UTAHTC",23,17.69,"F"
"Shamar Fowles","BRYANT",33,17.66,"F"
"Jason Robinson Jr.","PORTLAND",37,17.64,"F"
"Stephon Patrick","MERRIMACK",39,17.43,"F"
"Jaydn Girard","LAMAR",24,17.4,"F"
"Nodin Tracy","FORDHAM",36,17.37,"F"
"D'Avery Robinson","ARKAPB",22,17.35,"F"
"Jayden Guy","TENN STATE",39,17.24,"F"
"Nick Gentilella","SACR HEART",43,16.83,"F"
"Lincoln Fisher","HOLY CROSS",60,16.82,"F"
"Jalen McDonald","MERRIMACK",22,16.59,"F"
"Bryan Hunt","YNGTOWN ST",35,16.27,"F"
"Elijah Caldwell","E KENTUCKY",49,16.23,"F"
"Elyjah Mitchell","NORFOLK",61,16.05,"F"
"Kai Austin","WM & MARY",45,15.79,"F"
"Erik Bussmann","CHATTNOOGA",53,15.44,"F"
"Christian Harrison","MONMOUTH",26,15.27,"F"
"Bronseman Davis Jr.","DELWARE ST",43,15.19,"F"
"Kenaz McMillian","ELON",41,14.84,"F"
"Kyle Vaka","MURRAY ST",35,14.76,"F"
"Mason Kuehner","LAFAYETTE",41,14.71,"F"
"Isaiah Scott","WOFFORD",43,14.68,"F"
"Jaden Robinson","AUSTINPEAY",39,14.52,"F"
"Santana Carlos","W CAROLINA",17,14.41,"F"
"Ashton Schumann","CHATTNOOGA",55,14.4,"F"
"Michael Carlock-Williams","NC A&T",24,14.38,"F"
"Ace Cobb","FL A&M",34,14.37,"F"
"Tavian Cord","TXRG",55,14.36,"F"
"Dominic Grguric","NEWHVN",24,14.26,"F"
"Carlos Orr-Gillespie","TENN STATE",28,13.99,"F"
"Ricky Gonzalez II","FORDHAM",39,13.81,"F"
"Brevin Caldwell","NORFOLK",54,13.8,"F"
"Joseph Young","LIUSHAR",50,13.43,"F"
"Mekhi Campfield","CHARLES SO",30,13.17,"F"
"Jordan Reed","MONTANA ST",41,13.1,"F"
"Kobe Brown","SOUTHERN U",47,13.09,"F"
"Andreas Hill","RICHMOND",54,13.07,"F"
"Romelo Boykin","ABILENE CH",24,13,"F"
"Yosei Takahashi","SAN DIEGO",40,12.99,"F"
"Demetric Whitlock","ARKAPB",24,12.98,"F"
"Derrick Bohler","STF AUSTIN",33,12.94,"F"
"Max Ware","STNY BROOK",31,12.82,"F"
"Kyle Thomas","S ILLINOIS",64,12.8,"F"
"Ben Evee","SACR HEART",66,12.65,"F"
"Austin Palmer","MERRIMACK",49,11.67,"F"
"Ethan Harris","FURMAN",31,11.09,"F"
"Ty Carlson","NEW HAMP",38,10.91,"F"
"Tanner Harrison","TXAMEA",38,10.87,"F"
"Daniel Haughton","FURMAN",36,10.79,"F"
"Maxwell Warren","CHARLES SO",29,10.59,"F"
"Logan Perez","NEW HAMP",50,10.55,"F"
"Ben Kirsch","ELON",38,10.54,"F"
"Keith Wheeler","HOUCHR",25,10.48,"F"
"Zae-Mear Correll","DUQUESNE",34,10.48,"F"
"Tristan Goodly","SE LA",33,10.26,"F"
"Elijah Kennedy","NC A&T",34,9.96,"F"
"Zaden Jackson","HOWARD",52,9.82,"F"
"Elijah Roy","LNDNWD",52,9.58,"F"
"Zack Card","IDAHO",26,9.45,"F"
"Demetrius Pearce","SE MO ST",32,9.27,"F"
"Noah Gregg","N ALABAMA",29,9.21,"F"
"Jackson House","E KENTUCKY",31,9.01,"F"
"Anton Smith","PRESBYTERN",36,8.95,"F"
"Braylon Knauth","CITADEL",38,8.76,"F"
"Elijah Griffin","ALCORN ST",29,8.35,"F"
"Cam Jefferson","SOUTHERN U",44,8.29,"F"
"Ivory Aikens","WOFFORD",27,7.86,"F"
"Christian Bond","MS VLY ST",24,7.78,"F"
"Hassan Mahasin","GEORGETOWN",34,7.65,"F"
"Brendan Webb","NWSTATE",40,7.61,"F"
"Greg Donaldson","NICHOLLS",37,7.27,"F"
"Issac Glaudin","NEWHVN",24,7.05,"F"
"Samuel Gonzalez","E ILLINOIS",27,6.27,"F"
"Mason York","WEBER ST",47,6.27,"F"
"Jimmie Duncan","NWSTATE",39,5.58,"F"
"Dayvian Bluitt","MS VLY ST",30,5.4,"F"
"Maliek Denmark","FL A&M",30,5.13,"F"
"Lawson Dixon","SE LA",32,4.62,"F"
"Mike Williams","UTAHTC",42,4.48,"F"
"Aaryn Tate","CAMPBELL",27,4.48,"F"
"Kordell Lewis","CHARLES SO",29,4.22,"F"
"Josh Evans","BETH COOK",46,2.37,"F"
"Joseph Towler","MORGAN ST",25,2.34,"F"
"Marcus Mozer","N COLORADO",51,2.17,"F"
"Caleb Brownlow","MS VLY ST",32,1.95,"F"
"Quavel Thornton","MORGAN ST",22,1.04,"F"
"Damari Heller","PRESBYTERN",36,1.02,"F"
"Rory Jones-Amen-Hetep","NC A&T",30,0.9,"F"
"Riley Anderson","GEORGETOWN",26,0.82,"F"
"Landers Green","E ILLINOIS",32,0.69,"F"
"Jaquan McGee","TEXAS STHN",51,0.58,"F"
"Myles Walker","DUQUESNE",25,0.32,"F"
"Conor Lawlor","WAGNER",40,0.22,"F"
"Cameron Kelley","STF AUSTIN",38,0,"F"
