"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade","Jersey.Number","Position","Season","Conference","Receiving.Grade","Key.Plays","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles","Fumbles.Lost","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference_Level","Catch_Rate","Yards_Per_Tgt","Tgt_Per_Snap"
"Marquis Buchanan","RHODE ISLD",54,71.42,"B",1,"WR",2026,"CAA",73.6,11,36,6,18,10,137,13.7,1,6,2,0,0,12,3,1,56,5.6,30,0.333,3.81,11.2,3,2,0.833,0.167,"16.70%",75.5,0.333,0.5,0.167,0.556,"FCS",0.555555555555556,7.61111111111111,0.5
"Spencer Jones","CAMPBELL",62,71.19,"B",1,"WR",2026,"CAA",75.6,8,34,6,8,7,126,18,1,6,0,0,0,7,1,0,56,8,18,0,3.71,10.5,4,0,1,0,"12.50%",158.3,0.029,0.235,0.25,0.875,"FCS",0.875,15.75,0.235294117647059
"Terence Loville","PORTLAND",68,68.75,"B",3,"WR",2026,"Big Sky",73.9,14,48,11,15,10,119,11.9,1,8,1,0,0,12,3,1,44,4.4,15,0.333,2.48,9.3,3,2,0.833,0.083,"20.00%",85.1,0.042,0.313,0.133,0.667,"FCS",0.666666666666667,7.93333333333333,0.3125
"Jai Boyd","W CAROLINA",43,68.56,"B",1,"WR",2026,"Southern",66.8,2,32,6,4,2,49,24.5,2,2,0,0,0,3,1,1,43,21.5,36,1,1.53,25.3,1,3,0.667,0,"25.00%",134.4,0.063,0.125,0.5,0.5,"FCS",0.5,12.25,0.125
"Gavin Nelson","MONMOUTH",66,65.64,"B",0,"WR",2026,"CAA",68.2,7,42,11,11,9,95,10.6,1,6,0,0,0,9,2,0,52,5.8,31,0,2.26,8,2,2,1,0,"18.20%",133,0.095,0.262,0.091,0.818,"FCS",0.818181818181818,8.63636363636364,0.261904761904762
"Taco Dowler","MONTANA ST",30,65.56,"B",14,"WR",2026,"Big Sky",83.5,6,17,0,7,5,97,19.4,1,5,1,0,0,6,0,0,66,13.2,8,0,5.71,12.6,3,1,0.833,0.167,"0.00%",153.3,0.353,0.412,0.286,0.714,"FCS",0.714285714285714,13.8571428571429,0.411764705882353
"Elisha Edwards","MCNEESE",35,64.83,"B",2,"WR",2026,"Southland",71,7,22,3,8,5,77,15.4,2,4,1,0,0,6,3,2,8,1.6,5,0.667,3.5,12.8,2,0,0.833,0.167,"37.50%",133.9,0,0.364,0.125,0.625,"FCS",0.625,9.625,0.363636363636364
"Aaron Enterline","TOWSON",37,64.55,"B",0,"WR",2026,"CAA",71.1,3,23,1,5,2,69,34.5,1,2,0,0,0,2,1,1,14,7,14,1,3,25.8,2,1,1,0,"20.00%",127.1,0,0.217,0.6,0.4,"FCS",0.4,13.8,0.217391304347826
"Brice Johnson","PRESBYTERN",38,64.02,"B",18,"WR",2026,"Pioneer",72.1,5,24,2,9,8,108,13.5,0,2,1,0,0,9,0,0,84,10.5,63,0,4.5,2.7,3,2,0.889,0.111,"0.00%",116.7,0.375,0.375,0,0.889,"FCS",0.888888888888889,12,0.375
"Kory Jones","GARD-WEBB",85,62.72,"B",2,"WR",2026,"Big South - OVC Football Association",75.1,10,58,3,11,7,135,19.3,0,5,0,0,0,7,2,0,59,8.4,19,0,2.33,14.7,2,0,1,0,"18.20%",106.3,0,0.19,0.182,0.636,"FCS",0.636363636363636,12.2727272727273,0.189655172413793
"Khylil Johnson","WM & MARY",23,62.54,"B",5,"WR",2026,"Patriot",77.7,3,15,1,6,4,83,20.8,0,2,0,0,0,4,0,0,36,9,25,0,5.53,20,1,3,1,0,"0.00%",109.7,0.2,0.4,0.5,0.667,"FCS",0.666666666666667,13.8333333333333,0.4
"Grahm Goering","S DAK ST",81,60.92,"B",12,"WR",2026,"Missouri Valley",68.5,13,53,9,17,9,117,13,0,5,0,0,0,10,4,2,9,1,5,0.5,2.21,13.7,3,0,0.9,0,"23.50%",50.4,0.019,0.321,0.235,0.529,"FCS",0.529411764705882,6.88235294117647,0.320754716981132
"Corey Holmes","TXRG",47,60.13,"B",80,"WR",2026,"Southland",70.8,5,34,12,8,7,68,9.7,0,3,0,0,0,7,0,0,65,9.3,46,0,2,3.3,1,7,1,0,"0.00%",102.1,0,0.235,0.125,0.875,"FCS",0.875,8.5,0.235294117647059
"Jayden Reed","INDIANA ST",38,60.07,"B",83,"WR",2026,"Missouri Valley",72.3,6,25,7,9,6,87,14.5,1,2,0,0,0,6,2,1,12,2,3,0.5,3.48,14.1,2,0,1,0,"22.20%",135,0.24,0.36,0.333,0.667,"FCS",0.666666666666667,9.66666666666667,0.36
"Curtis Deville","MCNEESE",32,58.79,"C",6,"WR",2026,"Southland",71.5,4,21,0,5,3,55,18.3,1,3,0,0,0,3,2,1,13,4.3,8,0.5,2.62,19.2,2,2,1,0,"40.00%",137.5,0,0.238,0.4,0.6,"FCS",0.6,11,0.238095238095238
"Cayden Aukerman","SAMFORD",60,58.15,"C",13,"WR",2026,"Southern",68.6,9,44,18,10,7,49,7,2,4,0,0,0,7,2,2,7,1,0,1,1.11,13,1,0,1,0,"20.00%",120.4,0.023,0.227,0.2,0.7,"FCS",0.7,4.9,0.227272727272727
"Tyson George","GRAMBLING",44,58.01,"C",8,"WR",2026,"SWAC",70.5,3,24,1,5,5,93,18.6,0,3,0,0,0,5,0,0,75,15,28,0,3.88,3.6,2,3,1,0,"0.00%",118.8,0.125,0.208,0,1,"FCS",1,18.6,0.208333333333333
"AJ Colombo","W CAROLINA",55,57.66,"C",0,"WR",2026,"Southern",73.4,6,42,2,11,7,108,15.4,0,4,0,0,0,8,2,0,37,5.3,14,0,2.57,11.6,4,2,0.875,0,"18.20%",96,0.238,0.262,0.091,0.636,"FCS",0.636363636363636,9.81818181818182,0.261904761904762
"Marquis Willis","TARLETON",59,56.9,"C",7,"WR",2026,"United Athletic",75,7,30,9,8,4,52,13,1,3,0,0,0,4,4,1,21,5.3,18,0.25,1.73,12.8,2,2,1,0,"50.00%",110.4,0.033,0.267,0.25,0.5,"FCS",0.5,6.5,0.266666666666667
"Drew Krobath","LNDNWD",73,56.34,"C",8,"WR",2026,"Big South - OVC Football Association",72.7,6,36,5,8,5,81,16.2,0,5,0,0,0,5,1,1,28,5.6,16,1,2.25,19,2,0,1,0,"12.50%",96.4,0.083,0.222,0.5,0.625,"FCS",0.625,10.125,0.222222222222222
"Teree McDonald","WAGNER",39,55.96,"C",9,"WR",2026,"Northeast",66.5,3,20,0,4,2,70,35,1,2,1,0,0,3,0,0,27,13.5,26,0,3.5,19,2,1,0.667,0.333,"0.00%",135.4,0,0.2,0.25,0.5,"FCS",0.5,17.5,0.2
"Quanye Veney","RICHMOND",32,55.5,"C",1,"WR",2026,"Patriot",80.5,3,23,3,6,3,73,24.3,1,3,0,0,0,3,1,0,7,2.3,0,0,3.17,15,2,0,1,0,"16.70%",134,0.261,0.261,0.167,0.5,"FCS",0.5,12.1666666666667,0.260869565217391
"Cristian Driver","ABILENE CH",51,55.43,"C",4,"WR",2026,"United Athletic",75.3,9,34,12,14,8,93,11.6,0,5,0,0,0,8,3,1,22,2.8,8,0.333,2.74,12.4,2,1,1,0,"21.40%",47.6,0,0.412,0.214,0.571,"FCS",0.571428571428571,6.64285714285714,0.411764705882353
"Brooks Davis","MONTANA",49,55.02,"C",3,"WR",2026,"Big Sky",54.5,0,35,16,10,8,100,12.5,1,6,0,0,0,0,0,0,40,5,5,0,2.86,13.2,3,0,0,0,"0.00%",141.7,0.171,0.286,0.3,0.8,"FCS",0.8,10,0.285714285714286
"Jalen Smith","LNDNWD",73,54.01,"C",4,"WR",2026,"Big South - OVC Football Association",66.2,7,36,19,9,5,80,16,0,2,0,0,0,5,3,2,6,1.2,5,0.667,2.22,16.3,2,1,1,0,"33.30%",85.4,0.083,0.25,0.333,0.556,"FCS",0.555555555555556,8.88888888888889,0.25
"Ismael Zamor","CITADEL",49,53.33,"C",6,"WR",2026,"Southern",78.3,3,15,3,3,3,56,18.7,0,3,0,0,0,3,1,1,5,1.7,4,1,3.73,17,1,1,1,0,"33.30%",118.8,0,0.2,0.333,1,"FCS",1,18.6666666666667,0.2
"Brandon Binkowski","VILLANOVA",49,53.32,"C",81,"WR",2026,"Patriot",71.2,3,21,7,3,3,71,23.7,0,3,0,0,0,3,1,1,2,0.7,0,1,3.38,23,2,0,1,0,"33.30%",118.8,0,0.143,0.667,1,"FCS",1,23.6666666666667,0.142857142857143
"Kymari Gray","CHISTA",52,52.37,"C",2,"WR",2026,"IND (FCS)",73.7,5,36,6,7,5,76,15.2,0,3,0,0,0,5,1,1,22,4.4,10,1,2.11,15.3,4,0,1,0,"14.30%",106.8,0,0.194,0.143,0.714,"FCS",0.714285714285714,10.8571428571429,0.194444444444444
"Braden Reed","VILLANOVA",45,52.36,"C",83,"WR",2026,"Patriot",70.9,8,21,0,9,5,68,13.6,2,4,2,0,0,7,2,1,5,1,0,0.5,3.24,13.2,3,0,0.714,0.286,"22.20%",119.4,0.429,0.429,0.222,0.556,"FCS",0.555555555555556,7.55555555555556,0.428571428571429
"Anthony Carter","TENN MARTN",33,51.67,"C",11,"WR",2026,"Big South - OVC Football Association",70.8,3,16,2,4,4,71,17.8,0,2,0,0,0,4,0,0,48,12,31,0,4.44,5.8,1,1,1,0,"0.00%",118.8,0.063,0.25,0,1,"FCS",1,17.75,0.25
"Landon Ransom-Goelz","MONTANA",43,51.4,"C",2,"WR",2026,"Big Sky",54,0,27,20,7,5,101,20.2,0,3,0,0,0,0,0,0,45,9,27,0,3.74,14,3,0,0,0,"0.00%",113.7,0.074,0.259,0.286,0.714,"FCS",0.714285714285714,14.4285714285714,0.259259259259259
"Rodny Ojo","PRVIEW A&M",51,50.79,"C",9,"WR",2026,"SWAC",71.6,5,28,11,4,3,68,22.7,0,3,0,0,0,3,1,1,23,7.7,6,1,2.43,14.8,2,0,1,0,"25.00%",116.7,0.036,0.143,0.25,0.75,"FCS",0.75,17,0.142857142857143
"Malaqhi Jones","SCAR STATE",26,49.72,"C",11,"WR",2026,"MEAC",69.7,4,19,3,7,6,72,12,0,3,0,1,1,6,0,0,37,6.2,32,0,3.79,8.9,2,2,1,0,"0.00%",109.5,0,0.368,0.143,0.857,"FCS",0.857142857142857,10.2857142857143,0.368421052631579
"Brayden White","S DAKOTA",40,49.5,"C",2,"WR",2026,"Missouri Valley",76.9,4,21,2,8,4,48,12,1,3,0,0,0,4,2,0,15,3.8,12,0,2.29,14.8,1,1,1,0,"25.00%",108.3,0.095,0.381,0.25,0.5,"FCS",0.5,6,0.380952380952381
"TJ Cadden","BUCKNELL",55,49.49,"C",21,"WR",2026,"Patriot",70.5,11,36,1,11,8,61,7.6,0,4,0,0,0,8,1,1,37,4.6,21,1,1.69,3.3,1,1,1,0,"9.10%",85.8,0.278,0.306,0,0.727,"FCS",0.727272727272727,5.54545454545455,0.305555555555556
"Jaydon Smith","TXRG",39,49.2,"C",8,"WR",2026,"Southland",68.7,2,29,3,5,2,68,34,0,2,0,0,0,2,1,0,50,25,44,0,2.34,15,2,0,1,0,"20.00%",47.9,0.172,0.172,0.2,0.4,"FCS",0.4,13.6,0.172413793103448
"Nae'Saan Dickerson","GRAMBLING",38,49.11,"C",11,"WR",2026,"SWAC",63.8,3,23,5,6,5,44,8.8,0,3,0,0,0,5,2,2,15,3,13,1,1.91,11.2,1,2,1,0,"33.30%",97.2,0,0.261,0.167,0.833,"FCS",0.833333333333333,7.33333333333333,0.260869565217391
"Winston Moore","COLGATE",51,49,"C",2,"WR",2026,"Patriot",61,1,23,9,6,2,66,33,1,1,0,0,0,2,1,0,44,22,28,0,2.87,6.8,1,1,1,0,"16.70%",75.7,0.217,0.261,0,0.333,"FCS",0.333333333333333,11,0.260869565217391
"Dane Steel","MONTANA ST",31,48.78,"C",84,"WR",2026,"Big Sky",69.6,2,17,1,3,2,52,26,1,2,0,0,0,2,0,0,10,5,1,0,3.06,16,2,0,1,0,"0.00%",149.3,0,0.176,0.333,0.667,"FCS",0.666666666666667,17.3333333333333,0.176470588235294
"Daejawn Smith","SOUTHERN U",35,48.27,"C",2,"WR",2026,"SWAC",70.6,6,23,2,6,4,72,18,0,4,1,0,0,5,1,1,11,2.8,6,1,3.13,16.8,1,0,0.8,0.2,"16.70%",107.6,0.261,0.261,0.333,0.667,"FCS",0.666666666666667,12,0.260869565217391
"Jordan Bride","GRAMBLING",38,48.1,"C",2,"WR",2026,"SWAC",68.1,4,20,0,5,3,70,23.3,0,2,0,0,0,3,1,0,31,10.3,17,0,3.5,12.6,2,1,1,0,"20.00%",104.2,0.2,0.25,0.2,0.6,"FCS",0.6,14,0.25
"Trey Olsen","N COLORADO",62,47.97,"C",13,"WR",2026,"Big Sky",56.9,3,44,6,6,3,61,20.3,1,1,1,0,0,4,2,1,34,11.3,25,0.5,1.39,18.2,1,0,0.75,0.25,"33.30%",125.7,0.023,0.136,0.667,0.5,"FCS",0.5,10.1666666666667,0.136363636363636
"Maury Sullivan","TENN TECH",43,47.84,"C",2,"WR",2026,"Southern",58.5,1,25,13,7,5,68,13.6,1,4,0,0,0,1,0,0,17,3.4,7,0,2.72,9.9,3,0,5,0,"0.00%",141.7,0.04,0.28,0.143,0.714,"FCS",0.714285714285714,9.71428571428571,0.28
"Christian Anaya","W ILLINOIS",36,47.33,"C",13,"WR",2026,"Big South - OVC Football Association",76.3,5,22,0,6,4,78,19.5,0,4,0,0,0,4,0,0,29,7.3,0,0,3.55,8.7,1,0,1,0,"0.00%",109.7,0.182,0.273,0.167,0.667,"FCS",0.666666666666667,13,0.272727272727273
"Chet Yardley","BUTLER",45,46.57,"C",14,"WR",2026,"Pioneer",68,2,21,2,5,3,55,18.3,0,3,0,0,0,3,2,1,13,4.3,2,0.5,2.62,23.6,2,0,1,0,"40.00%",97.9,0,0.238,0.6,0.6,"FCS",0.6,11,0.238095238095238
"Xavier Johnson","N ALABAMA",41,46.07,"C",0,"WR",2026,"United Athletic",69.7,5,27,5,12,6,82,13.7,0,1,1,0,0,7,0,0,75,12.5,45,0,3.04,7.3,1,0,0.857,0.143,"0.00%",72.2,0.148,0.444,0.25,0.5,"FCS",0.5,6.83333333333333,0.444444444444444
"Luke Mailander","ILL STATE",66,45.54,"C",84,"WR",2026,"Missouri Valley",68.9,3,33,12,4,3,72,24,0,3,0,0,0,3,0,0,1,0.3,1,0,2.18,21.5,2,0,1,0,"0.00%",116.7,0,0.121,0.5,0.75,"FCS",0.75,18,0.121212121212121
"Damien McDaniel","PRVIEW A&M",26,45.06,"C",19,"WR",2026,"SWAC",71.5,2,16,1,6,4,37,9.3,1,1,0,0,0,4,1,0,37,9.3,19,0,2.31,3,1,2,1,0,"16.70%",122.9,0.313,0.375,0,0.667,"FCS",0.666666666666667,6.16666666666667,0.375
"Dylan Lord","ILL STATE",62,44.92,"C",4,"WR",2026,"Missouri Valley",66.9,4,34,1,10,5,72,14.4,0,4,0,0,0,4,2,1,42,8.4,7,0.5,2.12,11.6,2,1,1.25,0,"20.00%",34.2,0.265,0.294,0.2,0.5,"FCS",0.5,7.2,0.294117647058824
"Julian Mason","IDAHO ST",64,44.72,"C",80,"WR",2026,"Big Sky",71.7,8,37,13,10,7,75,10.7,0,3,0,0,0,7,1,0,30,4.3,6,0,2.03,10.4,1,1,1,0,"10.00%",91.7,0,0.27,0.1,0.7,"FCS",0.7,7.5,0.27027027027027
"Jaqai Carter","ROB MORRIS",56,44.7,"C",8,"WR",2026,"Northeast",67.4,4,30,1,7,3,52,17.3,1,3,0,0,0,3,2,0,15,5,4,0,1.73,18.9,2,0,1,0,"28.60%",108.3,0.067,0.233,0.429,0.429,"FCS",0.428571428571429,7.42857142857143,0.233333333333333
"Matthew Keener","W CAROLINA",21,44.49,"C",18,"WR",2026,"Southern",69,2,18,1,4,4,53,13.3,0,2,0,0,0,4,0,0,29,7.3,19,0,2.94,6,2,2,1,0,"0.00%",118.8,0.056,0.222,0,1,"FCS",1,13.25,0.222222222222222
"Bryce Allen","RICHMOND",54,43.7,"C",8,"WR",2026,"Patriot",62.7,3,35,20,4,3,37,12.3,1,2,0,0,0,3,2,1,0,0,0,0.5,1.06,17,1,0,1,0,"50.00%",142.7,0,0.114,0.25,0.75,"FCS",0.75,9.25,0.114285714285714
"Tanner Schmidt","TARLETON",52,43.63,"C",3,"WR",2026,"United Athletic",65.7,6,29,3,7,5,50,10,1,3,1,0,0,6,1,1,11,2.2,5,1,1.72,7.3,1,0,0.833,0.167,"14.30%",131,0.138,0.241,0.143,0.714,"FCS",0.714285714285714,7.14285714285714,0.241379310344828
"Paul Billups II","NORFOLK",61,42.71,"C",1,"WR",2026,"MEAC",70,4,30,5,8,7,49,7,0,3,0,0,0,7,1,1,26,3.7,11,1,1.63,6.9,0,0,1,0,"12.50%",92.2,0.033,0.267,0.125,0.875,"FCS",0.875,6.125,0.266666666666667
"Robert Young","WEBER ST",48,42.45,"C",0,"WR",2026,"Big Sky",59,5,38,0,5,4,57,14.3,0,3,0,1,1,4,1,1,21,5.3,14,1,1.5,10.6,2,2,1,0,"20.00%",114.2,0.132,0.132,0,0.8,"FCS",0.8,11.4,0.131578947368421
"Noah Schaerli","ROB MORRIS",50,41.81,"C",81,"WR",2026,"Northeast",72.6,4,22,0,6,4,58,14.5,0,3,0,0,0,4,0,0,27,6.8,3,0,2.64,17.7,2,0,1,0,"0.00%",97.9,0.091,0.273,0.333,0.667,"FCS",0.666666666666667,9.66666666666667,0.272727272727273
"Jabez Woods","MONTANA ST",25,41.68,"C",10,"WR",2026,"Big Sky",64.4,1,17,1,2,1,35,35,1,1,0,0,0,1,0,0,36,36,23,0,2.06,3,1,0,1,0,"0.00%",95.8,0.059,0.118,0,0.5,"FCS",0.5,17.5,0.117647058823529
"Jayvin Pyle-Thompson","GEORGETOWN",39,41.48,"C",88,"WR",2026,"Patriot",66.1,4,21,0,4,2,56,28,0,2,1,0,0,4,2,1,2,1,1,0.5,2.67,18.3,2,0,0.5,0.25,"50.00%",95.8,0,0.191,0.5,0.5,"FCS",0.5,14,0.19047619047619
"John Anthony Jr.","SE MO ST",48,41.11,"C",5,"WR",2026,"Big South - OVC Football Association",63.2,2,23,10,2,1,40,40,0,1,0,0,0,1,0,0,7,7,3,0,1.74,34,1,0,1,0,"0.00%",95.8,0,0.087,1,0.5,"FCS",0.5,20,0.0869565217391304
"Laviel Pickett","UC DAVIS",48,40.95,"C",22,"WR",2026,"Big Sky",67.7,4,29,7,3,3,60,20,0,2,0,0,0,3,0,0,15,5,6,0,2.07,15,1,0,1,0,"0.00%",118.8,0.035,0.103,0.333,1,"FCS",1,20,0.103448275862069
"Stevie Keener","CAMPBELL",58,40.56,"C",11,"WR",2026,"CAA",63.7,6,35,10,8,6,47,7.8,0,3,0,0,0,6,1,1,15,2.5,3,1,1.34,12.5,1,1,1,0,"12.50%",89.1,0.029,0.229,0.25,0.75,"FCS",0.75,5.875,0.228571428571429
"Jacary Lightsey","DAVIDSON",57,40.44,"C",3,"WR",2026,"Pioneer",68.1,6,41,6,9,3,72,24,0,3,0,0,0,3,1,0,24,8,2,0,1.76,16.2,2,0,1,0,"11.10%",63.2,0.024,0.219,0.333,0.333,"FCS",0.333333333333333,8,0.219512195121951
"Micah Simpson","TXAMEA",35,40.39,"C",4,"WR",2026,"Southland",75.8,5,24,3,7,4,58,14.5,0,3,0,0,0,4,0,0,27,6.8,13,0,2.42,9.7,1,1,1,0,"0.00%",44.6,0.25,0.292,0.143,0.571,"FCS",0.571428571428571,8.28571428571429,0.291666666666667
"Deuce Oliver","TENN MARTN",39,39.87,"D",1,"WR",2026,"Big South - OVC Football Association",69,1,20,1,5,2,43,21.5,0,1,0,0,0,2,1,1,8,4,2,1,2.15,18.6,1,0,1,0,"20.00%",71.3,0.25,0.25,0.4,0.4,"FCS",0.4,8.6,0.25
"Jalile Bost","GARD-WEBB",36,39.86,"D",6,"WR",2026,"Big South - OVC Football Association",65.6,7,27,0,8,4,60,15,0,3,1,0,0,5,1,1,16,4,11,1,2.22,12.1,1,0,0.8,0.2,"12.50%",75,0.296,0.296,0.125,0.5,"FCS",0.5,7.5,0.296296296296296
"Jonathan Alexander","GEORGETOWN",35,39.8,"D",82,"WR",2026,"Patriot",65.6,5,20,0,4,4,33,8.3,1,2,0,0,0,4,0,0,14,3.5,7,0,1.65,7,1,1,1,0,"0.00%",140.6,0.1,0.2,0,1,"FCS",1,8.25,0.2
"Giovanni Adopte","GARD-WEBB",71,39.4,"D",0,"WR",2026,"Big South - OVC Football Association",64.2,8,49,2,13,7,70,10,0,5,0,0,0,7,1,0,9,1.3,4,0,1.43,11.1,2,0,1,0,"7.70%",69.4,0,0.265,0.077,0.538,"FCS",0.538461538461538,5.38461538461539,0.26530612244898
"Preston Bird","SAMFORD",61,39.26,"D",4,"WR",2026,"Southern",61.4,3,43,5,4,3,63,21,0,2,0,0,0,3,0,0,44,14.7,9,0,1.47,14,1,0,1,0,"0.00%",116.7,0.07,0.093,0.25,0.75,"FCS",0.75,15.75,0.0930232558139535
"Makhia Sherrard","TENN MARTN",53,38.97,"D",7,"WR",2026,"Big South - OVC Football Association",61.8,5,28,5,5,4,57,14.3,0,1,0,1,0,4,0,0,55,13.8,16,0,2.04,4.2,2,3,1,0,"0.00%",114.2,0.107,0.179,0,0.8,"FCS",0.8,11.4,0.178571428571429
"B.J. Fleming","TARLETON",47,38.5,"D",4,"WR",2026,"United Athletic",65.8,3,26,3,4,3,57,19,0,2,0,0,0,3,1,0,14,4.7,1,0,2.19,13.8,1,0,1,0,"25.00%",116.7,0.077,0.154,0.25,0.75,"FCS",0.75,14.25,0.153846153846154
"Kieren Jackson","FL A&M",36,38.25,"D",3,"WR",2026,"SWAC",60.8,8,24,12,9,4,69,17.3,0,4,2,0,0,6,3,1,18,4.5,5,0.333,2.88,18.9,2,0,0.667,0.333,"33.30%",71.1,0.083,0.375,0.556,0.444,"FCS",0.444444444444444,7.66666666666667,0.375
"Chedon James","IDAHO ST",57,38.07,"D",8,"WR",2026,"Big Sky",60.3,3,35,1,10,5,27,5.4,1,1,0,0,0,5,1,1,10,2,5,1,0.77,11.3,0,1,1,0,"10.00%",89.6,0.286,0.286,0.3,0.5,"FCS",0.5,2.7,0.285714285714286
"Cole Monach","SAN DIEGO",60,38.07,"D",17,"WR",2026,"Pioneer",60.7,8,33,1,13,6,72,12,1,3,2,0,0,10,3,0,40,6.7,15,0,2.18,9.8,2,1,0.6,0.2,"23.10%",57.2,0.394,0.394,0.231,0.462,"FCS",0.461538461538462,5.53846153846154,0.393939393939394
"Malik Redd","WAGNER",25,37.93,"D",2,"WR",2026,"Northeast",61.1,2,15,0,2,2,31,15.5,1,1,0,0,0,2,0,0,5,2.5,0,0,2.07,13,1,0,1,0,"0.00%",158.3,0.067,0.133,0.5,1,"FCS",1,15.5,0.133333333333333
