"Name","Team","Offensive.Snaps","Composite_Score","Player_Grade","Runblock.Grade","Percentage.of.Positive.Grade","Passblock.Grade","Defeated.Runblock.Percentage","Knockdown.Percentage","Pass.Block.Efficiency","Pressure.allowed.Percentage","Hurries.Allowed","Beaten.by.Defender","Hits.Allowed","Sacks.Allowed"
"Kelsey Hundley","RICHMOND",69,75.51,"B",66.2,0.072,74.5,0.107,0.024,0,0.024,0,0,0,1
"Evan Romano","STHLSK",30,75.34,"B",61.2,0.067,79.6,0.158,0,0,0,0,0,0,0
"Dolapo Egunjobi","TENN MARTN",64,74.21,"B",66,0.078,52.4,0.171,0,0,0,0,0,0,0
"Josiah Ware","STNY BROOK",67,73.4,"B",64.1,0.045,85.5,0.13,0,0,0,0,0,0,0
"Jaden White","ARKAPB",41,73.23,"B",54.1,0.049,46.1,0.353,0,97.9,0.042,1,0,0,0
"Ty Brown","PRVIEW A&M",30,72.81,"B",68.1,0.067,80,0,0,0,0,0,0,0,0
"Jayden Daniels","TEXAS STHN",78,71.71,"B",65.1,0.051,87.1,0.051,0,0,0,0,0,0,0
"Tyler Heggins-Hill","CITADEL",66,71.18,"B",56.5,0.061,85.9,0.146,0,0,0,0,0,0,0
"Deshawn Leonard","ELON",59,70.91,"B",58,0.051,77.1,0.206,0,0,0,0,0,0,0
"Andy Hertlein","INDIANA ST",50,70.72,"B",56.5,0.04,85.6,0.222,0,0,0,0,0,0,0
"Eli Freeman","LNDNWD",26,69.87,"B",61,0.039,82.9,0.154,0,0,0,0,0,0,0
"Micah Sumpter","E TENN ST",43,69.76,"B",59.3,0.07,74.9,0.16,0,0,0,0,1,0,0
"Bo Fowler","RICHMOND",69,69.43,"B",69.6,0.058,72.7,0.107,0,0,0,0,2,0,0
"Tommy Jeleniewski","STHLSK",33,69.17,"B",64.1,0.091,47.8,0.143,0,0,0,0,1,0,0
"Jack Beardall","SO UTAH",65,69.13,"B",63.6,0.046,87.8,0.044,0,0,0,0,0,0,0
"Cole Fuller","CAL POLY",49,68.62,"B",60.2,0.041,84.9,0.125,0,0,0,0,0,0,0
"Kanyon Ives","STF AUSTIN",69,68.24,"B",56.4,0.072,70.8,0.194,0,0,0,0,1,0,0
"Caden Bowers","PRVIEW A&M",39,68.17,"B",66.3,0.051,81.4,0,0,0,0,0,0,0,0
"Noah Stanley","MAINE",49,68.05,"B",53.9,0.041,87.6,0.2,0,0,0,0,0,0,0
"Charles Mackley","BUTLER",43,67.42,"B",60.5,0.047,74.5,0.167,0.053,0,0.053,0,0,1,0
"Pete Jarvis","ROB MORRIS",67,67.09,"B",64.2,0.045,83.1,0.028,0,0,0,0,0,0,0
"Abiathar Curry","MERCER",44,66.61,"B",64,0.068,64.1,0.2,0,0,0.042,1,0,0,0
"Jalani Liva","SO UTAH",71,66.47,"B",60.6,0.042,87.7,0.06,0,0,0,0,0,0,0
"Marc Koumoundouros","ROB MORRIS",56,65.87,"B",66.2,0.054,69.1,0.074,0.035,0,0.035,0,0,1,0
"Landon Woodard","ILL STATE",71,65.09,"B",67.6,0.056,82.2,0.029,0,0,0.027,1,0,0,0
"Mason Merriwether","CAMPBELL",83,64.13,"B",63,0.024,86.5,0.057,0,0,0,0,0,0,0
"Howard Stedford","IDAHO",61,63.12,"B",65,0.066,41.1,0.12,0,97.2,0.056,2,1,0,0
"Blake Hoegler","MERCYHURST",57,62.91,"B",60,0.07,79.4,0.08,0,0,0.031,1,0,0,0
"Will Van Neil","ALBANY",46,62.8,"B",62.4,0.022,61.4,0,0,100,0,0,2,0,0
"Keon Daceus","CHISTA",61,62.71,"B",65.5,0.049,63.9,0.136,0,0,0,0,2,0,0
"Lucas Catoggio","HOLY CROSS",25,62.56,"B",58.6,0.04,75.3,0.125,0.059,0,0.059,0,0,1,0
"John Hester","LAMAR",62,62.36,"B",59.8,0.032,73,0.136,0.025,0,0.025,0,0,0,1
"Luke Surrett","RICHMOND",32,62.34,"B",64.2,0.031,82.6,0,0,0,0,0,0,0,0
"Tevon Bush","MOREHEAD",39,62.15,"B",59.6,0.051,54.2,0.167,0.067,0,0.067,0,0,1,0
"Peter Fiumara","STHLSK",63,62.06,"B",67.4,0.079,41.9,0.1,0,0,0,0,2,0,0
"Anthony Johns","E KENTUCKY",51,61.85,"B",65.8,0.059,63.6,0,0.05,0,0.05,0,0,1,0
"Benjamin Hicks","AUSTINPEAY",28,61.78,"B",58.4,0.036,59.6,0.154,0.067,0,0.067,0,0,0,1
"Derek Joiner","TARLETON",60,61.33,"B",48.6,0.033,72.8,0.267,0,96.8,0.067,2,0,0,0
"Carson Wheeler","N ALABAMA",38,61.13,"B",63.5,0.026,84.2,0,0,0,0,0,0,0,0
"Jadon Blake","BETH COOK",62,61.11,"B",51.2,0,68.2,0.161,0.065,95.2,0.065,0,0,1,1
"Eliseo Polanco","NEWHVN",60,60.76,"B",56,0.033,69.1,0.286,0,0,0,0,2,0,0
"Jaden Brinkley","WOFFORD",55,60.75,"B",60.7,0.055,72,0.143,0,0,0.037,1,0,0,0
"Jason Crowder","STF AUSTIN",69,60.67,"B",60,0.072,55,0.167,0,0,0.03,1,0,0,0
"Charlie Kruger","IDAHO ST",65,60.43,"B",59.1,0.015,64,0.037,0.026,98.7,0.026,0,1,1,0
"Ben Martel","BRYANT",45,60.25,"B",49.5,0.022,83.5,0.227,0,0,0,0,0,0,0
"David Main","UC DAVIS",41,60.12,"B",56.4,0.024,83.8,0.105,0,0,0,0,0,0,0
"Graham McLelland","MURRAY ST",44,59.58,"C",61.9,0.045,64.6,0.091,0,0,0,0,1,0,0
"Luke Rogers","NEW HAMP",61,58.93,"C",50.2,0.049,68.2,0.31,0,0,0.031,1,0,0,0
"David Trujillo","E ILLINOIS",34,58.37,"C",49.3,0,58.9,0.313,0,97.2,0.056,1,0,0,0
"Navi Arretche","MERCYHURST",37,58.35,"C",50.3,0,83.4,0.267,0,0,0,0,0,0,0
"Nason Simmons","TENN TECH",46,57.57,"C",60.7,0.022,83.5,0,0,0,0,0,0,0,0
"Burke Mastel","MONTANA ST",49,57.49,"C",60.5,0.02,85.2,0,0,0,0,0,0,0,0
"Caden Ellingson","S DAKOTA",58,57.08,"C",60.6,0.017,85.7,0,0,0,0,0,0,0,0
"Kameron Durant","CAMPBELL",83,56.99,"C",54.3,0.012,86.5,0.114,0,0,0,0,0,0,0
"Jayden Montanez","UC DAVIS",68,56.88,"C",69.5,0.059,59.7,0.032,0.027,0,0.054,1,0,1,0
"Brady Bakke","N ARIZONA",29,56.85,"C",62.9,0.035,41.1,0.1,0.105,0,0.105,0,0,0,2
"Jack Hunt","W GEORGIA",54,56.7,"C",55.2,0.018,45.2,0.25,0,98.5,0.029,1,2,0,0
"Chizara Alegbe","HOUCHR",58,56.53,"C",51.5,0.017,85.2,0.138,0,0,0,0,0,0,0
"Robbie Dunn","VA MILT IN",49,56.12,"C",56.5,0.082,46.1,0.25,0,0,0.077,1,0,0,0
"Falesalafai Gatoloai","SAN DIEGO",61,56.08,"C",59.6,0.033,71.8,0.071,0,0,0,0,1,0,0
"Vincent Boila","ROB MORRIS",67,55.98,"C",59.6,0.045,70.6,0.111,0,0,0.032,1,0,0,0
"Joshua Miller","AUSTINPEAY",30,55.9,"C",50.6,0,86.6,0.2,0,0,0,0,0,0,0
"Nick Herzog","S DAKOTA",58,55.78,"C",57.5,0.017,78.8,0.061,0.04,0,0.04,0,0,0,1
"Jaylen Pitts","HOWARD",65,54.38,"C",65.7,0.062,57.3,0.107,0.027,0,0.054,1,1,1,0
"Marco DeCroce","FORDHAM",30,54.38,"C",57.4,0,84.3,0.077,0,0,0,0,0,0,0
"Nick Hughes","TXRG",71,54.37,"C",58.3,0.028,63.3,0.263,0.019,0,0.019,0,2,1,0
"Cayden Bowie","PRVIEW A&M",26,53.76,"C",56.7,0,80.2,0.1,0,0,0,0,0,0,0
"Everett Carr","MONTANA ST",38,53.74,"C",51.6,0,84.3,0.158,0,0,0,0,0,0,0
"Evan Cooke","MORGAN ST",35,53.25,"C",68.8,0.086,12.5,0.214,0.048,0,0.095,1,2,0,1
"Robert Clark","CHARLES SO",30,53.19,"C",53.5,0,83,0.125,0,0,0,0,0,0,0
"Drue Duncan","MOREHEAD",29,53.04,"C",61.8,0.035,74.4,0.091,0,0,0.056,1,0,0,0
"Tommy Broderick","VILLANOVA",53,52.93,"C",54.4,0,84.6,0.097,0,0,0,0,0,0,0
"Tristan Fui","CAL POLY",60,52.65,"C",53.2,0.033,71,0.2,0,0,0.033,1,0,0,0
"Ian Erickson","MAINE",57,52.61,"C",51.6,0.018,83,0.083,0.03,0,0.03,0,0,0,1
"Jeron Lewis","SOUTHERN U",60,52.1,"C",57.3,0.05,68.6,0.086,0,0,0.04,1,0,0,0
"Micah Martin","MURRAY ST",52,51.85,"C",58.1,0.039,80.5,0.107,0,0,0.042,1,1,0,0
"Terrance Saunders II","TARLETON",60,51.75,"C",57.4,0.017,63.8,0.067,0,96.8,0.067,2,0,0,0
"Bobby Galindo","COLGATE",51,51.75,"C",57.2,0,83.7,0.036,0,0,0,0,0,0,0
"Reed Collins","MONMOUTH",28,51.74,"C",53.2,0,81.7,0.111,0,0,0,0,0,0,0
"Alofaletauia Maluia","FURMAN",37,51.73,"C",69.5,0.054,24.8,0,0.087,0,0.087,0,1,0,2
"Sam Liu","MCNEESE",50,51.65,"C",56.9,0.02,69.4,0.1,0.033,0,0.033,0,0,1,0
"Brody Cutrer","WEBER ST",77,51.65,"C",52.5,0.013,87.8,0.035,0,0,0,0,0,0,0
"Malachi Godfrey","TEXAS STHN",78,51.61,"C",54.9,0,87.1,0.051,0,0,0,0,0,0,0
"Kolbe Breland","NC A&T",54,51.51,"C",52.5,0.037,73.4,0.217,0,0,0.032,1,1,0,0
"Nick Paul","CHATTNOOGA",57,51.47,"C",55.1,0,84.3,0.061,0,0,0,0,0,0,0
"Dylan Richardson","CHARLES SO",35,51.37,"C",45.4,0,84.3,0.214,0,0,0,0,0,0,0
"Sam Fallon","ALBANY",73,51.35,"C",57.5,0.027,56,0.2,0.021,96.9,0.063,2,2,1,0
"Cole Canty","DUQUESNE",25,50.84,"C",58.5,0,83.5,0,0,0,0,0,0,0,0
"Mikyal Trotter","SOUTHERN U",66,50.82,"C",67.5,0.091,50.8,0.028,0.033,0,0.1,2,0,1,0
"William Paepke","S DAK ST",92,50.81,"C",48.7,0.011,86.2,0.206,0,0,0.017,1,0,0,0
"Lucas Freitas","MONTANA",47,50.5,"C",56.7,0,87.5,0,0,0,0,0,0,0,0
"Isaac Perkins","YNGTOWN ST",68,50.37,"C",57.1,0.015,75.7,0.12,0,0,0.023,1,0,0,0
"Mark Mulhern","BUCKNELL",72,50.35,"C",54.7,0,86.3,0.036,0,0,0,0,0,0,0
"Dyllan Drummond","MONTANA",69,50.24,"C",55.8,0,89.2,0,0,0,0,0,0,0,0
"Aiden Taylor","LNDNWD",48,50.22,"C",54.1,0.042,78.5,0.083,0,0,0.042,1,0,0,0
"Dylan Rollins","MONTANA ST",25,50.09,"C",58.6,0,80.8,0,0,0,0,0,0,0,0
"Collin Wright","N ALABAMA",42,50.03,"C",57.3,0,84.3,0,0,0,0,0,0,0,0
"Tracy Jackson","CHATTNOOGA",57,50.01,"C",55.4,0,84.3,0.03,0,0,0,0,0,0,0
"Derek Harden Jr.","S ILLINOIS",73,49.8,"C",57.9,0.027,73.1,0.077,0,0,0.029,1,0,0,0
"Michael Gradle","E WASHGTON",61,49.7,"C",56.4,0,85.8,0,0,0,0,0,0,0,0
"Larodney McQueen","TENN STATE",60,49.55,"C",56.6,0.05,35.9,0.194,0,0,0,0,2,0,0
"Corin Boudreaux","SE LA",38,49.35,"C",50,0.026,72.7,0.125,0,0,0,0,1,0,0
"Mark Johnson","E WASHGTON",77,49.3,"C",55.7,0,86.5,0,0,0,0,0,0,0,0
"Mateo Lucero","TENN TECH",55,49.21,"C",56.4,0,84.2,0,0,0,0,0,0,0,0
"Dayen Marouf-Araibi","RHODE ISLD",62,49.12,"C",58,0.032,49.4,0.36,0,0,0.054,2,1,0,0
"Shane Keenan","YNGTOWN ST",61,48.96,"C",65.9,0.049,62.8,0.043,0.026,0,0.079,2,0,0,1
"Collin Goetter","MONMOUTH",66,48.82,"C",52.7,0,86,0.042,0,0,0,0,0,0,0
"Wyatt Sandford","MONTANA",27,48.75,"C",56.8,0,81.6,0,0,0,0,0,0,0,0
"Jeff Burton","AUSTINPEAY",45,47.94,"C",56.5,0,69.9,0.056,0.037,0,0.037,0,0,0,1
"Pesi Fonua","UTAHTC",47,47.84,"C",57.1,0,77.6,0.059,0,0,0,0,1,0,0
"Gavin Gleason","UTAHTC",30,47.4,"C",62,0.067,28.3,0.143,0,0,0.067,1,0,0,0
"Ben Mercado","SACR HEART",76,47.08,"C",47.4,0,81.4,0.189,0.026,0,0.026,0,0,1,0
"James Spainhour","WM & MARY",55,46.94,"C",50.6,0,79.4,0.125,0.043,0,0.043,0,0,1,0
"Jaden Bryant","ALCORN ST",55,46.87,"C",36.7,0,79.4,0.357,0,0,0,0,1,0,0
"Mosiah Talanoa","GEORGETOWN",57,46.66,"C",62.9,0.035,62.1,0.037,0,0,0.033,1,1,0,0
"Ryan Long","WAGNER",77,46.24,"C",43.7,0.013,71.6,0.237,0.026,0,0.026,0,0,1,0
"Aidan Palmer","LEHIGH",70,46.07,"C",63.1,0.086,47.9,0.196,0,0,0.083,2,3,0,0
"Endrei Sauls","LAMAR",52,45.99,"C",53.5,0.019,68.3,0.143,0,0,0.032,1,0,0,0
"Logan Potter","SE LA",38,45.9,"C",64.4,0.053,20,0.125,0.045,0,0.091,1,0,0,1
"Mason LaFond","FORDHAM",48,45.89,"C",58.3,0.021,65.1,0.143,0,0,0.037,1,1,0,0
"Chris Sweeney","GRAMBLING",47,45.88,"C",50.3,0,67.4,0.182,0.04,0,0.04,0,0,1,0
"Miada Jones","DELWARE ST",64,45.7,"C",57.3,0,81.6,0.056,0,0,0.022,1,0,0,0
"Tyler Kohler","NEWHVN",48,45.45,"C",52.6,0,64,0.222,0,0,0,0,2,0,0
"Jordan Davis","FL A&M",56,45.38,"C",44.4,0.018,57.4,0.318,0,0,0,0,2,0,0
"Cameran Rogers","ALCORN ST",52,45.08,"C",51.5,0.019,69.9,0.16,0,0,0.037,1,0,0,0
"Tavaris Ross","HOWARD",65,44.66,"C",48.2,0,80.1,0.214,0.027,0,0.054,1,0,0,1
"Wade Victor","LIUSHAR",54,44.54,"C",55.1,0.018,66.3,0.115,0,0,0.036,1,0,0,0
"Zane Feltz","SAN DIEGO",61,43.68,"C",59.9,0.033,43.8,0.143,0.03,0,0.061,1,0,1,0
"Aaron McIver","W CAROLINA",64,43.6,"C",59.3,0,78.4,0,0,0,0.02,1,0,0,0
"Damon McMillian Jr.","RHODE ISLD",62,42.93,"C",51.5,0,68.6,0.24,0,0,0.027,1,1,0,0
"Kaden Carr","ABILENE CH",55,42.46,"C",47.4,0.018,42.3,0.368,0.028,0,0.028,0,2,1,0
"Leon Crutcher","WEBER ST",77,41.59,"C",57.3,0,78,0,0,0,0.021,1,0,0,0
"Aidan Johnson","TOWSON",42,41.51,"C",61.6,0.024,36,0.063,0.077,0,0.077,0,1,1,1
"Danny Aselton","BUCKNELL",72,41.5,"C",51.7,0,75.3,0.107,0,0,0.023,1,0,0,0
"George Dragovich","TXAMEA",46,41.48,"C",58.7,0.022,47.4,0.2,0,0,0.032,1,2,0,0
"AJ Burton","N COLORADO",76,41.43,"C",55,0.013,63.5,0.12,0,0,0.02,1,1,0,0
"Nate Compere","LNDNWD",74,41.22,"C",52.9,0,77.8,0.135,0,0,0.027,1,1,0,0
"Jalen Nettles","SE MO ST",61,41.08,"C",41,0.016,63.7,0.3,0.032,0,0.065,1,0,0,1
"Logan Miller","W GEORGIA",31,40.81,"C",52.4,0,35.3,0.231,0.056,94.4,0.111,1,2,1,0
"Eric Lane","TENN MARTN",64,40.43,"C",54,0.016,52.4,0.2,0,0,0.035,1,1,0,0
"Michael Wells","BUTLER",44,40.39,"C",58.1,0.023,41.7,0.174,0.048,0,0.095,1,0,1,0
"Alex Jones","DAVIDSON",64,40.36,"C",55.4,0.031,61.6,0.118,0.021,0,0.064,2,0,0,1
"Jefferson Giles","N ARIZONA",37,40.11,"C",53,0,71.3,0.111,0,0,0.036,1,0,0,0
"Levi Johnson","N COLORADO",76,39.77,"D",57.6,0,74.4,0,0.02,0,0.039,1,0,0,1
"Joshua Vaughan","MS VLY ST",26,39.22,"D",58.6,0,56.2,0,0,0,0,0,1,0,0
"Caleb Smith","NICHOLLS",55,39.03,"D",45.3,0.018,43.9,0.265,0,0,0,0,2,0,0
"Will Janis","HOLY CROSS",48,38.92,"D",43.2,0,69.2,0.167,0,0,0,0,1,0,0
"Demoni Taylor","SE MO ST",65,38.77,"D",41.3,0.015,64,0.303,0,0,0.031,1,1,0,0
"Trey Price","UTAHTC",57,38.39,"D",54.8,0,70.7,0.042,0,0,0.03,1,0,0,0
"Kuba Tyszka","HOLY CROSS",47,38.02,"D",61.9,0.064,39.3,0.13,0.083,0,0.167,2,0,2,0
"Jackson Kerstin","S DAK ST",92,37.72,"D",58.6,0.022,73.5,0.059,0,0,0.052,3,0,0,0
"Ethan Hunt","CHARLES SO",41,37.7,"D",58,0.024,45.1,0.05,0.048,0,0.095,1,0,0,1
"Moussa Seck","SAMFORD",40,37.54,"D",59.5,0.025,32.9,0.143,0,0,0.039,1,1,0,0
"Tristan Lewis","PORTLAND",83,37.03,"D",52.4,0,80,0.036,0,0,0.018,1,1,0,0
"Omari Allen","HAMPTON",37,36.2,"D",50.5,0,30.5,0.267,0.045,0,0.045,0,2,0,1
"Korede Folorunso","TXAMEA",34,35.93,"D",57.7,0.029,46,0.167,0.045,0,0.136,2,0,0,1
"Dom Wise","MOREHEAD",33,35.71,"D",56,0,57.5,0.118,0,0,0.063,1,0,0,0
"Preston Lilley","GARD-WEBB",85,35.7,"D",56.8,0.012,64.6,0.037,0,0,0.017,1,2,0,0
"Robert Yakovchuk","LIUSHAR",49,34.74,"D",49.9,0.041,38.2,0.25,0.04,0,0.12,2,0,0,1
"Kaleb Pearley","SAMFORD",28,34.69,"D",56.6,0,43.5,0.125,0.05,0,0.1,1,0,0,1
"Rory Lambert","NWSTATE",56,34.49,"D",58.6,0.036,30,0.088,0,0,0.045,1,1,0,0
"Jaedon Garcia","IDAHO ST",65,34.36,"D",59.6,0.015,11.1,0.037,0.026,97.4,0.026,0,5,0,1
"Jacob Darby","MURRAY ST",52,34.15,"D",61.4,0.039,32.7,0.107,0.042,0,0.083,1,2,1,0
"Jack Funke","BRYANT",48,34.11,"D",64.5,0.063,19.9,0.039,0.045,0,0.136,2,0,0,1
"Dru McClough","PRESBYTERN",58,33.42,"D",49.1,0.017,49.7,0.208,0,0,0.029,1,2,0,0
"Adrian Lopez","GARD-WEBB",85,33,"D",53.7,0,73.1,0.037,0,0,0.017,1,2,0,0
"Jacob King","W GEORGIA",50,32.99,"D",54.7,0.06,15.3,0.176,0,95.5,0.091,3,3,0,0
"Jaydon Harris","DUQUESNE",35,32.24,"D",55.4,0,75.4,0.125,0,0,0.105,2,0,0,0
"Chase Tepper","SAN DIEGO",61,31.75,"D",58,0.016,27.9,0.107,0,0,0.03,1,1,0,0
"Isaac Boulger","W CAROLINA",64,31.49,"D",54.8,0,61.4,0.143,0.02,0,0.06,2,1,0,1
"Sean Broderick","LIUSHAR",54,31.41,"D",65.6,0.037,47,0.039,0,0,0.107,3,0,0,0
"Isaiah Hall","E TENN ST",39,31.26,"D",57.2,0,54.8,0.042,0,0,0.067,1,0,0,0
"Dorian Arguelles","W ILLINOIS",49,31.2,"D",56.2,0,40.8,0.118,0,0,0.031,1,1,0,0
"Liam Turner","DAVIDSON",64,30.79,"D",54,0.047,36.1,0.294,0.043,0,0.106,3,1,1,1
"Kevin Garcia","STNY BROOK",67,29.57,"D",54.8,0,48.5,0.13,0.023,0,0.068,2,0,0,1
"Reagan Gill","MCNEESE",50,27.79,"D",58.4,0.02,35.5,0.15,0,0,0.033,1,4,0,0
"Damaurius Stewart","HAMPTON",45,26.22,"D",40.9,0.022,31.2,0.261,0.045,0,0.091,1,1,0,1
"Alec Washington","MORGAN ST",27,25.8,"D",55.8,0,20.5,0.2,0,0,0.059,1,1,0,0
"Lakeem Steele","MERRIMACK",59,25.41,"D",51.6,0,28.5,0.048,0.026,96.1,0.079,2,1,1,0
"Christopher Williams","FL A&M",63,24.39,"D",47,0.016,58.7,0.227,0.024,0,0.098,3,0,1,0
"Kai Gadson","FL A&M",42,23.78,"D",53,0,31.2,0.182,0.032,0,0.097,2,0,0,1
"Verron Clarke","BETH COOK",52,22.61,"D",49.3,0.019,26.5,0.185,0.04,90,0.16,3,1,1,0
"James Bailey","TXRG",71,22.14,"D",55.4,0,42.5,0.105,0,0,0.039,2,2,0,0
"Tyler Douthit","SAMFORD",52,21.74,"D",54.6,0.039,13.7,0.353,0.029,0,0.114,3,2,1,0
"Bryce Rainwater","FURMAN",58,21.27,"D",48.5,0,64.8,0.12,0,0,0.061,2,2,0,0
"Tommy Dickinson","MERRIMACK",59,20.88,"D",46,0.017,45.3,0.143,0,94.7,0.105,4,2,0,0
"Carter Giberson","ALBANY",74,19.91,"F",62.5,0.027,11.9,0.077,0,95.8,0.083,4,4,0,0
"Justin Sokol","SACR HEART",76,18.66,"F",52.5,0,50.4,0.081,0,0,0.077,3,0,0,0
"Michael Petito","MONMOUTH",38,17.66,"F",55,0,50.6,0.133,0,0,0.13,3,0,0,0
"Jayden Chappell","NORFOLK",61,17.16,"F",55.2,0,60.9,0,0,0,0.1,3,0,0,0
"Aiden Wiles","CITADEL",44,16.31,"F",46.6,0,19.5,0.161,0,0,0.077,1,0,0,0
"Amori Francis","DELWARE ST",67,16.18,"F",56.7,0,47.2,0.05,0.043,0,0.085,2,2,1,1
"Zac Wurm","INDIANA ST",50,14.97,"F",45.3,0,27.4,0.222,0.031,0,0.094,2,1,0,1
"Dequan Bradley","VA MILT IN",46,14.76,"F",43.3,0,21.6,0.219,0,0,0.071,1,1,0,0
"DeQuan Freeland","PORTLAND",84,14.49,"F",51.3,0,27.7,0.172,0,0,0.018,1,5,0,0
"Connor Johnstone","SAN DIEGO",59,13.8,"F",58.2,0.017,27.4,0.115,0.03,0,0.121,3,1,1,0
"Jaylon Thurman","CHISTA",59,11.94,"F",49.2,0,28.7,0.25,0,0,0.077,3,2,0,0
"Terry Thomas Jr.","NORFOLK",61,10.49,"F",50.6,0,25.8,0.129,0.033,0,0.1,2,2,0,1
"Qae'Shon Sapp","NC A&T",27,10.06,"F",58.9,0,25.6,0,0.059,0,0.176,2,0,1,0
"Cameron Stevenson Jr.","HOWARD",65,9.98,"F",49.6,0.015,7.8,0.179,0.108,0,0.135,1,3,1,3
"Landon Roaten","ABILENE CH",56,9.12,"F",36.6,0,22.1,0.45,0,0,0.083,3,2,0,0
"Joseph Cryer","NWSTATE",35,8.45,"F",55.8,0.029,6.4,0.125,0,0,0.182,2,0,0,0
"Curtis Francis","MS VLY ST",28,1.71,"F",53.1,0,31.6,0.056,0,0,0.2,2,0,0,0
"Jermarie Dumas","MS VLY ST",28,1.14,"F",56.8,0.036,0,0.154,0,0,0.2,3,1,0,0
"Kaleb Ferschke","PRESBYTERN",76,0,"F",44.1,0.026,14.3,0.273,0.023,0,0.116,4,2,1,0
