"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Defensive.Grades","Coverage.Grade","Run.Defense.Grade","Pass.Rush.Grade","Total.Tackles","Assistant","Stops","Passer.Rating.Allowed","Pass.Stop","Assist.Tackles.on.Run.Plays","Pass.Break.Up","Interceptions","Drops...Off.Targets.Receptions.Forced","Yards.per.Reception.Allowed","Run.Tackle.for.Losss.or.No.Gain","Receiving.Yards.Allowed.per.Snap","Average.Depth.of.Tackle","Lined.up.in.Press.Coverage","Average.Depth.of.Target.per.Coverage","Assist.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Plays.of.15..Yards.Allowed","Missed.Tackles.on.Run.Plays","Pass.Rush.Productivity","Hurries","Pass.Tackle.for.Loss.or.No.Gain","Dropped.Int","Touchdowns.Allowed","Beaten.Defender","Hits","Forced.Fumble","Pursuit.Pressure","Sacks","Fumble.Recovery","Batted.Passes","Missed.Tackle.Percentage","Run.Stop","Tackle.for.Loss.or.No.Gain","Total.Pressures.Generated","Assist.Tackles","Negative.Plays","Total.Negative.Plays","Total.Positive.Plays","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","First.Downs.Allowed","Forced.Incompletions","Sacks.per.Throwaway","Open.Targets","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Forced.Incompletion.Percentage","Missed.Tackle.Percentage.on.Run.Plays","Pass.Missed.Tackles.Percentage"
"DOUG NELSON","TROY",51,57.11,"C",60.3,56.1,74.3,55.8,8,4,0,158.3,0,2,0,0,0,23.5,0,1.42,7,NA,21,2,0,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5,2,2,0,2,1,47,2,0,0,1,0.03,0.5,1,0,23.5,0,0,0
"ISAIAH GREEN","S DIEGO ST",44,57.03,"C",72.7,72.7,65.7,NA,1,0,1,0,0,0,0,1,1,0,0,0,4,NA,17,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
"SAILASA VADRAWALE III","OREGON ST",68,57.02,"C",62.8,64.7,57.9,NA,7,1,0,56.3,0,1,2,1,0,26,0,1.53,5.5,NA,13,0,0,2,2,NA,0,0,0,0,0,0,0,0,0,1,0,0.222,0,0,0,1,5,3,2,2,0.5,52,2,2,0,1,0.059,0.25,0.5,0.25,13,0.5,0.4,0
"LANDON SYLVIE","SO MISS",43,56.99,"C",68.7,68.5,63.9,NA,2,1,1,42.4,1,0,0,0,2,4,0,0.17,0,NA,6.3,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,2,1,0.333,4,0,0,0,1,0,0.333,0,0,1.3,0,0,0
"D-ICEY HOPKINS","LIBERTY",49,56.83,"C",67.3,52.4,88.9,59.7,8,0,4,81.3,1,0,0,0,0,18,1,0.86,4.5,NA,15,0,0,1,0,NA,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,2,2,1,1,0.5,18,1,0,0,1,0.048,0.5,0.5,0,9,0,0,0
"DARNELL WILLIAMS","UTEP",15,56.67,"C",68.5,65.2,67.2,NA,3,1,0,0,0,0,0,0,0,0,0,0,10,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAMARION KEYES","TROY",24,56.64,"C",68.9,67,67,NA,3,1,0,0,0,1,0,0,0,0,0,0,4,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AHMERE FOSTER","MEMPHIS",58,56.53,"C",67.6,66.7,66,NA,3,1,0,26.4,0,1,1,1,1,26,0,0.76,0,NA,19,0,0,1,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0.333,26,1,1,0,1,0.029,0.333,0.333,0.333,8.7,0.333,0,0
"D'CAMBREN VERRETT","W KENTUCKY",28,56.29,"C",55.8,60.7,51,NA,4,1,3,70.1,2,1,0,0,1,1.5,0,0.27,3,NA,10.7,0,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0.2,1,1,0,1,3,1,2,2,0.667,3,0,0,0,2,0,0.667,0,0,1,0,0.333,0
"TAVIN WARD","USF",62,56,"C",63.2,60.8,69.5,59.3,6,1,1,43.1,1,0,0,1,0,9,0,0.8,15,NA,4,1,0,1,0,NA,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,2,2,2,4,0.667,36,2,1,0,4,0.022,0.667,0.333,0.167,6,0.167,0,0
"PETE SCHUH","MARSHALL",16,55.98,"C",71.1,61.8,73.4,NA,3,1,0,0,0,1,0,0,0,0,0,0,5,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MARIO EASTERLY","DOMINION",55,55.71,"C",70,65.3,71.2,63.7,5,1,2,52.1,0,1,0,1,0,6,0,0.23,7.75,NA,6,0,1,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0.286,2,0,1,1,2,1,1,1,1,6,0,0,0,1,0,1,0,1,6,0,0.167,1
"ELIJAH NEWELL","UTSA",31,55.56,"C",73,73.6,60.6,NA,2,0,1,0,1,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MJ MOULTRIE II","LA TECH",16,55.54,"C",72,63,76.3,NA,2,1,1,0,0,1,0,0,0,0,0,0,7,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DALLAS YOUNG","S ALABAMA",31,55.29,"C",65.7,71,55.2,56.6,1,1,0,39.6,0,1,0,0,1,0,0,0,0,NA,-1,0,0,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0.5,0,0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"JONAVAN CARR","JVILLE ST",18,55.29,"C",74.4,75.3,63.3,NA,3,0,3,79.2,1,0,0,0,0,-2,0,-0.29,4,NA,-3,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,2,1,0,0,1,0,1,1,1,-2,0,0,0,1,0,1,0,0,-2,0,0,0
"TYLER BAILEY","SM HOUSTON",62,55.11,"C",56.5,59.8,51.7,NA,6,2,3,78.5,2,2,0,0,1,7.5,0,0.58,5,NA,7.7,0,0,0,3,NA,0,0,0,0,0,0,0,0,0,0,0,0.333,1,0,0,2,5,2,1,2,0.667,15,1,0,0,2,0,0.667,0.333,0,5,0,0.5,0
"JOE LOTT","TROY",62,54.84,"C",70,69.3,66.9,NA,3,1,1,79.2,1,0,0,0,0,1,0,0.04,24,NA,1,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2,1,2,0,0,0,1,0,0.5,0,0,1,0,0,0
"JASON MARSHALL","E MICHIGAN",78,54.72,"C",63.8,56.4,83.5,NA,8,1,2,99.3,0,0,2,0,0,15,1,1.33,3.67,NA,16,1,2,2,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,2,1,0,1,6,6,2,4,0.667,60,3,2,0,3,0.044,0.5,0.5,0,10,0.333,0,0.333
"KODY JONES","KENNESAW",18,54.54,"C",69,65.9,66.9,NA,2,0,2,0,1,0,0,0,0,0,0,0,2,NA,0,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MICAH DAVIS","W MICHIGAN",49,54.4,"C",66.6,64.6,67.2,NA,5,1,1,77.1,0,1,0,0,0,16,1,0.62,2.67,NA,11.5,0,1,1,1,NA,0,0,1,0,0,0,0,0,0,0,0,0.286,1,1,0,1,3,2,2,1,0.5,16,0,0,0,1,0.039,0.5,0,0,8,0,0.2,0.5
"TAEDEN ROGERS","LA TECH",25,54.11,"C",68.5,63.7,71,NA,2,0,1,0,0,0,0,0,0,0,1,0,5.5,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DJ WALKER","OHIO",66,53.76,"C",53.3,52.5,57.5,55.5,5,1,0,39.6,0,1,1,0,0,0,0,0,7,NA,15,0,1,0,1,NA,1,0,0,0,0,0,0,0,0,0,0,0.286,0,0,1,1,5,3,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0.333,0.333
"DEXTER RICKS JR.","TEXAS ST",17,53.74,"C",65.4,63.8,65,60,4,1,3,95.8,1,0,0,0,0,7,1,0.88,0.5,NA,-4,1,0,0,1,NA,0,1,0,0,0,0,0,0,0,0,0,0.2,2,2,0,1,2,1,0,1,1,7,1,0,0,1,0,1,1,0,7,0,0.333,0
"ISAIAH JORDAN","NEVADA",40,53.52,"C",70.8,71.1,62.1,NA,1,0,1,42.4,1,0,0,0,1,0,0,0,0,NA,4,0,0,0,0,NA,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0.333,0,0,0,0,2,0,0.667,0,0,0,0,0,0
"CALEB CLARK-GLOVER","MARSHALL",39,53.48,"C",49.7,36.9,65.8,70.4,11,3,2,118.8,1,3,0,0,0,19.5,0,2.79,5,NA,12,0,2,2,1,NA,1,1,0,0,0,0,0,1,0,0,0,0.214,1,1,1,3,5,4,0,2,1,39,2,0,0,2,0.143,1,1,0,19.5,0,0.143,0.333
"ELI COPPESS","MIAMI OH",54,53.42,"C",63.5,60.8,69.5,NA,7,3,2,146.5,1,1,0,0,0,9.7,0,0.78,3,NA,1.7,2,3,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0.3,1,0,0,3,3,3,1,3,1,29,1,0,0,3,0.027,1,0.333,0,9.7,0,0,0.429
"MYLES POLLARD","E CAROLINA",56,53.41,"C",70.8,69.4,66.6,66.8,6,1,1,116.7,1,1,0,0,0,12,0,1.5,8,NA,11,0,0,2,0,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,2,3,1,36,2,0,0,2,0.083,0.667,0.667,0,12,0,0,0
"ANDRUW ELLIS","N ILLINOIS",19,53.37,"C",63.5,74.1,57.9,NA,NA,0,0,39.6,NA,NA,1,0,0,0,NA,0,0,NA,28,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,NA,NA
"KAMRON CHAMBLE","BALL ST",31,53.35,"C",63.9,68.6,52.6,NA,3,1,0,0,0,0,0,0,0,0,0,0,5,NA,0,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0
"D.J. MOORE","S ALABAMA",19,53.23,"C",59,52.5,67,NA,3,1,1,0,1,1,0,0,0,0,0,0,10,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WARREN SMITH JR.","SACRAMENTO",27,53.1,"C",74.3,73.6,65.9,NA,1,0,0,NA,0,0,1,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ISRAEL BOYCE","USF",34,52.99,"C",66,62.9,68.9,NA,2,0,2,39.6,1,0,0,0,3,0,0,0,3,NA,13,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,2,2,0,0,0,0,0,0,1,0,0.333,0,0,0,0,0,0
"JOSH HUNTER","S DIEGO ST",38,52.93,"C",69.8,69.1,65.1,NA,3,0,0,39.6,0,0,0,0,1,0,0,0,9,NA,6,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"MAKAI SHAHID","ARK STATE",59,52.78,"C",52.3,60.3,42.3,NA,6,4,0,124.3,0,3,0,0,0,4.3,0,0.76,6,NA,2,1,0,0,2,NA,0,0,0,1,0,0,0,0,0,0,0,0.25,0,0,0,4,4,1,0,3,1,13,1,0,0,2,0,0.667,0.333,0,4.3,0,0.333,0
"COEN ALI","C MICHIGAN",27,52.45,"C",68.5,67.8,64.3,NA,3,2,0,87.5,0,1,0,0,0,5,0,0.36,0,NA,4,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,1,5,0,0,0,1,0,1,0,0,5,0,0,0
"ROMAN TILLMON","BOISE ST",48,52.43,"C",62.9,60.9,68.1,56.6,6,2,2,158.3,2,0,0,0,0,15.4,0,2.96,6.5,NA,4.2,2,1,1,0,NA,0,1,0,1,0,0,0,0,0,0,0,0.143,0,1,0,2,3,3,2,5,1,77,1,0,0,3,0.039,0.6,0.2,0,15.4,0,0,0.2
"NOAH JEFFERSON","DELAWARE",19,52.37,"C",66.1,65.3,63.6,NA,5,1,1,69.8,0,0,1,0,1,12.5,0,1.92,10.5,NA,11.8,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,3,2,1,2,0.5,25,2,1,0,3,0,0.75,0.5,0,6.3,0.25,0,0
"MICHAEL PATTERSON III","TEXAS ST",15,52.25,"C",68.9,65.2,67.5,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,0,1,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DARREN JAMES","OHIO",54,52.19,"C",56.1,75.3,28.6,64.6,3,0,1,39.6,0,0,1,0,0,0,0,0,20,NA,18,0,1,0,2,NA,1,0,0,0,0,0,0,0,0,0,0,0.5,1,0,1,0,8,1,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0.4,1
"JOSH PIERRE-LOUIS","MARSHALL",16,52.15,"C",73.2,70.6,67.4,59.5,1,0,1,39.6,0,0,0,0,1,0,0,0,2,NA,27,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHASE JACKSON","COAST CAR",22,52.14,"C",62.2,62.1,60.8,NA,3,0,1,0,0,0,0,0,0,0,1,0,6,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"WILL STEIL","N DAK ST",16,51.73,"C",65.1,75.7,57.1,NA,1,0,1,NA,1,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"ALEX BRANCH","AKRON",23,51.72,"C",62.8,56.9,68.2,60,4,1,1,0,0,1,0,0,0,0,0,0,4,NA,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5
"WESLEY MILLER","FIU",55,51.69,"C",64.4,64.7,62.6,59.8,6,0,2,39.6,0,0,1,0,2,8,0,0.4,5.75,NA,8.8,0,1,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.25,2,0,0,0,4,2,1,1,0.25,8,1,1,0,3,0,0.75,0.25,0,2,0.25,0.2,0.333
"JUSTIN POWE","TROY",48,51.52,"C",66.2,65.5,64.1,60,4,0,0,0,0,0,0,0,0,0,0,0,14,NA,0,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25
"DARRELL BRYANT JR.","C MICHIGAN",56,51.44,"C",56.7,48.4,69.9,NA,9,2,1,97.9,1,2,0,0,1,10.7,0,1.19,8.8,NA,8.5,0,0,1,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0,2,5,3,1,3,0.75,32,2,0,0,3,0.037,0.75,0.5,0,8,0,0.125,0
"ROB BILLINGS IV","JVILLE ST",34,51.31,"C",67.8,65.7,67.7,NA,3,0,0,39.6,0,0,0,0,1,0,0,0,15.5,NA,1,0,0,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"RAE'MON MOSBY","E CAROLINA",38,51.16,"C",64.3,62,63.2,66.1,3,1,0,42.4,0,0,0,0,1,7,0,0.41,0,NA,21.7,1,1,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0.25,0,0,0,1,2,2,1,1,0.333,7,0,1,0,2,0,0.667,0,0,2.3,0.333,0,0.25
"KEENAN NELSON","GA STATE",22,51.14,"C",67.6,67.1,62.6,NA,1,0,0,39.6,0,0,1,0,0,0,0,0,6,NA,3,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
"MICHAEL ROBINSON III","SO MISS",28,51.12,"C",66.2,64.9,65,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AMARI WALLACE","SACRAMENTO",27,51.09,"C",68.4,65.8,67.3,NA,3,0,1,NA,0,0,0,NA,NA,NA,0,NA,NA,NA,NA,0,0,NA,0,NA,0,0,0,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"TY JONES","LA TECH",21,50.93,"C",66.8,62.9,68.3,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CHRISTIAN FORD","MO STATE",73,50.66,"C",62,57.6,70.1,NA,4,0,1,39.6,0,0,0,0,1,0,1,0,8.75,NA,36,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,1,1,0,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"ELIJAH MC-CANTOS","COLO STATE",55,50.63,"C",68,66.3,68.3,NA,4,0,0,62.5,0,0,0,0,0,9,0,0.35,10,NA,14,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0.5,9,0,1,0,1,0,0.5,0,0,4.5,0.5,0,0
"SELMAN BRIDGES","NEVADA",15,50.3,"C",65.4,63.3,64.3,NA,1,1,0,0,0,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"JAYON HARVEY","JAMES MAD",53,50.01,"C",56.1,52.5,62.4,59.7,8,0,1,59,0,0,1,0,1,21,0,0.91,5.25,NA,20.3,0,0,1,1,NA,0,0,0,0,0,0,1,0,0,0,0,0.111,1,0,0,0,4,2,1,1,0.333,21,1,1,0,0,0.043,0,0.333,0,7,0.333,0.25,0
"BRYSON SNELLING","NEVADA",34,49.99,"C",67.5,66.5,64.8,NA,1,0,0,39.6,0,0,0,0,1,0,0,0,6,NA,45,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TRISTAN LESTER","MARSHALL",17,49.68,"C",72.1,61.9,74.8,NA,2,0,2,0,0,0,0,0,0,0,0,0,1,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"NICK BECKWITH","AIR FORCE",20,49.62,"C",62,60.4,63.5,NA,2,1,0,40.6,0,1,1,0,2,13,0,1,0,NA,13.3,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,0.25,13,1,1,0,2,0,0.5,0.25,0,3.3,0.25,0,0
"CJ MCBEAN","NEW MEXICO",40,49.15,"C",67.3,72,60.2,57,2,0,1,39.6,0,0,0,0,2,0,0,0,9,NA,12,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"TJ MCGILL","JAMES MAD",23,49.12,"C",59.6,55.3,66.2,NA,2,1,1,39.6,0,1,0,0,0,0,0,0,10,NA,16,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"ALEXANDER FORD","KENNESAW",24,49.04,"C",72.5,72.7,63.1,NA,3,0,2,79.2,1,0,0,0,0,3,0,0.18,6,NA,-7,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,3,0,0,0,1,0,1,0,0,3,0,0,0
"DAEVON ILES","DOMINION",44,48.95,"C",64.8,61.1,71.7,NA,3,1,1,104.2,1,1,0,0,0,9,0,0.41,0,NA,8,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,1,1,1,9,0,0,0,0,0,0,0,0,9,0,0,0
"WILLIE NELSON III","UTSA",35,48.94,"C",68.7,64.9,67.1,66.8,1,0,1,74.3,1,0,0,0,1,6,0,0.6,0,NA,1,0,0,1,0,NA,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,1,2,0.667,12,1,0,0,2,0.05,0.667,0.333,0,4,0,0,0
"TRAVIS ANDERSON","BOISE ST",58,48.9,"C",56.8,46.6,81.8,NA,9,2,2,131.9,1,2,0,0,1,12.5,0,0.69,15.25,NA,1.3,0,2,1,0,NA,0,0,0,1,0,0,0,0,0,0,0,0.182,1,0,0,2,5,5,1,2,0.667,25,2,0,0,2,0.028,0.667,0.667,0,8.3,0,0,0.4
"AJ BROWN","RICE",32,48.84,"C",57.9,59.7,55.6,60,4,2,0,68.8,0,1,0,0,1,12,0,0.75,9,NA,5.5,1,0,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,2,2,1,0,1,0.5,12,1,0,0,1,0,0.5,0.5,0,6,0,0.333,0
"KAHLIL ALI","DELAWARE",32,48.63,"C",67.6,63.6,71.2,NA,4,0,4,71.5,1,0,0,0,1,5,0,0.59,1.67,NA,2.7,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,1,1,2,0.667,10,1,0,0,1,0,0.333,0.333,0,3.3,0,0,0
"JORDAN MCRAE","LA TECH",25,48.6,"C",70,70.3,62.5,NA,NA,0,0,39.6,NA,NA,0,0,1,0,NA,0,0,NA,25,NA,NA,0,NA,NA,0,NA,0,0,0,0,0,0,0,0,0,NA,NA,0,0,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
"JAYDEN LAWTON","TEXAS ST",23,48.45,"C",67.2,67.7,60,NA,2,0,0,0,0,0,0,0,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"KAM FRANKLIN","LA TECH",18,48.37,"C",67,62.5,68.2,NA,1,1,0,39.6,0,1,0,0,1,0,0,0,0,NA,3,0,0,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0
"LARRY TURNER-GOODEN","NEVADA",42,48.28,"C",66.4,75.7,41,60,3,0,1,64.6,0,0,1,0,0,10,0,0.38,4,NA,5,0,0,0,2,NA,0,0,1,0,0,0,0,0,0,0,0,0.4,1,0,0,0,3,1,2,1,0.5,10,1,1,0,1,0,0.5,0.5,0,5,0.5,0.667,0
"ESTEBAN GUILLORY","UTEP",34,48.22,"C",60.1,59.9,59.8,NA,5,0,5,79.2,1,0,0,0,0,3,1,0.19,1.75,NA,1,0,1,0,0,NA,0,0,0,0,0,0,0,0,0,0,0,0.167,4,1,0,0,6,2,1,1,1,3,0,0,0,0,0,0,0,0,3,0,0,0.5
"AJ GRAHAM","DELAWARE",26,48.18,"C",65.1,55.4,73.3,63.7,3,2,0,72.9,0,2,0,0,1,5.5,0,0.73,0,NA,5.3,0,0,0,0,NA,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,1,1,1,2,0.667,11,1,0,0,2,0,0.667,0.333,0,3.7,0,0,0
"LYRIC SMITH","SM HOUSTON",20,47.43,"C",68.2,64,62.6,60,NA,0,0,0,NA,NA,0,0,0,0,NA,0,0,NA,0,NA,NA,0,NA,NA,0,NA,0,0,0,1,0,0,0,0,0,NA,NA,0,1,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA
