"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","row_id"
"KELVON MCBRIDE","MARSHALL",52,69.79,"B","ED",2026,"Sun Belt",73.5,75.5,58.2,71.1,0,1,4,1,0,0,1,2,0,0,0,0,0,1,0,1,1,4,0,NA,NA,NA,NA,25,4,0,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,2,0,0,3,1,0,2,1,0,6,6,0,1,0,"G5",100,100
"JUSTIN STEARNS","S JOSE ST",36,68.15,"B","ED",2026,"MWC",81.6,79.3,66.6,61.3,0,1,3,0,0,1,2,3,1,0,0,0,0,1,0,1,0,2,0,NA,NA,NA,NA,12,1.33,0,0.333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57,4,0,1,3,1,0,3,0,0,0,0,0,4,4,1,0,0,"G5",21,21
"MICHAEL WILLIAMS II","USF",48,67.22,"B","ED",2026,"The American",69.4,70.8,65.2,61.6,0,1,3,1,0,0,3,4,0,0,0,0,0,1,0,0,1,4,1,NA,NA,NA,NA,10,1.5,0,0.1,0,7,1,1,9,9,0,0,0,0,104.2,1.29,0,0.429,0,1,0,1,0,0,1,0,0,9,2,0,4,5,0.167,1,1,1,0,2,0,0,2,0,0.25,6,6,1,1,1,"G5",35,35
"KORVER DEMMA","C MICHIGAN",46,67.04,"B","ED",2026,"MAC",59.6,66.4,56.3,53.4,0,1,3,1,0,0,3,4,0,0,0,0,0,0,0,2,1,3,2,NA,NA,NA,NA,23,5.5,0,0.043,0,2,1,1,17,17,0,1,0,0,118.8,8.5,1,0.5,0,1,0,1,0,0.5,1,1,0,17,12,0,5,6,0.143,1,2,0,0,2,0,0,1,0,0.2,7,7,1,2,1,"G5",60,60
"DONNIE SMITH","TROY",67,66.42,"B","ED",2026,"Sun Belt",75.1,62.8,73.4,72.3,0,1,1,0,0,1,3,4,3,1,0,0,0,1,1,0,0,2,2,NA,NA,NA,NA,19,0,0.053,0.105,1,18,1,0.5,14,14,0,1,0,1,72.9,0.78,0,0.167,0,1,0,1,2,0,0.5,0.5,0,7,1.5,0.5,22,4,0.2,1,1,1,0.25,2,1,1,0,0,0,5,5,0,1,0,"G5",183,183
"KAMERON CYPRIEN","SO MISS",25,64.36,"B","ED",2026,"Sun Belt",85.4,76.1,78.7,NA,0,2,1,0,0,0,2,2,3,0,0,0,0,1,0,0,1,2,0,NA,NA,NA,NA,13,-76,0,0.231,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,0,2,1,1,0,1,2,0,0,0,0,3,3,0,0,0,"G5",219,219
"AUSTIN CHAMBERS","SACRAMENTO",23,63.75,"B","ED",2026,"MAC",90.2,73.2,90,NA,0,1,1,0,0,1,3,4,0,0,0,0,0,0,0,1,0,3,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,90,2,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,"G5",163,163
"KA'EO AKANA","HAWAII",36,61.78,"B","ED",2026,"MWC",65.3,65.9,70,60.6,0,1,1,0,0,2,1,3,3,0,0,0,0,0,0,1,1,0,2,NA,NA,NA,NA,18,8,0.111,0.111,2,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,0,0,0,0,1,0,1,0,0,2,2,0,1,0,"G5",26,26
"KAI WALLIN","S DIEGO ST",36,61.74,"B","ED",2026,"Pac-12",85.8,57.1,90,68.7,0,0,1,0,0,1,3,4,4,0,0,0,0,0,0,0,2,0,1,NA,NA,NA,NA,11,0,0.091,0,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0.5,0,0,0,1,0,0,1,1,0,0,2,2,0,1,0,"G5",95,95
"CURTIS SIMPSON","CHARLOTTE",42,61.44,"B","ED",2026,"The American",68,54.9,81.2,71.5,0,0,5,0,0,0,3,3,1,0,0,0,0,1,0,1,0,9,5,NA,NA,NA,NA,30,2.5,0.167,0.167,5,1,1,1,3,3,0,0,0,0,79.2,3,0,0,0,1,0,0,1,0,1,0,0,3,2,0,9,8,0.273,0,4,0,0.333,6,0,3,1,1,0,11,11,0,2,0,"G5",109,109
"KYRAN DUHON","TULSA",46,61.26,"B","ED",2026,"The American",67.2,74.1,56.1,60,0,1,4,0,0,1,2,3,0,0,0,0,0,2,0,1,1,4,1,NA,NA,NA,NA,19,1,0.053,0.211,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,1,4,2,0,4,1,0,0,0,0,5,5,0,0,0,"G5",141,141
"DARREN AGU","NEW MEXICO",31,61.22,"B","ED",2026,"MWC",81.8,64.1,84.2,NA,0,0,1,1,0,0,2,3,0,0,0,1,0,0,0,0,1,1,0,NA,NA,NA,NA,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,"G5",51,51
"KELTON MCCASLIN","N DAK ST",20,61.06,"B","ED",2026,"MWC",73.5,70,67.3,NA,0,0,2,1,0,0,1,2,1,0,0,0,0,0,0,1,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0,0,1,0,0,1,0,0,1,0,0,2,2,0,0,0,"G5",32,32
"JAYDEN VIRGIN-MORGAN","BOISE ST",53,60.42,"B","ED",2026,"Pac-12",69.9,72.4,61.6,63.4,0,0,2,0,0,1,1,2,3,0,0,0,0,0,0,1,0,2,0,NA,NA,NA,NA,19,2.5,0,0.158,0,4,1,1,5,5,0,1,0,0,87.5,1.25,0,0.5,0,1,0,0,0,0,1,1,0,5,3,0,5,3,0,0,2,0,0,2,0,0,0,0,0,3,3,0,1,0,"G5",44,44
"MATYUS MCLAIN","WASH STATE",48,59.89,"C","ED",2026,"Pac-12",67.3,69.4,67.9,62.1,0,2,0,0,0,4,2,6,1,0,0,0,0,0,0,0,1,0,2,NA,NA,NA,NA,21,11,0.048,0.143,1,3,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,9,3,0,2,0,0,0,1,1,0,0,0,0,3,3,1,0,0,"G5",91,91
"JAMES WALLEY JR.","UTSA",36,58.66,"C","ED",2026,"The American",65.6,75.2,71.7,57.2,0,1,2,1,0,0,0,1,0,0,0,0,0,1,0,0,0,4,2,NA,NA,NA,NA,13,3,0,0.154,0,14,0,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,2,0,0,0,0,0,0,0,0,34,5,0.167,1,1,1,0,2,1,0,1,0,0.333,6,6,0,1,1,"G5",105,105
"BRETT KARHU","NEW MEXICO",28,58.47,"C","ED",2026,"MWC",69.8,59.8,71.8,61.1,0,1,2,1,0,0,1,2,1,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,11,0,0.091,0.091,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,1,0,0,0,0,1,0,2,0,0,3,3,0,1,0,"G5",126,126
"POASA UTU","NEVADA",43,58.35,"C","ED",2026,"MWC",72.6,65.2,64.5,72.2,0,2,1,0,0,1,0,1,2,0,0,0,0,1,0,1,0,1,1,NA,NA,NA,NA,17,0,0.059,0.059,1,12,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0,0,0,0,11,3,0,2,0,0,0,0,1,0,1,1,0,3,3,1,1,0,"G5",87,87
"WARREN ROBERTS JR.","TULANE",23,57.8,"C","ED",2026,"The American",89.2,87.7,70.5,60,0,0,2,0,0,1,0,1,0,0,0,1,0,1,0,0,0,1,0,NA,NA,NA,NA,13,4,0,0.231,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,40,3,0,0,2,1,0,3,0,0,0,0,0,3,3,0,0,0,"G5",184,184
"FESTUS DAVIES","GA SOUTHRN",19,56.98,"C","ED",2026,"Sun Belt",80.9,72.7,67,60,0,0,2,0,0,0,2,2,1,0,0,0,1,2,0,0,0,3,0,NA,NA,NA,NA,8,-3.5,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0,0,2,2,0,2,0,0,0,0,0,2,2,0,0,0,"G5",135,135
"TYMERE JACKSON","TEXAS ST",25,56.92,"C","ED",2026,"Pac-12",74,77.3,62.3,NA,0,1,1,1,0,0,1,2,0,0,0,0,0,0,0,1,0,1,0,NA,NA,NA,NA,8,0,0,0.375,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56,2,0,1,0,0,0,0,1,0,1,0,0,2,2,0,0,0,"G5",156,156
"BRODY HENDERSON","SM HOUSTON",45,56.86,"C","ED",2026,"C-USA",71.7,68.1,69.1,60.7,0,1,3,0,0,0,1,1,2,0,0,0,0,1,0,0,0,4,2,NA,NA,NA,NA,28,7.75,0.071,0.107,2,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,3,5,0.167,1,3,1,0.167,4,1,1,0,0,0,6,6,0,0,0,"G5",192,192
"KAI RUSSELL","KENNESAW",19,56.57,"C","ED",2026,"C-USA",66,77.1,58.4,52.3,0,1,3,0,0,0,1,1,0,0,0,0,0,2,0,1,0,3,1,NA,NA,NA,NA,6,0.5,0,0.5,0,3,1,1,10,10,0,1,0,0,108.3,3.33,0,0.667,0,1,0,1,0,0,1,1,0,10,1,0,31,4,0,1,2,1,0,2,0,0,1,1,0,4,4,1,1,0,"G5",214,214
"RAMON PERNAS","SO MISS",19,55.56,"C","ED",2026,"Sun Belt",80,59.8,84.6,NA,0,1,0,0,0,1,2,3,2,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,7,0,0.143,0.143,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"G5",157,157
"NATHAN VANTIMMEREN","C MICHIGAN",30,54.98,"C","ED",2026,"MAC",65.4,73.4,62.5,NA,0,0,2,0,0,1,1,2,1,0,0,0,0,2,0,1,1,1,2,NA,NA,NA,NA,15,-1,0.067,0.2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48,2,0,0,2,2,0,2,0,0,0,0,0,2,2,0,0,0,"G5",66,66
"KEVONTAY WELLS","LA MONROE",29,54.74,"C","ED",2026,"Sun Belt",84.2,85.1,68.5,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,8,0,0,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"G5",121,121
"JAMAIR DIAZ","TEMPLE",17,54.21,"C","ED",2026,"The American",73.6,60.9,74.8,60.3,0,0,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,56,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,"G5",190,190
"JOSAIAH KNIGHT","W KENTUCKY",23,53.89,"C","ED",2026,"C-USA",75.5,70.3,72.1,NA,0,1,2,0,0,0,2,2,0,0,0,0,0,2,0,0,0,2,1,NA,NA,NA,NA,16,-1,0.063,0.125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,3,0,1,2,2,0,2,1,0,0,0,0,3,3,0,0,0,"G5",161,161
"JAMEER LEWIS","SO MISS",16,53.88,"C","ED",2026,"Sun Belt",86,70.5,80.9,NA,0,0,1,0,0,1,0,1,2,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,6,3,0,0.333,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"G5",128,128
"TYLER GILLISON","OHIO",44,53.83,"C","ED",2026,"MAC",73,72.7,74.7,48.6,1,2,1,0,0,1,3,4,0,0,0,0,0,0,0,0,2,2,1,NA,NA,NA,NA,24,7,0,0.083,0,3,1,1,6,6,0,1,0,0,91.7,2,0,0.333,0,0,0,1,0,0,0,1,0,6,6,0,9,4,0.2,2,1,0,0,2,2,0,0,0,1,5,5,0,0,1,"G5",55,55
"ANDRE PORTER","UNLV",38,52.6,"C","ED",2026,"MWC",82.5,64.7,82.3,60,2,0,1,0,0,1,5,6,1,0,0,0,0,0,0,1,1,1,2,NA,NA,NA,NA,10,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0.75,0,1,0,0,1,0,0,0,0,1,4,4,0,0,3,"G5",143,143
