"Name","Team","Jersey.Number.x","Position","Season","Conference.x","Rush.Grade","Key.Plays.x","Attempts","Rush.Yards","Yards.per.Attempt","Rush.Touchdowns","First.Down.Runs","Fumbles.x","Fumbles.Lost.x","Missed.Tackles.on.Runs","Yards.before.Contact","Yards.before.Contact.per.Attempt","Yards.after.Contact","Yards.after.Contract.per.Attempt","Scrambles","First.down.or.Touchdown.percentage","Missed.Tackles.forced.per.Attempt","Explosive.Runs","Change.of.direction.percentage","Team.Name","Jersey.Number.y","Conference.y","Receiving.Grade","Key.Plays.y","Receiving.Snaps","Snaps.on.Press.Coverage","Targets","Receptions","Receiving.Yards","Yards.per.Reception","Receiving.Touchdowns","Receiving.First.Downs","Dropped.Passes","Fumbles.y","Fumbles.Lost.y","Catchable.Targets","Contested.Targets","Contested.Catches","Yards.after.Catch","Yards.After.Catch.per.Reception","Receiving.Yards.after.Contract","Contested.Catches.Percentage","Yards.per.Route.Run","Average.Depth.of.Target","Explosive.Plays","Missed.Tackles.forced.on.Receptions","Percentage.of.Catchable.Passes.Caught","Dropped.Catchable.Passes.Percentage","Contested.Catches.Caught.Percentage","Passer.Rating.when.Targetted","Slot.Target.Percentage","Deep.Target.Percentage","Completion.Percentage.when.Targeted","Percentage.of.Targets.per.Receiving.Snaps","Conference","Conference_Level","Offensive.Snaps","Composite_Score","Player_Grade"
"BAM MCREYNOLDS","UAB",3,"HB",2026,"The American",68,7,16,75,4.7,1,2,0,0,5,37,2.3,38,2.4,0,0.125,0.31,2,0.25,"UAB",3,"The American",57.2,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,"0.00%","0.00%","0.00%",39.6,0.25,0.25,0,"0.00%","The American","G5",32,48.29,"C"
"PEYTON JONES","LIBERTY",7,"HB",2026,"C-USA",70.5,8,14,99,7.1,0,4,0,0,4,34,2.4,65,4.6,0,0.286,0.29,4,0,"LIBERTY",7,"C-USA",52.9,1,15,0,2,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,11.5,0,0,"0.00%","0.00%","50.00%",39.6,0,0.133,0,"0.00%","C-USA","G5",39,48.28,"C"
"DAVIAN JACKSON","TEXAS ST",6,"HB",2026,"Pac-12",67.1,10,19,98,5.2,1,3,0,0,5,51,2.7,47,2.5,0,0.158,0.26,3,0.053,"TEXAS ST",6,"Pac-12",56.2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Pac-12","G5",20,47.94,"C"
"DOMINIC KELLEY","NEVADA",0,"HB",2026,"MWC",67.6,9,17,84,4.9,0,7,0,0,4,35,2.1,49,2.9,0,0.412,0.24,4,0,"NEVADA",0,"MWC",44,2,18,0,3,1,9,9,0,0,1,0,0,2,0,0,9,9,2,0,0.5,4,0,0,"50.00%","50.00%","0.00%",42.4,0.056,0.167,0,"33.30%","MWC","G5",26,46.56,"C"
"WILL HENDERSON III","UTSA",1,"HB",2026,"The American",78.7,9,15,88,5.9,0,3,0,0,1,29,1.9,59,3.9,0,0.2,0.07,3,0.067,"UTSA",1,"The American",59.3,2,29,2,2,2,21,10.5,0,1,0,0,0,2,0,0,26,13,6,0,0.72,-2.5,0,0,"100%","0.00%","0.00%",110.4,0,0.069,0,"100%","The American","G5",32,45.84,"C"
"MASON KING","KENT STATE",0,"HB",2026,"MAC",74.9,7,10,78,7.8,0,4,0,0,3,39,3.9,39,3.9,0,0.4,0.3,3,0,"KENT STATE",0,"MAC",55.2,0,17,0,2,1,8,8,0,0,0,0,0,1,0,0,8,8,3,0,0.47,-2,0,0,"100%","0.00%","0.00%",60.4,0.059,0.118,0,"50.00%","MAC","G5",15,43.44,"C"
"SOLOMON BAGGETT","ARK STATE",23,"HB",2026,"Sun Belt",74.8,6,8,65,8.1,1,3,0,0,3,16,2,49,6.1,0,0.375,0.38,2,0.125,"ARK STATE",23,"Sun Belt",59.9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",1,43.08,"C"
"GEORGE PETTAWAY","JAMES MAD",6,"HB",2026,"Sun Belt",59.8,6,10,40,4,3,4,1,0,5,-4,-0.4,44,4.4,0,0.4,0.5,1,0,"JAMES MAD",6,"Sun Belt",58.7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",45,42.33,"C"
"BREEZY DUBAR","MO STATE",1,"HB",2026,"C-USA",63.2,6,15,62,4.1,1,4,0,0,2,14,0.9,48,3.2,0,0.267,0.13,2,0.2,"MO STATE",1,"C-USA",59,1,16,2,2,2,1,0.5,0,0,0,0,0,2,0,0,8,4,3,0,0.06,-3.5,0,1,"100%","0.00%","0.00%",79.2,0,0.125,0,"100%","C-USA","G5",14,41.7,"C"
"JALEN BUCKLEY","W MICHIGAN",6,"HB",2026,"MAC",63.2,4,10,28,2.8,3,4,0,0,0,19,1.9,9,0.9,0,0.4,0,1,0.2,"W MICHIGAN",6,"MAC",65.2,1,10,0,1,1,9,9,0,0,0,0,0,1,0,0,16,16,10,0,0.9,-7,0,0,"100%","0.00%","0.00%",104.2,0,0.1,0,"100%","MAC","G5",44,39.92,"D"
"KENYON CLAY","ARK STATE",5,"HB",2026,"Sun Belt",71,8,12,49,4.1,1,5,0,0,2,23,1.9,26,2.2,0,0.417,0.17,1,0.083,"ARK STATE",5,"Sun Belt",71.8,1,9,0,2,2,4,2,0,0,0,0,0,2,0,0,9,4.5,10,0,0.44,-2.5,0,1,"100%","0.00%","0.00%",79.2,0,0.222,0,"100%","Sun Belt","G5",48,39.48,"D"
"BRAYDON BENNETT","E MICHIGAN",28,"HB",2026,"MAC",71.5,7,9,56,6.2,0,4,0,0,2,27,3,29,3.2,0,0.444,0.22,1,0,"E MICHIGAN",28,"MAC",68.9,2,9,0,1,1,22,22,0,1,0,0,0,1,0,0,28,28,5,0,2.44,-6,1,0,"100%","0.00%","0.00%",118.8,0,0.111,0,"100%","MAC","G5",13,39.45,"D"
"DUNCAN BRUNE","OHIO",6,"HB",2026,"MAC",55.6,6,18,66,3.7,0,5,0,0,4,12,0.7,54,3,0,0.278,0.22,1,0,"OHIO",6,"MAC",65,1,20,0,2,2,23,11.5,0,0,0,0,0,2,0,0,19,9.5,8,0,1.15,2,0,0,"100%","0.00%","0.00%",114.6,0,0.1,0,"100%","MAC","G5",36,39.25,"D"
"JAQUARI LEWIS","APP STATE",5,"HB",2026,"Sun Belt",66.2,8,18,71,3.9,1,3,0,0,4,11,0.6,60,3.3,0,0.167,0.22,3,0.056,"APP STATE",5,"Sun Belt",54.7,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",31,39.15,"D"
"JEVON EDWARDS","COAST CAR",20,"HB",2026,"Sun Belt",84,6,9,51,5.7,0,3,1,0,4,19,2.1,32,3.6,0,0.333,0.44,2,0,"COAST CAR",20,"Sun Belt",58.7,1,13,0,1,1,3,3,0,0,0,0,0,1,0,0,1,1,0,0,0.23,2,0,0,"100%","0.00%","0.00%",79.2,0,0.077,0,"100%","Sun Belt","G5",28,38.24,"D"
"JO SILVER","DELAWARE",27,"HB",2026,"C-USA",67.2,6,16,109,6.8,0,3,0,0,0,81,5.1,28,1.8,0,0.188,0,5,0.063,"DELAWARE",27,"C-USA",55.6,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","C-USA","G5",26,37.76,"D"
"JADEN ALLEN-HENDRIX","COAST CAR",25,"HB",2026,"Sun Belt",75.3,5,7,58,8.3,1,3,0,0,2,20,2.9,38,5.4,0,0.429,0.29,2,0,"COAST CAR",25,"Sun Belt",59.1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",12,36.77,"D"
"NAKAI AMACHREE","BOWL GREEN",2,"HB",2026,"MAC",60.7,5,13,53,4.1,0,2,0,0,6,-4,-0.3,57,4.4,0,0.154,0.46,2,0.077,"BOWL GREEN",2,"MAC",59.2,1,11,0,2,2,7,3.5,0,0,0,0,0,2,0,0,6,3,2,0,0.64,0.5,0,0,"100%","0.00%","0.00%",81.3,0,0.182,0,"100%","MAC","G5",35,36.44,"D"
"CHANCE WILLIAMS","CHARLOTTE",7,"HB",2026,"The American",63.2,3,9,74,8.2,0,2,0,0,1,19,2.1,55,6.1,0,0.222,0.11,2,0.111,"CHARLOTTE",7,"The American",64.9,1,11,0,2,1,6,6,0,1,0,0,0,1,0,0,13,13,0,0,0.55,4,0,0,"100%","0.00%","0.00%",56.3,0,0.182,0,"50.00%","The American","G5",38,35.82,"D"
"CJ MILLER","TOLEDO",22,"HB",2026,"MAC",75.5,5,9,56,6.2,1,3,0,0,2,23,2.6,33,3.7,0,0.333,0.22,3,0,"TOLEDO",22,"MAC",52.8,1,15,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-3,0,0,"0.00%","0.00%","0.00%",39.6,0,0.067,0,"0.00%","MAC","G5",18,35.67,"D"
"KAM DAVIS","LIBERTY",4,"HB",2026,"C-USA",67.1,6,10,67,6.7,0,4,0,0,3,28,2.8,39,3.9,0,0.4,0.3,3,0,"LIBERTY",4,"C-USA",57.1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,"0.00%","0.00%","0.00%",39.6,0,0.333,0,"0.00%","C-USA","G5",27,35.26,"D"
"DAMARI ALSTON","TULSA",6,"HB",2026,"The American",63.1,5,13,48,3.7,0,3,0,0,1,11,0.8,37,2.9,0,0.231,0.08,0,0.077,"TULSA",6,"The American",87.3,5,19,0,7,5,43,8.6,0,4,0,0,0,5,0,0,54,10.8,21,0,2.26,0.6,1,2,"100%","0.00%","0.00%",87.2,0,0.368,0,"71.40%","The American","G5",34,35.16,"D"
"D.J. CROWTHER","USF",5,"HB",2026,"The American",70.7,5,6,39,6.5,0,2,0,0,5,9,1.5,30,5,0,0.333,0.83,1,0,"USF",5,"The American",60.8,2,25,0,1,1,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0.16,4,0,0,"100%","0.00%","0.00%",83.3,0,0.04,0,"100%","The American","G5",24,35.02,"D"
"KEVEUN MASON","TEMPLE",26,"HB",2026,"The American",78.1,7,14,76,5.4,0,3,0,0,1,23,1.6,53,3.8,0,0.214,0.07,2,0,"TEMPLE",26,"The American",60,0,10,0,1,1,2,2,0,0,0,0,0,1,0,0,7,7,2,0,0.2,-5,0,0,"100%","0.00%","0.00%",79.2,0,0.1,0,"100%","The American","G5",40,34.88,"D"
"EZELL JOLLY","ARK STATE",22,"HB",2026,"Sun Belt",72.1,7,9,63,7,0,4,0,0,1,35,3.9,28,3.1,0,0.444,0.11,1,0,"ARK STATE",22,"Sun Belt",66.7,1,5,0,2,2,6,3,0,0,0,0,0,2,0,0,12,6,1,0,1.2,-3,0,0,"100%","0.00%","0.00%",79.2,0,0.4,0,"100%","Sun Belt","G5",8,34.48,"D"
"LUCKY SUTTON","S DIEGO ST",7,"HB",2026,"Pac-12",69.3,8,19,81,4.3,0,5,0,0,1,9,0.5,72,3.8,0,0.263,0.05,3,0.053,"S DIEGO ST",7,"Pac-12",56.7,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Pac-12","G5",35,34.3,"D"
"D'SHAWNTAE JONES","MIAMI OH",9,"HB",2026,"MAC",70.3,4,7,47,6.7,1,4,0,0,2,6,0.9,41,5.9,0,0.571,0.29,2,0,"MIAMI OH",9,"MAC",58.9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","MAC","G5",17,34.23,"D"
"ANTHONY CARRIE","FIU",1,"HB",2026,"C-USA",64.2,5,13,49,3.8,0,3,0,0,2,6,0.5,43,3.3,0,0.231,0.15,2,0.231,"FIU",1,"C-USA",58.5,2,22,0,3,2,10,5,0,0,0,0,0,2,0,0,8,4,2,0,0.45,-1.3,0,0,"100%","0.00%","0.00%",71.5,0,0.136,0,"66.70%","C-USA","G5",36,33.08,"D"
"ALTON MCCASKILL","SM HOUSTON",22,"HB",2026,"C-USA",71.9,6,13,49,3.8,0,4,0,0,2,10,0.8,39,3,0,0.308,0.15,2,0.077,"SM HOUSTON",22,"C-USA",36.5,2,25,0,7,5,9,1.8,0,1,2,0,0,7,0,0,22,4.4,11,0,0.36,-2.4,0,0,"71.40%","28.60%","0.00%",74.1,0,0.28,0,"71.40%","C-USA","G5",43,32.87,"D"
"JAYLON GLOVER","UNLV",0,"HB",2026,"MWC",57.5,4,6,21,3.5,0,2,1,1,6,-4,-0.7,25,4.2,0,0.333,1,1,0,"UNLV",0,"MWC",69.8,2,15,1,2,2,22,11,0,1,0,0,0,2,0,0,16,8,7,0,1.47,3,0,0,"100%","0.00%","0.00%",112.5,0,0.133,0,"100%","MWC","G5",12,32.17,"D"
"TREYAUN WEBB","APP STATE",4,"HB",2026,"Sun Belt",77.2,4,6,32,5.3,1,2,0,0,4,25,4.2,7,1.2,0,0.333,0.67,2,0,"APP STATE",4,"Sun Belt",56.6,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Sun Belt","G5",9,31.42,"D"
"BRANDON HIGH JR.","UTSA",10,"HB",2026,"The American",63.3,5,8,47,5.9,1,3,0,0,2,13,1.6,34,4.3,0,0.375,0.25,1,0.125,"UTSA",10,"The American",55.7,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","The American","G5",16,30.9,"D"
"CONNOR WALENDZAK","TOLEDO",8,"HB",2026,"MAC",63.5,3,7,38,5.4,1,2,0,0,1,15,2.1,23,3.3,0,0.286,0.14,1,0,"TOLEDO",8,"MAC",70,1,8,0,1,1,4,4,1,1,0,0,0,1,0,0,2,2,0,0,0.5,2,0,0,"100%","0.00%","0.00%",122.9,0,0.125,0,"100%","MAC","G5",25,30.64,"D"
"DURELL ROBINSON","COLO STATE",11,"HB",2026,"Pac-12",68.8,6,11,43,3.9,0,2,0,0,6,14,1.3,29,2.6,0,0.182,0.55,1,0.091,"COLO STATE",11,"Pac-12",52.8,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0.00%","0.00%","0.00%",0,0,0,0,"0.00%","Pac-12","G5",35,29.88,"D"
