"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade"
"WILL SWARTZ","RICE",29,6.89,"F"
"GAVIN CORREIA","FRESNO ST",25,6.69,"F"
"BEN GRICE","RICE",32,6.22,"F"
"REED JESIOLOWSKI","KENNESAW",45,5.94,"F"
"DOMINIC TOY","COLO STATE",41,5.54,"F"
"MATT BYRNES","UNLV",37,5.47,"F"
"LOGAN MAULDIN","CHARLOTTE",16,5.28,"F"
"CC EZIRIM","W KENTUCKY",38,4.97,"F"
"SAM LEE","TOLEDO",28,4.76,"F"
"AIDAN O'CALLAGHAN","MEMPHIS",20,4.73,"F"
"TY STAMEY","TEXAS ST",21,4.13,"F"
"AJ MILLER","OHIO",25,3.84,"F"
"TROY GRIZZLE","BOISE ST",15,3.45,"F"
"MAX MOSEY","RICE",16,2.94,"F"
"GUS MCGEE","CHARLOTTE",38,2.89,"F"
"JEWLYEN ROBERTS","TULSA",22,2.46,"F"
"GAVIN SPILLERS","C MICHIGAN",12,2.32,"F"
"EZRA BURGESS","ARK STATE",19,2.31,"F"
"JOEY SCHLAFFER","TEMPLE",14,2.29,"F"
"CARTER ECK","NEVADA",16,2.26,"F"
"GABRIEL CLINE","UAB",13,2.26,"F"
"JACK LUA","S DIEGO ST",14,2.25,"F"
"DAVIS LANE","RICE",50,2.2,"F"
"SIMON MAPA","NEW MEXICO",34,2.2,"F"
"ZY'AIRE FLETCHER","KENT STATE",13,2.17,"F"
"VANCE BOLYARD","TULANE",14,1.96,"F"
"BRADY RHOADS","CHARLOTTE",15,1.91,"F"
"EMILIANO SOLDEVILLA","LA LAFAYET",25,1.9,"F"
"JOE STEIN","N ILLINOIS",18,1.88,"F"
"WESLEY CAMPBELL VI","GA STATE",28,1.73,"F"
"JAMESON SCISSUM","JVILLE ST",21,1.73,"F"
"TY RUPE","UTSA",13,1.67,"F"
"BEN VERGES","COAST CAR",11,1.61,"F"
"BRENDAN LOFTUS","MIAMI OH",16,1.56,"F"
"EVAN POTICHER","MIDDLE TN",19,1.51,"F"
"TANNER LEMASTER","E MICHIGAN",33,1.43,"F"
"LUKE CLYBURN","USF",31,1.42,"F"
"CARSON SU'ESU'E","NEW MEX ST",23,1.42,"F"
"COLLIN REMENOWSKY","UTAH ST",22,1.42,"F"
"LUKE TEVIS","TULSA",13,1.37,"F"
"EVAN DANGLER","USF",27,1.36,"F"
"JACOB NEWELL","TOLEDO",18,1.25,"F"
"ANTONIO FERGUSON","UAB",44,1.22,"F"
"RYAN WOLFER","S DIEGO ST",16,1.22,"F"
"MATT BURON","GA STATE",19,1.21,"F"
"ISAAC SCHOENFELD","WYOMING",15,1.16,"F"
"TYLER LITTLE","ARK STATE",29,1,"F"
"EVERETT HUNTER","S ALABAMA",42,0.93,"F"
"NADER CHIRCHI","COLO STATE",40,0.92,"F"
"CYRUS ELLISON","COAST CAR",31,0.78,"F"
"THATCHER MILLER","JAMES MAD",20,0.75,"F"
"AVION MCBRIDE","GA STATE",26,0.73,"F"
"CHRIS GACAYAN II","TULSA",26,0.67,"F"
"JP MIKHAEL","GA SOUTHRN",26,0,"F"
