"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade"
"JAIVYN MOORE","COLO STATE",15,12.19,"F"
"CHAUNCY COBB","ARK STATE",31,12.15,"F"
"ANTHONY GARCIA","UTAH ST",29,12.11,"F"
"AKEEM WRIGHT","BOISE ST",42,12.04,"F"
"MOJO DORTCH","TROY",19,11.89,"F"
"RAY RAY JOSEPH JR.","E CAROLINA",51,11.81,"F"
"DOMINIQUE HENRY","FAU",53,11.67,"F"
"DONOVAN HAMILTON","BALL ST",46,11.56,"F"
"ALEX TAYLOR","GA SOUTHRN",59,10.96,"F"
"JAY WILKERSON","LA TECH",36,10.92,"F"
"MARSHAUN BROWN","NEVADA",34,10.91,"F"
"ANDRE GREENE JR.","GA SOUTHRN",37,10.88,"F"
"KELAN MCINERNEY","N ILLINOIS",39,10.61,"F"
"EGYPT NELSON","W MICHIGAN",46,10.49,"F"
"JJ HARRELL","DOMINION",56,10.25,"F"
"DESTYN HILL","TULANE",38,10.15,"F"
"KAM THOMAS","UTEP",34,10.03,"F"
"QUINCY BURROUGHS","W KENTUCKY",34,10.01,"F"
"DEION DEBLANC","WYOMING",21,9.88,"F"
"BRENDAN JENKINS","S ALABAMA",66,9.77,"F"
"ZECHARIAH SAMPLE","TEXAS ST",20,9.72,"F"
"DAVID AMADOR II","UTSA",41,9.65,"F"
"ZA'RON COLLINS","JAMES MAD",27,9.65,"F"
"BRANDON HILLS","AKRON",28,8.6,"F"
"DERRICK AVERY JR.","GA STATE",58,8.56,"F"
"JACKSON HOLMAN","WYOMING",26,8.52,"F"
"MOUSSA BARRY","W KENTUCKY",25,8.35,"F"
"DONOVAN LEWIS","DELAWARE",21,7.96,"F"
"MUDIA REUBEN","USF",43,7.46,"F"
"MILES BURRIS","AKRON",26,6.9,"F"
"DJ DARLING","NEW MEXICO",45,6.68,"F"
"DONNIE CHEERS","NEVADA",29,6.54,"F"
"MILES WILLIAMS","NEW MEXICO",30,5.68,"F"
"GREG GAINES III","FIU",20,5.57,"F"
"BRANDEN HOCH","FAU",21,5.41,"F"
"DALIN WILKINS","E MICHIGAN",53,5.13,"F"
"TYLER JOHNSON","E CAROLINA",55,5.05,"F"
"JACKSON HARPER","COLO STATE",44,4.87,"F"
"BRAYLEN WALKER","RICE",63,4.54,"F"
"JAMARION MCDOUGLE","BALL ST",25,4.39,"F"
"JEREMIAH HARRISON","JAMES MAD",36,4.29,"F"
"QUA'VEZ HUMPHREYS","W KENTUCKY",34,4.2,"F"
"LUKE WATKINS","LA TECH",28,3.7,"F"
"DOMINIQUE MCKENZIE","S JOSE ST",26,2.81,"F"
"ASHTON HOLLINS","GA SOUTHRN",45,2.76,"F"
"TERRENCE SMITH JR.","COLO STATE",35,2.23,"F"
"EIAN PUGH","OHIO",23,1.95,"F"
"ELISHA DURHAM","BALL ST",22,1.84,"F"
"JASE NIX","S JOSE ST",16,1.81,"F"
"JAVON ROBINSON","UTAH ST",16,1.6,"F"
"HOGAN WASSON","MIDDLE TN",20,1.48,"F"
"TROY OMEIRE","NEW MEXICO",42,1.33,"F"
"T.J. JOHNSON","DOMINION",55,1.09,"F"
"GEORGE DIMOPOULOS","N ILLINOIS",16,0.97,"F"
"JAHLIL MCCLAIN","FRESNO ST",27,0.2,"F"
"GARRETT MMAHAT","TULANE",27,0.17,"F"
"BENSON PROSPER","E MICHIGAN",30,0.03,"F"
"JABARI SMITH","BALL ST",17,0,"F"
