"Name","Team.Name","Offensive.Snaps","Composite_Score","Player_Grade"
"TYLER LITTLE","ARK STATE",30,15.06,"F"
"WYATT SULLIVAN","USF",19,14.52,"F"
"MAX MOSEY","RICE",20,12.97,"F"
"MYLES PETERS","C MICHIGAN",19,12.65,"F"
"DECORION TEMPLE","OREGON ST",24,12.22,"F"
"RYAN WOLFER","S DIEGO ST",35,11.72,"F"
"CALEB RYAN","LIBERTY",17,11.34,"F"
"HUNTER HOPPERTON","KENT STATE",23,11.27,"F"
"ELI JACON-DUFFY","BOWL GREEN",40,11.27,"F"
"TERIK MULDER","KENT STATE",16,11.25,"F"
"DJ ASIASI","NEVADA",42,10.57,"F"
"CONNER CRAVAACK","AKRON",24,10.19,"F"
"PETER CLARKE","TEMPLE",67,9.25,"F"
"PEARCE SPURLIN III","COLO STATE",13,8.43,"F"
"CAMERON ROBERTS","TULANE",14,8.37,"F"
"KADE CATON","USF",24,8.29,"F"
"ZY'AIRE FLETCHER","KENT STATE",25,8.25,"F"
"WESLEY CAMPBELL VI","GA STATE",20,8.12,"F"
"JADEN HAMM","ARK STATE",12,7.77,"F"
"CARTER ECK","NEVADA",13,7.09,"F"
"DILLON HIPP","MO STATE",25,6.19,"F"
"PRESTON KILGORE","SO MISS",27,5.93,"F"
"KAMAEHU KOPA-KAAWALAUOLE","S JOSE ST",13,4.9,"F"
"ARVIS BATTLE JR.","TEXAS ST",12,4.77,"F"
"RYAN BROTHERTON","W MICHIGAN",15,4.26,"F"
"COLESON ARENDS","W KENTUCKY",15,4.19,"F"
"BEAU BAKER","WASH STATE",14,4.18,"F"
"JAKE FURTNEY","OHIO",23,3.97,"F"
"CASH CHEEKS","UTEP",40,3.84,"F"
"JP MIKHAEL","GA SOUTHRN",17,3.81,"F"
"CHRIS GACAYAN II","TULSA",18,3.69,"F"
"ISAAC SCHOENFELD","WYOMING",19,3.52,"F"
"RYDER KUSCH","TEMPLE",26,3.5,"F"
"REED JESIOLOWSKI","KENNESAW",15,3.41,"F"
"GABE MILBOURN","OREGON ST",22,3.33,"F"
"JACKSON FORD","S DIEGO ST",42,3.21,"F"
"TAYVION GALLOWAY","MIDDLE TN",20,2.93,"F"
"LUKE CLYBURN","USF",26,2.87,"F"
"ALEX SCHERLE","BALL ST",35,2.82,"F"
"CHRISTIAN ROSS","MIAMI OH",35,2.74,"F"
"JUDAH EZINWA","UTEP",11,2.57,"F"
"JACKSON BOWERS","OREGON ST",18,2.39,"F"
"EMILIANO SOLDEVILLA","LA LAFAYET",12,2.39,"F"
"BLANE CLEAVER","BOWL GREEN",25,2.25,"F"
"LANE WADLE","CHARLOTTE",18,2.1,"F"
"KANEN HAMLETT","E CAROLINA",17,2.04,"F"
"COLLIN REMENOWSKY","UTAH ST",14,2,"F"
"JOE STEIN","N ILLINOIS",11,1.85,"F"
"RYAN BOULTWOOD","S JOSE ST",11,1.85,"F"
"BRAYDEN BOCKLER","LA TECH",14,1.77,"F"
"ISAIAH BUTLER-TANNER","UTSA",13,1.55,"F"
"NATE LEVICKI","W MICHIGAN",28,1.5,"F"
"JEWLYEN ROBERTS","TULSA",21,1.49,"F"
"CYRUS ELLISON","COAST CAR",40,1.35,"F"
"WILL SWARTZ","RICE",26,1.34,"F"
"GABE LOVORN","TULANE",14,1.25,"F"
"ANDREW METZGER","OHIO",21,1.13,"F"
"CARTER KUCHENBUCH","BOISE ST",16,1.02,"F"
"LUKE TEVIS","TULSA",16,1.01,"F"
"TREVOR WILSON","BUFFALO",40,0.96,"F"
"TY STAMEY","TEXAS ST",52,0.94,"F"
"MILES CAMPBELL","UTSA",22,0.92,"F"
"JT TANG","TROY",23,0.84,"F"
"MATT SMITH","SM HOUSTON",13,0.65,"F"
"KACHE KAIO","UTAH ST",28,0.64,"F"
"JAMESON SCISSUM","JVILLE ST",34,0.64,"F"
"THATCHER MILLER","JAMES MAD",22,0.62,"F"
"EZRA BURGESS","ARK STATE",16,0.61,"F"
"SCOTT MOORE","DELAWARE",25,0.58,"F"
"KD MOSLEY","JAMES MAD",16,0.56,"F"
"EVERETT HUNTER","S ALABAMA",49,0.31,"F"
"LONDON DEYON","SM HOUSTON",15,0.16,"F"
"AUSTIN TERRY","BOISE ST",23,0.13,"F"
"GRANT MCATEE","TULSA",21,0.1,"F"
"ANTONIO FERGUSON","UAB",30,0,"F"
