"Name","Team","Defensive.Snaps","Composite_Score","Player_Grade","Position","Season","Conference","Defensive.Grades","Run.Defense.Grade","Pass.Rush.Grade","Coverage.Grade","Batted.Passes","Assistant","Stops","Sacks","NFL.Sacks","Hits","Hurries","Total.Pressures.Generated","Beaten.Defender","Pass.Break.Up","Interception","Forced.Fumble","Fumble.Recovery","Tackle.for.Loss.or.No.Gain","Dropped.Int","Pursuit.Pressure","Unblocked.Pass.Rush","First.Contact","Negative.Plays","Pass.Rush.Plays","Pass.Rush.Win.Percentage","Pass.Rush.Pressure.Percentage","Pass.Rush.Productivity","Run.Defense.Plays","Average.Depth.of.Tackle","Negative.Rush.Defense.Percentage","Positive.Rush.Defense.Percentage","Number.of.Negative.Plays","Coverage.Snaps","Receptions.Allowed","Completion.Percentage.Allowed","Pass.Yards.Allowed","Yards.per.Reception.Allowed","Touchdowns.Allowed","First.Downs.Allowed","Interceptions","Forced.Incompletions","Passer.Rating.Allowed","Receiving.Yards.Allowed.per.Snap","Plays.of.15..Yards.Allowed","Successful.Plays.Percentage","Sacks.per.Throwaway","Open.Targets","Drops...Off.Targets.Receptions.Forced","Total.Negative.Plays","Total.Positive.Plays","X15..Yards.Allowed.Percentage","Percentage.of.Open.Targets","Percentage.of.First.Down.or.Touchdown.Allowed","Interceptions.per.Target.Coverage.Percentage","Receiving.Yards.per.Coverage.Target","Average.Depth.of.Target.per.Coverage","Forced.Incompletion.Percentage","Jersey.Number","Total.Tackles","Missed.Tackle.Percentage","Assist.Tackles","Run.Stop","Run.Tackle.for.Losss.or.No.Gain","Missed.Tackle.Percentage.on.Run.Plays","Tackles.on.Run.Plays","Assist.Tackles.on.Run.Plays","Missed.Tackles.on.Run.Plays","Pass.Stop","Pass.Tackle.for.Loss.or.No.Gain","Pass.Missed.Tackles.Percentage","Total.Tackle.Snaps","Total.Tackles..Sacks...Assists...Sacks...Missed.","Assist.on.Pass.Plays","Tackles.on.Pass.Plays","Missed.Tackles.on.Pass.Plays","Conference_Level","Row_ID","Lined.up.in.Press.Coverage","row_id"
"KAHMARI BROWN","IOWA",23,28.3,"D","ED",2026,"Big Ten",62.8,66.8,57.4,NA,0,0,2,1,0,0,2,3,0,0,0,0,0,0,0,0,0,4,2,NA,NA,NA,NA,8,1,0.125,0.125,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43,2,0.5,0,1,0,0,1,0,0,1,0,0.667,4,4,0,0,2,"P4",175,NA,175
"CAM BRANDT","MICHIGAN",32,28.27,"D","ED",2026,"Big Ten",63.8,65.5,56,NA,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,NA,NA,NA,NA,24,1,0.042,0.042,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,2,0,1,1,0,0,1,1,0,0,0,0,2,2,0,0,0,"P4",134,NA,134
"JONATHAN JEFFERSON","SMU",24,28.1,"D","ED",2026,"ACC",70.6,73,56.1,60,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,2,NA,NA,NA,NA,14,2,0.143,0.357,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,94,3,0.25,1,2,0,0.333,2,0,1,0,0,0,4,4,1,0,0,"P4",12,NA,12
"NATE JOHNSON","AUBURN",22,28.08,"D","ED",2026,"SEC",68,66.9,63.2,NA,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,7,0,0,0.143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",124,NA,124
"CAYMAN SPAULDING","GA TECH",31,28.05,"D","ED",2026,"ACC",47.6,60.2,NA,42.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,4,NA,NA,NA,NA,17,4.33,0.118,0.118,2,14,1,0.5,17,17,0,1,0,0,79.2,1.21,1,0.286,0,1,0,2,0,0.071,0.5,0.5,0,8.5,5,0,1,4,0.333,0,1,0,0.4,3,0,2,0,0,0,6,6,0,1,0,"P4",115,NA,115
"CADEN O'ROURKE","NWESTERN",30,27.82,"D","ED",2026,"Big Ten",63.9,63.2,61.2,60,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,8,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91,1,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",209,NA,209
"GUS CORDOVA","MISS STATE",17,27.51,"D","ED",2026,"SEC",65.3,50.9,77.7,60.5,0,0,0,0,0,0,2,2,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,7,0,0.143,0.143,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",229,NA,229
"CEDRIC WORKS","KENTUCKY",29,27.24,"D","ED",2026,"SEC",54.2,56.1,52.4,61.6,0,0,2,0,0,0,2,2,0,0,0,0,0,1,0,2,0,2,2,NA,NA,NA,NA,14,1,0.071,0.071,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0.333,0,1,0,0,1,0,0,1,1,0.5,3,3,0,1,1,"P4",227,NA,227
"DOMINIC KIRKS","NWESTERN",34,26.77,"D","ED",2026,"Big Ten",50.9,60.7,56.6,NA,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,1,1,NA,NA,NA,NA,7,0,0.143,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",197,NA,197
"DARIEN MAYO","CLEMSON",31,26.75,"D","ED",2026,"ACC",54.8,48.1,63.3,60,0,2,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,1,2,NA,NA,NA,NA,13,0,0.154,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,2,0,2,0,0,0,0,2,0,0,0,0,2,2,0,0,0,"P4",178,NA,178
"SCOTT TAYLOR","UCLA",45,26.52,"D","ED",2026,"Big Ten",48.8,42.1,54.3,61.8,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,2,0,0,4,NA,NA,NA,NA,15,0,0.267,0,4,11,0,0,0,0,0,0,0,0,0,0,0,0.273,0,0,0,0,1,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",222,NA,222
"ISRAEL OLADIPUPO","BOSTON COL",16,26.43,"D","ED",2026,"ACC",63.2,63.4,58.4,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,13,3,0.077,0.231,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98,1,0.5,0,1,0,0.5,1,0,1,0,0,0,2,2,0,0,0,"P4",232,NA,232
"ANTHONY SACCA","UCLA",25,26.13,"D","ED",2026,"Big Ten",64.2,59.1,63.7,64.4,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,12,1,0.083,0.083,1,7,0,0,0,0,0,0,0,0,0,0,0,0.571,0,0,0,0,0,0,0,0,0,0,0,0,39,2,0,0,1,0,0,1,0,0,0,0,0,2,2,0,1,0,"P4",223,NA,223
"ANSEL NEDORE","TEXAS TECH",34,26.1,"D","ED",2026,"Big 12",62.2,70,52.8,60.4,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,13,0,0,0.154,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,33,2,0,2,0,0,0,0,1,0,0,0,0,2,2,1,0,0,"P4",101,NA,101
"DOMINIC LOLESIO","ARIZONA",16,26.01,"D","ED",2026,"Big 12",61.5,66.1,54.9,60.1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,3,0,0,0.333,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,42,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",82,NA,82
"JAYSON JENKINS","MISS STATE",27,25.98,"D","ED",2026,"SEC",63.2,68.5,54.1,NA,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,0,NA,NA,NA,NA,12,3.33,0,0.083,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,3,0,0,2,0,0,3,0,0,0,0,0,3,3,0,0,0,"P4",63,NA,63
"ERNEST COOPER","STANFORD",26,25.95,"D","ED",2026,"ACC",60.3,63,55.5,NA,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,14,0,0.143,0.214,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,3,0,3,0,0,0,0,3,0,0,0,0,3,3,0,0,0,"P4",29,NA,29
"CARSON GENTLE","TENNESSEE",15,25.94,"D","ED",2026,"SEC",66.5,66.5,60.6,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,0,0,0.143,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",176,NA,176
"ANTO SAKA","TEXAS A&M",17,25.82,"D","ED",2026,"SEC",57.2,68.4,57.2,60,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,1,2,NA,NA,NA,NA,11,2,0.091,0.273,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",55,NA,55
"SAMUEL OKUNLOLA","VA TECH",15,25.74,"D","ED",2026,"ACC",67.8,74,67.1,60,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,0,0,3,1,NA,NA,NA,NA,11,0.5,0.091,0.273,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,2,0,0,2,1,0,2,0,0,0,0,0,2,2,0,0,0,"P4",21,NA,21
"CALEB HERRING","S CAROLINA",22,25.62,"D","ED",2026,"SEC",62.9,62.9,60.1,NA,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,10,4,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",118,NA,118
"JALEEL JOHNSON","OKLA STATE",27,25.6,"D","ED",2026,"Big 12",49.8,60.9,53.2,NA,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,4,2,NA,NA,NA,NA,13,4.67,0.077,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,3,0,0,1,0,0,3,0,0,0,0,0,3,3,0,0,0,"P4",37,NA,37
"JAMES WILLIAMS","OKLA STATE",26,25.2,"D","ED",2026,"Big 12",64.8,57.8,58.8,70.9,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,14,0,0.071,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,2,0,1,0,0,0,0,1,0,1,1,0,2,2,0,1,0,"P4",5,NA,5
"OMAR STAPLES","STANFORD",40,25.2,"D","ED",2026,"ACC",52.7,54.2,57.2,57.7,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,4,NA,NA,NA,NA,16,1,0.188,0.125,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,45,2,0.5,0,1,0,0.5,1,0,1,1,0,0.5,4,4,0,1,1,"P4",137,NA,137
"CHARLES ANDERSON JR.","TEXAS TECH",29,25.14,"D","ED",2026,"Big 12",62.7,65.8,57.4,NA,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,NA,NA,NA,NA,12,1,0.167,0.333,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,97,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",193,NA,193
"ZINA UMEOZULU","TEXAS",25,24.96,"D","ED",2026,"SEC",72.4,79.4,54.9,NA,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,12,3.5,0,0.417,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,2,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,"P4",163,NA,163
"DA'SHAWN WOMACK","AUBURN",27,24.91,"D","ED",2026,"SEC",53.9,49.1,56.8,62.6,0,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,3,NA,NA,NA,NA,13,0,0.231,0.231,3,7,0,0,0,0,0,0,0,0,0,0,0,0.429,0,0,0,0,0,0,0,0,0,0,0,0,15,3,0.25,2,1,1,0.25,1,2,1,0,0,0,3,4,0,0,0,"P4",88,NA,88
"J'DAN BURNETT","RUTGERS",24,24.8,"D","ED",2026,"Big Ten",55.6,51.8,61.3,60.2,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,2,NA,NA,NA,NA,14,0,0.143,0.071,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,94,2,0,1,0,0,0,0,1,0,1,0,0,2,2,0,1,0,"P4",9,NA,9
"JAYDEN WAYNE","CAL",31,24.66,"D","ED",2026,"ACC",64.8,66.4,59.2,NA,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,NA,NA,NA,NA,15,0,0,0.067,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",72,NA,72
"KEVIN O'CONNOR","DUKE",33,24.53,"D","ED",2026,"ACC",58.4,70.7,53.4,59,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,1,NA,NA,NA,NA,11,0,0,0.182,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,2,0.333,2,0,0,0,0,2,0,0,0,1,3,3,0,0,1,"P4",70,NA,70
"BENJAMIN PERRY","LOUISVILLE",17,24.15,"D","ED",2026,"ACC",58.8,59.7,67.8,55,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,NA,NA,NA,NA,7,3.5,0.143,0,1,9,2,1,16,8,0,1,0,0,100,1.78,0,0.667,0,2,0,1,1,0,1,0.5,0,8,6,0,23,3,0,0,1,0,0,2,0,0,1,0,0,3,3,0,1,0,"P4",8,NA,8
"MALIK BRYANT","MISSOURI",15,23.95,"D","ED",2026,"SEC",65.6,63.7,62.4,NA,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,2,0,NA,NA,NA,NA,6,-1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,2,0,1,1,1,0,1,1,0,0,0,0,2,2,0,0,0,"P4",71,NA,71
"MAX GRANVILLE","PENN STATE",22,23.79,"D","ED",2026,"Big Ten",54.2,54.6,57.1,NA,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,1,0,0,2,NA,NA,NA,NA,6,0,0.167,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18,0,1,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,"P4",192,NA,192
"STEVEN SOLES JR.","ARKANSAS",29,23.77,"D","ED",2026,"SEC",59.1,62.1,63.4,51.2,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,8,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,35,1,0.5,1,0,0,0,0,0,0,0,0,0.5,2,2,1,0,1,"P4",166,NA,166
"JULIAN HUGO","ARIZONA ST",18,23.58,"D","ED",2026,"Big 12",49.4,40.9,69.6,NA,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,3,NA,NA,NA,NA,10,0,0.3,0.2,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",234,NA,234
"ZACH CROTHERS","PITTSBURGH",15,23.4,"D","ED",2026,"ACC",66.5,64.5,60.9,60,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,4,0,0,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,"P4",144,NA,144
"AIDEN GOBAIRA","UCLA",56,23.18,"D","ED",2026,"Big Ten",49.4,42.1,57,59.2,0,0,0,0,0,1,2,3,0,0,0,0,0,0,0,1,0,0,2,NA,NA,NA,NA,17,0,0.118,0,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",25,NA,25
"ZURIAH FISHER","USC",15,23.14,"D","ED",2026,"Big Ten",66.5,62.8,66.1,60.6,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,8,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,18,1,0,1,0,0,0,0,1,0,0,0,0,1,1,0,0,0,"P4",6,NA,6
"JAYLEN PRAY","SYRACUSE",23,22.75,"D","ED",2026,"ACC",60.5,58.1,63,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,3,2,NA,NA,NA,NA,15,3.5,0.133,0.067,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,77,2,0,0,1,0,0,2,0,0,0,0,0,2,2,0,0,0,"P4",210,NA,210
"JUSTUS BOONE","WISCONSIN",21,22.74,"D","ED",2026,"Big Ten",65,60.9,66.4,NA,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,0,3,1,NA,NA,NA,NA,13,3,0.077,0.154,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,0,0,2,0,0,3,0,0,0,0,0,3,3,0,0,0,"P4",11,NA,11
"RYLAN KENNEDY","FLORIDA ST",40,22.53,"D","ED",2026,"ACC",67,64.6,64.6,60,0,0,1,0,0,0,2,2,0,0,0,0,0,1,0,0,0,0,1,NA,NA,NA,NA,15,-4,0.067,0.133,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,0,"P4",128,NA,128
"CALLEN CAMPBELL","NWESTERN",69,22.5,"D","ED",2026,"Big Ten",54.7,59.8,51.7,NA,0,0,2,0,0,0,2,2,0,0,0,0,0,0,0,0,1,2,2,NA,NA,NA,NA,27,3,0.074,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44,2,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,"P4",153,NA,153
"MILES CAPERS","VANDERBILT",33,22.32,"D","ED",2026,"SEC",65.2,70.7,56.2,60,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,13,2.5,0,0.154,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,29,2,0,0,2,0,0,2,0,0,0,0,0,2,2,0,0,0,"P4",13,NA,13
"JIMMY SCOTT","PITTSBURGH",31,22.25,"D","ED",2026,"ACC",57.4,61.3,55.6,NA,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,NA,NA,NA,NA,7,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",53,NA,53
"RICHARD WESLEY","TEXAS",15,22.15,"D","ED",2026,"SEC",70.1,68,63.5,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,2,1,NA,NA,NA,NA,9,1,0.111,0.222,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",243,NA,243
"ALEX BRAY","KANSAS",20,21.94,"D","ED",2026,"Big 12",68.5,60.5,69.5,61.3,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0.667,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",130,NA,130
"MICHEAL GARNER","WISCONSIN",33,21.93,"D","ED",2026,"Big Ten",60.8,64.3,54.6,60,0,1,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,NA,NA,NA,NA,16,1.67,0.063,0.125,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,4,0,1,2,1,0,3,1,0,0,0,0,4,4,0,0,0,"P4",104,NA,104
"MALACHI DAVIS","RUTGERS",46,21.88,"D","ED",2026,"Big Ten",57.4,59.2,53.6,60.4,0,0,2,0,0,0,1,1,0,0,0,0,0,1,0,1,0,4,3,NA,NA,NA,NA,27,1,0.111,0.074,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,2,0,0,2,1,0,2,0,0,0,0,0,2,2,0,0,0,"P4",27,NA,27
"JUSTIN HILL","ALABAMA",16,21.87,"D","ED",2026,"SEC",55,55.4,56.3,60.4,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,1,NA,NA,NA,NA,9,-1,0.111,0.111,1,2,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0,0,0,8,1,0.5,0,1,1,0.5,1,0,1,0,0,0,2,2,0,0,0,"P4",198,NA,198
"FAVOR BATE","BOSTON COL",18,21.6,"D","ED",2026,"ACC",60.4,62.2,55.3,NA,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,NA,NA,NA,NA,13,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",194,NA,194
"ALEXANDER MCPHERSON","PENN STATE",21,21.15,"D","ED",2026,"Big Ten",56.7,49.3,70.3,60,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,1,1,2,NA,NA,NA,NA,14,0,0.143,0.071,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",202,NA,202
"JONATHAN MALDONADO","OLE MISS",27,20.92,"D","ED",2026,"SEC",58,56.4,59.7,60,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,NA,NA,NA,NA,14,0,0.071,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",39,NA,39
"DESMOND UMEOZULU","ALABAMA",17,20.86,"D","ED",2026,"SEC",67,66.4,61.5,NA,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,NA,NA,NA,NA,8,1,0,0.125,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9,1,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,"P4",113,NA,113
"ADAM SHOVLIN","STANFORD",16,20.46,"D","ED",2026,"ACC",67.2,60.6,56.2,66.9,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,NA,NA,NA,NA,9,0,0.111,0.111,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,95,1,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,0,"P4",221,NA,221
"KADE PIETRZAK","NEBRASKA",17,20.37,"D","ED",2026,"Big Ten",62.6,60.4,61.8,NA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,6,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"P4",211,NA,211
